case_id,mechanics,phase,delay,initial_resistance,scenario,candidate_eligible_events,competitor_eligible_events,candidate_updates,competitor_updates,proposals,deallocations,final_candidate_live,final_candidate_resistance,final_candidate_coupling,final_candidate_eligible,final_competitor_live,final_competitor_resistance,final_competitor_coupling,final_competitor_eligible,final_tick,final_pressure_phase,final_body_hash,final_checkpoint_hash,physical_trace_hash,naturally_quiescent,replay_exact,candidate_trajectory,competitor_trajectory
44,production,0,3,20,unrelated_modulation,0:4,,1,0,0,0,1,22,1,0,0,0,0,0,15,5,aec1d23b185a19031472ea698efc6113b78e9bc7725dc6469072065c12c21be9,1113f7b362f6be86ceb5e6437435355cfc6ee6646699dda79cb3b060180d19e8,e4dd468ba1ce9d88eff5688ae65b9539efde70341a304568c557aabab12dfa2f,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:23:1:0|advance@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,
45,reference,0,3,20,nearby_drive,0:4,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,dd8f22b8350b5b0bf74159216dbb0331eec536516f8e2701a6f5daa1a15fe101,f7703f09ba96b4940306baef6a7865f0c6b99cb81326be15cc889bba934a0550,6bc8379c4a2ff222d32bbed159c382b75149fa5ef18a613475a460bf554e5cdd,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
45,production,0,3,20,nearby_drive,0:4,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,dd8f22b8350b5b0bf74159216dbb0331eec536516f8e2701a6f5daa1a15fe101,fafe90a30d5e36a89300c6aea49e96a240a649a388b80b0869871696d28c23af,6bc8379c4a2ff222d32bbed159c382b75149fa5ef18a613475a460bf554e5cdd,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
46,reference,0,3,20,same_path_repeat,0:4|3:7,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,b6297a117ee1d89746916542bd32fbb357fb1a3e9efb5e7ab53cc008b2bc9543,188376fcee2cb5e8afabc72ba81ef3cf3227159f5f10f81613a84fa84b503918,133cd46940ae598160c0a0b073b681f629fe361e6d7267ef6abae21fa0f1d096,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:20:1:1|advance@6:1:20:1:1|advance@7:1:20:1:1|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
46,production,0,3,20,same_path_repeat,0:4|3:7,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,b6297a117ee1d89746916542bd32fbb357fb1a3e9efb5e7ab53cc008b2bc9543,02d4767c29f832e290b0b7db4070843d7a99b30ffebd4bc053c7a84cc3c2413f,133cd46940ae598160c0a0b073b681f629fe361e6d7267ef6abae21fa0f1d096,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:20:1:1|advance@6:1:20:1:1|advance@7:1:20:1:1|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
47,reference,0,3,20,two_paths_one_modulation,0:4,0:4,1,1,0,0,1,22,1,0,1,22,1,0,15,5,3f6682a142623215d9fa68a9d542660a3b1fd98668d5238f6528e066dc061345,c8b01aaad713ea8bc173c33f439d8dcaed17500a60fd35d07c42ea431a3aba67,dc24e17e5b2478f63d5cd254ae3c46a16a0c821a1645ba21ea72c03f06831a00,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:23:1:0|advance@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:23:1:0|advance@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0
47,production,0,3,20,two_paths_one_modulation,0:4,0:4,1,1,0,0,1,22,1,0,1,22,1,0,15,5,3f6682a142623215d9fa68a9d542660a3b1fd98668d5238f6528e066dc061345,24d09f19cfa065842392f4857e55f2ff7ac17f7ad3997f54df8c43b23f461af9,dc24e17e5b2478f63d5cd254ae3c46a16a0c821a1645ba21ea72c03f06831a00,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:23:1:0|advance@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:23:1:0|advance@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0
48,reference,0,3,20,wrong_path_only,,0:4,0,0,0,0,1,19,1,0,1,18,1,0,15,5,37f66bb3a9da348b98471a9699d9c80c6947be69bd81cffb194f1b8d514d53e6,6580e7bb8f238a42a3265baf81f0ff098d9b34a68b0e17385bf284c0ffda2fea,f06912a64f168cb229068d570f158a06bce53b99dd69089d752d21402467bf6a,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:0|advance@1:1:20:1:0|advance@2:1:20:1:0|event@3:1:20:1:0|advance@4:1:20:1:0|advance@5:1:20:1:0|advance@6:1:20:1:0|advance@7:1:20:1:0|advance@8:1:20:1:0|advance@9:1:20:1:0|advance@10:1:19:1:0|advance@11:1:19:1:0|advance@12:1:19:1:0|advance@13:1:19:1:0|advance@14:1:19:1:0|advance@15:1:19:1:0,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0
48,production,0,3,20,wrong_path_only,,0:4,0,0,0,0,1,19,1,0,1,18,1,0,15,5,37f66bb3a9da348b98471a9699d9c80c6947be69bd81cffb194f1b8d514d53e6,a54694a7cef13152eb6bfc48d7e092745b23b917701b57d1b9dd044ab3af9417,f06912a64f168cb229068d570f158a06bce53b99dd69089d752d21402467bf6a,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:0|advance@1:1:20:1:0|advance@2:1:20:1:0|event@3:1:20:1:0|advance@4:1:20:1:0|advance@5:1:20:1:0|advance@6:1:20:1:0|advance@7:1:20:1:0|advance@8:1:20:1:0|advance@9:1:20:1:0|advance@10:1:19:1:0|advance@11:1:19:1:0|advance@12:1:19:1:0|advance@13:1:19:1:0|advance@14:1:19:1:0|advance@15:1:19:1:0,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|event@3:1:20:1:1|advance@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0
49,reference,0,4,1,prompt_modulation,0:4,,1,0,0,0,1,3,2,0,0,0,0,0,15,5,961ccecf1839b3c886a30b2717e5a6e76f7b6438abd199263a4a96041316b8a2,71c0d442a8bddfacaf2be985a99e1ef51c42361b13bff5ab2439fbd7569f69db,07970e103032cc077f655eef0db33baa44972435664613f1e81f3ef4f77b404c,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,
49,production,0,4,1,prompt_modulation,0:4,,1,0,0,0,1,3,2,0,0,0,0,0,15,5,961ccecf1839b3c886a30b2717e5a6e76f7b6438abd199263a4a96041316b8a2,ce7663dc9cc86f46f70e015443ae638c9183bc79464f2e590f8119b00fccafc2,07970e103032cc077f655eef0db33baa44972435664613f1e81f3ef4f77b404c,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,
50,reference,0,4,1,unrelated_modulation,0:4,,1,0,0,0,1,3,2,0,0,0,0,0,15,5,39b89617f9dff98306a8b495bfc14d02fe4d40967011f76a80ab37a16792eb71,fbab6662593e9773d967310343c7f490881a936c2443b7be3d31cad73d25242a,c9ee48b41e7e5c3136991b98d3a2c2a44b010d823641589b0b88673b7b276ee3,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,
50,production,0,4,1,unrelated_modulation,0:4,,1,0,0,0,1,3,2,0,0,0,0,0,15,5,39b89617f9dff98306a8b495bfc14d02fe4d40967011f76a80ab37a16792eb71,1e6b05ec091b73ac0a062ee0500eda0383dc5fe64889b0f4e36aeb48011fb002,c9ee48b41e7e5c3136991b98d3a2c2a44b010d823641589b0b88673b7b276ee3,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,
51,reference,0,4,1,nearby_drive,0:4,,0,0,0,1,0,0,1,0,0,0,0,0,15,5,362b3c222f354c8fe1681370ed6fadafc20a1d20ba40d02f4890a5345d929eaf,49d7b99ccd8c39cdb31d21351f4a779753ad14f04fe4c1b37c66acf896f16d7c,67c917f385876dfa9079cea0853361b7d1781b37eb04ec985f72d9dbe2a94ae7,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:0:0:1:0|advance@6:0:0:1:0|advance@7:0:0:1:0|advance@8:0:0:1:0|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,
51,production,0,4,1,nearby_drive,0:4,,0,0,0,1,0,0,1,0,0,0,0,0,15,5,362b3c222f354c8fe1681370ed6fadafc20a1d20ba40d02f4890a5345d929eaf,05dcdcf6919834292c21a097e91777f47ad1b33181422af75c2ae66d46db4289,67c917f385876dfa9079cea0853361b7d1781b37eb04ec985f72d9dbe2a94ae7,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:0:0:1:0|advance@6:0:0:1:0|advance@7:0:0:1:0|advance@8:0:0:1:0|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,
52,reference,0,4,1,same_path_repeat,0:4|4:8,,0,0,0,1,0,0,1,0,0,0,0,0,15,5,f6fbcc19a6eb5623a6d7e518725cf9bde17699a4f805949a688700712a03ad37,f5e0e52aaf7568e2ca39f1b16493562aac4785c8cdbb3146eb49360e6496d95e,dc5c500ac92a710fa015d7248ddd77d7b819c55cc3664b37069a7bbf96d0eef1,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:1:1:1:1|advance@6:1:1:1:1|advance@7:1:1:1:1|advance@8:1:1:1:1|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,
52,production,0,4,1,same_path_repeat,0:4|4:8,,0,0,0,1,0,0,1,0,0,0,0,0,15,5,f6fbcc19a6eb5623a6d7e518725cf9bde17699a4f805949a688700712a03ad37,63af45e4ad3bae51d5a6f671318614c446d86112842ed4e6ade53eff5ba92320,dc5c500ac92a710fa015d7248ddd77d7b819c55cc3664b37069a7bbf96d0eef1,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:1:1:1:1|advance@6:1:1:1:1|advance@7:1:1:1:1|advance@8:1:1:1:1|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,
53,reference,0,4,1,two_paths_one_modulation,0:4,0:4,1,1,0,0,1,3,2,0,1,3,2,0,15,5,aedfbf7537ea440c56790ea96581965d2261701615488c7b622e0c7ca35d279f,8169c2bb601f96df3d7b9bc9aeb87b189e487018c5da61d3f8b45b7c93541c78,07d86ff168a563bfaddbcdc8cf3937d6550997c595432f23508be905f639fe99,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0
53,production,0,4,1,two_paths_one_modulation,0:4,0:4,1,1,0,0,1,3,2,0,1,3,2,0,15,5,aedfbf7537ea440c56790ea96581965d2261701615488c7b622e0c7ca35d279f,23f6dca7f3dbb471d542639fba3cc8b8468b851324d2a7b0761c98f21ade3b59,07d86ff168a563bfaddbcdc8cf3937d6550997c595432f23508be905f639fe99,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:4:2:0|advance@5:1:4:2:0|advance@6:1:4:2:0|advance@7:1:4:2:0|advance@8:1:4:2:0|advance@9:1:4:2:0|advance@10:1:3:2:0|advance@11:1:3:2:0|advance@12:1:3:2:0|advance@13:1:3:2:0|advance@14:1:3:2:0|advance@15:1:3:2:0
54,reference,0,4,1,wrong_path_only,,0:4,0,0,0,2,0,0,1,0,0,0,1,0,15,5,d595a5d0ae8690b8e35b42c91e035c96d9193796a140fba2996a4002ffbb0f1f,a2916168629d145c00e36ecf08c62927a07f9fc8ebe2289a73974eb7e15cc4d9,dbfe283b2ba063abb2f2340382323cbbe5924efadbacbc3a7f975d81c433cb98,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:0|advance@1:1:1:1:0|advance@2:1:1:1:0|advance@3:1:1:1:0|event@4:1:1:1:0|advance@5:1:1:1:0|advance@6:1:1:1:0|advance@7:1:1:1:0|advance@8:1:1:1:0|advance@9:1:1:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:0:0:1:0|advance@6:0:0:1:0|advance@7:0:0:1:0|advance@8:0:0:1:0|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0
54,production,0,4,1,wrong_path_only,,0:4,0,0,0,2,0,0,1,0,0,0,1,0,15,5,d595a5d0ae8690b8e35b42c91e035c96d9193796a140fba2996a4002ffbb0f1f,5a0685c96d5ea06bee418acb614f3c31e519cf0792174c7af028450547172ec2,dbfe283b2ba063abb2f2340382323cbbe5924efadbacbc3a7f975d81c433cb98,1,1,constructed@0:1:1:1:0|initial@0:1:1:1:0|advance@1:1:1:1:0|advance@2:1:1:1:0|advance@3:1:1:1:0|event@4:1:1:1:0|advance@5:1:1:1:0|advance@6:1:1:1:0|advance@7:1:1:1:0|advance@8:1:1:1:0|advance@9:1:1:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0,constructed@0:1:1:1:0|initial@0:1:1:1:1|advance@1:1:1:1:1|advance@2:1:1:1:1|advance@3:1:1:1:1|event@4:1:1:1:1|advance@5:0:0:1:0|advance@6:0:0:1:0|advance@7:0:0:1:0|advance@8:0:0:1:0|advance@9:0:0:1:0|advance@10:0:0:1:0|advance@11:0:0:1:0|advance@12:0:0:1:0|advance@13:0:0:1:0|advance@14:0:0:1:0|advance@15:0:0:1:0
55,reference,0,4,20,prompt_modulation,0:4,,1,0,0,0,1,22,1,0,0,0,0,0,15,5,3443dfc96181d317bd0b87d8e442a14cbd2147d062e7234b7631d317ccd1b3e6,5a998d26f3b4d1583634c3b839238b53d8e9d76b773f6d466d3c0c19eeecf03a,08c86af31d352e2c1789c8edec85662628b79dc0bf169748b5efa2723d2b3807,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,
55,production,0,4,20,prompt_modulation,0:4,,1,0,0,0,1,22,1,0,0,0,0,0,15,5,3443dfc96181d317bd0b87d8e442a14cbd2147d062e7234b7631d317ccd1b3e6,f6d59c85e2ff6d8c95937850c746944f41d5b3a3edeb6488948873a5eaea9bc2,08c86af31d352e2c1789c8edec85662628b79dc0bf169748b5efa2723d2b3807,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,
56,reference,0,4,20,unrelated_modulation,0:4,,1,0,0,0,1,22,1,0,0,0,0,0,15,5,29ec796cb1c0ddc7e044dac8db37b67ef9b139ee94d2f1fc5e7e6924a68f3a74,5aee9a4ca6bcf6173f10611b7993b4a06975e8d5cdcf3ea56e081b63f4fc8375,c3907af161206df640f423c571011fcd26b7e70714db0d7fffa1c39180090918,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,
56,production,0,4,20,unrelated_modulation,0:4,,1,0,0,0,1,22,1,0,0,0,0,0,15,5,29ec796cb1c0ddc7e044dac8db37b67ef9b139ee94d2f1fc5e7e6924a68f3a74,6f65a32bcbda41bcfcc5b09e2c8b3bd4805e8a0699e28b3bd18427c67249f9ac,c3907af161206df640f423c571011fcd26b7e70714db0d7fffa1c39180090918,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:23:1:0|advance@5:1:23:1:0|advance@6:1:23:1:0|advance@7:1:23:1:0|advance@8:1:23:1:0|advance@9:1:23:1:0|advance@10:1:22:1:0|advance@11:1:22:1:0|advance@12:1:22:1:0|advance@13:1:22:1:0|advance@14:1:22:1:0|advance@15:1:22:1:0,
57,reference,0,4,20,nearby_drive,0:4,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,76631f40b19bb1f4da32316e1aef7a7104aab579cd05667206a875d80de3b808,2bc38469fd6a63a49f492068db4e8c84e8b462c6bea0b1314141ac570d7dfe35,67c917f385876dfa9079cea0853361b7d1781b37eb04ec985f72d9dbe2a94ae7,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
57,production,0,4,20,nearby_drive,0:4,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,76631f40b19bb1f4da32316e1aef7a7104aab579cd05667206a875d80de3b808,77e2842477ff2b849707e316051d2809bad78650f4d42f67555f113eade5fbd6,67c917f385876dfa9079cea0853361b7d1781b37eb04ec985f72d9dbe2a94ae7,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:20:1:1|advance@5:1:19:1:0|advance@6:1:19:1:0|advance@7:1:19:1:0|advance@8:1:19:1:0|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
58,reference,0,4,20,same_path_repeat,0:4|4:8,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,e7db4d00fd1ca4256841def9f98f0722930f5e45c27bb9c6c8bbe890ade6001d,9ce60fbe0cc77d69a0c153143d9847b712895a21bcae97984f564b60b716fd3e,dc5c500ac92a710fa015d7248ddd77d7b819c55cc3664b37069a7bbf96d0eef1,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:20:1:1|advance@5:1:20:1:1|advance@6:1:20:1:1|advance@7:1:20:1:1|advance@8:1:20:1:1|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
58,production,0,4,20,same_path_repeat,0:4|4:8,,0,0,0,0,1,18,1,0,0,0,0,0,15,5,e7db4d00fd1ca4256841def9f98f0722930f5e45c27bb9c6c8bbe890ade6001d,e0c06bab128f8af161f0e5ba2b826f22c7cd4ef38179656976771e18c6aa22be,dc5c500ac92a710fa015d7248ddd77d7b819c55cc3664b37069a7bbf96d0eef1,1,1,constructed@0:1:20:1:0|initial@0:1:20:1:1|advance@1:1:20:1:1|advance@2:1:20:1:1|advance@3:1:20:1:1|event@4:1:20:1:1|advance@5:1:20:1:1|advance@6:1:20:1:1|advance@7:1:20:1:1|advance@8:1:20:1:1|advance@9:1:19:1:0|advance@10:1:18:1:0|advance@11:1:18:1:0|advance@12:1:18:1:0|advance@13:1:18:1:0|advance@14:1:18:1:0|advance@15:1:18:1:0,
