case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,eligible,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
42,1300000,3,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,3,3,ff46e8344b2ca70b672d0e3f0997854eb3bb8143ac928f57d77d9759c4f6c9e6,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
42,1300000,3,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,3,3,ff46e8344b2ca70b672d0e3f0997854eb3bb8143ac928f57d77d9759c4f6c9e6,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
43,1300000,3,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,c4fc0c6db7a44155835512a4005e451701d6bd7ab329b3f8639b8f7a14c5a0e9,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
43,1300000,3,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,c4fc0c6db7a44155835512a4005e451701d6bd7ab329b3f8639b8f7a14c5a0e9,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
44,1300000,3,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,3,3,fedb5fcb4024191cc72720f571c173b2d952201a9381680c3f4cf329d4bd11bc,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
44,1300000,3,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,3,3,fedb5fcb4024191cc72720f571c173b2d952201a9381680c3f4cf329d4bd11bc,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
45,1300000,4,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,4,4,aa4b38e7881e3b27d518efa70bdbf5f358966fdf74bc96235ef2ef7557b26bd4,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
45,1300000,4,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,4,4,aa4b38e7881e3b27d518efa70bdbf5f358966fdf74bc96235ef2ef7557b26bd4,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
46,1300000,4,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,b300284578cebe934787078944f2d651d74b0f1320323bca4227bfcdfd16346b,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
46,1300000,4,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,b300284578cebe934787078944f2d651d74b0f1320323bca4227bfcdfd16346b,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
47,1300000,4,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,4,4,137c237ad77c510f7220b8c3624f7289edb1cb94c955fd1267dcab91f4b03283,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
47,1300000,4,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,4,4,137c237ad77c510f7220b8c3624f7289edb1cb94c955fd1267dcab91f4b03283,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
48,1300000,4,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,4,4,6009bb072f868fe455767f306d6b56e5cdd16b4cdcb9541589e98172cd3cb941,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
48,1300000,4,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,4,4,6009bb072f868fe455767f306d6b56e5cdd16b4cdcb9541589e98172cd3cb941,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
49,1300000,4,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,5,5,afeda5e1c1f2a7fc695523b93d836803d9b250f0923a151424c75f01e2f46aca,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
49,1300000,4,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,5,5,afeda5e1c1f2a7fc695523b93d836803d9b250f0923a151424c75f01e2f46aca,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
50,1300000,4,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,9,9,be146e30c2cd38411344fdbe87d3a5f1fb5879c68f955896dc3160a7dde95993,e7a65902d75b4f15f6fd014033a754eaa271088dda2b11f8f7d2c7fa0116d9a7,1
50,1300000,4,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,9,9,be146e30c2cd38411344fdbe87d3a5f1fb5879c68f955896dc3160a7dde95993,e7a65902d75b4f15f6fd014033a754eaa271088dda2b11f8f7d2c7fa0116d9a7,1
51,1300000,4,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,5,5,8f978912fec48501cb02b291562775c0dd64695b3a1c15682b76f625b6c84305,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
51,1300000,4,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,5,5,8f978912fec48501cb02b291562775c0dd64695b3a1c15682b76f625b6c84305,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
52,1300000,4,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,99b5fb7babb0ab99be1cbee63debbe706be43364056a9923f762c85a75789401,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
52,1300000,4,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,99b5fb7babb0ab99be1cbee63debbe706be43364056a9923f762c85a75789401,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
53,1300000,4,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,6c4fc6f06fe97755311856fbfd703a65f74821322d24f11eeef3c171e1ad6840,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
53,1300000,4,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,4,4,6c4fc6f06fe97755311856fbfd703a65f74821322d24f11eeef3c171e1ad6840,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
54,1300000,4,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,82f74a83b63bd3cc69594396c2fbac66639b03a8b8f456859c410a027ec7bc78,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
54,1300000,4,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,82f74a83b63bd3cc69594396c2fbac66639b03a8b8f456859c410a027ec7bc78,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
55,1300000,4,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,4,4,a330b393426b10be8d5fe1db6095ea01a955a51d5e4d74a727ae104d7b5b9bc7,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
55,1300000,4,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,4,4,a330b393426b10be8d5fe1db6095ea01a955a51d5e4d74a727ae104d7b5b9bc7,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
56,1300000,5,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,5,5,c0c15248b1ed858c5cff54b76c73e3460184c72c67c23a5b5535f0c0cdd41baa,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
56,1300000,5,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,5,5,c0c15248b1ed858c5cff54b76c73e3460184c72c67c23a5b5535f0c0cdd41baa,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
57,1300000,5,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,42f305bd71780b7e4ed6344858f81c3e56bd732a6f1f0a4cf18781e5577222e0,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
57,1300000,5,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,42f305bd71780b7e4ed6344858f81c3e56bd732a6f1f0a4cf18781e5577222e0,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
58,1300000,5,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,5,5,361572fa379ad5610ce1c8a5e325dece04fcbf58e152371cb383d5a72b38c3f7,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
58,1300000,5,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,5,5,361572fa379ad5610ce1c8a5e325dece04fcbf58e152371cb383d5a72b38c3f7,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
59,1300000,5,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,5,5,094dcaac914ce114d62040ea22e0e5564539b963d35f41019da47a66eb60092a,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
59,1300000,5,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,5,5,094dcaac914ce114d62040ea22e0e5564539b963d35f41019da47a66eb60092a,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
60,1300000,5,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,6,6,117982ccc4c1f81536026708871a33fac2b6ef0aaa41aaa21804439bc4f3c86e,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
60,1300000,5,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,6,6,117982ccc4c1f81536026708871a33fac2b6ef0aaa41aaa21804439bc4f3c86e,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
61,1300000,5,c4_late_modulation,reference,0,0,4,2,1,1,1,4,2,1,1,1,6,1,4,5,0,0,0,0,1,7,10,0,dfe3ca7423ee05c2e26e5a095ea66bdaac0abc6dfdeca6e0488241bf193e6474,8874d1a87ad5d50ab68fb94a22fb5dbe255e6ee4eebfd41debc5c3ae7aace7bd,1
61,1300000,5,c4_late_modulation,production,0,0,4,2,1,1,1,4,2,1,1,1,6,1,4,5,0,0,0,0,1,7,10,0,dfe3ca7423ee05c2e26e5a095ea66bdaac0abc6dfdeca6e0488241bf193e6474,8874d1a87ad5d50ab68fb94a22fb5dbe255e6ee4eebfd41debc5c3ae7aace7bd,1
62,1300000,5,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,6,6,7b4312fbe27a7823fb15c0368f8042b7ed26ddb8ef8c3e6134c15aee01f551b8,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
62,1300000,5,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,6,6,7b4312fbe27a7823fb15c0368f8042b7ed26ddb8ef8c3e6134c15aee01f551b8,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
63,1300000,5,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,965d7778ee975073181202028a0258c443e56b1be70d43853fea3a48b3937e27,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
63,1300000,5,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,965d7778ee975073181202028a0258c443e56b1be70d43853fea3a48b3937e27,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
64,1300000,5,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,cd334664c0f0aeed44afe97dde6b2c9a5e2a841c54295b5691ed7927a9b428f5,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
64,1300000,5,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,5,5,cd334664c0f0aeed44afe97dde6b2c9a5e2a841c54295b5691ed7927a9b428f5,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
65,1300000,5,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,7ce7607b308e44c989fa4f7121d9af2e1778d76f89265a5660aa70c92aa2b5f8,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
65,1300000,5,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,7ce7607b308e44c989fa4f7121d9af2e1778d76f89265a5660aa70c92aa2b5f8,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
66,1300000,5,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,5,5,27e1c921ddb5c167d53d048603e30282854b66b385535275be6fc7817af6d554,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
66,1300000,5,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,5,5,27e1c921ddb5c167d53d048603e30282854b66b385535275be6fc7817af6d554,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
67,1300000,6,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,6,6,b53e240723e8daa4eb5c8d04703935f3681dd82283707ba4f655d7f7ed701f56,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
67,1300000,6,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,6,6,b53e240723e8daa4eb5c8d04703935f3681dd82283707ba4f655d7f7ed701f56,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
68,1300000,6,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,8e7756f55d75b8828d9dec26f0683f0b679a7c5666d600fdc7808654829d512a,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
68,1300000,6,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,8e7756f55d75b8828d9dec26f0683f0b679a7c5666d600fdc7808654829d512a,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
69,1300000,6,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,6,6,303592a47f5c88c821fe2eb08fa42615e3295dce870f8f89e62995cce129e2a4,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
69,1300000,6,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,6,6,303592a47f5c88c821fe2eb08fa42615e3295dce870f8f89e62995cce129e2a4,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
70,1300000,6,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,6,6,5c1f425dd47662bd787b2d4f1b979970822ccb8f1c046ec007cd79441964fb76,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
70,1300000,6,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,6,6,5c1f425dd47662bd787b2d4f1b979970822ccb8f1c046ec007cd79441964fb76,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
71,1300000,6,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,7,7,827959845b59825114f8ccc58823cf2ef7cc6121299700bc24887e89f0c2ea5d,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
71,1300000,6,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,7,7,827959845b59825114f8ccc58823cf2ef7cc6121299700bc24887e89f0c2ea5d,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
72,1300000,6,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,11,1,7c15097bc3894d582b62de853c256525659024a498d4dd0fa40efe5b51840822,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
72,1300000,6,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,11,1,7c15097bc3894d582b62de853c256525659024a498d4dd0fa40efe5b51840822,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
73,1300000,6,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,7,7,148c3426583964c156db6f6fe800cc62481ba743b291fef73e5ac2ccc609c84a,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
73,1300000,6,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,7,7,148c3426583964c156db6f6fe800cc62481ba743b291fef73e5ac2ccc609c84a,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
74,1300000,6,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,1786f422d3131e8bddafc10baf318bb61275532fa43717fd744f717bb0832e1f,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
74,1300000,6,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,1786f422d3131e8bddafc10baf318bb61275532fa43717fd744f717bb0832e1f,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
75,1300000,6,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,d7a93f788d49752168c4ebc53af438074a272c5fc8ac8055a5b4c7be164b9bf0,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
75,1300000,6,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,6,6,d7a93f788d49752168c4ebc53af438074a272c5fc8ac8055a5b4c7be164b9bf0,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
76,1300000,6,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,c59c2f371f597b75754d9d8e8bd1ffec70d4e56bc54bd046b923e5038b4d68ad,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
76,1300000,6,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,c59c2f371f597b75754d9d8e8bd1ffec70d4e56bc54bd046b923e5038b4d68ad,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
77,1300000,6,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,6,6,1619adfc2c037ea1a78c0f999e1ecc973e5490bd1e271d1334aebf830d9ed37a,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
77,1300000,6,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,6,6,1619adfc2c037ea1a78c0f999e1ecc973e5490bd1e271d1334aebf830d9ed37a,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
78,1300000,7,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,7,7,732440aa727d55a1b9af9e4b19485c3553fb3e7aeeac2bd2338f8cc8e111747b,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
78,1300000,7,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,7,7,732440aa727d55a1b9af9e4b19485c3553fb3e7aeeac2bd2338f8cc8e111747b,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
79,1300000,7,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,4f210624ecf92bde5af741253737e9a9808f23c9f6e85ddc31b1696d44ff6aca,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
79,1300000,7,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,4f210624ecf92bde5af741253737e9a9808f23c9f6e85ddc31b1696d44ff6aca,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
80,1300000,7,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,7,7,4cd1be3b1b985262a5ab307378c900022936542272a78ae74af3dd0347be7df3,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
80,1300000,7,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,7,7,4cd1be3b1b985262a5ab307378c900022936542272a78ae74af3dd0347be7df3,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
81,1300000,7,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,7,7,6b8662d502fcb0bf9d92af9fe5108b98511d720163d37b151c288c2e4b868da7,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
81,1300000,7,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,7,7,6b8662d502fcb0bf9d92af9fe5108b98511d720163d37b151c288c2e4b868da7,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
82,1300000,7,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,8,8,ce3474fdf0ec4ba7cd8166721c72577dfaa6cc4ded7eff1f365ade91ac4b9ea3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
82,1300000,7,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,8,8,ce3474fdf0ec4ba7cd8166721c72577dfaa6cc4ded7eff1f365ade91ac4b9ea3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
83,1300000,7,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,12,2,1cb40b470a47541d173ddfb704464a1559308b8921d0f25e0314a539f8c4ff9c,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
83,1300000,7,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,12,2,1cb40b470a47541d173ddfb704464a1559308b8921d0f25e0314a539f8c4ff9c,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
84,1300000,7,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,8,8,df817703b23ecf0199dedbfad298652e675a27a23c951119c1f443d264d9db6d,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
84,1300000,7,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,8,8,df817703b23ecf0199dedbfad298652e675a27a23c951119c1f443d264d9db6d,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
85,1300000,7,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,c403d8a00eb1d4e4506629e4c673044b071690e46070e050aebfee4a65b9422b,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
85,1300000,7,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,c403d8a00eb1d4e4506629e4c673044b071690e46070e050aebfee4a65b9422b,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
86,1300000,7,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,77d31f1f2e87db3ec9a868e5806746b50853ed9431b17fc91cf17c8098c41198,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
