case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,eligible,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
86,1300000,7,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,7,7,77d31f1f2e87db3ec9a868e5806746b50853ed9431b17fc91cf17c8098c41198,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
87,1300000,7,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,128c6be96fe19226cfc5fc4ec1542f1be8d256f1a3628c06c27fac94daefc0aa,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
87,1300000,7,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,128c6be96fe19226cfc5fc4ec1542f1be8d256f1a3628c06c27fac94daefc0aa,39384aba92c0f9453740aac01a80bf469d2efe75a9bdeedd98c0fc56e7c501ee,1
88,1300000,7,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,7,7,43b6ad42cb1af9774b549f55403301b50975f2d871d7a3f0316ba5e51f068e6e,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
88,1300000,7,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,7,7,43b6ad42cb1af9774b549f55403301b50975f2d871d7a3f0316ba5e51f068e6e,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
89,1300000,8,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,8,8,ea207c78eb3ac579e5c22fc1f032b6bfe6c95c55017dbaf6db8e694690ead2ae,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
89,1300000,8,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,8,8,ea207c78eb3ac579e5c22fc1f032b6bfe6c95c55017dbaf6db8e694690ead2ae,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
90,1300000,8,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,d9781632dfadf5c07b6cb81d2a0386e244ffe7400c5010aaddc4930b09baa0ce,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
90,1300000,8,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,d9781632dfadf5c07b6cb81d2a0386e244ffe7400c5010aaddc4930b09baa0ce,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
91,1300000,8,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,8,8,b83a058b6d5fa103a3d5809bf68f26bb9fdf4b878d9be94790cc2ca50af0c85c,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
91,1300000,8,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,8,8,b83a058b6d5fa103a3d5809bf68f26bb9fdf4b878d9be94790cc2ca50af0c85c,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
92,1300000,8,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,8,8,4220f43dda65e555f624c0a5cd6ff2f2e04a63fa77cfcc3d81d5f2a59f9e5be2,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
92,1300000,8,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,8,8,4220f43dda65e555f624c0a5cd6ff2f2e04a63fa77cfcc3d81d5f2a59f9e5be2,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
93,1300000,8,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,9,9,aaa9e89ba6a2c3d75e604f277cd0d3fa6b0152869af5dd456fef518547d02ea1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
93,1300000,8,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,9,9,aaa9e89ba6a2c3d75e604f277cd0d3fa6b0152869af5dd456fef518547d02ea1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
94,1300000,8,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,13,3,348bfbcecd7c58d101feb4e4574f3cbd00be2c0603a4afed1d6718116c0956a1,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
94,1300000,8,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,13,3,348bfbcecd7c58d101feb4e4574f3cbd00be2c0603a4afed1d6718116c0956a1,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
95,1300000,8,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,9,9,51dc767db6f0478932c9a09a4ebbc80ad3fd45f2f71481feff7a2749eb70b81a,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
95,1300000,8,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,9,9,51dc767db6f0478932c9a09a4ebbc80ad3fd45f2f71481feff7a2749eb70b81a,424ef684bacee341c7b6c52e6b63bcdd832c81fe8e3eeaefab6291612a650687,1
96,1300000,8,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,650012eca09d1267c855e9e6afd8cd43c4176ef6841a885dce4045fecab1faf8,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
96,1300000,8,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,650012eca09d1267c855e9e6afd8cd43c4176ef6841a885dce4045fecab1faf8,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
97,1300000,8,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,6ad41f3ce2aaaba3c215a34ab9cc2be808ed20dbbedab48fade10c380d0a5915,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
97,1300000,8,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,8,8,6ad41f3ce2aaaba3c215a34ab9cc2be808ed20dbbedab48fade10c380d0a5915,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
98,1300000,8,c6_timing_offset,reference,1,0,4,7,1,2,1,4,3,1,1,1,6,1,4,5,1,0,0,0,1,8,10,0,823e084c74d8295d2c17a181b6cf146bfbb09cb17d2e8e68d26bf9f8c925e380,866b15199eb472372015be5a1ad04fdac764d82228025d500b8e3a91a2bfcf43,1
98,1300000,8,c6_timing_offset,production,1,0,4,7,1,2,1,4,3,1,1,1,6,1,4,5,1,0,0,0,1,8,10,0,823e084c74d8295d2c17a181b6cf146bfbb09cb17d2e8e68d26bf9f8c925e380,866b15199eb472372015be5a1ad04fdac764d82228025d500b8e3a91a2bfcf43,1
99,1300000,8,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,8,8,c94b3c5f01b548b6b317a91d594ae9964c2e2c9485eda186c580174c02456baa,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
99,1300000,8,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,8,8,c94b3c5f01b548b6b317a91d594ae9964c2e2c9485eda186c580174c02456baa,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
100,1300000,9,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,9,9,d4fff524fdcf21d59a1d03dc00a646dd4606a86b091b92b0c2badcf090d60709,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
100,1300000,9,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,9,9,d4fff524fdcf21d59a1d03dc00a646dd4606a86b091b92b0c2badcf090d60709,87cb30fff54b84ea1371524398dee4056b80877e29d3caf01e001d71f4ce4c86,1
101,1300000,9,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,68c3ad20dd702ac950aa9c6ca75a61581d9571904efbd14729a2c2513f7551c4,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
101,1300000,9,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,68c3ad20dd702ac950aa9c6ca75a61581d9571904efbd14729a2c2513f7551c4,d1d437b0e07644b1a7975845715c4a33c735c803d8408d025a455487879ad8de,1
102,1300000,9,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,9,9,bd680b2d4df0081bdf97089c2ed50a00a63f2a1e516565bc1a36c52f89d653de,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
102,1300000,9,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,9,9,bd680b2d4df0081bdf97089c2ed50a00a63f2a1e516565bc1a36c52f89d653de,d50ce135c3ff893ef7a6988f06a36535e3857e69aa484b11e101928e2a9389a6,1
103,1300000,9,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,9,9,5d76040d3b3e5b0f742af4816d70660a68485690bfc5aaaa0476372bf558c848,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
103,1300000,9,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,9,9,5d76040d3b3e5b0f742af4816d70660a68485690bfc5aaaa0476372bf558c848,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
104,1300000,9,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,10,0,2c09309d005dfe17c27f8a24a979930a43731fcd5cbcf6372dc9b0a3af4b52f5,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
104,1300000,9,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,10,0,2c09309d005dfe17c27f8a24a979930a43731fcd5cbcf6372dc9b0a3af4b52f5,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
105,1300000,9,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,14,4,e47dd71485ce836c95f15fdeebb52479db2f4938b20c09643d77e9282ce22860,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
105,1300000,9,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,14,4,e47dd71485ce836c95f15fdeebb52479db2f4938b20c09643d77e9282ce22860,34bc709447410b9062ee17266378291da3452cfa4cf343f6c8b28868a916e257,1
106,1300000,9,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,10,0,eab041becba3b33216fbd07d1e7777590ac899a6eb8f38191516bb604aa9d570,ec7eb000e38361879ba2eb26a6a2286a7267c33ce8da325c665ae067cfa127a9,1
106,1300000,9,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,10,0,eab041becba3b33216fbd07d1e7777590ac899a6eb8f38191516bb604aa9d570,ec7eb000e38361879ba2eb26a6a2286a7267c33ce8da325c665ae067cfa127a9,1
107,1300000,9,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,6f9fbe35f5f2f754ea02903ea903d3ca4792eba5412b10c5ac794f3c07cbe9a5,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
107,1300000,9,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,6f9fbe35f5f2f754ea02903ea903d3ca4792eba5412b10c5ac794f3c07cbe9a5,109765f99c9247a430403d1e4412e84d38298f876d11083932cf81b0bfdf2d7b,1
108,1300000,9,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,3ae2e440339ec3f72ccefb4d4fbcec9f61b163180a4b0d7e439f7e0126121184,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
108,1300000,9,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,9,9,3ae2e440339ec3f72ccefb4d4fbcec9f61b163180a4b0d7e439f7e0126121184,e34a785e5ef9d2371a309e1220a011f41a4e51e6905da2501266f1f14d7e02c2,1
109,1300000,9,c6_timing_offset,reference,1,0,4,7,1,2,1,4,3,1,1,1,6,1,4,5,1,0,0,0,1,8,11,1,b1e45a05017778ad9545d8d86e79a47bed3364e7130176ecff684d293bc70e3b,866b15199eb472372015be5a1ad04fdac764d82228025d500b8e3a91a2bfcf43,1
109,1300000,9,c6_timing_offset,production,1,0,4,7,1,2,1,4,3,1,1,1,6,1,4,5,1,0,0,0,1,8,11,1,b1e45a05017778ad9545d8d86e79a47bed3364e7130176ecff684d293bc70e3b,866b15199eb472372015be5a1ad04fdac764d82228025d500b8e3a91a2bfcf43,1
110,1300000,9,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,9,9,e0a7b23b8c77f1bbac42862b8ef551d15f79b2479aca1338d48cd5f161e1b673,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
110,1300000,9,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,9,9,e0a7b23b8c77f1bbac42862b8ef551d15f79b2479aca1338d48cd5f161e1b673,18570242ab8e8800ba60b289874d7de7495e67b28b84ffbd64868b1c29056812,1
111,1400000,0,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,0,0,9c738e0497f8b5f34be028d2f02cd4803d5091aae798e1e95437c3807008f557,5f3cbf938eae5ebb42b1b9c3ad747d69c66d8b17bdd29c69eb558cb9be71affe,1
111,1400000,0,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,0,0,9c738e0497f8b5f34be028d2f02cd4803d5091aae798e1e95437c3807008f557,5f3cbf938eae5ebb42b1b9c3ad747d69c66d8b17bdd29c69eb558cb9be71affe,1
112,1400000,0,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,8f2cac6c0755c7574f6b89dd69c31a661e577af12ebfce29b1064a48937f0b7a,d6c59646196a902a7bf8ff620b49e1e5bf9c81cf0604f89deda9f68632936781,1
112,1400000,0,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,8f2cac6c0755c7574f6b89dd69c31a661e577af12ebfce29b1064a48937f0b7a,d6c59646196a902a7bf8ff620b49e1e5bf9c81cf0604f89deda9f68632936781,1
113,1400000,0,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,0,0,78550a664bd6c437c166224d94a0bc6b354428bc25caeed3a562ecb4ca97e29f,e494cd86be741604576e745bb701a8b230e64c4533319782fccbbee6bf2a2fe3,1
113,1400000,0,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,0,0,78550a664bd6c437c166224d94a0bc6b354428bc25caeed3a562ecb4ca97e29f,e494cd86be741604576e745bb701a8b230e64c4533319782fccbbee6bf2a2fe3,1
114,1400000,0,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,0,0,995910feaa8458b13218fc372b0c7afbe21dfec3b9a133192960064ce9c3d181,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
114,1400000,0,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,0,0,995910feaa8458b13218fc372b0c7afbe21dfec3b9a133192960064ce9c3d181,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
115,1400000,0,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,1,1,fb2318046920303671c29680fd63204eea8b78ee0b3afe6383b5be5b9133ad8e,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
115,1400000,0,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,1,1,fb2318046920303671c29680fd63204eea8b78ee0b3afe6383b5be5b9133ad8e,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
116,1400000,0,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,5,5,86eec992e68526148803068a5617824ce91184cfb8eb0ff25ab0b3e83e40703e,5a8d1e59c7f99e0a3ab55515b9691a996d4b0f01e6691e2661ce13bac94c2f55,1
116,1400000,0,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,5,5,86eec992e68526148803068a5617824ce91184cfb8eb0ff25ab0b3e83e40703e,5a8d1e59c7f99e0a3ab55515b9691a996d4b0f01e6691e2661ce13bac94c2f55,1
117,1400000,0,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,1,1,f00a8b228e7c30be9e5781c8a5fbe0bbf842b05421e406cc098d5c25dcf8cd9e,d57f3943409b15855d03cbe8928a50423e7c1d5f2789d2669034481374ba557c,1
117,1400000,0,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,1,1,f00a8b228e7c30be9e5781c8a5fbe0bbf842b05421e406cc098d5c25dcf8cd9e,d57f3943409b15855d03cbe8928a50423e7c1d5f2789d2669034481374ba557c,1
118,1400000,0,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,07ad5b0cb5dd7075eeb80804463cf7a43d929d017614cc7504ea52a29a436d64,36f31491133fced66f63b16196583f99d00a9237e168a290ace0e05a779a437c,1
118,1400000,0,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,07ad5b0cb5dd7075eeb80804463cf7a43d929d017614cc7504ea52a29a436d64,36f31491133fced66f63b16196583f99d00a9237e168a290ace0e05a779a437c,1
119,1400000,0,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,399e65f51d4d981aa919fb7ad986638e8208a5985b04c9cf89ef10949eeb2520,0999c22db0a7c8ee6e8963a209e25b1cd89b36c1f369350bfeeb5553e9e4969f,1
119,1400000,0,c6_reverse_order,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,0,0,399e65f51d4d981aa919fb7ad986638e8208a5985b04c9cf89ef10949eeb2520,0999c22db0a7c8ee6e8963a209e25b1cd89b36c1f369350bfeeb5553e9e4969f,1
120,1400000,0,c6_timing_offset,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,2,2,364d47ff06da33fe3dda43e8f34dc36cc9c9a856d384658c2453b197b1884690,6a3727ace4f627a5b8a0dc02e8d299c4d801363b9e6e613f0942a3a725f26403,1
120,1400000,0,c6_timing_offset,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,2,2,364d47ff06da33fe3dda43e8f34dc36cc9c9a856d384658c2453b197b1884690,6a3727ace4f627a5b8a0dc02e8d299c4d801363b9e6e613f0942a3a725f26403,1
121,1400000,0,c7_contact_fanout,reference,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,0,0,8d5c68cbfd4a1cc825b47532ff9efb17b6b5bc71bbfbf4c0167cbcedfbc42754,b21a5835bd26a9e0c5c6321f30a70054433cdb56a971f649dd3fa3e91e9a4110,1
121,1400000,0,c7_contact_fanout,production,1,1,4,7,1,2,1,4,7,1,2,1,6,1,4,5,2,0,0,0,1,9,0,0,8d5c68cbfd4a1cc825b47532ff9efb17b6b5bc71bbfbf4c0167cbcedfbc42754,b21a5835bd26a9e0c5c6321f30a70054433cdb56a971f649dd3fa3e91e9a4110,1
122,1400000,1,old_source_local,reference,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,1,1,d5b9c412a1c387d30e52141ab24fa4ce2796e000d47b4a9aa8b531053d6d0e82,5f3cbf938eae5ebb42b1b9c3ad747d69c66d8b17bdd29c69eb558cb9be71affe,1
122,1400000,1,old_source_local,production,1,1,4,7,1,2,1,4,7,1,2,1,4,1,2,3,2,0,0,0,1,7,1,1,d5b9c412a1c387d30e52141ab24fa4ce2796e000d47b4a9aa8b531053d6d0e82,5f3cbf938eae5ebb42b1b9c3ad747d69c66d8b17bdd29c69eb558cb9be71affe,1
123,1400000,1,c0_contact_a,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,1,1,6e6bb903cee83d6eb746c45961129f9e302af4bfffe81a798827030d41511742,d6c59646196a902a7bf8ff620b49e1e5bf9c81cf0604f89deda9f68632936781,1
123,1400000,1,c0_contact_a,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,1,1,6e6bb903cee83d6eb746c45961129f9e302af4bfffe81a798827030d41511742,d6c59646196a902a7bf8ff620b49e1e5bf9c81cf0604f89deda9f68632936781,1
124,1400000,1,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,1,1,db9a544ed60975ac4db88f5930aff759e0f62bb91f7483f8598d87d38aee9830,e494cd86be741604576e745bb701a8b230e64c4533319782fccbbee6bf2a2fe3,1
124,1400000,1,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,2,1,6,1,4,5,1,0,0,0,1,8,1,1,db9a544ed60975ac4db88f5930aff759e0f62bb91f7483f8598d87d38aee9830,e494cd86be741604576e745bb701a8b230e64c4533319782fccbbee6bf2a2fe3,1
125,1400000,1,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,1,1,99052ecc6cb678d16419a872a748adaf9d4cfa1e54d8c0ddec6117c23492d65d,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
125,1400000,1,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,2,0,0,0,0,0,4,1,1,99052ecc6cb678d16419a872a748adaf9d4cfa1e54d8c0ddec6117c23492d65d,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
126,1400000,1,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,2,2,7124740d641bf90090b27c1de04a48ae6b559636d8d527842235a993a63a65bd,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
126,1400000,1,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,5,0,0,0,0,2,7,2,2,7124740d641bf90090b27c1de04a48ae6b559636d8d527842235a993a63a65bd,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
127,1400000,1,c4_late_modulation,reference,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,6,6,cc280a373d429c0beab80a9673749fb55640879ff28699144e81fbe4f720cf79,5a8d1e59c7f99e0a3ab55515b9691a996d4b0f01e6691e2661ce13bac94c2f55,1
127,1400000,1,c4_late_modulation,production,0,0,4,3,1,1,1,4,3,1,1,1,6,1,4,5,0,0,0,0,1,7,6,6,cc280a373d429c0beab80a9673749fb55640879ff28699144e81fbe4f720cf79,5a8d1e59c7f99e0a3ab55515b9691a996d4b0f01e6691e2661ce13bac94c2f55,1
128,1400000,1,c5_dense_distractors,reference,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,2,2,529f13c15ec4757c7a95616e9b82bf06a57e784715418c1c1147b7eddf75f83d,d57f3943409b15855d03cbe8928a50423e7c1d5f2789d2669034481374ba557c,1
128,1400000,1,c5_dense_distractors,production,1,0,4,7,1,2,1,4,4,1,1,1,71,1,37,38,1,0,0,0,2,73,2,2,529f13c15ec4757c7a95616e9b82bf06a57e784715418c1c1147b7eddf75f83d,d57f3943409b15855d03cbe8928a50423e7c1d5f2789d2669034481374ba557c,1
129,1400000,1,c6_swapped_identity,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,1,1,b4d770fcecfe2bea1da1d9898de4e60a68917fe86ad759dac26d246dc5bddfac,36f31491133fced66f63b16196583f99d00a9237e168a290ace0e05a779a437c,1
129,1400000,1,c6_swapped_identity,production,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,1,1,b4d770fcecfe2bea1da1d9898de4e60a68917fe86ad759dac26d246dc5bddfac,36f31491133fced66f63b16196583f99d00a9237e168a290ace0e05a779a437c,1
130,1400000,1,c6_reverse_order,reference,1,0,4,7,1,2,1,4,4,1,1,1,6,1,4,5,1,0,0,0,1,8,1,1,eab3644f0dcbfcc7d7d9a5d28cef7d1babaa32ac7b3cb5c3c7a0b3a2ec3a6600,0999c22db0a7c8ee6e8963a209e25b1cd89b36c1f369350bfeeb5553e9e4969f,1
