case,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_proposals,arrow_proposals,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
6,v2_anchor_identity_slot_permutation,7500000,1,production,true,true,true,,2,4,2,1,2,21,27,13,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
7,v2_anchor_only_control,7500000,2,reference,true,true,true,,0,0,0,0,0,0,0,12,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
7,v2_anchor_only_control,7500000,2,production,true,true,true,,0,0,0,0,0,0,0,12,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
8,gate_e_positive_consequence,7500000,2,reference,true,true,true,,2,4,2,1,2,21,27,14,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
8,gate_e_positive_consequence,7500000,2,production,true,true,true,,2,4,2,1,2,21,27,14,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
9,v2_anchor_identity_slot_permutation,7500000,2,reference,true,true,true,,2,4,2,1,2,21,27,14,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
9,v2_anchor_identity_slot_permutation,7500000,2,production,true,true,true,,2,4,2,1,2,21,27,14,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
10,v2_anchor_only_control,7500000,3,reference,true,true,true,,0,0,0,0,0,0,0,13,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
10,v2_anchor_only_control,7500000,3,production,true,true,true,,0,0,0,0,0,0,0,13,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
11,gate_e_positive_consequence,7500000,3,reference,true,true,true,,2,4,2,1,2,21,27,15,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
11,gate_e_positive_consequence,7500000,3,production,true,true,true,,2,4,2,1,2,21,27,15,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
12,v2_anchor_identity_slot_permutation,7500000,3,reference,true,true,true,,2,4,2,1,2,21,27,15,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
12,v2_anchor_identity_slot_permutation,7500000,3,production,true,true,true,,2,4,2,1,2,21,27,15,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
13,v2_anchor_only_control,7500000,4,reference,true,true,true,,0,0,0,0,0,0,0,14,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
13,v2_anchor_only_control,7500000,4,production,true,true,true,,0,0,0,0,0,0,0,14,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
14,gate_e_positive_consequence,7500000,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
14,gate_e_positive_consequence,7500000,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
15,v2_anchor_identity_slot_permutation,7500000,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
15,v2_anchor_identity_slot_permutation,7500000,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
16,v2_anchor_only_control,7500000,5,reference,true,true,true,,0,0,0,0,0,0,0,15,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
16,v2_anchor_only_control,7500000,5,production,true,true,true,,0,0,0,0,0,0,0,15,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
17,gate_e_positive_consequence,7500000,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
17,gate_e_positive_consequence,7500000,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
18,v2_anchor_identity_slot_permutation,7500000,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
18,v2_anchor_identity_slot_permutation,7500000,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
19,v2_anchor_only_control,7500000,6,reference,true,true,true,,0,0,0,0,0,0,0,16,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
19,v2_anchor_only_control,7500000,6,production,true,true,true,,0,0,0,0,0,0,0,16,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
20,gate_e_positive_consequence,7500000,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
20,gate_e_positive_consequence,7500000,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
21,v2_anchor_identity_slot_permutation,7500000,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
21,v2_anchor_identity_slot_permutation,7500000,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
22,v2_anchor_only_control,7500000,7,reference,true,true,true,,0,0,0,0,0,0,0,17,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
22,v2_anchor_only_control,7500000,7,production,true,true,true,,0,0,0,0,0,0,0,17,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
23,gate_e_positive_consequence,7500000,7,reference,true,true,true,,2,4,2,1,2,21,27,19,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
23,gate_e_positive_consequence,7500000,7,production,true,true,true,,2,4,2,1,2,21,27,19,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
24,v2_anchor_identity_slot_permutation,7500000,7,reference,true,true,true,,2,4,2,1,2,21,27,19,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
24,v2_anchor_identity_slot_permutation,7500000,7,production,true,true,true,,2,4,2,1,2,21,27,19,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
25,v2_anchor_only_control,7500000,8,reference,true,true,true,,0,0,0,0,0,0,0,18,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
25,v2_anchor_only_control,7500000,8,production,true,true,true,,0,0,0,0,0,0,0,18,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
26,gate_e_positive_consequence,7500000,8,reference,true,true,true,,2,4,2,1,2,21,27,20,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
26,gate_e_positive_consequence,7500000,8,production,true,true,true,,2,4,2,1,2,21,27,20,true,77dd52fe2ad52c03f9ca40f9ebf0e9e608ab608965ffb56f5b9c1dca5088c31f,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
27,v2_anchor_identity_slot_permutation,7500000,8,reference,true,true,true,,2,4,2,1,2,21,27,20,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
27,v2_anchor_identity_slot_permutation,7500000,8,production,true,true,true,,2,4,2,1,2,21,27,20,true,c53a5f2a599b8bfff71c127406ccb2ea9117f281803d300715bcd06132f21805,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
28,v2_anchor_only_control,7500000,9,reference,true,true,true,,0,0,0,0,0,0,0,19,true,9624a3b48930cafcfbfeab11b96b3ff4a5a65b641177e9349d69a5936cca48da,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
