case_id,root,initial_phase,world,mechanics,participation,support,triggers,predicate_pass,qlp_events,source_fires,physical_work,drive_deliveries,modulatory_deliveries,local_updates,qlp_work,final_tick,pressure_phase,trace_hash,body_hash,live,quiescent
7,2500000,6,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,7,7,a3031118f27b60fb50b3421acaaae3ab81972e3b2cd176d55800bbd58f144c7a,bdb4fb345981ef1a53c92dc6c44b8061f6fb867601602689a73342043aecc224,1,1
8,2500000,7,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,8,8,a7ad3df1c53388d5dd5619b3858c193b30c49e4d8aa5125695a50881f5d6e7ed,bdb4fb345981ef1a53c92dc6c44b8061f6fb867601602689a73342043aecc224,1,1
8,2500000,7,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,8,8,a7ad3df1c53388d5dd5619b3858c193b30c49e4d8aa5125695a50881f5d6e7ed,bdb4fb345981ef1a53c92dc6c44b8061f6fb867601602689a73342043aecc224,1,1
9,2500000,8,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,9,9,eaed3c9f43731e3e0df8f98146ed2fcb47a4e507d65b11b4a37a1584ca3bcf13,bdb4fb345981ef1a53c92dc6c44b8061f6fb867601602689a73342043aecc224,1,1
9,2500000,8,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,9,9,eaed3c9f43731e3e0df8f98146ed2fcb47a4e507d65b11b4a37a1584ca3bcf13,bdb4fb345981ef1a53c92dc6c44b8061f6fb867601602689a73342043aecc224,1,1
10,2500000,9,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,10,0,9d799b727d265479676b401a19c1d9074811c06317da71d3b51c7b07c05a390f,0e736c252a1214104a19533ae75bda14f2b908c2cbf3e88dc5d68aea39f94442,1,1
10,2500000,9,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,10,0,9d799b727d265479676b401a19c1d9074811c06317da71d3b51c7b07c05a390f,0e736c252a1214104a19533ae75bda14f2b908c2cbf3e88dc5d68aea39f94442,1,1
11,2600000,0,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,1,1,dc48a39ec41c065a8028e421a98562f02337031143967be54daeb0c690eeecb3,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
11,2600000,0,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,1,1,dc48a39ec41c065a8028e421a98562f02337031143967be54daeb0c690eeecb3,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
12,2600000,1,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,2,2,b3df839aca8a6940b4cd9e45c8d34c65e3379f79f6b79a14d761b49ccd3c730c,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
12,2600000,1,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,2,2,b3df839aca8a6940b4cd9e45c8d34c65e3379f79f6b79a14d761b49ccd3c730c,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
13,2600000,2,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,3,3,ce0befef8451255990538b00f3d28a01eff5cdbd90dbe0668c2bf69de32b7a58,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
13,2600000,2,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,3,3,ce0befef8451255990538b00f3d28a01eff5cdbd90dbe0668c2bf69de32b7a58,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
14,2600000,3,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,4,4,bb3f3ddee9ba38b12f3e9692a6d8b4921ca83509dee69ed21d80e7aa281268a2,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
14,2600000,3,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,4,4,bb3f3ddee9ba38b12f3e9692a6d8b4921ca83509dee69ed21d80e7aa281268a2,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
15,2600000,4,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,5,5,945988c5b3b0499e70ce02f93a52bc39248043f6a01a28b3b95c36c8089dd7af,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
15,2600000,4,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,5,5,945988c5b3b0499e70ce02f93a52bc39248043f6a01a28b3b95c36c8089dd7af,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
16,2600000,5,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,6,6,6454765bdb7655f974a13ab2b2e144ded7bb409166c5a4a5b2e271421f1871cf,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
16,2600000,5,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,6,6,6454765bdb7655f974a13ab2b2e144ded7bb409166c5a4a5b2e271421f1871cf,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
17,2600000,6,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,7,7,a3031118f27b60fb50b3421acaaae3ab81972e3b2cd176d55800bbd58f144c7a,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
17,2600000,6,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,7,7,a3031118f27b60fb50b3421acaaae3ab81972e3b2cd176d55800bbd58f144c7a,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
18,2600000,7,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,8,8,a7ad3df1c53388d5dd5619b3858c193b30c49e4d8aa5125695a50881f5d6e7ed,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
18,2600000,7,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,8,8,a7ad3df1c53388d5dd5619b3858c193b30c49e4d8aa5125695a50881f5d6e7ed,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
19,2600000,8,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,9,9,eaed3c9f43731e3e0df8f98146ed2fcb47a4e507d65b11b4a37a1584ca3bcf13,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
19,2600000,8,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,9,9,eaed3c9f43731e3e0df8f98146ed2fcb47a4e507d65b11b4a37a1584ca3bcf13,847087471c75bf54ca064f501efbcace5ed0a5145ca6b24bed3d39bb4133f3f6,1,1
20,2600000,9,positive_one_hop,reference,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,10,0,9d799b727d265479676b401a19c1d9074811c06317da71d3b51c7b07c05a390f,c5f39e36d88a5569496bcfce1d6c27666db9e85049e139ea2bcd028a67d84ad3,1,1
20,2600000,9,positive_one_hop,production,4026531840|4026531840,4026531840|4026531840,qualified,1,1,4,11,5,2,3,1,10,0,9d799b727d265479676b401a19c1d9074811c06317da71d3b51c7b07c05a390f,c5f39e36d88a5569496bcfce1d6c27666db9e85049e139ea2bcd028a67d84ad3,1,1
21,2500000,0,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,0,0,cb3373e002fcd9b58b089e6b8402454509113ff1881c4fe012ff7811c7af448a,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
21,2500000,0,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,0,0,cb3373e002fcd9b58b089e6b8402454509113ff1881c4fe012ff7811c7af448a,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
22,2500000,1,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,1,1,7f36036ddafb0c537a63250f0f70268a4e667a04d29ce08fca1e96feef1caf55,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
22,2500000,1,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,1,1,7f36036ddafb0c537a63250f0f70268a4e667a04d29ce08fca1e96feef1caf55,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
23,2500000,2,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,2,2,b2147edef32b20a4e92154f4f4723e0ac3a61aed5544050e9aba0f0ffb0b15f6,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
23,2500000,2,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,2,2,b2147edef32b20a4e92154f4f4723e0ac3a61aed5544050e9aba0f0ffb0b15f6,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
24,2500000,3,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,3,3,aebb3a5f2b641875b3feac550b71408095db8939df8ae10a3f9d09f251fe1b2b,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
24,2500000,3,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,3,3,aebb3a5f2b641875b3feac550b71408095db8939df8ae10a3f9d09f251fe1b2b,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
25,2500000,4,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,4,4,9113f325cbd51057d93d5d4f6728f67be20cce4f91a14334911fb9a96e99d6c7,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
25,2500000,4,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,4,4,9113f325cbd51057d93d5d4f6728f67be20cce4f91a14334911fb9a96e99d6c7,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
26,2500000,5,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,5,5,cd214cb0ac4feb5fadf7934f72e11c78ea9cf4a4eb08d2f536abe3858a6c8a2e,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
26,2500000,5,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,5,5,cd214cb0ac4feb5fadf7934f72e11c78ea9cf4a4eb08d2f536abe3858a6c8a2e,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
27,2500000,6,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,6,6,7d83835392888d574a59b869138df1ca072a0fe027c6fb5117b6f47050f5af2d,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
27,2500000,6,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,6,6,7d83835392888d574a59b869138df1ca072a0fe027c6fb5117b6f47050f5af2d,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
28,2500000,7,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,7,7,92fbd1938fa7cd0c726d7d53b02c11b5881c4d4dd5eb79e15f89a1cbe274ee2f,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
28,2500000,7,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,7,7,92fbd1938fa7cd0c726d7d53b02c11b5881c4d4dd5eb79e15f89a1cbe274ee2f,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
29,2500000,8,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,8,8,d42fbf1fbc4c51f4c272e4e231a8ff7ef595d24a26cc1c03caf6d1ea9bd41b8e,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
29,2500000,8,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,8,8,d42fbf1fbc4c51f4c272e4e231a8ff7ef595d24a26cc1c03caf6d1ea9bd41b8e,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
30,2500000,9,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,9,9,84218e201a78004dadc9c2c4c3f5b4849791d8cfdb9050d86b9be1ddc8a82cfa,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
30,2500000,9,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,9,9,84218e201a78004dadc9c2c4c3f5b4849791d8cfdb9050d86b9be1ddc8a82cfa,b11e6945d7fe6879284074d6c59aad8f2a8425bcd4887c45769dbe926d0fe952,1,1
31,2600000,0,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,0,0,cb3373e002fcd9b58b089e6b8402454509113ff1881c4fe012ff7811c7af448a,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
31,2600000,0,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,0,0,cb3373e002fcd9b58b089e6b8402454509113ff1881c4fe012ff7811c7af448a,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
32,2600000,1,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,1,1,7f36036ddafb0c537a63250f0f70268a4e667a04d29ce08fca1e96feef1caf55,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
32,2600000,1,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,1,1,7f36036ddafb0c537a63250f0f70268a4e667a04d29ce08fca1e96feef1caf55,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
33,2600000,2,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,2,2,b2147edef32b20a4e92154f4f4723e0ac3a61aed5544050e9aba0f0ffb0b15f6,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
33,2600000,2,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,2,2,b2147edef32b20a4e92154f4f4723e0ac3a61aed5544050e9aba0f0ffb0b15f6,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
34,2600000,3,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,3,3,aebb3a5f2b641875b3feac550b71408095db8939df8ae10a3f9d09f251fe1b2b,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
34,2600000,3,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,3,3,aebb3a5f2b641875b3feac550b71408095db8939df8ae10a3f9d09f251fe1b2b,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
35,2600000,4,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,4,4,9113f325cbd51057d93d5d4f6728f67be20cce4f91a14334911fb9a96e99d6c7,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
35,2600000,4,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,4,4,9113f325cbd51057d93d5d4f6728f67be20cce4f91a14334911fb9a96e99d6c7,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
36,2600000,5,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,5,5,cd214cb0ac4feb5fadf7934f72e11c78ea9cf4a4eb08d2f536abe3858a6c8a2e,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
36,2600000,5,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,5,5,cd214cb0ac4feb5fadf7934f72e11c78ea9cf4a4eb08d2f536abe3858a6c8a2e,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
37,2600000,6,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,6,6,7d83835392888d574a59b869138df1ca072a0fe027c6fb5117b6f47050f5af2d,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
37,2600000,6,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,6,6,7d83835392888d574a59b869138df1ca072a0fe027c6fb5117b6f47050f5af2d,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
38,2600000,7,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,7,7,92fbd1938fa7cd0c726d7d53b02c11b5881c4d4dd5eb79e15f89a1cbe274ee2f,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
38,2600000,7,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,7,7,92fbd1938fa7cd0c726d7d53b02c11b5881c4d4dd5eb79e15f89a1cbe274ee2f,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
39,2600000,8,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,8,8,d42fbf1fbc4c51f4c272e4e231a8ff7ef595d24a26cc1c03caf6d1ea9bd41b8e,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
39,2600000,8,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,8,8,d42fbf1fbc4c51f4c272e4e231a8ff7ef595d24a26cc1c03caf6d1ea9bd41b8e,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
40,2600000,9,never_participated,reference,0|0,0|0,qualified,1,0,1,4,1,1,2,0,9,9,84218e201a78004dadc9c2c4c3f5b4849791d8cfdb9050d86b9be1ddc8a82cfa,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
40,2600000,9,never_participated,production,0|0,0|0,qualified,1,0,1,4,1,1,2,0,9,9,84218e201a78004dadc9c2c4c3f5b4849791d8cfdb9050d86b9be1ddc8a82cfa,e642ff07a8e125f7fa8b6e9063a134d5cb1280be190d3f9993cb5478b6d36fdf,1,1
41,2500000,0,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1024,4,4b62183dc68a25e3857dac87173b16cb05314b431dbadb818751e3342b0490ec,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
41,2500000,0,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1024,4,4b62183dc68a25e3857dac87173b16cb05314b431dbadb818751e3342b0490ec,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
42,2500000,1,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1025,5,63a657284a018fafd6a31b071fb5c81184060d84457fee844a68fd3378c748d2,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
42,2500000,1,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1025,5,63a657284a018fafd6a31b071fb5c81184060d84457fee844a68fd3378c748d2,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
43,2500000,2,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1026,6,0701d7baae2002d5073e514438cc6b4f7ebabbf7f2224ae2c965ed17fd8d63e2,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
43,2500000,2,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1026,6,0701d7baae2002d5073e514438cc6b4f7ebabbf7f2224ae2c965ed17fd8d63e2,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
44,2500000,3,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1027,7,80cee871364c024e172b309dbc0df8f38e59875c4fb9d0bd46521deadba90081,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
44,2500000,3,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1027,7,80cee871364c024e172b309dbc0df8f38e59875c4fb9d0bd46521deadba90081,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
45,2500000,4,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1028,8,02bca4b40b8c49e50951ab0b22858728d534539bba29349679b328adb6e20988,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
45,2500000,4,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1028,8,02bca4b40b8c49e50951ab0b22858728d534539bba29349679b328adb6e20988,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
46,2500000,5,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1029,9,16b1228180e547bc70be2102d0d21fbb9a08259de279fe72f2417dccca10368d,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
46,2500000,5,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1029,9,16b1228180e547bc70be2102d0d21fbb9a08259de279fe72f2417dccca10368d,8951a81a2bba0df9d7f723d8f41f29329bd1a9a4d0cb08aff14982f9478df1af,1,1
47,2500000,6,expired_participation,reference,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1030,0,dc6672b9dc8524af6dd151687b92a31db98c9de0062803d259d0a864212ac972,36077f7027b1146b0959273001a85447faa112c57dc0c1f1f6476f44214aeb4c,1,1
47,2500000,6,expired_participation,production,0|0,0|0,qualified,1,0,4,8,5,1,2,0,1030,0,dc6672b9dc8524af6dd151687b92a31db98c9de0062803d259d0a864212ac972,36077f7027b1146b0959273001a85447faa112c57dc0c1f1f6476f44214aeb4c,1,1
