case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,raw_trace_hash,body_hash,quiescent,normalized_trace_hash
34,1300000,3,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,3,3,71e05a84cc40696660f0468213e663cbd94f81adf5f5e4757bc8a57bb8a348e4,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,36a3c6e3f7ec2cca9b69f7851b12999a13397bb94940704319ae002b486ea64b
35,1300000,3,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
35,1300000,3,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
36,1300000,3,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
36,1300000,3,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
37,1300000,3,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,ba9f7ae12f8acc8203682de02d35ac74efc719eedf37ea441d0a904d53249ec5
37,1300000,3,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,ba9f7ae12f8acc8203682de02d35ac74efc719eedf37ea441d0a904d53249ec5
38,1300000,3,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,adf67c9aaf5a3b3ea258ac975c3dd44a93a03bda0b3a88847e53382997ae1a94
38,1300000,3,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,adf67c9aaf5a3b3ea258ac975c3dd44a93a03bda0b3a88847e53382997ae1a94
39,1300000,3,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,3c6388f71fdf37be04b1e7a895f276d8f68a1ab38549150bfacb00d99dbf6cf4
39,1300000,3,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,3c6388f71fdf37be04b1e7a895f276d8f68a1ab38549150bfacb00d99dbf6cf4
40,1300000,3,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,c13cc398109fdbd2102a5f28f2fb12a3f65ca3ec54a0da25def8a82d419b52b0,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,15c00820a857a6c65f97377ce56529b3d67661d0cf3de2606bebebd6bf422b6d
40,1300000,3,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,c13cc398109fdbd2102a5f28f2fb12a3f65ca3ec54a0da25def8a82d419b52b0,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,15c00820a857a6c65f97377ce56529b3d67661d0cf3de2606bebebd6bf422b6d
41,1300000,3,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
41,1300000,3,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
42,1300000,3,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
42,1300000,3,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
43,1300000,3,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,d6939271c7ec0fd654c3c6fcf5eb35cfa177c41d52830455fef6b96ec44f5dd8
43,1300000,3,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,d6939271c7ec0fd654c3c6fcf5eb35cfa177c41d52830455fef6b96ec44f5dd8
44,1300000,3,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,cc60f5eaa331e6ea68598bd1c40dc9204f2872bea788386f21433e9feafb4593
44,1300000,3,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,cc60f5eaa331e6ea68598bd1c40dc9204f2872bea788386f21433e9feafb4593
45,1300000,4,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,97b08a654f3281d8f1fbb5f716e54bcc59f0b23126b36f2fe35aab43e90d1b02
45,1300000,4,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,97b08a654f3281d8f1fbb5f716e54bcc59f0b23126b36f2fe35aab43e90d1b02
46,1300000,4,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
46,1300000,4,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
47,1300000,4,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
47,1300000,4,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
48,1300000,4,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,52a141d9b63b35904dea030920fe0dd8197ee65a943e59a230308b1c1117f556
48,1300000,4,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,52a141d9b63b35904dea030920fe0dd8197ee65a943e59a230308b1c1117f556
49,1300000,4,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,17f08be246de42dd35cb31bbd067e9b4a3066509cb50214bd6391fad5781160e
49,1300000,4,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,17f08be246de42dd35cb31bbd067e9b4a3066509cb50214bd6391fad5781160e
50,1300000,4,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,ae3ae6c09fadf45c8a618da08f40dc937169dfc768ba6cef9120ab28e43a50a2
50,1300000,4,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,ae3ae6c09fadf45c8a618da08f40dc937169dfc768ba6cef9120ab28e43a50a2
51,1300000,4,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,725a8267a5240474aa8ede67f82070fe17ded47e9a05f1554b6edacd2be22e7f,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,8d41d3e18eab44a9ef5023af566c97d4884f22fe00fad8c46d10694a01cc978c
51,1300000,4,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,725a8267a5240474aa8ede67f82070fe17ded47e9a05f1554b6edacd2be22e7f,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,8d41d3e18eab44a9ef5023af566c97d4884f22fe00fad8c46d10694a01cc978c
52,1300000,4,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
52,1300000,4,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
53,1300000,4,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
53,1300000,4,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
54,1300000,4,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,62faa960cdceee933f85c1ce5b422ce04662c157b01fe844e684175eaac38cad
54,1300000,4,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,62faa960cdceee933f85c1ce5b422ce04662c157b01fe844e684175eaac38cad
55,1300000,4,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,8bcfbaa939b634bd990f05de46d70bd447bcf0f68b25163abdf1699b30cd433d
55,1300000,4,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,8bcfbaa939b634bd990f05de46d70bd447bcf0f68b25163abdf1699b30cd433d
56,1300000,5,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,cd35a9565a1da4d22b53489095b524fc5ea7af11c4b4d8875b4247b12853d94c
56,1300000,5,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,cd35a9565a1da4d22b53489095b524fc5ea7af11c4b4d8875b4247b12853d94c
57,1300000,5,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
57,1300000,5,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
58,1300000,5,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
58,1300000,5,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
59,1300000,5,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,cfed9b045b4ba9a0c925e1463372b1f77071f7757491a88e93178b9a806f7df7
59,1300000,5,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,cfed9b045b4ba9a0c925e1463372b1f77071f7757491a88e93178b9a806f7df7
60,1300000,5,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,07fac0c3816d4eccd4168ea02e21c2ed674e9a00a6b0e1d89892a5f51114dbf0
60,1300000,5,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,07fac0c3816d4eccd4168ea02e21c2ed674e9a00a6b0e1d89892a5f51114dbf0
61,1300000,5,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,c73daed0a95b9960fc5b9f6d0d0f656d706097ddff53251b7d4cfe87cb30c475
61,1300000,5,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,c73daed0a95b9960fc5b9f6d0d0f656d706097ddff53251b7d4cfe87cb30c475
62,1300000,5,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,3c32bdc0074a7beba2694e58364440aa4169366eaf17ef215ba6c22a869899f3,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,d649b692bc4604dabb6ae3611453e47caadf6806fa013b1dc4e6d9cd6d15bcd4
62,1300000,5,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,3c32bdc0074a7beba2694e58364440aa4169366eaf17ef215ba6c22a869899f3,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,d649b692bc4604dabb6ae3611453e47caadf6806fa013b1dc4e6d9cd6d15bcd4
63,1300000,5,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
63,1300000,5,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
64,1300000,5,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
64,1300000,5,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
65,1300000,5,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,9855f89afda729556be5e821ff06f8577ccc5cd562814e0175b4f670a8647eb4
65,1300000,5,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,9855f89afda729556be5e821ff06f8577ccc5cd562814e0175b4f670a8647eb4
66,1300000,5,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,71e67c684462d159bda7986db52a25a20bd659548d5c404a621d5ad9021765f3
66,1300000,5,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,71e67c684462d159bda7986db52a25a20bd659548d5c404a621d5ad9021765f3
67,1300000,6,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,4ddadacaf52a5ec040504aec4d479440912d0f4bbf93a441f0e78e177e884693
67,1300000,6,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,4ddadacaf52a5ec040504aec4d479440912d0f4bbf93a441f0e78e177e884693
68,1300000,6,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,c2a75145f3ea986fec4a3eeb617476d7ca4b4ea796a1a8b6ebf69998a056df16
68,1300000,6,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,c2a75145f3ea986fec4a3eeb617476d7ca4b4ea796a1a8b6ebf69998a056df16
