case_id,root,phase,family,mechanics,participation,support,pressure_load,resistance,live,effective_pressure,physical_work,drive,modulation,updates,deallocations,tick,body_hash,quiescent,predicate_pass
54,3200000,3,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
55,3200000,4,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
55,3200000,4,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
56,3200000,5,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
56,3200000,5,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
57,3200000,6,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
57,3200000,6,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
58,3200000,7,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
58,3200000,7,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
59,3200000,8,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
59,3200000,8,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
60,3200000,9,pressure_after_modulation,reference,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
60,3200000,9,pressure_after_modulation,production,3774873600,4026531840,520093696,4,true,520093696,6,4,1,1,0,10,84987f05611d5d4373b7ead11c084ae27c51f2bb9030ff07c285e47034cd6823,1,1
61,3100000,0,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
61,3100000,0,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
62,3100000,1,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
62,3100000,1,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
63,3100000,2,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
63,3100000,2,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
64,3100000,3,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
64,3100000,3,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
65,3100000,4,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
65,3100000,4,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
66,3100000,5,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
66,3100000,5,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
67,3100000,6,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
67,3100000,6,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
68,3100000,7,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
68,3100000,7,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
69,3100000,8,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
69,3100000,8,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
70,3100000,9,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
70,3100000,9,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
71,3200000,0,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
71,3200000,0,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
72,3200000,1,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
72,3200000,1,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
73,3200000,2,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
73,3200000,2,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
74,3200000,3,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
74,3200000,3,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
75,3200000,4,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
75,3200000,4,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
76,3200000,5,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
76,3200000,5,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
77,3200000,6,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
77,3200000,6,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
78,3200000,7,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
78,3200000,7,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
79,3200000,8,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
79,3200000,8,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
80,3200000,9,no_consequence,reference,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
80,3200000,9,no_consequence,production,0,0,0,0,false,4294967296,3,2,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
81,3100000,0,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
81,3100000,0,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
82,3100000,1,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
82,3100000,1,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
83,3100000,2,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
83,3100000,2,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
84,3100000,3,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
84,3100000,3,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
85,3100000,4,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
85,3100000,4,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
86,3100000,5,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
86,3100000,5,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
87,3100000,6,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
87,3100000,6,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
88,3100000,7,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
88,3100000,7,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
89,3100000,8,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
89,3100000,8,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
90,3100000,9,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
90,3100000,9,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,2eda58cf2f041a7ec47b37a8a2406aa4c5155a28954cfc3725740b0fbd1c43c3,1,1
91,3200000,0,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
91,3200000,0,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
92,3200000,1,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
92,3200000,1,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
93,3200000,2,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
93,3200000,2,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
94,3200000,3,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
94,3200000,3,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
95,3200000,4,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
95,3200000,4,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
96,3200000,5,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
96,3200000,5,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
97,3200000,6,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
97,3200000,6,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
98,3200000,7,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
98,3200000,7,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
99,3200000,8,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
99,3200000,8,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
100,3200000,9,wrong_path,reference,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
100,3200000,9,wrong_path,production,0|4026531840,0|0,0|268435456,0|1,false|true,4294967296|268435456,5,3,1,0,1,10,863de2591881dfd68496fac6ebb3456446ab50f1a87e8de49c03a67a981495b6,1,1
101,3100000,0,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
101,3100000,0,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
102,3100000,1,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
102,3100000,1,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
103,3100000,2,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
103,3100000,2,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
104,3100000,3,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
104,3100000,3,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
105,3100000,4,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
105,3100000,4,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
106,3100000,5,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
106,3100000,5,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
107,3100000,6,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
107,3100000,6,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
108,3100000,7,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
108,3100000,7,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
109,3100000,8,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
109,3100000,8,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
110,3100000,9,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
110,3100000,9,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,b9d6f4121c756778708f653190ee3d42584eec45d5e94694487dcea6909cde01,1,1
111,3200000,0,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
111,3200000,0,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
112,3200000,1,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
112,3200000,1,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
113,3200000,2,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
113,3200000,2,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
114,3200000,3,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
114,3200000,3,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
115,3200000,4,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
115,3200000,4,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
116,3200000,5,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
116,3200000,5,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
117,3200000,6,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
117,3200000,6,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
118,3200000,7,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
118,3200000,7,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
119,3200000,8,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
119,3200000,8,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
120,3200000,9,repeated_use,reference,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
120,3200000,9,repeated_use,production,0,0,0,0,false,4294967296,13,12,0,0,1,500,bd1829c53cf16606f9296a6cd173c6a4da80bf68f15128251ec0c366e49b394b,1,1
