case_id,root,initial_phase,delay,mechanics,a_participation,b_participation,a_support,b_support,physical_work,final_tick,pressure_phase,trace_hash,body_hash,a_live,b_live,quiescent
53,1500000,2,8,production,2562890625,2562890625,2562890625,0,8,10,0,0437e48ec0776bcdbfe490ac78a4519d413d7ef0b85f91aef4263725965089f6,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
54,1500000,2,9,reference,2402709960,2402709960,2402709960,0,8,11,1,66d122a984dfe45b5d51228e1d29bd509d83f690be40560191f62bf21abd1583,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
54,1500000,2,9,production,2402709960,2402709960,2402709960,0,8,11,1,66d122a984dfe45b5d51228e1d29bd509d83f690be40560191f62bf21abd1583,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
55,1500000,2,10,reference,2252540587,2252540587,2252540587,0,8,12,2,49e55491237bceb8a150f452e309830e3f37d77b6b9cea47ce983a2540c5411e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
55,1500000,2,10,production,2252540587,2252540587,2252540587,0,8,12,2,49e55491237bceb8a150f452e309830e3f37d77b6b9cea47ce983a2540c5411e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
56,1500000,2,11,reference,2111756800,2111756800,2111756800,0,8,13,3,29ec4550fc94b1b96aed737197f00239a224112c0b2c3e98857e6a69632bcc64,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
56,1500000,2,11,production,2111756800,2111756800,2111756800,0,8,13,3,29ec4550fc94b1b96aed737197f00239a224112c0b2c3e98857e6a69632bcc64,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
57,1500000,2,12,reference,1979772000,1979772000,1979772000,0,8,14,4,9e72afd55a736572204010d51b1a5c0cb057ed4e91d2e61ccaf4fc73e0bbf6f1,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
57,1500000,2,12,production,1979772000,1979772000,1979772000,0,8,14,4,9e72afd55a736572204010d51b1a5c0cb057ed4e91d2e61ccaf4fc73e0bbf6f1,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
58,1500000,2,13,reference,1856036250,1856036250,1856036250,0,8,15,5,c8e84c6ee0b355d347b70d0cc948b4b8ef1c5e7520cf0fb60253c3fe0d1e24da,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
58,1500000,2,13,production,1856036250,1856036250,1856036250,0,8,15,5,c8e84c6ee0b355d347b70d0cc948b4b8ef1c5e7520cf0fb60253c3fe0d1e24da,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
59,1500000,2,14,reference,1740033984,1740033984,1740033984,0,8,16,6,1876bdbc5f52c0613e096a76308380cf3481c85876e86212dbca2e75f8e50732,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
59,1500000,2,14,production,1740033984,1740033984,1740033984,0,8,16,6,1876bdbc5f52c0613e096a76308380cf3481c85876e86212dbca2e75f8e50732,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
60,1500000,2,15,reference,1631281860,1631281860,1631281860,0,8,17,7,335c04443cb7ed44c7b6e7df26dcf775c2575ae0b5df44ee35b45b7c5a459406,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
60,1500000,2,15,production,1631281860,1631281860,1631281860,0,8,17,7,335c04443cb7ed44c7b6e7df26dcf775c2575ae0b5df44ee35b45b7c5a459406,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
61,1500000,2,16,reference,1529326743,1529326743,1529326743,0,8,18,8,eba245d00f4efce594c8a64e4f267c7aef6d16e5e7392520f06d3effc856f294,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
61,1500000,2,16,production,1529326743,1529326743,1529326743,0,8,18,8,eba245d00f4efce594c8a64e4f267c7aef6d16e5e7392520f06d3effc856f294,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
62,1500000,2,17,reference,1433743821,1433743821,1433743821,0,8,19,9,cbd4cd8e27ddb9ffca78e691fabb9a13ba8b8023f03f1567f486f1a3e14f246e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
62,1500000,2,17,production,1433743821,1433743821,1433743821,0,8,19,9,cbd4cd8e27ddb9ffca78e691fabb9a13ba8b8023f03f1567f486f1a3e14f246e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
63,1500000,2,18,reference,1344134832,1344134832,1344134832,0,8,20,0,946860f24443185810d8fe3ebdf4d15e63526c3c77f7ba099e0df786cd249f90,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
63,1500000,2,18,production,1344134832,1344134832,1344134832,0,8,20,0,946860f24443185810d8fe3ebdf4d15e63526c3c77f7ba099e0df786cd249f90,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
64,1500000,2,19,reference,1260126405,1260126405,1260126405,0,8,21,1,93013a41bacb6c94c74dd6d949a98f12348384070ac9167fde03a6aae4f85860,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
64,1500000,2,19,production,1260126405,1260126405,1260126405,0,8,21,1,93013a41bacb6c94c74dd6d949a98f12348384070ac9167fde03a6aae4f85860,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
65,1500000,2,20,reference,1181368504,1181368504,1181368504,0,8,22,2,4c2bb088792cead1ff491b110ee18bb59355fb9f45c74841dca2b71514574111,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
65,1500000,2,20,production,1181368504,1181368504,1181368504,0,8,22,2,4c2bb088792cead1ff491b110ee18bb59355fb9f45c74841dca2b71514574111,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
66,1500000,2,1024,reference,0,0,0,0,7,1026,6,59818641fdceaecbb60f1d4374f83f3797819e072bc2eac029e501d21d5428e5,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
66,1500000,2,1024,production,0,0,0,0,7,1026,6,59818641fdceaecbb60f1d4374f83f3797819e072bc2eac029e501d21d5428e5,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
67,1500000,3,0,reference,4294967296,4294967296,4294967296,0,8,3,3,ae40e55d82f1a203098dc6c6010d7b426d689bb51af5682205e0c7943fe9f427,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
67,1500000,3,0,production,4294967296,4294967296,4294967296,0,8,3,3,ae40e55d82f1a203098dc6c6010d7b426d689bb51af5682205e0c7943fe9f427,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
68,1500000,3,1,reference,4026531840,4026531840,4026531840,0,8,4,4,5ae68d124ba246f36c8fdad7172b7a8060f46e3f09ffeffbd4dd2ba4fad5cd89,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
68,1500000,3,1,production,4026531840,4026531840,4026531840,0,8,4,4,5ae68d124ba246f36c8fdad7172b7a8060f46e3f09ffeffbd4dd2ba4fad5cd89,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
69,1500000,3,2,reference,3774873600,3774873600,3774873600,0,8,5,5,0bca8fd97cfc6d0c7b4c5e8902b4129663cfeedb873b708a91807a9c27883bd0,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
69,1500000,3,2,production,3774873600,3774873600,3774873600,0,8,5,5,0bca8fd97cfc6d0c7b4c5e8902b4129663cfeedb873b708a91807a9c27883bd0,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
70,1500000,3,3,reference,3538944000,3538944000,3538944000,0,8,6,6,b1f2058ddf3b1e35905a3f2526bde29148566261a66f542666735de5ed6c9ab8,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
70,1500000,3,3,production,3538944000,3538944000,3538944000,0,8,6,6,b1f2058ddf3b1e35905a3f2526bde29148566261a66f542666735de5ed6c9ab8,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
71,1500000,3,4,reference,3317760000,3317760000,3317760000,0,8,7,7,a1d8a8eb26a0f6cabb3621eb54d18514d7015fb405219a99b8b3a502cac617d3,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
71,1500000,3,4,production,3317760000,3317760000,3317760000,0,8,7,7,a1d8a8eb26a0f6cabb3621eb54d18514d7015fb405219a99b8b3a502cac617d3,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
72,1500000,3,5,reference,3110400000,3110400000,3110400000,0,8,8,8,114b463899973dac0e2087ea8f08d8279ba7709a5a3769ddf6719f190ac3c9bb,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
72,1500000,3,5,production,3110400000,3110400000,3110400000,0,8,8,8,114b463899973dac0e2087ea8f08d8279ba7709a5a3769ddf6719f190ac3c9bb,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
73,1500000,3,6,reference,2916000000,2916000000,2916000000,0,8,9,9,60e90dc55507a02336c959eb8ec42d89368e01ea398ad3aff72227c13b0dc2b3,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
73,1500000,3,6,production,2916000000,2916000000,2916000000,0,8,9,9,60e90dc55507a02336c959eb8ec42d89368e01ea398ad3aff72227c13b0dc2b3,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
74,1500000,3,7,reference,2733750000,2733750000,2733750000,0,8,10,0,bcb4e57434d243f6980a2feded14dfceafae1c5006c37502b4aa1e22086fa09a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
74,1500000,3,7,production,2733750000,2733750000,2733750000,0,8,10,0,bcb4e57434d243f6980a2feded14dfceafae1c5006c37502b4aa1e22086fa09a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
75,1500000,3,8,reference,2562890625,2562890625,2562890625,0,8,11,1,cb87600104c723910f080b9af88be04ac584e587ac23cf7a61c75de45c092995,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
75,1500000,3,8,production,2562890625,2562890625,2562890625,0,8,11,1,cb87600104c723910f080b9af88be04ac584e587ac23cf7a61c75de45c092995,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
76,1500000,3,9,reference,2402709960,2402709960,2402709960,0,8,12,2,40f17a945b408f16e965b61bf1b694454adff27bc40f4607e4853c351f5fb85a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
76,1500000,3,9,production,2402709960,2402709960,2402709960,0,8,12,2,40f17a945b408f16e965b61bf1b694454adff27bc40f4607e4853c351f5fb85a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
77,1500000,3,10,reference,2252540587,2252540587,2252540587,0,8,13,3,a5b8de2e1408ef9cccd1317871743cd7ee28f0c89e425e6a2bcd1196b8ebde76,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
77,1500000,3,10,production,2252540587,2252540587,2252540587,0,8,13,3,a5b8de2e1408ef9cccd1317871743cd7ee28f0c89e425e6a2bcd1196b8ebde76,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
78,1500000,3,11,reference,2111756800,2111756800,2111756800,0,8,14,4,eeea24965a6ef796def31cd0266ceaee926fb4851215019077d0ede146ef2951,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
78,1500000,3,11,production,2111756800,2111756800,2111756800,0,8,14,4,eeea24965a6ef796def31cd0266ceaee926fb4851215019077d0ede146ef2951,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
79,1500000,3,12,reference,1979772000,1979772000,1979772000,0,8,15,5,84c3684dc5cb91b246ea970f5c38a10c469c9eb14849ebe10c6d3fdaab59986a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
79,1500000,3,12,production,1979772000,1979772000,1979772000,0,8,15,5,84c3684dc5cb91b246ea970f5c38a10c469c9eb14849ebe10c6d3fdaab59986a,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
80,1500000,3,13,reference,1856036250,1856036250,1856036250,0,8,16,6,b174cbeb407d867963695457857396a3b4d87da813ac11fdba20e5f725f68833,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
80,1500000,3,13,production,1856036250,1856036250,1856036250,0,8,16,6,b174cbeb407d867963695457857396a3b4d87da813ac11fdba20e5f725f68833,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
81,1500000,3,14,reference,1740033984,1740033984,1740033984,0,8,17,7,c2604154087705fcc6661770dc6df3ff178f7540dd3e860b3e054f57947b891e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
81,1500000,3,14,production,1740033984,1740033984,1740033984,0,8,17,7,c2604154087705fcc6661770dc6df3ff178f7540dd3e860b3e054f57947b891e,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
82,1500000,3,15,reference,1631281860,1631281860,1631281860,0,8,18,8,e6890cefd87e000b6164ff1ba6715135fcd748a25dc0c3c0e14206bfa981455f,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
82,1500000,3,15,production,1631281860,1631281860,1631281860,0,8,18,8,e6890cefd87e000b6164ff1ba6715135fcd748a25dc0c3c0e14206bfa981455f,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
83,1500000,3,16,reference,1529326743,1529326743,1529326743,0,8,19,9,9f05604f864f1d563c70a843a73111fb00e6059d9ce2ee1b38e1ab45c06c2a34,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
83,1500000,3,16,production,1529326743,1529326743,1529326743,0,8,19,9,9f05604f864f1d563c70a843a73111fb00e6059d9ce2ee1b38e1ab45c06c2a34,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
84,1500000,3,17,reference,1433743821,1433743821,1433743821,0,8,20,0,1630d1f85b6abc3aaa6a41eea6b35351d26e4feb662272a9376bb367502b009b,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
84,1500000,3,17,production,1433743821,1433743821,1433743821,0,8,20,0,1630d1f85b6abc3aaa6a41eea6b35351d26e4feb662272a9376bb367502b009b,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
85,1500000,3,18,reference,1344134832,1344134832,1344134832,0,8,21,1,ae2bcb63d244d673ca7b97411c551d84330df4a0edaa62c593d86292f2c648c4,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
85,1500000,3,18,production,1344134832,1344134832,1344134832,0,8,21,1,ae2bcb63d244d673ca7b97411c551d84330df4a0edaa62c593d86292f2c648c4,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
86,1500000,3,19,reference,1260126405,1260126405,1260126405,0,8,22,2,f0f1c8f869c8813567cc0fcdefd2075e4a43df0a06e3a7b1152c125ddd72c56b,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
86,1500000,3,19,production,1260126405,1260126405,1260126405,0,8,22,2,f0f1c8f869c8813567cc0fcdefd2075e4a43df0a06e3a7b1152c125ddd72c56b,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
87,1500000,3,20,reference,1181368504,1181368504,1181368504,0,8,23,3,914df7d3f0f93b4f09a0709d4877090ce9087daeaa24ae68c35a34b638c3173d,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
87,1500000,3,20,production,1181368504,1181368504,1181368504,0,8,23,3,914df7d3f0f93b4f09a0709d4877090ce9087daeaa24ae68c35a34b638c3173d,c33bcf6244dc488c5163740b8dd6898a583db06b3a96282c689dc9f0d47b8fa9,1,1,1
88,1500000,3,1024,reference,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
88,1500000,3,1024,production,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
89,1500000,4,0,reference,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
89,1500000,4,0,production,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
90,1500000,4,1,reference,4026531840,4026531840,4026531840,0,8,5,5,35ccc37af8ed3f70ad2566b030084a5a81b5e2117a1d1d96761868b8c58d7de4,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
90,1500000,4,1,production,4026531840,4026531840,4026531840,0,8,5,5,35ccc37af8ed3f70ad2566b030084a5a81b5e2117a1d1d96761868b8c58d7de4,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
91,1500000,4,2,reference,3774873600,3774873600,3774873600,0,8,6,6,209d26b21d33d125d88c8d3cbcc5169b204e86a27ee4aa122c563f9c4605b9e1,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
91,1500000,4,2,production,3774873600,3774873600,3774873600,0,8,6,6,209d26b21d33d125d88c8d3cbcc5169b204e86a27ee4aa122c563f9c4605b9e1,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
92,1500000,4,3,reference,3538944000,3538944000,3538944000,0,8,7,7,d118692431d15ccfd4a9e77c1725d1beeefe729c469c38bc4915f7f8154d075e,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
92,1500000,4,3,production,3538944000,3538944000,3538944000,0,8,7,7,d118692431d15ccfd4a9e77c1725d1beeefe729c469c38bc4915f7f8154d075e,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
93,1500000,4,4,reference,3317760000,3317760000,3317760000,0,8,8,8,4e1138f4d3d4cfa7e155f25983f5e18eac027424ab8671a5091bf24e4e889d5e,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
93,1500000,4,4,production,3317760000,3317760000,3317760000,0,8,8,8,4e1138f4d3d4cfa7e155f25983f5e18eac027424ab8671a5091bf24e4e889d5e,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
94,1500000,4,5,reference,3110400000,3110400000,3110400000,0,8,9,9,b9df6fbddd134d937e4fa6f0b51ef56abd6b0fe04f1d42114ee342cb649c82de,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
94,1500000,4,5,production,3110400000,3110400000,3110400000,0,8,9,9,b9df6fbddd134d937e4fa6f0b51ef56abd6b0fe04f1d42114ee342cb649c82de,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
95,1500000,4,6,reference,2916000000,2916000000,2916000000,0,8,10,0,f98f1da42568fda7e38bf4290c9153c42da752328b2a44b821843137efb3e818,1c161da8fd1b99d3c8ca78051ac50b2f25d94be54506aa3cc9b0971ec08c5270,1,1,1
95,1500000,4,6,production,2916000000,2916000000,2916000000,0,8,10,0,f98f1da42568fda7e38bf4290c9153c42da752328b2a44b821843137efb3e818,1c161da8fd1b99d3c8ca78051ac50b2f25d94be54506aa3cc9b0971ec08c5270,1,1,1
96,1500000,4,7,reference,2733750000,2733750000,2733750000,0,8,11,1,5b1cb3faffc2c21f9a4b8ea0f0a96e02b2e2e2e327b67a7b6d0994b199e3a0ac,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
96,1500000,4,7,production,2733750000,2733750000,2733750000,0,8,11,1,5b1cb3faffc2c21f9a4b8ea0f0a96e02b2e2e2e327b67a7b6d0994b199e3a0ac,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
97,1500000,4,8,reference,2562890625,2562890625,2562890625,0,8,12,2,ad7b2a24e3ff522f065706b5b223f65274eba6dd639f5c541e17193d1e3ae768,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
97,1500000,4,8,production,2562890625,2562890625,2562890625,0,8,12,2,ad7b2a24e3ff522f065706b5b223f65274eba6dd639f5c541e17193d1e3ae768,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
98,1500000,4,9,reference,2402709960,2402709960,2402709960,0,8,13,3,6fa23f8cbc278e2be6499cffa4a183440b1484a7f613740c0b44e73c92a45330,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
98,1500000,4,9,production,2402709960,2402709960,2402709960,0,8,13,3,6fa23f8cbc278e2be6499cffa4a183440b1484a7f613740c0b44e73c92a45330,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
99,1500000,4,10,reference,2252540587,2252540587,2252540587,0,8,14,4,f313032ddc4a427bfb9d3cebb35b4f43a9b8289e47542d5f947e4e161103b049,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
99,1500000,4,10,production,2252540587,2252540587,2252540587,0,8,14,4,f313032ddc4a427bfb9d3cebb35b4f43a9b8289e47542d5f947e4e161103b049,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
100,1500000,4,11,reference,2111756800,2111756800,2111756800,0,8,15,5,760449c8195b2d23867282a7eda64b2fcadd190fc3780292a4ddc4feebc208df,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
100,1500000,4,11,production,2111756800,2111756800,2111756800,0,8,15,5,760449c8195b2d23867282a7eda64b2fcadd190fc3780292a4ddc4feebc208df,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
101,1500000,4,12,reference,1979772000,1979772000,1979772000,0,8,16,6,e11dbe068cac3f86b30b3c8bdb6a135e151596a758b4e990cda513b089d69d5d,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
101,1500000,4,12,production,1979772000,1979772000,1979772000,0,8,16,6,e11dbe068cac3f86b30b3c8bdb6a135e151596a758b4e990cda513b089d69d5d,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
102,1500000,4,13,reference,1856036250,1856036250,1856036250,0,8,17,7,8ddf2c0cca0c9db69483ecdd5b3e970326cfe856128294aca5fb925d578a7587,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
102,1500000,4,13,production,1856036250,1856036250,1856036250,0,8,17,7,8ddf2c0cca0c9db69483ecdd5b3e970326cfe856128294aca5fb925d578a7587,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
103,1500000,4,14,reference,1740033984,1740033984,1740033984,0,8,18,8,9342f8f6c89dd0b7c4fd04a6645ae164292c9383a5e9ef865feee3b9a1732f2b,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
103,1500000,4,14,production,1740033984,1740033984,1740033984,0,8,18,8,9342f8f6c89dd0b7c4fd04a6645ae164292c9383a5e9ef865feee3b9a1732f2b,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
104,1500000,4,15,reference,1631281860,1631281860,1631281860,0,8,19,9,b71077f4bbf8e2e1142d4f1157302cde0ee7dfe262182e6b2d66a5350824f584,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
104,1500000,4,15,production,1631281860,1631281860,1631281860,0,8,19,9,b71077f4bbf8e2e1142d4f1157302cde0ee7dfe262182e6b2d66a5350824f584,b4bf1a9e312b2ec855eca58b0a6037f00660f3a945d060ee2cbbf515d98cee7a,1,1,1
105,1500000,4,16,reference,1529326743,1529326743,1529326743,0,8,20,0,cf718ebf7f707106b93c2ae49eeef8b677efec6d1aa7d3b97cfaf4d3a7eb1b0c,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
105,1500000,4,16,production,1529326743,1529326743,1529326743,0,8,20,0,cf718ebf7f707106b93c2ae49eeef8b677efec6d1aa7d3b97cfaf4d3a7eb1b0c,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
106,1500000,4,17,reference,1433743821,1433743821,1433743821,0,8,21,1,71a495247a33bc4bab14ab1920de89ffdb24d535c28bd721b57d00dcfcef484d,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
106,1500000,4,17,production,1433743821,1433743821,1433743821,0,8,21,1,71a495247a33bc4bab14ab1920de89ffdb24d535c28bd721b57d00dcfcef484d,18a4ac7246716bc85c491519b8ff358be026f629de63e34423f19e3f849d5cfb,1,1,1
