case_id,root,creation_phase,family,mechanics,points,trace_hash,physical_work,drive,modulation,updates,proposals,deallocations,qlp,final_tick,body_hash,quiescent,equivalent_future,replay_equal,mechanics_equal,predicate_pass
28,4700000,3,repeated_supported_consequence,reference,initial@0/3:1/1/0/0/0/1;after_first@5/8:1/4/0/4294967296/4294967296/1;after_second@6/9:1/7/0/8321499136/12616466432/1;last_live@75/78:1/1/9/96876761/12616466432/1;death@76/79:0/0/0/0/0/0,6f7f7b994bcf2f6176af6be0817c68020198be3b61752fcdd54ae0531e82132e,11,6,2,2,0,1,0,79,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
28,4700000,3,repeated_supported_consequence,production,initial@0/3:1/1/0/0/0/1;after_first@5/8:1/4/0/4294967296/4294967296/1;after_second@6/9:1/7/0/8321499136/12616466432/1;last_live@75/78:1/1/9/96876761/12616466432/1;death@76/79:0/0/0/0/0/0,6f7f7b994bcf2f6176af6be0817c68020198be3b61752fcdd54ae0531e82132e,11,6,2,2,0,1,0,79,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
29,4700000,4,unused_proposal,reference,initial@0/4:1/1/0/0/0/1;age_9@9/13:1/1/9/0/0/1;death@10/14:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,14,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
29,4700000,4,unused_proposal,production,initial@0/4:1/1/0/0/0/1;age_9@9/13:1/1/9/0/0/1;death@10/14:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,14,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
30,4700000,4,repeated_use_no_consequence,reference,initial@0/4:1/1/0/0/0/1;age_9@9/13:1/1/9/12571524225/0/1;death@10/14:0/0/0/0/0/0,b1403498037558624adbbb9609aff3b3f58ed78d01c96495e6dd44b3ede78cba,9,8,0,0,0,1,0,14,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
30,4700000,4,repeated_use_no_consequence,production,initial@0/4:1/1/0/0/0/1;age_9@9/13:1/1/9/12571524225/0/1;death@10/14:0/0/0/0/0/0,b1403498037558624adbbb9609aff3b3f58ed78d01c96495e6dd44b3ede78cba,9,8,0,0,0,1,0,14,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
31,4700000,4,one_qualified_consequence,reference,initial@0/4:1/1/0/0/0/1;before_consequence@5/9:1/1/5/4294967296/0/1;after_consequence@5/9:1/4/0/4294967296/4294967296/1;last_live@44/48:1/1/9/346608838/4294967296/1;death@45/49:0/0/0/0/0/0,ba7157e89d7ada5d6e774bd2dfaa36ed9ffee7007b63e6f0ee1e124e34188993,6,3,1,1,0,1,0,49,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
31,4700000,4,one_qualified_consequence,production,initial@0/4:1/1/0/0/0/1;before_consequence@5/9:1/1/5/4294967296/0/1;after_consequence@5/9:1/4/0/4294967296/4294967296/1;last_live@44/48:1/1/9/346608838/4294967296/1;death@45/49:0/0/0/0/0/0,ba7157e89d7ada5d6e774bd2dfaa36ed9ffee7007b63e6f0ee1e124e34188993,6,3,1,1,0,1,0,49,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
32,4700000,4,same_durable_state_same_future,reference,after_consequence@9/53:0/0/0/0/0/0;last_live@48/53:0/0/0/0/0/0;death@49/53:0/0/0/0/0/0,eae2f3e1cae25b503fdbb837dc6c943436ffcf18421ec5ef21f19314ef296f56,6,3,1,1,0,1,0,53,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
32,4700000,4,same_durable_state_same_future,production,after_consequence@9/53:0/0/0/0/0/0;last_live@48/53:0/0/0/0/0/0;death@49/53:0/0/0/0/0/0,eae2f3e1cae25b503fdbb837dc6c943436ffcf18421ec5ef21f19314ef296f56,6,3,1,1,0,1,0,53,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
33,4700000,4,wrong_path_modulation,reference,initial@0/4:1/1/0/0/0/1;before_wrong_return@5/9:1/1/5/4294967296/0/1;after_wrong_return@5/9:1/1/5/4294967296/0/1;death@10/14:0/0/0/0/0/0,dbae97f49d71e1674205c38c2468923b16368e0e8c55c6d0f01d913459c58309,5,3,1,0,0,1,0,14,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
33,4700000,4,wrong_path_modulation,production,initial@0/4:1/1/0/0/0/1;before_wrong_return@5/9:1/1/5/4294967296/0/1;after_wrong_return@5/9:1/1/5/4294967296/0/1;death@10/14:0/0/0/0/0/0,dbae97f49d71e1674205c38c2468923b16368e0e8c55c6d0f01d913459c58309,5,3,1,0,0,1,0,14,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
34,4700000,4,late_consequence_no_resurrection,reference,initial@0/4:1/1/0/0/0/1;dead_before_return@10/14:0/0/0/0/0/0;after_late_return@11/15:0/0/0/0/0/0,cfaea99eb53b92ecd423705821b960f8cb269a575be13020f253a20db15b6059,5,3,1,0,0,1,0,15,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
34,4700000,4,late_consequence_no_resurrection,production,initial@0/4:1/1/0/0/0/1;dead_before_return@10/14:0/0/0/0/0/0;after_late_return@11/15:0/0/0/0/0/0,cfaea99eb53b92ecd423705821b960f8cb269a575be13020f253a20db15b6059,5,3,1,0,0,1,0,15,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
35,4700000,4,repeated_supported_consequence,reference,initial@0/4:1/1/0/0/0/1;after_first@5/9:1/4/0/4294967296/4294967296/1;after_second@6/10:1/7/0/8321499136/12616466432/1;last_live@75/79:1/1/9/96876761/12616466432/1;death@76/80:0/0/0/0/0/0,23f1a2b21dfe101eb2de0801dbac93bf958d0713135a06afaddb76c3dbf44f5f,11,6,2,2,0,1,0,80,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
35,4700000,4,repeated_supported_consequence,production,initial@0/4:1/1/0/0/0/1;after_first@5/9:1/4/0/4294967296/4294967296/1;after_second@6/10:1/7/0/8321499136/12616466432/1;last_live@75/79:1/1/9/96876761/12616466432/1;death@76/80:0/0/0/0/0/0,23f1a2b21dfe101eb2de0801dbac93bf958d0713135a06afaddb76c3dbf44f5f,11,6,2,2,0,1,0,80,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
36,4700000,5,unused_proposal,reference,initial@0/5:1/1/0/0/0/1;age_9@9/14:1/1/9/0/0/1;death@10/15:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,15,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
36,4700000,5,unused_proposal,production,initial@0/5:1/1/0/0/0/1;age_9@9/14:1/1/9/0/0/1;death@10/15:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,15,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
37,4700000,5,repeated_use_no_consequence,reference,initial@0/5:1/1/0/0/0/1;age_9@9/14:1/1/9/12571524225/0/1;death@10/15:0/0/0/0/0/0,41d8a650f779d90851a817ef48ae8494271017db1a679e2461f5cc6a1bf40a17,9,8,0,0,0,1,0,15,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
37,4700000,5,repeated_use_no_consequence,production,initial@0/5:1/1/0/0/0/1;age_9@9/14:1/1/9/12571524225/0/1;death@10/15:0/0/0/0/0/0,41d8a650f779d90851a817ef48ae8494271017db1a679e2461f5cc6a1bf40a17,9,8,0,0,0,1,0,15,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
38,4700000,5,one_qualified_consequence,reference,initial@0/5:1/1/0/0/0/1;before_consequence@5/10:1/1/5/4294967296/0/1;after_consequence@5/10:1/4/0/4294967296/4294967296/1;last_live@44/49:1/1/9/346608838/4294967296/1;death@45/50:0/0/0/0/0/0,4ea88ea1b656674137e3e846da57fed80668b97d8759fa6dfa95f176ff457e92,6,3,1,1,0,1,0,50,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
38,4700000,5,one_qualified_consequence,production,initial@0/5:1/1/0/0/0/1;before_consequence@5/10:1/1/5/4294967296/0/1;after_consequence@5/10:1/4/0/4294967296/4294967296/1;last_live@44/49:1/1/9/346608838/4294967296/1;death@45/50:0/0/0/0/0/0,4ea88ea1b656674137e3e846da57fed80668b97d8759fa6dfa95f176ff457e92,6,3,1,1,0,1,0,50,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
39,4700000,5,same_durable_state_same_future,reference,after_consequence@9/54:0/0/0/0/0/0;last_live@48/54:0/0/0/0/0/0;death@49/54:0/0/0/0/0/0,78fe98efc35220752d525820c06e750efd020feb7a24824ded7b569dc7046f6f,6,3,1,1,0,1,0,54,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
39,4700000,5,same_durable_state_same_future,production,after_consequence@9/54:0/0/0/0/0/0;last_live@48/54:0/0/0/0/0/0;death@49/54:0/0/0/0/0/0,78fe98efc35220752d525820c06e750efd020feb7a24824ded7b569dc7046f6f,6,3,1,1,0,1,0,54,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
40,4700000,5,wrong_path_modulation,reference,initial@0/5:1/1/0/0/0/1;before_wrong_return@5/10:1/1/5/4294967296/0/1;after_wrong_return@5/10:1/1/5/4294967296/0/1;death@10/15:0/0/0/0/0/0,89552e13cee7f6e9c149d9d97eabcdacd10f7d3c0c8ec574a75ffc8af6206754,5,3,1,0,0,1,0,15,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
40,4700000,5,wrong_path_modulation,production,initial@0/5:1/1/0/0/0/1;before_wrong_return@5/10:1/1/5/4294967296/0/1;after_wrong_return@5/10:1/1/5/4294967296/0/1;death@10/15:0/0/0/0/0/0,89552e13cee7f6e9c149d9d97eabcdacd10f7d3c0c8ec574a75ffc8af6206754,5,3,1,0,0,1,0,15,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
41,4700000,5,late_consequence_no_resurrection,reference,initial@0/5:1/1/0/0/0/1;dead_before_return@10/15:0/0/0/0/0/0;after_late_return@11/16:0/0/0/0/0/0,9356064e322d0630995b9f99bf13f1b3fded8c846d2251c72f62d0280591887f,5,3,1,0,0,1,0,16,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
41,4700000,5,late_consequence_no_resurrection,production,initial@0/5:1/1/0/0/0/1;dead_before_return@10/15:0/0/0/0/0/0;after_late_return@11/16:0/0/0/0/0/0,9356064e322d0630995b9f99bf13f1b3fded8c846d2251c72f62d0280591887f,5,3,1,0,0,1,0,16,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
42,4700000,5,repeated_supported_consequence,reference,initial@0/5:1/1/0/0/0/1;after_first@5/10:1/4/0/4294967296/4294967296/1;after_second@6/11:1/7/0/8321499136/12616466432/1;last_live@75/80:1/1/9/96876761/12616466432/1;death@76/81:0/0/0/0/0/0,e9d2793e5cfa622f4569a5783506df7949bb42739f9e43cb361a2b086f288815,11,6,2,2,0,1,0,81,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
42,4700000,5,repeated_supported_consequence,production,initial@0/5:1/1/0/0/0/1;after_first@5/10:1/4/0/4294967296/4294967296/1;after_second@6/11:1/7/0/8321499136/12616466432/1;last_live@75/80:1/1/9/96876761/12616466432/1;death@76/81:0/0/0/0/0/0,e9d2793e5cfa622f4569a5783506df7949bb42739f9e43cb361a2b086f288815,11,6,2,2,0,1,0,81,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
43,4700000,6,unused_proposal,reference,initial@0/6:1/1/0/0/0/1;age_9@9/15:1/1/9/0/0/1;death@10/16:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,16,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
43,4700000,6,unused_proposal,production,initial@0/6:1/1/0/0/0/1;age_9@9/15:1/1/9/0/0/1;death@10/16:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,16,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
44,4700000,6,repeated_use_no_consequence,reference,initial@0/6:1/1/0/0/0/1;age_9@9/15:1/1/9/12571524225/0/1;death@10/16:0/0/0/0/0/0,2f9835312cd3a7818903b3aa366f7df31aa4c54e165fdd55bf5ae4e2f0660dde,9,8,0,0,0,1,0,16,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
44,4700000,6,repeated_use_no_consequence,production,initial@0/6:1/1/0/0/0/1;age_9@9/15:1/1/9/12571524225/0/1;death@10/16:0/0/0/0/0/0,2f9835312cd3a7818903b3aa366f7df31aa4c54e165fdd55bf5ae4e2f0660dde,9,8,0,0,0,1,0,16,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
45,4700000,6,one_qualified_consequence,reference,initial@0/6:1/1/0/0/0/1;before_consequence@5/11:1/1/5/4294967296/0/1;after_consequence@5/11:1/4/0/4294967296/4294967296/1;last_live@44/50:1/1/9/346608838/4294967296/1;death@45/51:0/0/0/0/0/0,d1093bb68e202063e1743aaabd36252f3dc755a134fc59aa0c5852e4bdab9536,6,3,1,1,0,1,0,51,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
45,4700000,6,one_qualified_consequence,production,initial@0/6:1/1/0/0/0/1;before_consequence@5/11:1/1/5/4294967296/0/1;after_consequence@5/11:1/4/0/4294967296/4294967296/1;last_live@44/50:1/1/9/346608838/4294967296/1;death@45/51:0/0/0/0/0/0,d1093bb68e202063e1743aaabd36252f3dc755a134fc59aa0c5852e4bdab9536,6,3,1,1,0,1,0,51,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
46,4700000,6,same_durable_state_same_future,reference,after_consequence@9/55:0/0/0/0/0/0;last_live@48/55:0/0/0/0/0/0;death@49/55:0/0/0/0/0/0,a747a5901b29f3c2bd22598f9ebed6e3719b38ead88ca8e7b423bd25442e5be8,6,3,1,1,0,1,0,55,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
46,4700000,6,same_durable_state_same_future,production,after_consequence@9/55:0/0/0/0/0/0;last_live@48/55:0/0/0/0/0/0;death@49/55:0/0/0/0/0/0,a747a5901b29f3c2bd22598f9ebed6e3719b38ead88ca8e7b423bd25442e5be8,6,3,1,1,0,1,0,55,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
47,4700000,6,wrong_path_modulation,reference,initial@0/6:1/1/0/0/0/1;before_wrong_return@5/11:1/1/5/4294967296/0/1;after_wrong_return@5/11:1/1/5/4294967296/0/1;death@10/16:0/0/0/0/0/0,96827186f7b517325b1bdef6a55e738cef562a1c775bcf190cffef64ac7d0d0c,5,3,1,0,0,1,0,16,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
47,4700000,6,wrong_path_modulation,production,initial@0/6:1/1/0/0/0/1;before_wrong_return@5/11:1/1/5/4294967296/0/1;after_wrong_return@5/11:1/1/5/4294967296/0/1;death@10/16:0/0/0/0/0/0,96827186f7b517325b1bdef6a55e738cef562a1c775bcf190cffef64ac7d0d0c,5,3,1,0,0,1,0,16,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
48,4700000,6,late_consequence_no_resurrection,reference,initial@0/6:1/1/0/0/0/1;dead_before_return@10/16:0/0/0/0/0/0;after_late_return@11/17:0/0/0/0/0/0,e8fcba1e6480eb3e0280cb1bd8eeddf5ee9c942258150c300b9834dec9797344,5,3,1,0,0,1,0,17,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
48,4700000,6,late_consequence_no_resurrection,production,initial@0/6:1/1/0/0/0/1;dead_before_return@10/16:0/0/0/0/0/0;after_late_return@11/17:0/0/0/0/0/0,e8fcba1e6480eb3e0280cb1bd8eeddf5ee9c942258150c300b9834dec9797344,5,3,1,0,0,1,0,17,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
49,4700000,6,repeated_supported_consequence,reference,initial@0/6:1/1/0/0/0/1;after_first@5/11:1/4/0/4294967296/4294967296/1;after_second@6/12:1/7/0/8321499136/12616466432/1;last_live@75/81:1/1/9/96876761/12616466432/1;death@76/82:0/0/0/0/0/0,90b3b9f5882d71c97e5327c22e000ad160115d452816bd2e15a2353dcc58126c,11,6,2,2,0,1,0,82,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
49,4700000,6,repeated_supported_consequence,production,initial@0/6:1/1/0/0/0/1;after_first@5/11:1/4/0/4294967296/4294967296/1;after_second@6/12:1/7/0/8321499136/12616466432/1;last_live@75/81:1/1/9/96876761/12616466432/1;death@76/82:0/0/0/0/0/0,90b3b9f5882d71c97e5327c22e000ad160115d452816bd2e15a2353dcc58126c,11,6,2,2,0,1,0,82,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
50,4700000,7,unused_proposal,reference,initial@0/7:1/1/0/0/0/1;age_9@9/16:1/1/9/0/0/1;death@10/17:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,17,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
50,4700000,7,unused_proposal,production,initial@0/7:1/1/0/0/0/1;age_9@9/16:1/1/9/0/0/1;death@10/17:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,17,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
51,4700000,7,repeated_use_no_consequence,reference,initial@0/7:1/1/0/0/0/1;age_9@9/16:1/1/9/12571524225/0/1;death@10/17:0/0/0/0/0/0,48f061e35a06b32c2e0bcec4e1e297446c45fd36882fa97e1e44bce2084a7a1c,9,8,0,0,0,1,0,17,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
51,4700000,7,repeated_use_no_consequence,production,initial@0/7:1/1/0/0/0/1;age_9@9/16:1/1/9/12571524225/0/1;death@10/17:0/0/0/0/0/0,48f061e35a06b32c2e0bcec4e1e297446c45fd36882fa97e1e44bce2084a7a1c,9,8,0,0,0,1,0,17,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
52,4700000,7,one_qualified_consequence,reference,initial@0/7:1/1/0/0/0/1;before_consequence@5/12:1/1/5/4294967296/0/1;after_consequence@5/12:1/4/0/4294967296/4294967296/1;last_live@44/51:1/1/9/346608838/4294967296/1;death@45/52:0/0/0/0/0/0,cf003a542ca9630f4c897170eb686bb921c5d10c649b76779afe31b7e9892324,6,3,1,1,0,1,0,52,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
52,4700000,7,one_qualified_consequence,production,initial@0/7:1/1/0/0/0/1;before_consequence@5/12:1/1/5/4294967296/0/1;after_consequence@5/12:1/4/0/4294967296/4294967296/1;last_live@44/51:1/1/9/346608838/4294967296/1;death@45/52:0/0/0/0/0/0,cf003a542ca9630f4c897170eb686bb921c5d10c649b76779afe31b7e9892324,6,3,1,1,0,1,0,52,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
53,4700000,7,same_durable_state_same_future,reference,after_consequence@9/56:0/0/0/0/0/0;last_live@48/56:0/0/0/0/0/0;death@49/56:0/0/0/0/0/0,3f3796a7f785631edd36446973d062f1eaf885d8731cc87574f40d941b75eb4a,6,3,1,1,0,1,0,56,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
53,4700000,7,same_durable_state_same_future,production,after_consequence@9/56:0/0/0/0/0/0;last_live@48/56:0/0/0/0/0/0;death@49/56:0/0/0/0/0/0,3f3796a7f785631edd36446973d062f1eaf885d8731cc87574f40d941b75eb4a,6,3,1,1,0,1,0,56,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
54,4700000,7,wrong_path_modulation,reference,initial@0/7:1/1/0/0/0/1;before_wrong_return@5/12:1/1/5/4294967296/0/1;after_wrong_return@5/12:1/1/5/4294967296/0/1;death@10/17:0/0/0/0/0/0,4b86475f9ba9340bf9ac8a5c47a774a14669869cfc9803f7c5ef3712ac2197e8,5,3,1,0,0,1,0,17,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
54,4700000,7,wrong_path_modulation,production,initial@0/7:1/1/0/0/0/1;before_wrong_return@5/12:1/1/5/4294967296/0/1;after_wrong_return@5/12:1/1/5/4294967296/0/1;death@10/17:0/0/0/0/0/0,4b86475f9ba9340bf9ac8a5c47a774a14669869cfc9803f7c5ef3712ac2197e8,5,3,1,0,0,1,0,17,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
55,4700000,7,late_consequence_no_resurrection,reference,initial@0/7:1/1/0/0/0/1;dead_before_return@10/17:0/0/0/0/0/0;after_late_return@11/18:0/0/0/0/0/0,73612bd9a67f680ae4afe9c311ab203711539e4ec24e42d76d278f0a704c2217,5,3,1,0,0,1,0,18,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
55,4700000,7,late_consequence_no_resurrection,production,initial@0/7:1/1/0/0/0/1;dead_before_return@10/17:0/0/0/0/0/0;after_late_return@11/18:0/0/0/0/0/0,73612bd9a67f680ae4afe9c311ab203711539e4ec24e42d76d278f0a704c2217,5,3,1,0,0,1,0,18,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
56,4700000,7,repeated_supported_consequence,reference,initial@0/7:1/1/0/0/0/1;after_first@5/12:1/4/0/4294967296/4294967296/1;after_second@6/13:1/7/0/8321499136/12616466432/1;last_live@75/82:1/1/9/96876761/12616466432/1;death@76/83:0/0/0/0/0/0,7475aa58a3cc8f5ae951abb1a332d4fbd9a30729914fbc8dff2130d68ff6acb4,11,6,2,2,0,1,0,83,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
56,4700000,7,repeated_supported_consequence,production,initial@0/7:1/1/0/0/0/1;after_first@5/12:1/4/0/4294967296/4294967296/1;after_second@6/13:1/7/0/8321499136/12616466432/1;last_live@75/82:1/1/9/96876761/12616466432/1;death@76/83:0/0/0/0/0/0,7475aa58a3cc8f5ae951abb1a332d4fbd9a30729914fbc8dff2130d68ff6acb4,11,6,2,2,0,1,0,83,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
57,4700000,8,unused_proposal,reference,initial@0/8:1/1/0/0/0/1;age_9@9/17:1/1/9/0/0/1;death@10/18:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,18,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
57,4700000,8,unused_proposal,production,initial@0/8:1/1/0/0/0/1;age_9@9/17:1/1/9/0/0/1;death@10/18:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,18,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
58,4700000,8,repeated_use_no_consequence,reference,initial@0/8:1/1/0/0/0/1;age_9@9/17:1/1/9/12571524225/0/1;death@10/18:0/0/0/0/0/0,ab04cb64e915de5e3fed3ab4d127a3de1c7a37f9fad279f8b733e60aeb7dcfe6,9,8,0,0,0,1,0,18,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
58,4700000,8,repeated_use_no_consequence,production,initial@0/8:1/1/0/0/0/1;age_9@9/17:1/1/9/12571524225/0/1;death@10/18:0/0/0/0/0/0,ab04cb64e915de5e3fed3ab4d127a3de1c7a37f9fad279f8b733e60aeb7dcfe6,9,8,0,0,0,1,0,18,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
59,4700000,8,one_qualified_consequence,reference,initial@0/8:1/1/0/0/0/1;before_consequence@5/13:1/1/5/4294967296/0/1;after_consequence@5/13:1/4/0/4294967296/4294967296/1;last_live@44/52:1/1/9/346608838/4294967296/1;death@45/53:0/0/0/0/0/0,eae2f3e1cae25b503fdbb837dc6c943436ffcf18421ec5ef21f19314ef296f56,6,3,1,1,0,1,0,53,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
59,4700000,8,one_qualified_consequence,production,initial@0/8:1/1/0/0/0/1;before_consequence@5/13:1/1/5/4294967296/0/1;after_consequence@5/13:1/4/0/4294967296/4294967296/1;last_live@44/52:1/1/9/346608838/4294967296/1;death@45/53:0/0/0/0/0/0,eae2f3e1cae25b503fdbb837dc6c943436ffcf18421ec5ef21f19314ef296f56,6,3,1,1,0,1,0,53,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
