case_id,root,absolute_phase,family,mechanics,class,period_firings,period_ticks,first_firings,continuation_firings,excitatory_fire_counts,inhibitor_firings,excitatory_traversals,relay_traversals,negative_traversals,scheduled_deliveries,continuation_deliveries,physical_work,final_tick,states,naturally_quiescent,ceiling_reached,continuation_ceiling_reached,unbounded_match,trace_hash,continuation_trace_hash,body_hash,live_hash,replay_equal,mechanics_equal,predicate_pass,case_pass
192,5900000,8,subthreshold_c2_t3,production,dies,0,0,1,0,1|0,0,1,0,0,2,0,2,9,1/1000000/2;1/1000000/2,true,false,false,true,f97db20698a50dede3819d10f96a6bdb73dbe99cd044f031b48a5704e6e42b44,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3bc4ece51151f590c10f34364ef6dab96ba88acd6bc596932f9a359b3d2ddee3,8b38a088c5a6f39b24fc941ff0610f548555c6f32e0696e2dbcd5e64de10e2c9,true,true,true,true
193,5900000,8,strength_h1,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,103,1/999991/2;1/999991/2;1/999991/1;1/999991/-1;1/999991/1;1/999991/-1,false,true,true,true,dbed5918d5d02d3bb03d4861beb8f031dbb54c1bc2fd6d8e159490e7624d91d1,245b54045a561bff29a282228024a78f8fdfe4d0b7a630488360b58300602f42,bd3c9bf5d36809b4dea6dace1b072c2df8bf798491b38b75cedca3dee9ec6fde,0066ac7a395d4fb7206da2a6aa77d6a932428d11b079ea000218d212e4f0dc4e,true,true,true,true
193,5900000,8,strength_h1,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,103,1/999991/2;1/999991/2;1/999991/1;1/999991/-1;1/999991/1;1/999991/-1,false,true,true,true,dbed5918d5d02d3bb03d4861beb8f031dbb54c1bc2fd6d8e159490e7624d91d1,245b54045a561bff29a282228024a78f8fdfe4d0b7a630488360b58300602f42,bd3c9bf5d36809b4dea6dace1b072c2df8bf798491b38b75cedca3dee9ec6fde,cba384665bd524c2f7ceccb9b1dd947bcc79ed06cf940ba29158841b035d1eaa,true,true,true,true
194,5900000,8,strength_h2,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,103,1/999991/2;1/999991/2;1/999991/1;1/999991/-2;1/999991/1;1/999991/-2,false,true,true,true,0dba3cb4d93386537bcb986e7e540908756c084cbfabd285aa518eb7e0291e19,c6d8eb128e1ee09459561e572b0a160f4e96452facc663aefb3eec1ab47c654b,2a6a7a32df38ed92db86c914576204c5c77dc1a6eea6826f063d073b3f610cb8,48c0b3517b04f5e9a417645c9470540a10f0799ce908d7b07ab02d5cce722fc9,true,true,true,true
194,5900000,8,strength_h2,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,103,1/999991/2;1/999991/2;1/999991/1;1/999991/-2;1/999991/1;1/999991/-2,false,true,true,true,0dba3cb4d93386537bcb986e7e540908756c084cbfabd285aa518eb7e0291e19,c6d8eb128e1ee09459561e572b0a160f4e96452facc663aefb3eec1ab47c654b,2a6a7a32df38ed92db86c914576204c5c77dc1a6eea6826f063d073b3f610cb8,50226f65aa067d8e6f53a3083adac8dda86880f174bd6f3321a0854fd5bc23d2,true,true,true,true
195,5900000,8,strength_h3,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-3;1/1000000/1;1/1000000/-3,true,false,false,true,b39b492748731e22694f214f71f12186554c22e1f1d81d6c0ba3f900b4963961,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0708310e4ceb29df35e1094e9541e00c26910a9fadf6820f06cd2aa99ef46b01,cf45a9e734d250e07fcb50f52e5d7a01b848fa527e8c9b045a320e619d674e68,true,true,true,true
195,5900000,8,strength_h3,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-3;1/1000000/1;1/1000000/-3,true,false,false,true,b39b492748731e22694f214f71f12186554c22e1f1d81d6c0ba3f900b4963961,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0708310e4ceb29df35e1094e9541e00c26910a9fadf6820f06cd2aa99ef46b01,12d30950238dffdb455ef5056635b7925e536cd0b1935098dff847bfa751c10e,true,true,true,true
196,5900000,8,strength_h4,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-4;1/1000000/1;1/1000000/-4,true,false,false,true,86d407ffb46b6759f25ba7094e8b1f7cdf8eb931017abe4cdc96451849ee02d9,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,afb6bd0d871dffa882c3b59181f8b26da6225f98dfb5226da893d333fa3cc7b4,2cafac07e3ae83978b8e92e0e7bfd7c5bc83f1d03c5900f419047e20a39a738f,true,true,true,true
196,5900000,8,strength_h4,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-4;1/1000000/1;1/1000000/-4,true,false,false,true,86d407ffb46b6759f25ba7094e8b1f7cdf8eb931017abe4cdc96451849ee02d9,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,afb6bd0d871dffa882c3b59181f8b26da6225f98dfb5226da893d333fa3cc7b4,70dfe11da4eaf30dfca6887372d4d0361bea02f9c381fc553f2e3c3957b132f4,true,true,true,true
197,5900000,8,strength_h8,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-8;1/1000000/1;1/1000000/-8,true,false,false,true,dace251859d42de4e8189bb73ce7d4f5c20f3d7044dc718dc4c7885ee562c9d6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,7e82bc77bc33679cc5b5ddd96535f49330aa1e932757beda5859bfaa81755810,b798e357d071654cbf8714c370f230efe1aac700e142e065fa71ac7ff6b193c5,true,true,true,true
197,5900000,8,strength_h8,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-8;1/1000000/1;1/1000000/-8,true,false,false,true,dace251859d42de4e8189bb73ce7d4f5c20f3d7044dc718dc4c7885ee562c9d6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,7e82bc77bc33679cc5b5ddd96535f49330aa1e932757beda5859bfaa81755810,c243fa891b47ce58ce40d9725e8ace8026b9e7d7769a9708cf293a7f3f298088,true,true,true,true
198,5900000,8,two_loops_one_inhibited,reference,periodic,2,2,251,32,1|1|141|140,2,282,2,2,256,32,288,288,1/999972/2;1/999972/2;1/999972/2;1/999972/2;1/999972/1;1/999972/-16;1/999972/1;1/999972/-16,false,true,true,true,c1c1cd21743c45d21942d9979206040f25d131b899757543d7dcb2226271529c,a34b748d2bd72416219d5ba157db9756cb84ffe1b22844e64c9b5fe635fc002e,e3a4bba2746c6453798428df386c4d76bf7ecc2ee93025aa9887f768f40eb114,bb6886b7c0e7d2bda2a3cd829b7d14fe0f29b596dbce9e5a15cc6cce40f92134,true,true,true,true
198,5900000,8,two_loops_one_inhibited,production,periodic,2,2,251,32,1|1|141|140,2,282,2,2,256,32,288,288,1/999972/2;1/999972/2;1/999972/2;1/999972/2;1/999972/1;1/999972/-16;1/999972/1;1/999972/-16,false,true,true,true,c1c1cd21743c45d21942d9979206040f25d131b899757543d7dcb2226271529c,a34b748d2bd72416219d5ba157db9756cb84ffe1b22844e64c9b5fe635fc002e,e3a4bba2746c6453798428df386c4d76bf7ecc2ee93025aa9887f768f40eb114,11aca09799b5637bd10aeae7093a206572c8dc20b1d0cf2e56ac9dc53189279b,true,true,true,true
199,5900000,9,baseline_reciprocal,reference,periodic,2,2,256,32,144|144,0,287,0,0,256,32,288,296,1/999972/2;1/999972/2,false,true,true,true,83ea3faf6a03c8cccdb77270a146ca6998e24bb1b208a2e94f07a60992dbdae8,ca9eb775ccddb44e62e59b8131ecff69106c9978ce7ce046bd71f13228f0fda6,12bed1e681ee1efcdf3f28f807462b9117985b094ad2ef7ca29883c8e064047f,2087fa4db5af8836db2dae20200fd63c36cb8ed4d979de6318a34c2d32cfb0ee,true,true,true,true
199,5900000,9,baseline_reciprocal,production,periodic,2,2,256,32,144|144,0,287,0,0,256,32,288,296,1/999972/2;1/999972/2,false,true,true,true,83ea3faf6a03c8cccdb77270a146ca6998e24bb1b208a2e94f07a60992dbdae8,ca9eb775ccddb44e62e59b8131ecff69106c9978ce7ce046bd71f13228f0fda6,12bed1e681ee1efcdf3f28f807462b9117985b094ad2ef7ca29883c8e064047f,6c69322b72314a033a74e65bb7ae980bf7e19aa165494cd48078ffe6e7fd0b9a,true,true,true,true
200,5900000,9,main_local_h16_alternating_phase,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,fd8052e23304cf91b8e2cb8ce59a99598eef17b40dc3e4b97a1c55eb097fbfd0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,08fb914ad8220b82f0488c47391c9482368889ff428ef5b074ae6d77cd38c2d9,c8d60d68633ac02d750a96177719af72d63b3fb2fffa2f4941f85da4e42f257b,true,true,true,true
200,5900000,9,main_local_h16_alternating_phase,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,fd8052e23304cf91b8e2cb8ce59a99598eef17b40dc3e4b97a1c55eb097fbfd0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,08fb914ad8220b82f0488c47391c9482368889ff428ef5b074ae6d77cd38c2d9,d73c01f6584c3b1ecf10a04fcd6186201e88c4c6b062b8ec2b63cddfa476f544,true,true,true,true
201,5900000,9,chain_8_delay_1_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,16,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,314df404df9bb1ceb52b5b31c1efbe6c86800a796c0b60a3e4deb845253a4615,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,50b9ac2bea37acb992cc8ddedd0a2cb2dbd6b6a29853d30e62b63de64f3c86ea,4e03aae3c067c0455534aff152ab4ac7351656c1bb32c6875ab7cb6c0cae3a25,true,true,true,true
201,5900000,9,chain_8_delay_1_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,16,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,314df404df9bb1ceb52b5b31c1efbe6c86800a796c0b60a3e4deb845253a4615,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,50b9ac2bea37acb992cc8ddedd0a2cb2dbd6b6a29853d30e62b63de64f3c86ea,d37ebf396b5427f5a6fb5236db6c6cc8ec346ce2c08d4945876e6474a86a6aea,true,true,true,true
202,5900000,9,chain_8_delay_0_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,9,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,21983321238c38594bfd372f0f3e18775edba1eebdf60a1aa250ba6d50801aec,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a9e74bfa6357a66f3dd5f906a9ccf133775aab0121b32bb3f160ab55e0ff9837,e050656e99fbdf1db87232cf9d2702e1ba860ab8632c488c51205720ed59eceb,true,true,true,true
202,5900000,9,chain_8_delay_0_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,9,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,21983321238c38594bfd372f0f3e18775edba1eebdf60a1aa250ba6d50801aec,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a9e74bfa6357a66f3dd5f906a9ccf133775aab0121b32bb3f160ab55e0ff9837,e050656e99fbdf1db87232cf9d2702e1ba860ab8632c488c51205720ed59eceb,true,true,true,true
203,5900000,9,wrong_path_h16,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,104,1/999991/2;1/999991/2;1/999991/1;1/999991/-16;1/999991/1;1/999991/-16,false,true,true,true,6d1f1e9990a537ae058faf9e72b12ee4f0889ed50f437924d6fe8b6ca5c5444f,5da46cf7a9b8e79a323cda1a208b5ebcd2c3ea6072b9735694acc9a2b0524ec9,a43552bdeda222f72262f16f3aae48bd25731b53636478b38a60d542fa998d0d,c63ddef8b5c9e631a6d017a67b24837e5a694713fe078b3bd3f35350623f4003,true,true,true,true
203,5900000,9,wrong_path_h16,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,104,1/999991/2;1/999991/2;1/999991/1;1/999991/-16;1/999991/1;1/999991/-16,false,true,true,true,6d1f1e9990a537ae058faf9e72b12ee4f0889ed50f437924d6fe8b6ca5c5444f,5da46cf7a9b8e79a323cda1a208b5ebcd2c3ea6072b9735694acc9a2b0524ec9,a43552bdeda222f72262f16f3aae48bd25731b53636478b38a60d542fa998d0d,d86d5dc25d7e3f85412c3007ebce099611e4ee6fc478ea350aad9e5cb9f6c661,true,true,true,true
204,5900000,9,untraversed_h16,reference,periodic,2,2,128,16,72|72,0,143,144,0,256,32,288,152,1/999986/2;1/999986/2;1/999986/1;1/999986/-16;1/999986/1;1/999986/-16,false,true,true,true,52d8e19e362fdb1b946c13575f790e5a5c69bf9db845d7c894dbab274a7bacee,2a75be8e798cb074075b8292b221ed60baf90d75ad04f7283a81f4d6d899a80f,6a8c58acee932ac60fc9a6a48f36c4f1dcb285719cc9fdbce90f6c7353200697,aadaec8d7303800b420524360c5aecddbce37c780166e67c86819d99f821a8fd,true,true,true,true
204,5900000,9,untraversed_h16,production,periodic,2,2,128,16,72|72,0,143,144,0,256,32,288,152,1/999986/2;1/999986/2;1/999986/1;1/999986/-16;1/999986/1;1/999986/-16,false,true,true,true,52d8e19e362fdb1b946c13575f790e5a5c69bf9db845d7c894dbab274a7bacee,2a75be8e798cb074075b8292b221ed60baf90d75ad04f7283a81f4d6d899a80f,6a8c58acee932ac60fc9a6a48f36c4f1dcb285719cc9fdbce90f6c7353200697,14571d3db4c5724d0799e7c3e172b54ca9e14df870b2cbdbcd528dbe9b7c61ce,true,true,true,true
205,5900000,9,reciprocal_mixed_delay_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,df6c5018180d847c25f5980cd44450fa270b53230ffa815e18336c4f98fd0d49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c6a28e99193f43d6a4788339385ac677e6e547bacc2303b051dd341513f7220f,121571534ed900b059267bd3cadee3ba7b3bd42616378c90ce43197a4c5793c2,true,true,true,true
205,5900000,9,reciprocal_mixed_delay_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,10,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,df6c5018180d847c25f5980cd44450fa270b53230ffa815e18336c4f98fd0d49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c6a28e99193f43d6a4788339385ac677e6e547bacc2303b051dd341513f7220f,e8d26d6baa6a4e876359ebc60279c19c45225db578188106d16d995c09c30158,true,true,true,true
206,5900000,9,reciprocal_delay_1_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,15a860f96d2d17163b4345fce0ee9c7c05fd155d0a3e1b07eea3d54fceefcecb,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1a3da1d6ecc30d0fada09d0f73f3526722fa9d81a8c65c98255e4380477f7137,55556a3f427e8bf0c85bb1262022bb9f7d9b32344ac8afde99fea89e99cc5440,true,true,true,true
206,5900000,9,reciprocal_delay_1_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,15a860f96d2d17163b4345fce0ee9c7c05fd155d0a3e1b07eea3d54fceefcecb,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1a3da1d6ecc30d0fada09d0f73f3526722fa9d81a8c65c98255e4380477f7137,44b534462eb30a597b66c21e9a16e093a982a67b69e496e87e0ab4c32b4911a8,true,true,true,true
207,5900000,9,reciprocal_delay_2_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,13,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,984bb9f1d2e100d3fc7c855156694ffa155181e37ec8668cf4c65f601944b4a0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8fd8096239683e9187a9d4e9d7860e20f5ea36d578ad596c890186e301cae60,fa9e36a6ebd2193f63f77b3dfb5a1725946b1996f9c47de9ac925d56ff355e6c,true,true,true,true
207,5900000,9,reciprocal_delay_2_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,13,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,984bb9f1d2e100d3fc7c855156694ffa155181e37ec8668cf4c65f601944b4a0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8fd8096239683e9187a9d4e9d7860e20f5ea36d578ad596c890186e301cae60,9e4c582ef2f2e54a70bdd7ddff86329b24c4c595ea6ce617d30bbe498dc216fc,true,true,true,true
208,5900000,9,reciprocal_delay_3_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,15,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,be13db21288a23043c7916af4e8b790dac254dac6805c874af2418eaa72c0e08,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d267f6862998ceec1814bb2236c5dbe474ff9858071253cac0968f428b15a10b,8444b9b890d74fce1a494f3ec4d2d1f5d78eaf9aa210174d4f97c8cdea190835,true,true,true,true
208,5900000,9,reciprocal_delay_3_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,15,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,be13db21288a23043c7916af4e8b790dac254dac6805c874af2418eaa72c0e08,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d267f6862998ceec1814bb2236c5dbe474ff9858071253cac0968f428b15a10b,da2756df6610f39ff8d6d37f6b811466d297c3a35a63fbf63fdca42ffed4a248,true,true,true,true
209,5900000,9,cycle_3_delay_1_h16,reference,dies,0,0,3,0,1|1|1,3,3,3,3,10,0,10,12,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,0f5fb210783abc89c9443d96d7b1f8d5bf0bb494baa3bab8fea05377d45f2a5a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,179cc7ba59566509f201d194a0a998c32b2bf657b59d6ddd2435af39678cac83,a7e1e61cd838ca1f97fba213df243e09d1ca7116cfa0e0efde579ef8f7673e09,true,true,true,true
209,5900000,9,cycle_3_delay_1_h16,production,dies,0,0,3,0,1|1|1,3,3,3,3,10,0,10,12,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,0f5fb210783abc89c9443d96d7b1f8d5bf0bb494baa3bab8fea05377d45f2a5a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,179cc7ba59566509f201d194a0a998c32b2bf657b59d6ddd2435af39678cac83,d0d3b35dff93014613ae8bb37dc9be9f4f4e4f4f69683ab48c6dbe28f9c76be5,true,true,true,true
210,5900000,9,cycle_4_delay_1_h16,reference,dies,0,0,4,0,1|1|1|1,4,4,4,4,13,0,13,13,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,f49a2a72d8e5bb6e1c26022a607b6a554b76f81125ebdf5f8a843fc7a88eae09,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bc7795842e26ab96f50346ad2f17cb43ac2e3b2d45a46f2f7f69e0370bc523b6,2e4e80a16f5c54f6995e798390285f9be0e5d5281cd227867b44d2fb033263af,true,true,true,true
210,5900000,9,cycle_4_delay_1_h16,production,dies,0,0,4,0,1|1|1|1,4,4,4,4,13,0,13,13,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,f49a2a72d8e5bb6e1c26022a607b6a554b76f81125ebdf5f8a843fc7a88eae09,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bc7795842e26ab96f50346ad2f17cb43ac2e3b2d45a46f2f7f69e0370bc523b6,525ddc0e78d673206ea2f60e2eba55e81f788a33b3c974fa62705a27df32b739,true,true,true,true
211,5900000,9,cycle_8_delay_1_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,8,8,8,25,0,25,17,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,91ba5b125154f6876636e129b2d7be51beb3564c14e63f28641a7bb36a845128,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1429ae23f4cfc46177f4371fd2f205ffdae4ad414fb5c8bb61d05c823245dbb3,8b2fdae2ad8c3ee11f1a4721bcaafdb8a42eb0dc5bca793e0f9e2fd2df84f8d9,true,true,true,true
211,5900000,9,cycle_8_delay_1_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,8,8,8,25,0,25,17,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,91ba5b125154f6876636e129b2d7be51beb3564c14e63f28641a7bb36a845128,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1429ae23f4cfc46177f4371fd2f205ffdae4ad414fb5c8bb61d05c823245dbb3,4151323b9a5360439e65108d28453154c68358912b524aaf7c8448c2d6c1500e,true,true,true,true
212,5900000,9,reciprocal_c1_t1_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/1;1/1000000/1;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,4b075556ad0e475fabe85a38f7bc77d3a8dd360162862a222c6ed78396b20a51,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84571c15dcaae7489c9ef29b8eaa104d6968d2b6ad5e820a5631c0ef38ac6641,256aa47bc270d04ae1dd80f758c266b4d9e8cef24fb2b8b7c13c1584f1da056a,true,true,true,true
212,5900000,9,reciprocal_c1_t1_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/1;1/1000000/1;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,4b075556ad0e475fabe85a38f7bc77d3a8dd360162862a222c6ed78396b20a51,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84571c15dcaae7489c9ef29b8eaa104d6968d2b6ad5e820a5631c0ef38ac6641,e259b115c42b36f0a2708b20a376d1584f0495f83da49c8f986bdae87b9974dd,true,true,true,true
213,5900000,9,reciprocal_c3_t3_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/3;1/1000000/3;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,5f15566491ffb49787b4c9f5001818ca68148fc3a75dbb06e4c1b02ca28459a4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5752904a1eb2a764a24a7a15c11ecba9c16732a9572b3e155b534d488542c876,836dc7d8c7b2287eb7916af910fa54d6d1f5d5d0bef3021857c2f0845c9b30b8,true,true,true,true
213,5900000,9,reciprocal_c3_t3_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,11,1/1000000/3;1/1000000/3;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,5f15566491ffb49787b4c9f5001818ca68148fc3a75dbb06e4c1b02ca28459a4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5752904a1eb2a764a24a7a15c11ecba9c16732a9572b3e155b534d488542c876,d047621a8aa271d8f0c2ba3be466fd63e8172daf503aa999379c8b2b1ed08e3f,true,true,true,true
