case_id,root,absolute_phase,family,mechanics,class,period_firings,period_ticks,first_firings,continuation_firings,excitatory_fire_counts,inhibitor_firings,excitatory_traversals,relay_traversals,negative_traversals,scheduled_deliveries,continuation_deliveries,physical_work,final_tick,states,naturally_quiescent,ceiling_reached,continuation_ceiling_reached,unbounded_match,trace_hash,continuation_trace_hash,body_hash,live_hash,replay_equal,mechanics_equal,predicate_pass,case_pass
1,5900000,0,baseline_reciprocal,reference,periodic,2,2,256,32,144|144,0,287,0,0,256,32,288,287,1/999972/2;1/999972/2,false,true,true,true,c99e0c1e8d4da85c4d6e0612015044f995994026f703afcccbda2e07c21a445c,0ad54b2cb6797dffea2d9c1b41beb9270e92d08c1536c5860d68f463e592c055,12bed1e681ee1efcdf3f28f807462b9117985b094ad2ef7ca29883c8e064047f,b6c7729999f1111fc7873f32712ef0ce0e7bf2165b95b47359fcee3d838d538d,true,true,true,true
1,5900000,0,baseline_reciprocal,production,periodic,2,2,256,32,144|144,0,287,0,0,256,32,288,287,1/999972/2;1/999972/2,false,true,true,true,c99e0c1e8d4da85c4d6e0612015044f995994026f703afcccbda2e07c21a445c,0ad54b2cb6797dffea2d9c1b41beb9270e92d08c1536c5860d68f463e592c055,12bed1e681ee1efcdf3f28f807462b9117985b094ad2ef7ca29883c8e064047f,371e3e78917da6d725290974461b12ea4a0d1f2b1d62c444d2a5fc5efbabdf03,true,true,true,true
2,5900000,0,main_local_h16_alternating_phase,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,e99d54572949dceb186c20f21fbe2a23d4205f3ee305b5b658b2896c90a8ba71,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,08fb914ad8220b82f0488c47391c9482368889ff428ef5b074ae6d77cd38c2d9,718e8bfc10e00a826f9da75c29b84eafc4e0938e19dd892fbdabc50abc4059f2,true,true,true,true
2,5900000,0,main_local_h16_alternating_phase,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,e99d54572949dceb186c20f21fbe2a23d4205f3ee305b5b658b2896c90a8ba71,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,08fb914ad8220b82f0488c47391c9482368889ff428ef5b074ae6d77cd38c2d9,fef3523726068925b6441c56503762c0872dc5f6d1bd56473ff5821bf59c6271,true,true,true,true
3,5900000,0,chain_8_delay_1_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,7,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,4d1d88ad45ae397ce4444a35178cb15b89a582d7d6aec0c3c1d5d0d7b0e51b05,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,50b9ac2bea37acb992cc8ddedd0a2cb2dbd6b6a29853d30e62b63de64f3c86ea,1f57361a59105b99c014f5a2cbfdcba5fcf90fc3a3710770e643c83451b38b51,true,true,true,true
3,5900000,0,chain_8_delay_1_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,7,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,4d1d88ad45ae397ce4444a35178cb15b89a582d7d6aec0c3c1d5d0d7b0e51b05,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,50b9ac2bea37acb992cc8ddedd0a2cb2dbd6b6a29853d30e62b63de64f3c86ea,2dc8124dfdf9f228e2995ab771e20bc11fcc38fb75a146e546f3112ecc9c4e74,true,true,true,true
4,5900000,0,chain_8_delay_0_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,0,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,b1f5d9b85fe42d98a2696f1875b97131fbd30a3b9e49b46ce168bd6f938da230,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a9e74bfa6357a66f3dd5f906a9ccf133775aab0121b32bb3f160ab55e0ff9837,53a5fa08d3bee63bba08977b2aca29112135d765feb850dc9833f044ce349351,true,true,true,true
4,5900000,0,chain_8_delay_0_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,7,8,8,24,0,24,0,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,b1f5d9b85fe42d98a2696f1875b97131fbd30a3b9e49b46ce168bd6f938da230,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a9e74bfa6357a66f3dd5f906a9ccf133775aab0121b32bb3f160ab55e0ff9837,53a5fa08d3bee63bba08977b2aca29112135d765feb850dc9833f044ce349351,true,true,true,true
5,5900000,0,wrong_path_h16,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-16;1/999991/1;1/999991/-16,false,true,true,true,16e867df46ad7bde63a6b0baa4696766349c651ca9a294e0f69223aecbfcf1ae,969ae85b503d05466feeb5f4aff91aea5791872866f58b7fbfe47aa50e6cd027,a43552bdeda222f72262f16f3aae48bd25731b53636478b38a60d542fa998d0d,7e16a8aa33087e38804b84636929f75f385599f24d6c27b4a5f97c9536341a73,true,true,true,true
5,5900000,0,wrong_path_h16,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-16;1/999991/1;1/999991/-16,false,true,true,true,16e867df46ad7bde63a6b0baa4696766349c651ca9a294e0f69223aecbfcf1ae,969ae85b503d05466feeb5f4aff91aea5791872866f58b7fbfe47aa50e6cd027,a43552bdeda222f72262f16f3aae48bd25731b53636478b38a60d542fa998d0d,2aafff729e83cef5abacf01e64bbda9c518b0419ad50be27e52a79747dbb8bdb,true,true,true,true
6,5900000,0,untraversed_h16,reference,periodic,2,2,128,16,72|72,0,143,144,0,256,32,288,143,1/999986/2;1/999986/2;1/999986/1;1/999986/-16;1/999986/1;1/999986/-16,false,true,true,true,cab23b44dff5d499efdb5588e24f708497e717bce64e5aa35afbaf5e856bb503,596308c48e08d9115b37e49b30dfddf4d6fc0c0d681a297b12d593b018660418,6a8c58acee932ac60fc9a6a48f36c4f1dcb285719cc9fdbce90f6c7353200697,4a90267f4d72bfbef3cb506eeea34be455ad241894e94679b9bbffae367a8560,true,true,true,true
6,5900000,0,untraversed_h16,production,periodic,2,2,128,16,72|72,0,143,144,0,256,32,288,143,1/999986/2;1/999986/2;1/999986/1;1/999986/-16;1/999986/1;1/999986/-16,false,true,true,true,cab23b44dff5d499efdb5588e24f708497e717bce64e5aa35afbaf5e856bb503,596308c48e08d9115b37e49b30dfddf4d6fc0c0d681a297b12d593b018660418,6a8c58acee932ac60fc9a6a48f36c4f1dcb285719cc9fdbce90f6c7353200697,201db42d41a123f3055764be1277c50a3ea68a8e4cea1b30ddeaa4e310e57105,true,true,true,true
7,5900000,0,reciprocal_mixed_delay_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,1,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,1f06f5374802e9bc4c43af5669189a3a4dd7eee370fa7c6e3bf0839a043d5961,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c6a28e99193f43d6a4788339385ac677e6e547bacc2303b051dd341513f7220f,e81571c63567d421f5c6961219d9b3248c2e5281e04e658ee4996aa71669f308,true,true,true,true
7,5900000,0,reciprocal_mixed_delay_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,1,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,1f06f5374802e9bc4c43af5669189a3a4dd7eee370fa7c6e3bf0839a043d5961,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c6a28e99193f43d6a4788339385ac677e6e547bacc2303b051dd341513f7220f,280bc5465714aa6884681d31a9b99d01689c58211460ea2fc4866d723398cda5,true,true,true,true
8,5900000,0,reciprocal_delay_1_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,df4787f853db4bd8a03784a2879be224db4cde68cdd549de7bf971e359973e00,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1a3da1d6ecc30d0fada09d0f73f3526722fa9d81a8c65c98255e4380477f7137,5914e2d4db0ef29354a56b88aa4ecf54e650449b3be30554d2763e7049240852,true,true,true,true
8,5900000,0,reciprocal_delay_1_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,df4787f853db4bd8a03784a2879be224db4cde68cdd549de7bf971e359973e00,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1a3da1d6ecc30d0fada09d0f73f3526722fa9d81a8c65c98255e4380477f7137,81ef0c32712ae490f112b02a834c8b59116ab46455bf74ec2f8f850b6a2aff16,true,true,true,true
9,5900000,0,reciprocal_delay_2_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,4,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,9fb3c423850ae06b011508ba038c749a1a248b4b6f5f8f633d42cab90a419df5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8fd8096239683e9187a9d4e9d7860e20f5ea36d578ad596c890186e301cae60,ac42ef996022252ba649781f0fc9075e362ff99312be8006691ea164efd9decf,true,true,true,true
9,5900000,0,reciprocal_delay_2_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,4,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,9fb3c423850ae06b011508ba038c749a1a248b4b6f5f8f633d42cab90a419df5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8fd8096239683e9187a9d4e9d7860e20f5ea36d578ad596c890186e301cae60,cdce542a7570420b9a0ca8bbeb07c324e889ef6bcbaebc90bc624be740c63806,true,true,true,true
10,5900000,0,reciprocal_delay_3_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,6,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,63e7322a7215de49ce5db4d82ed7bc97d14f84958bb1bd4978e5f6906d338a86,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d267f6862998ceec1814bb2236c5dbe474ff9858071253cac0968f428b15a10b,9a4dfbb8a2f27fcdcb4e016a414b2ee06082738af69cb006c436eb91c3469bb5,true,true,true,true
10,5900000,0,reciprocal_delay_3_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,6,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,63e7322a7215de49ce5db4d82ed7bc97d14f84958bb1bd4978e5f6906d338a86,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d267f6862998ceec1814bb2236c5dbe474ff9858071253cac0968f428b15a10b,29ac2cf194de126a79b40a2677857df57ff53cb3e80853fb9b6b6d9a03cd50ba,true,true,true,true
11,5900000,0,cycle_3_delay_1_h16,reference,dies,0,0,3,0,1|1|1,3,3,3,3,10,0,10,3,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,70df1378bbc23752e49899460120bcba425a25e64dbb9365570f4d262358fab0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,179cc7ba59566509f201d194a0a998c32b2bf657b59d6ddd2435af39678cac83,8417c01f718f45072aa0dc7a78bcfa81cea707062b4ffea11e723bbdf2bac53a,true,true,true,true
11,5900000,0,cycle_3_delay_1_h16,production,dies,0,0,3,0,1|1|1,3,3,3,3,10,0,10,3,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,70df1378bbc23752e49899460120bcba425a25e64dbb9365570f4d262358fab0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,179cc7ba59566509f201d194a0a998c32b2bf657b59d6ddd2435af39678cac83,7b399605d825a8979ba804d3c0c81910ef03018c0d5477df8c49874a1aacde0c,true,true,true,true
12,5900000,0,cycle_4_delay_1_h16,reference,dies,0,0,4,0,1|1|1|1,4,4,4,4,13,0,13,4,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,c0ad3487086be0fb2407e4b7ea793ee48a70575e83761c6e99cc69c34575cd3b,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bc7795842e26ab96f50346ad2f17cb43ac2e3b2d45a46f2f7f69e0370bc523b6,26370ec080b93d83b3178b8958651b1ddaf554bb25faaabaaf3d211715e135e9,true,true,true,true
12,5900000,0,cycle_4_delay_1_h16,production,dies,0,0,4,0,1|1|1|1,4,4,4,4,13,0,13,4,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,c0ad3487086be0fb2407e4b7ea793ee48a70575e83761c6e99cc69c34575cd3b,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bc7795842e26ab96f50346ad2f17cb43ac2e3b2d45a46f2f7f69e0370bc523b6,0f3ff52ba10b841111e164d58e69a9ee4eb51a267285abe94d681df02c12d85e,true,true,true,true
13,5900000,0,cycle_8_delay_1_h16,reference,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,8,8,8,25,0,25,8,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,a929d9564a6db6a75406d132edb7adb7de866400297baad8643d3c37d9658002,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1429ae23f4cfc46177f4371fd2f205ffdae4ad414fb5c8bb61d05c823245dbb3,159fee85fbaf6d333cc065945d1ef49d58cdc06612b04ded4e37f44e01ce409a,true,true,true,true
13,5900000,0,cycle_8_delay_1_h16,production,dies,0,0,8,0,1|1|1|1|1|1|1|1,8,8,8,8,25,0,25,8,1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,a929d9564a6db6a75406d132edb7adb7de866400297baad8643d3c37d9658002,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1429ae23f4cfc46177f4371fd2f205ffdae4ad414fb5c8bb61d05c823245dbb3,e999a58124986e82b2f54dd4da850c2cfe8dd6480ed204438a23863c14bc3c1d,true,true,true,true
14,5900000,0,reciprocal_c1_t1_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/1;1/1000000/1;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,8e599794ae34f156600d69d02a8aac4a890851330c8dc1b2f8aceaefe4ed62d9,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84571c15dcaae7489c9ef29b8eaa104d6968d2b6ad5e820a5631c0ef38ac6641,b005b319b93c89d4db53163da95e97b22ace43ad79178bea28e9c995c5dc1a57,true,true,true,true
14,5900000,0,reciprocal_c1_t1_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/1;1/1000000/1;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,8e599794ae34f156600d69d02a8aac4a890851330c8dc1b2f8aceaefe4ed62d9,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84571c15dcaae7489c9ef29b8eaa104d6968d2b6ad5e820a5631c0ef38ac6641,531370363f9f5edfba70f26357b587dec4ea4dbf48bc63aeba429d950d840850,true,true,true,true
15,5900000,0,reciprocal_c3_t3_h16,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/3;1/1000000/3;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,30d84e7f1248b1a0f029009c55043bee3cfc466a420aeb171162cc25694017d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5752904a1eb2a764a24a7a15c11ecba9c16732a9572b3e155b534d488542c876,9825e37347c82932437861f1b0d6e3aa71033c227636e6ef8dd493bca3ae4c9c,true,true,true,true
15,5900000,0,reciprocal_c3_t3_h16,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/3;1/1000000/3;1/1000000/1;1/1000000/-16;1/1000000/1;1/1000000/-16,true,false,false,true,30d84e7f1248b1a0f029009c55043bee3cfc466a420aeb171162cc25694017d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5752904a1eb2a764a24a7a15c11ecba9c16732a9572b3e155b534d488542c876,066ae8f5edb991f97ee82d31ed21143a70d68b4757d4315e0139ba9c8a824bf1,true,true,true,true
16,5900000,0,subthreshold_c2_t3,reference,dies,0,0,1,0,1|0,0,1,0,0,2,0,2,1,1/1000000/2;1/1000000/2,true,false,false,true,ef3d76240c0c953a8f896ed1213558487208fe0693fc6fa8745adb25f5edd316,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3bc4ece51151f590c10f34364ef6dab96ba88acd6bc596932f9a359b3d2ddee3,da3007ca3639a4d444a82fb2def028b8fac416de9b7211d85f4597d15f2fe09c,true,true,true,true
16,5900000,0,subthreshold_c2_t3,production,dies,0,0,1,0,1|0,0,1,0,0,2,0,2,1,1/1000000/2;1/1000000/2,true,false,false,true,ef3d76240c0c953a8f896ed1213558487208fe0693fc6fa8745adb25f5edd316,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3bc4ece51151f590c10f34364ef6dab96ba88acd6bc596932f9a359b3d2ddee3,75feb6d70ed3983f98333f6e349dffa7754aeab76d76ed10ef1a4a9c61a6b8f8,true,true,true,true
17,5900000,0,strength_h1,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-1;1/999991/1;1/999991/-1,false,true,true,true,487548c2467f17466e9abd881d51d7cd1b53345d7b57b82e209600d4e607ce19,29f090b0f4d3a16e432df839b4ac66034b6673fe01832ce41be8268631211e6a,bd3c9bf5d36809b4dea6dace1b072c2df8bf798491b38b75cedca3dee9ec6fde,16c2b3f73e5f6707f8a32803e0bd0f79b28983951f44b288c67870a38e64c11f,true,true,true,true
17,5900000,0,strength_h1,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-1;1/999991/1;1/999991/-1,false,true,true,true,487548c2467f17466e9abd881d51d7cd1b53345d7b57b82e209600d4e607ce19,29f090b0f4d3a16e432df839b4ac66034b6673fe01832ce41be8268631211e6a,bd3c9bf5d36809b4dea6dace1b072c2df8bf798491b38b75cedca3dee9ec6fde,9a2de6b2869c7274c3d3d56083a94c8ef42cf0fb58ed8eb31b92e9dc7dcfece3,true,true,true,true
18,5900000,0,strength_h2,reference,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-2;1/999991/1;1/999991/-2,false,true,true,true,e022eb433574f5ffe3cc627b636eb803a58a08e6d00795ac5310d5b79e08313e,06145eb41a1774ec36ba382e1825253de1ea0ad05f3fed63504de08d64c39753,2a6a7a32df38ed92db86c914576204c5c77dc1a6eea6826f063d073b3f610cb8,a8cfabb2d348fe89817a467c8f1353d079ad4b4565e42e6441c695bc6b3ac10a,true,true,true,true
18,5900000,0,strength_h2,production,periodic,2,2,86,10,48|48,96,95,96,96,256,32,288,95,1/999991/2;1/999991/2;1/999991/1;1/999991/-2;1/999991/1;1/999991/-2,false,true,true,true,e022eb433574f5ffe3cc627b636eb803a58a08e6d00795ac5310d5b79e08313e,06145eb41a1774ec36ba382e1825253de1ea0ad05f3fed63504de08d64c39753,2a6a7a32df38ed92db86c914576204c5c77dc1a6eea6826f063d073b3f610cb8,1dcdff28ed65c43a6f4e0be9a42ed5954334f7048c210e72d0d2cd1b9c54b073,true,true,true,true
19,5900000,0,strength_h3,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-3;1/1000000/1;1/1000000/-3,true,false,false,true,a369e2bf7238c3372df76d83578f85390c8dc476d16b618fec19fc7fcf68a2d6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0708310e4ceb29df35e1094e9541e00c26910a9fadf6820f06cd2aa99ef46b01,304d6e1cab19181e8a3850dfebe4f03d748b7da73ab338b993426bcfdfc22809,true,true,true,true
19,5900000,0,strength_h3,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-3;1/1000000/1;1/1000000/-3,true,false,false,true,a369e2bf7238c3372df76d83578f85390c8dc476d16b618fec19fc7fcf68a2d6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0708310e4ceb29df35e1094e9541e00c26910a9fadf6820f06cd2aa99ef46b01,562434d6a6e7884d9eb2142fcbdcd9f2291f1913203a0cc4b4d573cf6ae74a33,true,true,true,true
20,5900000,0,strength_h4,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-4;1/1000000/1;1/1000000/-4,true,false,false,true,596dcf7fad8fc5e3e2479a541ea807a3e790da279951aa4dafeeeca2983eb15a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,afb6bd0d871dffa882c3b59181f8b26da6225f98dfb5226da893d333fa3cc7b4,5f7ebcc1c2f0ce9281b8b278f477f671690643ff4ddec787dd1bd17057d2cbea,true,true,true,true
20,5900000,0,strength_h4,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-4;1/1000000/1;1/1000000/-4,true,false,false,true,596dcf7fad8fc5e3e2479a541ea807a3e790da279951aa4dafeeeca2983eb15a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,afb6bd0d871dffa882c3b59181f8b26da6225f98dfb5226da893d333fa3cc7b4,5201d73fd82559d725b6b40490329f3456d9cf40be5384efcc640640d0ebe9bf,true,true,true,true
21,5900000,0,strength_h8,reference,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-8;1/1000000/1;1/1000000/-8,true,false,false,true,716ed6f49b48dfdb4ce5ae0773bd5a3348bc06242470bce004a7504678597570,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,7e82bc77bc33679cc5b5ddd96535f49330aa1e932757beda5859bfaa81755810,7341408f3d918e388852c38da23e4520bb4b6a805b2bf5c11b6454e2fa9e9fb8,true,true,true,true
21,5900000,0,strength_h8,production,dies,0,0,2,0,1|1,2,2,2,2,7,0,7,2,1/1000000/2;1/1000000/2;1/1000000/1;1/1000000/-8;1/1000000/1;1/1000000/-8,true,false,false,true,716ed6f49b48dfdb4ce5ae0773bd5a3348bc06242470bce004a7504678597570,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,7e82bc77bc33679cc5b5ddd96535f49330aa1e932757beda5859bfaa81755810,5e300257af4819600a87935be62ee27af5f7681eece1ba6dd7ebd49a712d4cd3,true,true,true,true
22,5900000,0,two_loops_one_inhibited,reference,periodic,2,2,251,32,1|1|141|140,2,282,2,2,256,32,288,280,1/999972/2;1/999972/2;1/999972/2;1/999972/2;1/999972/1;1/999972/-16;1/999972/1;1/999972/-16,false,true,true,true,a4510a1f4717dbdd56ace4abb3a18c72e3666cc38cdf9139c61c55f3bbeaa4b7,2b9e3c59ee8c110bb3db6c56517da4ddeb2337f71e3a8beaa3462b66e315614c,e3a4bba2746c6453798428df386c4d76bf7ecc2ee93025aa9887f768f40eb114,7e860944b295e0b9f5bfc29c1dc622b0f14b6a4f9b9dad82ad5e47b6725d9bd4,true,true,true,true
