case_id,root,initial_phase,arm,world,mechanics,participation,support,distractor_support,modulation_at_contacts,predicate_pass,physical_work,drive_deliveries,modulatory_deliveries,local_updates,final_tick,pressure_phase,trace_hash,body_hash,live,quiescent
1,2100000,0,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,1,1,90a961ff0727e709f9667b767dfd742f0e9913b730d2c9a634e0153640694e4f,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
1,2100000,0,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,1,1,90a961ff0727e709f9667b767dfd742f0e9913b730d2c9a634e0153640694e4f,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
2,2100000,1,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,2,2,0eddfd62be318c9cf968fa538f2dd51a553efd2b327071bfefb88ad889f91f94,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
2,2100000,1,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,2,2,0eddfd62be318c9cf968fa538f2dd51a553efd2b327071bfefb88ad889f91f94,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
3,2100000,2,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,3,3,8fb405d79edcc5cbea05acf61e155d942ad4761afb52578d8aedc7c1bf731123,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
3,2100000,2,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,3,3,8fb405d79edcc5cbea05acf61e155d942ad4761afb52578d8aedc7c1bf731123,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
4,2100000,3,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,4,4,e0a8c077c4f74cb4f33f27a35072fa9f44a603496bddd9c315f0d68d7b35ad4d,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
4,2100000,3,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,4,4,e0a8c077c4f74cb4f33f27a35072fa9f44a603496bddd9c315f0d68d7b35ad4d,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
5,2100000,4,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,5,5,537d5cee2242e1ee850e2a334d6ecaed9ecb78a96f977165dbc774f6ea23d968,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
5,2100000,4,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,5,5,537d5cee2242e1ee850e2a334d6ecaed9ecb78a96f977165dbc774f6ea23d968,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
6,2100000,5,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,6,6,948213412ad0fd1a72f0f83c8e73fd2096955a6770b6933d1177943e1c1ff186,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
6,2100000,5,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,6,6,948213412ad0fd1a72f0f83c8e73fd2096955a6770b6933d1177943e1c1ff186,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
7,2100000,6,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,7,7,2fc2cf5df0bbc96ffc5e626cac8a158610367348d606b474441374674ee6b834,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
7,2100000,6,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,7,7,2fc2cf5df0bbc96ffc5e626cac8a158610367348d606b474441374674ee6b834,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
8,2100000,7,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,8,8,1351ac9fc3d7d2e405a6c1773a286e33591eecf92f810a30b74d993c785dd0ec,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
8,2100000,7,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,8,8,1351ac9fc3d7d2e405a6c1773a286e33591eecf92f810a30b74d993c785dd0ec,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
9,2100000,8,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,9,9,e746901a138103b52ccb0fd53451e88cd79c4ff1a98f868f956d41774b6b4725,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
9,2100000,8,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,9,9,e746901a138103b52ccb0fd53451e88cd79c4ff1a98f868f956d41774b6b4725,e3eb23d35a2e1e8bbb8cc898cb1ce81565223620a13b70f8b8dd1034911c15d4,1,1
10,2100000,9,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,10,0,4db6fa331d10abdbe87da99cb6a73dd3a5faf5aef98252db199ca56c6229b1de,170432cc7d8cad537fe09e7880e08fb7f66ab04fabefdd1779eb1c5c4143eb5f,1,1
10,2100000,9,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,10,0,4db6fa331d10abdbe87da99cb6a73dd3a5faf5aef98252db199ca56c6229b1de,170432cc7d8cad537fe09e7880e08fb7f66ab04fabefdd1779eb1c5c4143eb5f,1,1
11,2200000,0,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,1,1,90a961ff0727e709f9667b767dfd742f0e9913b730d2c9a634e0153640694e4f,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
11,2200000,0,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,1,1,90a961ff0727e709f9667b767dfd742f0e9913b730d2c9a634e0153640694e4f,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
12,2200000,1,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,2,2,0eddfd62be318c9cf968fa538f2dd51a553efd2b327071bfefb88ad889f91f94,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
12,2200000,1,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,2,2,0eddfd62be318c9cf968fa538f2dd51a553efd2b327071bfefb88ad889f91f94,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
13,2200000,2,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,3,3,8fb405d79edcc5cbea05acf61e155d942ad4761afb52578d8aedc7c1bf731123,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
13,2200000,2,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,3,3,8fb405d79edcc5cbea05acf61e155d942ad4761afb52578d8aedc7c1bf731123,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
14,2200000,3,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,4,4,e0a8c077c4f74cb4f33f27a35072fa9f44a603496bddd9c315f0d68d7b35ad4d,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
14,2200000,3,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,4,4,e0a8c077c4f74cb4f33f27a35072fa9f44a603496bddd9c315f0d68d7b35ad4d,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
15,2200000,4,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,5,5,537d5cee2242e1ee850e2a334d6ecaed9ecb78a96f977165dbc774f6ea23d968,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
15,2200000,4,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,5,5,537d5cee2242e1ee850e2a334d6ecaed9ecb78a96f977165dbc774f6ea23d968,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
16,2200000,5,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,6,6,948213412ad0fd1a72f0f83c8e73fd2096955a6770b6933d1177943e1c1ff186,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
16,2200000,5,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,6,6,948213412ad0fd1a72f0f83c8e73fd2096955a6770b6933d1177943e1c1ff186,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
17,2200000,6,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,7,7,2fc2cf5df0bbc96ffc5e626cac8a158610367348d606b474441374674ee6b834,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
17,2200000,6,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,7,7,2fc2cf5df0bbc96ffc5e626cac8a158610367348d606b474441374674ee6b834,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
18,2200000,7,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,8,8,1351ac9fc3d7d2e405a6c1773a286e33591eecf92f810a30b74d993c785dd0ec,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
18,2200000,7,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,8,8,1351ac9fc3d7d2e405a6c1773a286e33591eecf92f810a30b74d993c785dd0ec,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
19,2200000,8,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,9,9,e746901a138103b52ccb0fd53451e88cd79c4ff1a98f868f956d41774b6b4725,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
19,2200000,8,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,9,9,e746901a138103b52ccb0fd53451e88cd79c4ff1a98f868f956d41774b6b4725,28c94d26fff285773d75784dec03eda4c5559a5f72fbdd154fefc14835fcb988,1,1
20,2200000,9,local_modulation,one_contact,reference,4026531840,4026531840,,1,1,6,4,1,1,10,0,4db6fa331d10abdbe87da99cb6a73dd3a5faf5aef98252db199ca56c6229b1de,b1e8a31197eeec6883a54328a831d8fbd109ac794fb7298b07b7e399a432d798,1,1
20,2200000,9,local_modulation,one_contact,production,4026531840,4026531840,,1,1,6,4,1,1,10,0,4db6fa331d10abdbe87da99cb6a73dd3a5faf5aef98252db199ca56c6229b1de,b1e8a31197eeec6883a54328a831d8fbd109ac794fb7298b07b7e399a432d798,1,1
21,2100000,0,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,1,1,0960a5b52b6df29a4db4eb82fab88e9c2929cd5e959305760262a8649d627cb0,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
21,2100000,0,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,1,1,0960a5b52b6df29a4db4eb82fab88e9c2929cd5e959305760262a8649d627cb0,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
22,2100000,1,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,2,2,18aa1a78a2377cb912c9c048af2c80533126b37a2a7b62838930af2f3853af48,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
22,2100000,1,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,2,2,18aa1a78a2377cb912c9c048af2c80533126b37a2a7b62838930af2f3853af48,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
23,2100000,2,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,3,3,ac63633a72bb46ce438c32bdafcf08cf6fd25b3b515c739f36d5ec2e194bf0d9,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
23,2100000,2,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,3,3,ac63633a72bb46ce438c32bdafcf08cf6fd25b3b515c739f36d5ec2e194bf0d9,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
24,2100000,3,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,4,4,96c42e16a248897da83591d12ddf2618e005b0c79a7dc63906c1177132084651,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
24,2100000,3,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,4,4,96c42e16a248897da83591d12ddf2618e005b0c79a7dc63906c1177132084651,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
25,2100000,4,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,5,5,3ca34bd13e98252a2dedd15868f679ffb47d66c8e09938f1fbe89d65882df975,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
25,2100000,4,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,5,5,3ca34bd13e98252a2dedd15868f679ffb47d66c8e09938f1fbe89d65882df975,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
26,2100000,5,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,6,6,e6460d686892d92227476eda1d462f6a9ca6532c7a06fe858a3ce097a91002dc,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
26,2100000,5,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,6,6,e6460d686892d92227476eda1d462f6a9ca6532c7a06fe858a3ce097a91002dc,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
27,2100000,6,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,7,7,9dd3d66b11aea32483b3490efe259a6a2b5909955da3bf8ecc2dc262aae9a193,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
27,2100000,6,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,7,7,9dd3d66b11aea32483b3490efe259a6a2b5909955da3bf8ecc2dc262aae9a193,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
28,2100000,7,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,8,8,d19f33c3fe72a56c18d7f22a050e61f081288d9b5063520f6a3b3a4d2945ee3a,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
28,2100000,7,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,8,8,d19f33c3fe72a56c18d7f22a050e61f081288d9b5063520f6a3b3a4d2945ee3a,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
29,2100000,8,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,9,9,ea066cda3359e5e2b3e8f2364b27b0fbf777d53bb1108c9e2a4b7a97e99b6c3b,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
29,2100000,8,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,9,9,ea066cda3359e5e2b3e8f2364b27b0fbf777d53bb1108c9e2a4b7a97e99b6c3b,d20e62a957f2b6fded22b8fb311871954ee1734b234e7fc018cbb9acc6cfbf28,1,1
30,2100000,9,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,10,0,b3c2e59b0e49c3eb81e35cb97e7be823c5ea4f579129931130a936d2f0a14bee,aff14e8a679387090bebc5d899c77b73fc64e5e3db5746e6a3b8c62c4a40ff30,1,1
30,2100000,9,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,10,0,b3c2e59b0e49c3eb81e35cb97e7be823c5ea4f579129931130a936d2f0a14bee,aff14e8a679387090bebc5d899c77b73fc64e5e3db5746e6a3b8c62c4a40ff30,1,1
31,2200000,0,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,1,1,0960a5b52b6df29a4db4eb82fab88e9c2929cd5e959305760262a8649d627cb0,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
31,2200000,0,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,1,1,0960a5b52b6df29a4db4eb82fab88e9c2929cd5e959305760262a8649d627cb0,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
32,2200000,1,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,2,2,18aa1a78a2377cb912c9c048af2c80533126b37a2a7b62838930af2f3853af48,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
32,2200000,1,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,2,2,18aa1a78a2377cb912c9c048af2c80533126b37a2a7b62838930af2f3853af48,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
33,2200000,2,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,3,3,ac63633a72bb46ce438c32bdafcf08cf6fd25b3b515c739f36d5ec2e194bf0d9,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
33,2200000,2,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,3,3,ac63633a72bb46ce438c32bdafcf08cf6fd25b3b515c739f36d5ec2e194bf0d9,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
34,2200000,3,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,4,4,96c42e16a248897da83591d12ddf2618e005b0c79a7dc63906c1177132084651,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
34,2200000,3,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,4,4,96c42e16a248897da83591d12ddf2618e005b0c79a7dc63906c1177132084651,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
35,2200000,4,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,5,5,3ca34bd13e98252a2dedd15868f679ffb47d66c8e09938f1fbe89d65882df975,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
35,2200000,4,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,5,5,3ca34bd13e98252a2dedd15868f679ffb47d66c8e09938f1fbe89d65882df975,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
36,2200000,5,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,6,6,e6460d686892d92227476eda1d462f6a9ca6532c7a06fe858a3ce097a91002dc,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
36,2200000,5,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,6,6,e6460d686892d92227476eda1d462f6a9ca6532c7a06fe858a3ce097a91002dc,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
37,2200000,6,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,7,7,9dd3d66b11aea32483b3490efe259a6a2b5909955da3bf8ecc2dc262aae9a193,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
37,2200000,6,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,7,7,9dd3d66b11aea32483b3490efe259a6a2b5909955da3bf8ecc2dc262aae9a193,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
38,2200000,7,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,8,8,d19f33c3fe72a56c18d7f22a050e61f081288d9b5063520f6a3b3a4d2945ee3a,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
38,2200000,7,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,8,8,d19f33c3fe72a56c18d7f22a050e61f081288d9b5063520f6a3b3a4d2945ee3a,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
39,2200000,8,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,9,9,ea066cda3359e5e2b3e8f2364b27b0fbf777d53bb1108c9e2a4b7a97e99b6c3b,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
39,2200000,8,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,9,9,ea066cda3359e5e2b3e8f2364b27b0fbf777d53bb1108c9e2a4b7a97e99b6c3b,b9501a975c5d197a51b675aae6ade0cb7c1dafbd86087f3d8dae7bffa0b216d4,1,1
40,2200000,9,local_modulation,two_contacts,reference,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,10,0,b3c2e59b0e49c3eb81e35cb97e7be823c5ea4f579129931130a936d2f0a14bee,6cdee28b43df3850559c305d53bf7630dca564d48c794118da8ec4e2485278e3,1,1
40,2200000,9,local_modulation,two_contacts,production,4026531840|4026531840,0|4026531840,,0|1,0,7,5,1,1,10,0,b3c2e59b0e49c3eb81e35cb97e7be823c5ea4f579129931130a936d2f0a14bee,6cdee28b43df3850559c305d53bf7630dca564d48c794118da8ec4e2485278e3,1,1
41,2100000,0,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,1,1,c47d637d4c85a645d3073ea1b8fe0f653ed22530a2105b234884c57d4c05339f,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
41,2100000,0,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,1,1,c47d637d4c85a645d3073ea1b8fe0f653ed22530a2105b234884c57d4c05339f,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
42,2100000,1,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,2,2,83f00e47c629e2504d2be6d05eb39d80d40f1cdb7c713af9d6107186dc1c5539,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
42,2100000,1,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,2,2,83f00e47c629e2504d2be6d05eb39d80d40f1cdb7c713af9d6107186dc1c5539,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
43,2100000,2,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,3,3,ccca852ceb86ef024a275cb19b125ec9f15dc1390769b3c2ada9a3215c4444ca,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
43,2100000,2,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,3,3,ccca852ceb86ef024a275cb19b125ec9f15dc1390769b3c2ada9a3215c4444ca,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
44,2100000,3,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,4,4,9bb33b0246dce769496d9237e8f9726a722d11d90866936c43b92629cf6b584a,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
44,2100000,3,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,4,4,9bb33b0246dce769496d9237e8f9726a722d11d90866936c43b92629cf6b584a,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
45,2100000,4,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,5,5,a74a3edd8fe129be46e067433802465cde2cbe6eb888cb7b64b2ffd31b34684a,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
45,2100000,4,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,5,5,a74a3edd8fe129be46e067433802465cde2cbe6eb888cb7b64b2ffd31b34684a,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
46,2100000,5,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,6,6,e46f2416c1ed0152648ab3ad93a81c99bc8fc7e30caffa1de9068117a0a19511,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
46,2100000,5,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,6,6,e46f2416c1ed0152648ab3ad93a81c99bc8fc7e30caffa1de9068117a0a19511,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
47,2100000,6,local_modulation,three_contacts,reference,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,7,7,b1dab5c92cb542c90203e4a62da712357b8c1c0bb5f06d5bcf02dae92cb1972b,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
47,2100000,6,local_modulation,three_contacts,production,4026531840|4026531840|4026531840,0|0|4026531840,,0|0|1,0,8,6,1,1,7,7,b1dab5c92cb542c90203e4a62da712357b8c1c0bb5f06d5bcf02dae92cb1972b,e1dfabe4ee209cea8f877e210fbe6e0b727a85eed42b4d3b91b192d622af2752,1,1
