case_id,root,phase,family,arm,mechanics,states,measures,drive,modulation,fires,resistance_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass
170,5100000,8,fd0_equal_persistence,efficacy_and_persistence,production,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,48,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,60fa5162eefe2ebc4422d9f2e2fdae365228532ad23ce23752bc4e99beed1aa6,be62748648203b3e35aac139574f99c886c22c4c0f16b3045d4f3ed0df41c38f,true,true,false,true,false
171,5100000,8,fd1_consolidation,persistence_only,reference,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,9,bc616f9a0db3a71c8a8a887ef677b98ca6a69ab2dde0afb00e83a516af777f39,cb8d670c8bdb09217eecb3dede0f69e1ab0ef6ad390c7c9a42ec69de006a09ef,2187853804a670f4be376fd374608dd2bd2bc77098f52c5685fc4a25ff9038fc,true,true,false,true,false
171,5100000,8,fd1_consolidation,persistence_only,production,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,9,bc616f9a0db3a71c8a8a887ef677b98ca6a69ab2dde0afb00e83a516af777f39,cb8d670c8bdb09217eecb3dede0f69e1ab0ef6ad390c7c9a42ec69de006a09ef,b55e2f71a442dcbaaf04396b37bba7ba8e87af760305721f6d4cb51a61187659,true,true,false,true,false
172,5100000,8,fd1_consolidation,efficacy_and_persistence,reference,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,9,cba58f4fb28e29345a74273ba9eb34fef02b8d5ceea3f1f698ebbc1a4e6efb84,44af89b18051899c00db452feb563343036dbeac571befc971d93f0160869997,a9429cf7d490cf363ec2bd3a8657cd60ddd61588d81c2e27503b56f97070a863,true,true,false,true,false
172,5100000,8,fd1_consolidation,efficacy_and_persistence,production,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,9,cba58f4fb28e29345a74273ba9eb34fef02b8d5ceea3f1f698ebbc1a4e6efb84,44af89b18051899c00db452feb563343036dbeac571befc971d93f0160869997,58822cea4a2a39eede4974be4417fd4a5329d4bc4781a4540afe927b93e1202b,true,true,false,true,false
173,5100000,8,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,8,5a6e9d84b5589f5809560d5a19aac22b1085c57a054ce8560f0390c8a8ca7594,fc823d076a21859d09016c05dba380631513b94a175e6ceb23ec6b2c3235f6df,eaff6b1e52a1dfdf834744be2fafa347d1a477f5426b274426b137ed3b9ded30,true,true,true,true,true
173,5100000,8,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,8,5a6e9d84b5589f5809560d5a19aac22b1085c57a054ce8560f0390c8a8ca7594,fc823d076a21859d09016c05dba380631513b94a175e6ceb23ec6b2c3235f6df,eaff6b1e52a1dfdf834744be2fafa347d1a477f5426b274426b137ed3b9ded30,true,true,true,true,true
174,5100000,8,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,8,9c7e24cb402a608fd0965b0edc8655631ab1df5ff590379d4e33dbc41f834b56,c596f9540adaebf0e0d78db6b729139c672f9bca0505404068b848f474329448,b63d85e11ea739c45698afd339c4007e1467d912d8b47be0c5f04f763dc53d26,true,true,true,true,true
174,5100000,8,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,8,9c7e24cb402a608fd0965b0edc8655631ab1df5ff590379d4e33dbc41f834b56,c596f9540adaebf0e0d78db6b729139c672f9bca0505404068b848f474329448,b63d85e11ea739c45698afd339c4007e1467d912d8b47be0c5f04f763dc53d26,true,true,true,true,true
175,5100000,8,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,8,cab9d57ab6e8c7381cd54959b1f081819b525f97111de71db4ae439fbdc764e1,fff1baa496d392b306261cf9aef4953d07fa73811ef19f0e752501c173cd3cff,70a9b0dd9ac5f445afc9e07cff248f418edd7950edeff1bf2253a61cb05a26c9,true,true,true,true,true
175,5100000,8,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,8,cab9d57ab6e8c7381cd54959b1f081819b525f97111de71db4ae439fbdc764e1,fff1baa496d392b306261cf9aef4953d07fa73811ef19f0e752501c173cd3cff,70a9b0dd9ac5f445afc9e07cff248f418edd7950edeff1bf2253a61cb05a26c9,true,true,true,true,true
176,5100000,8,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,8,1047446e81040eb9f17409280ae0dad3fa4ed274f9e91b64b131fdbdbd4da913,f8f01f1de956433e4e29d91033759db67943f0eba8bcb8de1c4d5b7f7a2f8a81,9d4fb92c057283a4c67c56475f09d4f2cf775c1d70e10fb4a64ecddf6d3c5cb0,true,true,true,true,true
176,5100000,8,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,8,1047446e81040eb9f17409280ae0dad3fa4ed274f9e91b64b131fdbdbd4da913,f8f01f1de956433e4e29d91033759db67943f0eba8bcb8de1c4d5b7f7a2f8a81,9d4fb92c057283a4c67c56475f09d4f2cf775c1d70e10fb4a64ecddf6d3c5cb0,true,true,true,true,true
177,5100000,8,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,8,a3fb08245bfed6a3a5f7cd88ec7dbca7630ae06422cd15519f6fcbce7fa70820,45151faa2e566d10d0c4a7e58f0b174013cec0283fbd4c15555d45ae3132632b,ca14c83a8468a4b0feb877903b444baeb006fc99f65e49f578da9c457c7c058e,true,true,true,true,true
177,5100000,8,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,8,a3fb08245bfed6a3a5f7cd88ec7dbca7630ae06422cd15519f6fcbce7fa70820,45151faa2e566d10d0c4a7e58f0b174013cec0283fbd4c15555d45ae3132632b,ca14c83a8468a4b0feb877903b444baeb006fc99f65e49f578da9c457c7c058e,true,true,true,true,true
178,5100000,8,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,8,c6f887a37fdd9945b5727ed31713b199f509a23bce76e9875815286b7b5da3d8,ee0e9f121004a93ff0b7fef97d293254328ea3b62f3ff28bb473d2e485470b17,f03b558226f7c3691a6cdfbbe99d1b12ea7540500c5f428dc83fa61271c075cd,true,true,true,true,true
178,5100000,8,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,8,c6f887a37fdd9945b5727ed31713b199f509a23bce76e9875815286b7b5da3d8,ee0e9f121004a93ff0b7fef97d293254328ea3b62f3ff28bb473d2e485470b17,f03b558226f7c3691a6cdfbbe99d1b12ea7540500c5f428dc83fa61271c075cd,true,true,true,true,true
179,5100000,8,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,8,0604f55051eca6d3e267dbf904f05843ecbad5b63b9f1b88a96f6b3e34e16eea,ef64eace922d62007835c0b3307eb14a6a3299070ba3ca1fb2024baa34c749b6,32c37802fb9cabc5549e775a67cbca07bf44eb4ce83f2b8e6a2d9406c06bc51b,true,true,true,true,true
179,5100000,8,threshold_2_two_physical_inputs,persistence_only,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,8,0604f55051eca6d3e267dbf904f05843ecbad5b63b9f1b88a96f6b3e34e16eea,ef64eace922d62007835c0b3307eb14a6a3299070ba3ca1fb2024baa34c749b6,32c37802fb9cabc5549e775a67cbca07bf44eb4ce83f2b8e6a2d9406c06bc51b,true,true,true,true,true
180,5100000,8,threshold_2_two_physical_inputs,efficacy_and_persistence,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,8,770cd0aaa62dc9bc4d22773bcd8ed12715c1c71515d00e37d3a493e257942534,04062fdd283324ada383e6df09ad2e10b45a28e7cacdf223e5298e901b16bea9,ca846c02639bf81269a9f6276c581fb3dc31600429c67217f0fe6755e595281b,true,true,true,true,true
180,5100000,8,threshold_2_two_physical_inputs,efficacy_and_persistence,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,8,770cd0aaa62dc9bc4d22773bcd8ed12715c1c71515d00e37d3a493e257942534,04062fdd283324ada383e6df09ad2e10b45a28e7cacdf223e5298e901b16bea9,ca846c02639bf81269a9f6276c581fb3dc31600429c67217f0fe6755e595281b,true,true,true,true,true
181,5100000,9,cpc0_contact_locality,persistence_only,reference,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,10,43f01f1ea03d86121a316a9f124398a294ed6aedd1bcc404565e93f8183e0760,0f2486f5a0d786d3bfe3501a2ebb189e975b7512549f2fdcdec1031409e15e67,5c6658e2e6b342295d5d86021749d756b80f9167d18d877cab5c0d91fbf361a9,true,true,false,true,false
181,5100000,9,cpc0_contact_locality,persistence_only,production,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,10,43f01f1ea03d86121a316a9f124398a294ed6aedd1bcc404565e93f8183e0760,0f2486f5a0d786d3bfe3501a2ebb189e975b7512549f2fdcdec1031409e15e67,a9aad105c963656ca276d67a83a067301a1c8623ae7ba1914330375718ad05b0,true,true,false,true,false
182,5100000,9,cpc0_contact_locality,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,10,eb6a8273d0147a20bcdfade054260a18754df35a83f3d031a879132efa1c2576,bdb98b61806b951eb5ea4c1209b141719d182f2d36c0d417199e856c8f349346,d129518e0227b1aeee0f6286da533c591a3669ed7304d92506bfbec204ab2a3c,true,true,false,true,false
182,5100000,9,cpc0_contact_locality,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,10,eb6a8273d0147a20bcdfade054260a18754df35a83f3d031a879132efa1c2576,bdb98b61806b951eb5ea4c1209b141719d182f2d36c0d417199e856c8f349346,bf860983477cec4b80f2dd0bb24bdb6163016591ae88e5fa45195934f932222b,true,true,false,true,false
183,5100000,9,cpc1_temporal_participation,persistence_only,reference,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,21,69eadf594b38a2a7ae234d0bddc375cf39a4c274c098b1b9b534d1d7edc25251,eef3ed119f6129900f0b96afdbfb05b4e71bf6064d5c75e42392192f0c318cf4,a961775c978d7659ad7bf972e3c881b7f4218d93ab715e1f47b4f8125d9afece,true,true,false,true,false
183,5100000,9,cpc1_temporal_participation,persistence_only,production,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,21,69eadf594b38a2a7ae234d0bddc375cf39a4c274c098b1b9b534d1d7edc25251,eef3ed119f6129900f0b96afdbfb05b4e71bf6064d5c75e42392192f0c318cf4,dcde0daf1a9be1729d01bf5919bd06fca98762321625e210b5364404eb2d2bd1,true,true,false,true,false
184,5100000,9,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,21,739c290f3c1574034ec9bbdedc2030acacf1a829b8eff7e2f5bdeb5b45509ad5,4e0147907f326901e2267ff6378859bd72da24e1e1e0c41f2199404f11d40831,b32e68feba12d14656852bdb11aecb37eb6d92296de0601ad4754d0d8c67e83a,true,true,false,true,false
184,5100000,9,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,21,739c290f3c1574034ec9bbdedc2030acacf1a829b8eff7e2f5bdeb5b45509ad5,4e0147907f326901e2267ff6378859bd72da24e1e1e0c41f2199404f11d40831,9a01d389b1dcbe97aa08c6143d21d99582dc81690fa41dbff42f905a45cb7bd9,true,true,false,true,false
185,5100000,9,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,10,2f997b823f9a9869168ba9168f9483137d0e8c89fbd009921d1916bc0dffcb1d,a4ec211a3d1459609c215d3070a5f833502243fe7eae52dde120afbda5b8f1aa,188c10a0f1cccf256cc2be85dfee121f8f71f71eba98b035b4efa34cc109924c,true,true,false,true,false
185,5100000,9,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,10,2f997b823f9a9869168ba9168f9483137d0e8c89fbd009921d1916bc0dffcb1d,a4ec211a3d1459609c215d3070a5f833502243fe7eae52dde120afbda5b8f1aa,15573bdefb587158b373a5b1c41b7f889cedad994d7beb083ff239fe5fadebfa,true,true,false,true,false
186,5100000,9,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,10,b14d39e54666aead250619377393cbdfd329081795439d1649207941fb0beb34,f6ac8b4e2c6639ae77737ab65ea853f3694b820a8a3a8267dd13b137ddb317db,7dacf3d432eb07f6bc0d3484a8baf1f963bc5c929aac57a55ff1a9a084209283,true,true,false,true,false
186,5100000,9,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,10,b14d39e54666aead250619377393cbdfd329081795439d1649207941fb0beb34,f6ac8b4e2c6639ae77737ab65ea853f3694b820a8a3a8267dd13b137ddb317db,91beef4f07ee75d18d9d3c154441ba0d657d18ef151ed8c670d273eae2131e5a,true,true,false,true,false
187,5100000,9,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,10,0180bfd8fe3bee06d269b0f61e9dcea18935c632f6da70e96447ffb7b5535658,e02e55930659127faadc3f56f1035b49481bba036d7883c2887ef30afaceb12e,a4a3505f2f64c5845f226a66aa2c22e22521673bc0e334f1056643da7dc292a2,true,true,false,true,false
187,5100000,9,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,10,0180bfd8fe3bee06d269b0f61e9dcea18935c632f6da70e96447ffb7b5535658,e02e55930659127faadc3f56f1035b49481bba036d7883c2887ef30afaceb12e,3f521302124ffbb2b11c750fea065c6b2579a55ce68574d57d677f884e554340,true,true,false,true,false
188,5100000,9,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,10,d15b52e405a2752553fcbea7eb625a13fcf091fd8624816a9d22e7f98485a055,28780b02cf422b170f6d6e6ee56883494ce1b6d76bdec4a97673ef521195b7e4,871cf509c2d5dfd693b895f23b664c92794ebf0d7a6c2ba354f249a93dca98e7,true,true,false,true,false
188,5100000,9,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,10,d15b52e405a2752553fcbea7eb625a13fcf091fd8624816a9d22e7f98485a055,28780b02cf422b170f6d6e6ee56883494ce1b6d76bdec4a97673ef521195b7e4,f5fd73ef0e5655b6dc95383e8957cd370ebe878a6dfeebfb4838839bbf41202e,true,true,false,true,false
189,5100000,9,fd0_equal_persistence,persistence_only,reference,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,59cd519ab5e973e103c86b0f811275385eb3e3fe338f2b058b19669e25633b1f,80ae951f362a0762bd50a841dd6c8ab77ed047a82443956f0bb3b78a25a1e1ee,true,true,false,true,false
189,5100000,9,fd0_equal_persistence,persistence_only,production,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,59cd519ab5e973e103c86b0f811275385eb3e3fe338f2b058b19669e25633b1f,6ad80e4d2a2a7bf4a5bc68d5e471780300a6062566fc90ad6a8b8cb71f8fc454,true,true,false,true,false
190,5100000,9,fd0_equal_persistence,efficacy_and_persistence,reference,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,60fa5162eefe2ebc4422d9f2e2fdae365228532ad23ce23752bc4e99beed1aa6,f86056a38a7fc722ec569b7e4c43601e093198f0f84174a31b83e1d275c58ecb,true,true,false,true,false
190,5100000,9,fd0_equal_persistence,efficacy_and_persistence,production,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,49,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,60fa5162eefe2ebc4422d9f2e2fdae365228532ad23ce23752bc4e99beed1aa6,183c00829c5b2e9dae46b704f713353b02244866b30b08c1a204d771215ee207,true,true,false,true,false
191,5100000,9,fd1_consolidation,persistence_only,reference,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,10,9184e4cc9bb03486cc1ce2b57e3fccb5c152dc3aa58867981de19cd596338d98,cb8d670c8bdb09217eecb3dede0f69e1ab0ef6ad390c7c9a42ec69de006a09ef,974296f8ef5d8bffe9d6107297d8ee711576a463856cfab8f00e16a28cb042f3,true,true,false,true,false
191,5100000,9,fd1_consolidation,persistence_only,production,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,10,9184e4cc9bb03486cc1ce2b57e3fccb5c152dc3aa58867981de19cd596338d98,cb8d670c8bdb09217eecb3dede0f69e1ab0ef6ad390c7c9a42ec69de006a09ef,a80abf4fc56cf97c3641e93811ecc93ca5c231c327130502611e4b796340156d,true,true,false,true,false
192,5100000,9,fd1_consolidation,efficacy_and_persistence,reference,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,10,1584bf6d6f0f67bd7b41c62d891d9d6778c95b04a879c27c98f0d1d687d654bd,44af89b18051899c00db452feb563343036dbeac571befc971d93f0160869997,449fd38344b22b6e85c8041106dc7a873ce0772b48387116568356839baa6d87,true,true,false,true,false
192,5100000,9,fd1_consolidation,efficacy_and_persistence,production,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,10,1584bf6d6f0f67bd7b41c62d891d9d6778c95b04a879c27c98f0d1d687d654bd,44af89b18051899c00db452feb563343036dbeac571befc971d93f0160869997,974caad36fdc2bbc44bb6b28a640f9dc79a03b18ab7bec606dae3cc348e62a10,true,true,false,true,false
193,5100000,9,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,9,9e07fc8381840d2d2139f57f2625c218d55f4ac7246e54c814549f81fa240ef9,fc823d076a21859d09016c05dba380631513b94a175e6ceb23ec6b2c3235f6df,4a538b82e5d6dd7958b4a03dfa6d17dfece9da34c596a3f2912fe38a1fa8b968,true,true,true,true,true
193,5100000,9,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,9,9e07fc8381840d2d2139f57f2625c218d55f4ac7246e54c814549f81fa240ef9,fc823d076a21859d09016c05dba380631513b94a175e6ceb23ec6b2c3235f6df,4a538b82e5d6dd7958b4a03dfa6d17dfece9da34c596a3f2912fe38a1fa8b968,true,true,true,true,true
194,5100000,9,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,9,76fbbd05b55d5ea9770e62f258bc98d0642316c0f94ea95640dd5ff7fb27fc1d,c596f9540adaebf0e0d78db6b729139c672f9bca0505404068b848f474329448,7a7627c72fffa72ffa39855411641759f45b38044b5ef7f1cc2e362a57c5c5c4,true,true,true,true,true
194,5100000,9,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,9,76fbbd05b55d5ea9770e62f258bc98d0642316c0f94ea95640dd5ff7fb27fc1d,c596f9540adaebf0e0d78db6b729139c672f9bca0505404068b848f474329448,7a7627c72fffa72ffa39855411641759f45b38044b5ef7f1cc2e362a57c5c5c4,true,true,true,true,true
195,5100000,9,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,9,ce7cf243d175823463512d604f96e537ff97e56d2322c660dcf5c957ff2990be,fff1baa496d392b306261cf9aef4953d07fa73811ef19f0e752501c173cd3cff,d17e2d2769a578605307dd34d93347287e81dd86f1e8726ea528c46d3b61c434,true,true,true,true,true
195,5100000,9,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,9,ce7cf243d175823463512d604f96e537ff97e56d2322c660dcf5c957ff2990be,fff1baa496d392b306261cf9aef4953d07fa73811ef19f0e752501c173cd3cff,d17e2d2769a578605307dd34d93347287e81dd86f1e8726ea528c46d3b61c434,true,true,true,true,true
196,5100000,9,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,9,917ccf0ed47ac6a84253656a657c8d3d9bf880d8962192275daa56dd0c1d48a0,f8f01f1de956433e4e29d91033759db67943f0eba8bcb8de1c4d5b7f7a2f8a81,0becd98d926507e994b27e16351fdd75ace0cf728d38fa181f68fdb0495c11a6,true,true,true,true,true
196,5100000,9,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,9,917ccf0ed47ac6a84253656a657c8d3d9bf880d8962192275daa56dd0c1d48a0,f8f01f1de956433e4e29d91033759db67943f0eba8bcb8de1c4d5b7f7a2f8a81,0becd98d926507e994b27e16351fdd75ace0cf728d38fa181f68fdb0495c11a6,true,true,true,true,true
197,5100000,9,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,9,f3db3ca8a7cda6b4a658669b835bbc5a1b32151116252550c8485868bc38b3ab,45151faa2e566d10d0c4a7e58f0b174013cec0283fbd4c15555d45ae3132632b,8d7efc54091c8f7d40b009319542b7cc3c0597679e3e5f64bbf7ccde153de946,true,true,true,true,true
197,5100000,9,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,9,f3db3ca8a7cda6b4a658669b835bbc5a1b32151116252550c8485868bc38b3ab,45151faa2e566d10d0c4a7e58f0b174013cec0283fbd4c15555d45ae3132632b,8d7efc54091c8f7d40b009319542b7cc3c0597679e3e5f64bbf7ccde153de946,true,true,true,true,true
198,5100000,9,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,9,f56aa1400492d227b8c0cf6add4278354e23aff63a499fda12e35b491852ec94,ee0e9f121004a93ff0b7fef97d293254328ea3b62f3ff28bb473d2e485470b17,82a35f12cfe8fb0afadc9b1b3d0aaa12af7c280bdfcb8f18b262bea0d4595754,true,true,true,true,true
198,5100000,9,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,9,f56aa1400492d227b8c0cf6add4278354e23aff63a499fda12e35b491852ec94,ee0e9f121004a93ff0b7fef97d293254328ea3b62f3ff28bb473d2e485470b17,82a35f12cfe8fb0afadc9b1b3d0aaa12af7c280bdfcb8f18b262bea0d4595754,true,true,true,true,true
199,5100000,9,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,9,ab5870bcc7276e596d1ee7fb5cc4cb339089bdf42cb105ec24b4964d4cda68dd,ef64eace922d62007835c0b3307eb14a6a3299070ba3ca1fb2024baa34c749b6,41012b5f9ee351963c46be9ef9f7c29c7c07016ad30049d376fbc79776d4f6f7,true,true,true,true,true
