family,permutation,mechanics,replay_equal,cross_equal,baseline_equal,expected_firing,physical_work,tick,quiescent,pending,loads,trace_hash,case_pass
zero_delay_cycle,identity,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_input,reference,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_input,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_cell_insertion,reference,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_cell_insertion,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_arrow_insertion,reference,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_arrow_insertion,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_physical_names,reference,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,reverse_physical_names,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,random_physical_names,reference,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
zero_delay_cycle,random_physical_names,production,true,true,true,true,21,0,true,0,0,3e452fe12c839101ac304add57a9b7f1562670c34a6fb7f51bfd68f2e5188cd9,true
