row_type,protocol,mode,claim_eligible,passed,arm,seed_index,depth,correct,total,runtime_total,rg0a_total,compiled_arrow_evaluations,compiled_arrow_firings,topology_validation_comparisons,compiled_binding_reads,compiled_installation_comparisons,temporary_arrow_installations,compiled_invalidations,generic_resumptions,reflected_arrow_evaluations,reflected_arrow_firings,binding_reads,binding_deliveries,direct_arrow_evaluations,direct_arrow_firings,lower_effects_match,bindings_erased,temporary_routes_erased,successful_episodes,compiled_arrows,subthreshold_arrows,persistent_bytes,persistent_fingerprint,acquisition_work,generic_slope_numerator,generic_slope_denominator,compiled_slope_numerator,compiled_slope_denominator,gate,gate_status
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,5,16,16,10976,10960,0,0,0,0,0,0,0,16,1168,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,5,16,16,11036,10960,0,0,56,0,0,0,4,16,1168,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,5,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,4,8,16,16,12096,12096,0,0,0,0,0,0,0,0,0,0,0,0,416,416,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,4,8,16,16,16384,16384,0,0,0,0,0,0,0,0,1696,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,4,8,16,16,17920,13856,416,416,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,4,8,16,16,19532,15377,416,416,3616,128,347,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,4,8,16,16,16400,16384,0,0,0,0,0,0,0,16,1696,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,8,16,16,16400,16384,0,0,0,0,0,0,0,16,1696,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,8,16,16,16400,16384,0,0,0,0,0,0,0,16,1696,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,8,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,4,16,16,16,27200,27200,0,0,0,0,0,0,0,0,0,0,0,0,800,800,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,4,16,16,16,33664,33664,0,0,0,0,0,0,0,0,3104,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,4,16,16,16,33024,28960,800,800,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,4,16,16,16,36180,32013,800,800,3616,128,359,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,4,16,16,16,33680,33664,0,0,0,0,0,0,0,16,3104,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,16,16,16,33680,33664,0,0,0,0,0,0,0,16,3104,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,16,16,16,33680,33664,0,0,0,0,0,0,0,16,3104,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,16,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,4,32,16,16,69696,69696,0,0,0,0,0,0,0,0,0,0,0,0,1568,1568,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,4,32,16,16,80512,80512,0,0,0,0,0,0,0,0,5920,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,4,32,16,16,75520,71456,1568,1568,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,4,32,16,16,81400,77253,1568,1568,3616,128,339,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,4,32,16,16,80528,80512,0,0,0,0,0,0,0,16,5920,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,32,16,16,80528,80512,0,0,0,0,0,0,0,16,5920,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,32,16,16,80528,80512,0,0,0,0,0,0,0,16,5920,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,32,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,4,64,16,16,203840,203840,0,0,0,0,0,0,0,0,0,0,0,0,3104,3104,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,4,64,16,16,223360,223360,0,0,0,0,0,0,0,0,11552,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,4,64,16,16,209664,205600,3104,3104,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,4,64,16,16,223134,218973,3104,3104,3616,128,353,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,4,64,16,16,223376,223360,0,0,0,0,0,0,0,16,11552,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,64,16,16,223376,223360,0,0,0,0,0,0,0,16,11552,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,64,16,16,223376,223360,0,0,0,0,0,0,0,16,11552,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,64,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,4,128,16,16,668736,668736,0,0,0,0,0,0,0,0,0,0,0,0,6176,6176,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,4,128,16,16,705664,705664,0,0,0,0,0,0,0,0,22816,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,4,128,16,16,674560,670496,6176,6176,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,4,128,16,16,698794,694647,6176,6176,3616,128,339,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,4,128,16,16,705680,705664,0,0,0,0,0,0,0,16,22816,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,4,128,16,16,705680,705664,0,0,0,0,0,0,0,16,22816,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,4,128,16,16,705680,705664,0,0,0,0,0,0,0,16,22816,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,4,128,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,5,16,16,7488,7488,0,0,0,0,0,0,0,0,0,0,0,0,272,272,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,5,16,16,10704,10704,0,0,0,0,0,0,0,0,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,5,16,16,13312,9248,272,272,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,5,16,16,14400,10251,272,272,3616,128,341,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,5,16,16,10790,10704,0,0,66,0,0,0,4,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,5,16,16,10720,10704,0,0,0,0,0,0,0,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,5,16,16,10779,10704,0,0,55,0,0,0,4,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,5,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,8,16,16,12096,12096,0,0,0,0,0,0,0,0,0,0,0,0,416,416,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,8,16,16,16128,16128,0,0,0,0,0,0,0,0,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,8,16,16,17920,13856,416,416,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,8,16,16,19717,15560,416,416,3616,128,349,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,8,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,16,16,16,27200,27200,0,0,0,0,0,0,0,0,0,0,0,0,800,800,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,16,16,16,33408,33408,0,0,0,0,0,0,0,0,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,16,16,16,33024,28960,800,800,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,16,16,16,35731,31584,800,800,3616,128,339,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,16,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,32,16,16,69696,69696,0,0,0,0,0,0,0,0,0,0,0,0,1568,1568,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,32,16,16,80256,80256,0,0,0,0,0,0,0,0,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,32,16,16,75520,71456,1568,1568,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,32,16,16,81079,76942,1568,1568,3616,128,329,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,32,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,64,16,16,203840,203840,0,0,0,0,0,0,0,0,0,0,0,0,3104,3104,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,64,16,16,223104,223104,0,0,0,0,0,0,0,0,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,64,16,16,209664,205600,3104,3104,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,64,16,16,219988,215828,3104,3104,3616,128,352,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,64,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,5,128,16,16,668736,668736,0,0,0,0,0,0,0,0,0,0,0,0,6176,6176,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,5,128,16,16,705408,705408,0,0,0,0,0,0,0,0,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,5,128,16,16,674560,670496,6176,6176,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,5,128,16,16,699530,695383,6176,6176,3616,128,339,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,5,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,5,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,5,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,5,128,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,5,16,16,7488,7488,0,0,0,0,0,0,0,0,0,0,0,0,272,272,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,5,16,16,10064,10064,0,0,0,0,0,0,0,0,272,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,5,16,16,13312,9248,272,272,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,5,16,16,14217,10067,272,272,3616,128,342,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,5,16,16,10142,10064,0,0,58,0,0,0,4,16,272,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,5,16,16,10080,10064,0,0,0,0,0,0,0,16,272,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,5,16,16,10140,10064,0,0,56,0,0,0,4,16,272,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,5,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,8,16,16,12096,12096,0,0,0,0,0,0,0,0,0,0,0,0,416,416,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,8,16,16,15104,15104,0,0,0,0,0,0,0,0,416,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,8,16,16,17920,13856,416,416,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,8,16,16,19522,15362,416,416,3616,128,352,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,8,16,16,15120,15104,0,0,0,0,0,0,0,16,416,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,8,16,16,15120,15104,0,0,0,0,0,0,0,16,416,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,8,16,16,15120,15104,0,0,0,0,0,0,0,16,416,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,8,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,16,16,16,27200,27200,0,0,0,0,0,0,0,0,0,0,0,0,800,800,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,16,16,16,31360,31360,0,0,0,0,0,0,0,0,800,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,16,16,16,33024,28960,800,800,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,16,16,16,36256,32104,800,800,3616,128,344,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,16,16,16,31376,31360,0,0,0,0,0,0,0,16,800,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,16,16,16,31376,31360,0,0,0,0,0,0,0,16,800,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,16,16,16,31376,31360,0,0,0,0,0,0,0,16,800,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,16,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,32,16,16,69696,69696,0,0,0,0,0,0,0,0,0,0,0,0,1568,1568,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,32,16,16,76160,76160,0,0,0,0,0,0,0,0,1568,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,32,16,16,75520,71456,1568,1568,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,32,16,16,81861,77705,1568,1568,3616,128,348,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
