row_type,protocol,mode,claim_eligible,passed,arm,seed_index,depth,correct,total,runtime_total,rg0a_total,compiled_arrow_evaluations,compiled_arrow_firings,topology_validation_comparisons,compiled_binding_reads,compiled_installation_comparisons,temporary_arrow_installations,compiled_invalidations,generic_resumptions,reflected_arrow_evaluations,reflected_arrow_firings,binding_reads,binding_deliveries,direct_arrow_evaluations,direct_arrow_firings,lower_effects_match,bindings_erased,temporary_routes_erased,successful_episodes,compiled_arrows,subthreshold_arrows,persistent_bytes,persistent_fingerprint,acquisition_work,generic_slope_numerator,generic_slope_denominator,compiled_slope_numerator,compiled_slope_denominator,gate,gate_status
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,32,16,16,76176,76160,0,0,0,0,0,0,0,16,1568,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,32,16,16,76176,76160,0,0,0,0,0,0,0,16,1568,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,32,16,16,76176,76160,0,0,0,0,0,0,0,16,1568,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,32,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,64,16,16,203840,203840,0,0,0,0,0,0,0,0,0,0,0,0,3104,3104,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,64,16,16,214912,214912,0,0,0,0,0,0,0,0,3104,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,64,16,16,209664,205600,3104,3104,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,64,16,16,221639,217481,3104,3104,3616,128,350,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,64,16,16,214928,214912,0,0,0,0,0,0,0,16,3104,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,64,16,16,214928,214912,0,0,0,0,0,0,0,16,3104,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,64,16,16,214928,214912,0,0,0,0,0,0,0,16,3104,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,64,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,6,128,16,16,668736,668736,0,0,0,0,0,0,0,0,0,0,0,0,6176,6176,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,6,128,16,16,689024,689024,0,0,0,0,0,0,0,0,6176,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,6,128,16,16,674560,670496,6176,6176,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,6,128,16,16,700201,696049,6176,6176,3616,128,344,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,6,128,16,16,689040,689024,0,0,0,0,0,0,0,16,6176,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,6,128,16,16,689040,689024,0,0,0,0,0,0,0,16,6176,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,6,128,16,16,689040,689024,0,0,0,0,0,0,0,16,6176,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,6,128,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,5,16,16,7488,7488,0,0,0,0,0,0,0,0,0,0,0,0,272,272,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,5,16,16,10704,10704,0,0,0,0,0,0,0,0,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,5,16,16,13312,9248,272,272,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,5,16,16,14238,10099,272,272,3616,128,331,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,5,16,16,10790,10704,0,0,66,0,0,0,4,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,5,16,16,10720,10704,0,0,0,0,0,0,0,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,5,16,16,10780,10704,0,0,56,0,0,0,4,16,912,272,544,272,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,5,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,8,16,16,12096,12096,0,0,0,0,0,0,0,0,0,0,0,0,416,416,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,8,16,16,16128,16128,0,0,0,0,0,0,0,0,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,8,16,16,17920,13856,416,416,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,8,16,16,19391,15255,416,416,3616,128,328,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,8,16,16,16144,16128,0,0,0,0,0,0,0,16,1440,416,832,416,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,8,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,16,16,16,27200,27200,0,0,0,0,0,0,0,0,0,0,0,0,800,800,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,16,16,16,33408,33408,0,0,0,0,0,0,0,0,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,16,16,16,33024,28960,800,800,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,16,16,16,35737,31608,800,800,3616,128,321,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,16,16,16,33424,33408,0,0,0,0,0,0,0,16,2848,800,1600,800,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,16,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,32,16,16,69696,69696,0,0,0,0,0,0,0,0,0,0,0,0,1568,1568,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,32,16,16,80256,80256,0,0,0,0,0,0,0,0,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,32,16,16,75520,71456,1568,1568,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,32,16,16,80354,76227,1568,1568,3616,128,319,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,32,16,16,80272,80256,0,0,0,0,0,0,0,16,5664,1568,3136,1568,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,32,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,64,16,16,203840,203840,0,0,0,0,0,0,0,0,0,0,0,0,3104,3104,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,64,16,16,223104,223104,0,0,0,0,0,0,0,0,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,64,16,16,209664,205600,3104,3104,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,64,16,16,219741,215582,3104,3104,3616,128,351,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,64,16,16,223120,223104,0,0,0,0,0,0,0,16,11296,3104,6208,3104,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,64,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,concrete-reference,7,128,16,16,668736,668736,0,0,0,0,0,0,0,0,0,0,0,0,6176,6176,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,generic-grounded,7,128,16,16,705408,705408,0,0,0,0,0,0,0,0,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-grounded,7,128,16,16,674560,670496,6176,6176,3616,128,256,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-changed-bindings,7,128,16,16,697745,693588,6176,6176,3616,128,349,64,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,invalidated-transition,7,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,subthreshold-evidence,7,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,shuffled-consolidation-evidence,7,128,16,16,705424,705408,0,0,0,0,0,0,0,16,22560,6176,12352,6176,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
runtime,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,compiled-no-bindings,7,128,0,16,5568,1920,16,0,3616,32,0,0,0,0,0,0,0,0,0,0,true,true,true,,,,,,,515212800,77281920,0,77281920,,
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,frozen-ancestry-and-rp0a-parity,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,earned-three-episode-compilation,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,role-relative-persistent-structure,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,compiled-fresh-and-changed-bindings,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,compiled-local-dispatch-only,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,lower-effects-preserved,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,invalidation-resumes-generic,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,subthreshold-does-not-compile,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,shuffled-evidence-cannot-fire,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,bindings-remain-necessary,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,state-isolation-and-determinism,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,per-step-slope-reduction-at-least-80-percent,PASS
gate,compiled-grounded-recurrence-rc0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515212800,77281920,0,77281920,rc0b-excluded-source-audit,PASS
