scenario,entered_impulse,source_firings,traversals,trace_writes,trace_closes,locus_arrivals,locus_firings,effects,expected_effect,heldout_effects,work,persistent_bytes,temporary_peak_bytes_lower_bound,deallocations,complete_fingerprint,permanent_fingerprint,quiescent,replay_equal,passed
two-origins-shared-path,4,3,1,3,0,1,0,0,0,0,43,544,152,0,16633656743348232482,10005025420814682099,true,true,true
