row_type,protocol,mode,claim_eligible,passed,arm,seed_index,depth,correct,total,explicit_answers,queues_empty,activity_limit_hits,role_transfer_correct,role_transfer_total,false_bindings,ambiguous_bindings,fresh_lower_identities,fresh_activity_sources,expected_reflected_firings,used_reflected_arrows,bindings_erased,immutable_state_unchanged,permanent_fingerprint_unchanged,runtime_total,invocations,state_installations,provenance_events,provenance_relations,role_activations,reflected_arrow_evaluations,reflected_arrow_firings,binding_deliveries,direct_arrow_evaluations,direct_arrow_firings,direct_executor_calls,pre_resolved_routes,fallback_calls,oracle_calls,recognition_comparisons,binding_writes,binding_reads,failed_dereferences,cell_location_comparisons,lower_cells,spikes_enqueued,spikes_dequeued,queue_checks,relation_scans,identity_comparisons,current_updates,finishes,first_roles,first_success,competence,parity,acquisition_work,permanent_bytes,learned_roles,correct_arrows,gate,gate_status,workspaces_created,workspaces_destroyed,maximum_live_workspaces_per_cell,parallel_cells
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,7,32,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,7,32,0,16,false,true,0,0,0,0,0,true,true,true,2,true,true,true,2512,16,16,208,208,160,32,32,32,0,0,0,0,0,0,880,320,64,0,288,64,64,64,64,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,7,32,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,7,32,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,75136,16,16,208,208,0,1568,1568,1568,0,0,0,0,0,16,0,320,3136,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,7,64,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,203840,16,16,0,0,0,0,0,0,3104,3104,16,0,0,0,0,0,0,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,7,64,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,223104,16,16,208,208,160,11296,3104,3104,0,0,0,0,0,0,880,320,6208,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,7,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,7,64,0,16,false,true,0,0,0,0,0,true,true,true,4,true,true,true,2488,16,16,208,208,160,107,11,11,0,0,0,0,0,0,880,320,30,8,189,44,44,44,44,72,72,0,4,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,7,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,7,64,0,16,false,true,0,0,0,0,0,true,true,true,2,true,true,true,2512,16,16,208,208,160,32,32,32,0,0,0,0,0,0,880,320,64,0,288,64,64,64,64,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,7,64,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,7,64,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,213888,16,16,208,208,0,3104,3104,3104,0,0,0,0,0,16,0,320,6208,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,7,128,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,668736,16,16,0,0,0,0,0,0,6176,6176,16,0,0,0,0,0,0,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,7,128,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,705408,16,16,208,208,160,22560,6176,6176,0,0,0,0,0,0,880,320,12352,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,7,128,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,7,128,0,16,false,true,0,0,0,0,0,true,true,true,4,true,true,true,2576,16,16,208,208,160,106,8,8,0,0,0,0,0,0,880,320,26,10,173,41,41,41,41,136,136,0,1,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,7,128,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,7,128,0,16,false,true,0,0,0,0,0,true,true,true,2,true,true,true,2512,16,16,208,208,160,32,32,32,0,0,0,0,0,0,880,320,64,0,288,64,64,64,64,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,7,128,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,7,128,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,688000,16,16,208,208,0,6176,6176,6176,0,0,0,0,0,16,0,320,12352,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen-ancestry,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rp0a-reconstruction-parity,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,identical-branch-state,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh-anonymous-grounding,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grounded-functional-substitution,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,downward-causal-path,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no-lower-program-fallback,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state-isolation,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necessary-bindings,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necessary-structural-provenance,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necessary-learned-topology-credit,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grounding-upper-bound,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opacity-audit,PASS,5583213,5583213,2,8
gate,reflected-grounding-rg0a-v1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accounting-and-lifecycle,PASS,5583213,5583213,2,8
