row_type,protocol,mode,claim_eligible,rc0b_a,rc0b_b,arm,seed,depth,correct,total,trace_matches,endpoint_matches,motif_firings,eliminated_relays,eliminated_routes,work_less_than_full,total_work,interruption_reentry_work
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,0,64,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,0,128,16,16,16,16,0,0,0,true,668736,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,0,128,16,16,16,16,0,0,0,true,674560,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,0,128,16,16,16,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,0,128,16,16,16,16,6160,6160,6160,true,641740,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,0,128,16,16,16,16,6160,6160,6160,true,632288,81026448
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,0,128,16,16,16,16,0,0,0,true,676896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,0,128,16,16,0,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,0,128,16,16,16,16,0,0,0,true,706576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,0,128,16,16,16,16,0,0,0,true,674576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,0,128,16,16,16,16,0,0,0,true,674608,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,0,128,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,5,16,16,16,16,0,0,0,true,7488,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,5,16,16,16,16,0,0,0,true,13312,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,5,16,16,16,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,5,16,16,16,16,256,256,256,true,12689,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,5,16,16,16,16,256,256,256,true,12368,84576
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,5,16,16,16,16,0,0,0,true,13680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,5,16,16,0,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,5,16,16,16,16,0,0,0,true,12768,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,5,16,16,16,16,0,0,0,true,13328,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,5,16,16,16,16,0,0,0,true,13360,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,5,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,8,16,16,16,16,0,0,0,true,12096,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,8,16,16,16,16,0,0,0,true,17920,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,8,16,16,16,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,8,16,16,16,16,400,400,400,true,16524,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,8,16,16,16,16,400,400,400,true,15968,157968
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,8,16,16,16,16,0,0,0,true,18336,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,8,16,16,0,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,8,16,16,16,16,0,0,0,true,18576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,8,16,16,16,16,0,0,0,true,17936,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,8,16,16,16,16,0,0,0,true,17968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,8,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,16,16,16,16,16,0,0,0,true,27200,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,16,16,16,16,16,0,0,0,true,33024,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,16,16,16,16,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,16,16,16,16,16,784,784,784,true,29687,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,16,16,16,16,16,784,784,784,true,28384,502928
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,16,16,16,16,16,0,0,0,true,33568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,16,16,16,0,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,16,16,16,16,16,0,0,0,true,36880,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,16,16,16,16,16,0,0,0,true,33040,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,16,16,16,16,16,0,0,0,true,33072,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,16,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,32,16,16,16,16,0,0,0,true,69696,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,32,16,16,16,16,0,0,0,true,75520,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,32,16,16,16,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,32,16,16,16,16,1552,1552,1552,true,67542,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,32,16,16,16,16,1552,1552,1552,true,65504,2175888
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,32,16,16,16,16,0,0,0,true,76320,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,32,16,16,0,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,32,16,16,16,16,0,0,0,true,85776,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,32,16,16,16,16,0,0,0,true,75536,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,32,16,16,16,16,0,0,0,true,75568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,32,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,64,16,16,16,16,0,0,0,true,203840,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,64,16,16,16,16,0,0,0,true,209664,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,64,16,16,16,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,64,16,16,16,16,3088,3088,3088,true,193454,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,64,16,16,16,16,3088,3088,3088,true,188896,12206480
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,64,16,16,16,16,0,0,0,true,210976,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,64,16,16,0,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,64,16,16,16,16,0,0,0,true,232720,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,64,16,16,16,16,0,0,0,true,209680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,64,16,16,16,16,0,0,0,true,209712,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,64,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,1,128,16,16,16,16,0,0,0,true,668736,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,1,128,16,16,16,16,0,0,0,true,674560,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,1,128,16,16,16,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,1,128,16,16,16,16,6160,6160,6160,true,642999,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,1,128,16,16,16,16,6160,6160,6160,true,632288,81026448
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,1,128,16,16,16,16,0,0,0,true,676896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,1,128,16,16,0,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,1,128,16,16,16,16,0,0,0,true,723216,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,1,128,16,16,16,16,0,0,0,true,674576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,1,128,16,16,16,16,0,0,0,true,674608,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,1,128,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,5,16,16,16,16,0,0,0,true,7488,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,5,16,16,16,16,0,0,0,true,13312,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,5,16,16,16,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,5,16,16,16,16,256,256,256,true,12792,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,5,16,16,16,16,256,256,256,true,12368,84576
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,5,16,16,16,16,0,0,0,true,13680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,5,16,16,0,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,5,16,16,16,16,0,0,0,true,13024,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,5,16,16,16,16,0,0,0,true,13328,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,5,16,16,16,16,0,0,0,true,13360,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,5,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,8,16,16,16,16,0,0,0,true,12096,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,8,16,16,16,16,0,0,0,true,17920,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,8,16,16,16,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,8,16,16,16,16,400,400,400,true,16481,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,8,16,16,16,16,400,400,400,true,15968,157968
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,8,16,16,16,16,0,0,0,true,18336,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,8,16,16,0,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,8,16,16,16,16,0,0,0,true,18832,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,8,16,16,16,16,0,0,0,true,17936,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,8,16,16,16,16,0,0,0,true,17968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,8,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,16,16,16,16,16,0,0,0,true,27200,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,16,16,16,16,16,0,0,0,true,33024,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,16,16,16,16,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,16,16,16,16,16,784,784,784,true,29625,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,16,16,16,16,16,784,784,784,true,28384,502928
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,16,16,16,16,16,0,0,0,true,33568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,16,16,16,0,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,16,16,16,16,16,0,0,0,true,37136,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,16,16,16,16,16,0,0,0,true,33040,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,16,16,16,16,16,0,0,0,true,33072,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,16,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,32,16,16,16,16,0,0,0,true,69696,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,32,16,16,16,16,0,0,0,true,75520,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,32,16,16,16,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,32,16,16,16,16,1552,1552,1552,true,68056,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,32,16,16,16,16,1552,1552,1552,true,65504,2175888
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,32,16,16,16,16,0,0,0,true,76320,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,32,16,16,0,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,32,16,16,16,16,0,0,0,true,86032,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,32,16,16,16,16,0,0,0,true,75536,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,32,16,16,16,16,0,0,0,true,75568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,32,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,64,16,16,16,16,0,0,0,true,203840,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,64,16,16,16,16,0,0,0,true,209664,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,64,16,16,16,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,64,16,16,16,16,3088,3088,3088,true,193331,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,64,16,16,16,16,3088,3088,3088,true,188896,12206480
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,64,16,16,16,16,0,0,0,true,210976,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,64,16,16,0,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,64,16,16,16,16,0,0,0,true,232976,0
