row_type,protocol,mode,claim_eligible,rc0b_a,rc0b_b,arm,seed,depth,correct,total,trace_matches,endpoint_matches,motif_firings,eliminated_relays,eliminated_routes,work_less_than_full,total_work,interruption_reentry_work
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,64,16,16,16,16,0,0,0,true,209680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,64,16,16,16,16,0,0,0,true,209712,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,64,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,2,128,16,16,16,16,0,0,0,true,668736,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,2,128,16,16,16,16,0,0,0,true,674560,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,2,128,16,16,16,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,2,128,16,16,16,16,6160,6160,6160,true,641448,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,2,128,16,16,16,16,6160,6160,6160,true,632288,81026448
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,2,128,16,16,16,16,0,0,0,true,676896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,2,128,16,16,0,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,2,128,16,16,16,16,0,0,0,true,723472,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,2,128,16,16,16,16,0,0,0,true,674576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,2,128,16,16,16,16,0,0,0,true,674608,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,2,128,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,5,16,16,16,16,0,0,0,true,7488,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,5,16,16,16,16,0,0,0,true,13312,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,5,16,16,16,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,5,16,16,16,16,256,256,256,true,12784,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,5,16,16,16,16,256,256,256,true,12368,84576
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,5,16,16,16,16,0,0,0,true,13680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,5,16,16,0,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,5,16,16,16,16,0,0,0,true,13536,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,5,16,16,16,16,0,0,0,true,13328,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,5,16,16,16,16,0,0,0,true,13360,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,5,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,8,16,16,16,16,0,0,0,true,12096,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,8,16,16,16,16,0,0,0,true,17920,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,8,16,16,16,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,8,16,16,16,16,400,400,400,true,16434,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,8,16,16,16,16,400,400,400,true,15968,157968
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,8,16,16,16,16,0,0,0,true,18336,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,8,16,16,0,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,8,16,16,16,16,0,0,0,true,19728,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,8,16,16,16,16,0,0,0,true,17936,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,8,16,16,16,16,0,0,0,true,17968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,8,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,16,16,16,16,16,0,0,0,true,27200,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,16,16,16,16,16,0,0,0,true,33024,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,16,16,16,16,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,16,16,16,16,16,784,784,784,true,29682,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,16,16,16,16,16,784,784,784,true,28384,502928
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,16,16,16,16,16,0,0,0,true,33568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,16,16,16,0,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,16,16,16,16,16,0,0,0,true,39056,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,16,16,16,16,16,0,0,0,true,33040,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,16,16,16,16,16,0,0,0,true,33072,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,16,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,32,16,16,16,16,0,0,0,true,69696,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,32,16,16,16,16,0,0,0,true,75520,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,32,16,16,16,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,32,16,16,16,16,1552,1552,1552,true,67815,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,32,16,16,16,16,1552,1552,1552,true,65504,2175888
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,32,16,16,16,16,0,0,0,true,76320,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,32,16,16,0,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,32,16,16,16,16,0,0,0,true,90000,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,32,16,16,16,16,0,0,0,true,75536,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,32,16,16,16,16,0,0,0,true,75568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,32,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,64,16,16,16,16,0,0,0,true,203840,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,64,16,16,16,16,0,0,0,true,209664,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,64,16,16,16,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,64,16,16,16,16,3088,3088,3088,true,193143,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,64,16,16,16,16,3088,3088,3088,true,188896,12206480
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,64,16,16,16,16,0,0,0,true,210976,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,64,16,16,0,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,64,16,16,16,16,0,0,0,true,241040,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,64,16,16,16,16,0,0,0,true,209680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,64,16,16,16,16,0,0,0,true,209712,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,64,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,3,128,16,16,16,16,0,0,0,true,668736,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,3,128,16,16,16,16,0,0,0,true,674560,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,3,128,16,16,16,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,3,128,16,16,16,16,6160,6160,6160,true,642081,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,3,128,16,16,16,16,6160,6160,6160,true,632288,81026448
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,3,128,16,16,16,16,0,0,0,true,676896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,3,128,16,16,0,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,3,128,16,16,16,16,0,0,0,true,739728,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,3,128,16,16,16,16,0,0,0,true,674576,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,3,128,16,16,16,16,0,0,0,true,674608,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,3,128,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,5,16,16,16,16,0,0,0,true,7488,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,5,16,16,16,16,0,0,0,true,13312,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,5,16,16,16,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,5,16,16,16,16,256,256,256,true,12781,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,5,16,16,16,16,256,256,256,true,12368,84576
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,5,16,16,16,16,0,0,0,true,13680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,5,16,16,0,16,256,256,256,true,12368,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,5,16,16,16,16,0,0,0,true,12256,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,4,5,16,16,16,16,0,0,0,true,13328,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,4,5,16,16,16,16,0,0,0,true,13360,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,4,5,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,8,16,16,16,16,0,0,0,true,12096,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,8,16,16,16,16,0,0,0,true,17920,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,8,16,16,16,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,8,16,16,16,16,400,400,400,true,16409,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,8,16,16,16,16,400,400,400,true,15968,157968
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,8,16,16,16,16,0,0,0,true,18336,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,8,16,16,0,16,400,400,400,true,15968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,8,16,16,16,16,0,0,0,true,17680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,4,8,16,16,16,16,0,0,0,true,17936,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,4,8,16,16,16,16,0,0,0,true,17968,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,4,8,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,16,16,16,16,16,0,0,0,true,27200,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,16,16,16,16,16,0,0,0,true,33024,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,16,16,16,16,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,16,16,16,16,16,784,784,784,true,29581,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,16,16,16,16,16,784,784,784,true,28384,502928
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,16,16,16,16,16,0,0,0,true,33568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,16,16,16,0,16,784,784,784,true,28384,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,16,16,16,16,16,0,0,0,true,34960,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,4,16,16,16,16,16,0,0,0,true,33040,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,4,16,16,16,16,16,0,0,0,true,33072,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,4,16,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,32,16,16,16,16,0,0,0,true,69696,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,32,16,16,16,16,0,0,0,true,75520,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,32,16,16,16,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,32,16,16,16,16,1552,1552,1552,true,67655,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,32,16,16,16,16,1552,1552,1552,true,65504,2175888
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,32,16,16,16,16,0,0,0,true,76320,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,32,16,16,0,16,1552,1552,1552,true,65504,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,32,16,16,16,16,0,0,0,true,81808,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,4,32,16,16,16,16,0,0,0,true,75536,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,4,32,16,16,16,16,0,0,0,true,75568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,4,32,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,64,16,16,16,16,0,0,0,true,203840,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,64,16,16,16,16,0,0,0,true,209664,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,64,16,16,16,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,64,16,16,16,16,3088,3088,3088,true,194238,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,64,16,16,16,16,3088,3088,3088,true,188896,12206480
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,64,16,16,16,16,0,0,0,true,210976,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,64,16,16,0,16,3088,3088,3088,true,188896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,64,16,16,16,16,0,0,0,true,224656,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,subthreshold-evidence,4,64,16,16,16,16,0,0,0,true,209680,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,shuffled-recurrence-evidence,4,64,16,16,16,16,0,0,0,true,209712,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,no-bindings,4,64,0,16,16,16,0,0,0,true,5568,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,concrete-reference,4,128,16,16,16,16,0,0,0,true,668736,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,full-rc0a,4,128,16,16,16,16,0,0,0,true,674560,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,motif-substitute,4,128,16,16,16,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,changed-surroundings,4,128,16,16,16,16,6160,6160,6160,true,639009,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,interruption-reentry,4,128,16,16,16,16,6160,6160,6160,true,632288,81026448
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,context-effect-invalidation,4,128,16,16,16,16,0,0,0,true,676896,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,forced-stale-same-endpoint,4,128,16,16,0,16,6160,6160,6160,true,632288,0
result,grounded-motif-substitution-rc0b-v1,definitive,true,true,true,rc0a-parent-invalidation,4,128,16,16,16,16,0,0,0,true,706960,0
