seed,stratum,scenario,namespace,u0_fires,u1_fires,p_fires,x_fires,world_fires,return_source_fires,u0_crossings,u1_crossings,candidate_crossings,effect_crossings,return_crossings,incoming_routes,candidate_resistance,candidate_coupling,candidate_live,candidate_eligible_until,return_updates,qualification_checks,qualification_accepts,path_edges,drive_deliveries,modulatory_deliveries,validity,claim,work,bytes,fingerprint,permanent,quiescent,replay,passed
4111,G3,renewed-upstream-no-return,1990120072806400,0|2,0|2,0|2,0|2,,,2,2,2,2,0,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,6,0,0,0,0,12,0,true|true|true|true|true|true|true|true,true,156,784,8214385522462098511,5288764424035291806,true,true,true
4111,G3,completed-downstream-return,1990120089583616,0,0,0,0,1,1,1,1,1,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,4,2,true,none,1,1,1,0,8,1,true|true|true|true|true|true|true|true,true,114,784,12753001587866943170,17377759196683403547,true,true,true
4111,G3,independent-return-no-candidate,1990120106360832,,,,0,1,1,0,0,0,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,none,0,0,0,0,5,1,true|true|true|true|true|true|true|true,true,71,784,2662810687925019220,17969017400551096216,true,true,true
4111,G3,late-downstream-return,1990120123138048,0,0,0,0,1,1,1,1,1,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g2|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g2|r=ArrowId(1):(CellId(1), CellId(4)):c1:d5:g1,0,1,false,none,0,0,0,0,8,1,true|true|true|true|true|true|true|true,true,122,784,15243921356004897342,17226203890983188103,true,true,true
4111,G3,simultaneous-upstream-and-return,1990120139915264,0|2,0|2,0|2,0|2,1,1,2,2,2,2,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,4,2,true,6,1,1,1,0,14,1,true|true|true|true|true|true|true|true,true,205,784,9964173265795204090,12831783009121805184,true,true,true
4111,G3,upstream-execution-only,1990120156692480,0,0,0,0,,,1,1,1,1,0,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,4,0,0,0,0,6,0,true|true|true|true|true|true|true|true,true,72,784,3826785423750897506,8984088018600434133,true,true,true
4127,G3,renewed-upstream-no-return,1990124367773696,0|2,0|2,0|2,0|2,,,2,2,2,2,0,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,6,0,0,0,0,12,0,true|true|true|true|true|true|true|true,true,156,784,3902895870833815046,18069658788262319707,true,true,true
4127,G3,completed-downstream-return,1990124384550912,0,0,0,0,1,1,1,1,1,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,4,2,true,none,1,1,1,0,8,1,true|true|true|true|true|true|true|true,true,114,784,4296030633573884143,11972953726334537270,true,true,true
4127,G3,independent-return-no-candidate,1990124401328128,,,,0,1,1,0,0,0,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,none,0,0,0,0,5,1,true|true|true|true|true|true|true|true,true,71,784,16358576542943617001,3836273466743648517,true,true,true
4127,G3,late-downstream-return,1990124418105344,0,0,0,0,1,1,1,1,1,1,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g2|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g2|r=ArrowId(1):(CellId(1), CellId(4)):c1:d5:g1,0,1,false,none,0,0,0,0,8,1,true|true|true|true|true|true|true|true,true,122,784,5604573579251138627,12410916245920218738,true,true,true
4127,G3,simultaneous-upstream-and-return,1990124434882560,0|2,0|2,0|2,0|2,1,1,2,2,2,2,1,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,4,2,true,6,1,1,1,0,14,1,true|true|true|true|true|true|true|true,true,205,784,127715587085425163,18175743640372271189,true,true,true
4127,G3,upstream-execution-only,1990124451659776,0,0,0,0,,,1,1,1,1,0,u0=ArrowId(6):(CellId(6), CellId(4)):c1:d0:g1|u1=ArrowId(5):(CellId(5), CellId(4)):c1:d0:g1|r=ArrowId(1):(CellId(1), CellId(4)):c1:d1:g1,1,1,true,4,0,0,0,0,6,0,true|true|true|true|true|true|true|true,true,72,784,13932773354903910875,14578511131614694568,true,true,true
