row_type,protocol,mode,claim_eligible,passed,workload,seed,depth,view,price_micros,uses_per_cycle,acquisition_work,installation_work,retained_bytes,maintenance_per_cycle,concrete_per_cycle,motif_per_cycle,gain_micros,break_even_cycles,break_even_invocations,horizon_cycles,horizon_invocations,delta_cost_micros,gate,gate_status
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,1,1,16325974916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,2,2,16326286832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,4,4,16326910664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,8,8,16328158328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,16,16,16330653656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,32,32,16335644312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,64,64,16345625624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,128,128,16365588248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,256,256,16405513496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,16645064984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,19444823000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,47517263000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,328241663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,3135485663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,1,1,16325911916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,2,2,16326160832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,4,4,16326658664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,8,8,16327654328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,16,16,16329645656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,32,32,16333628312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,64,64,16341593624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,128,128,16357524248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,256,256,16389385496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,16580552984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,18814823000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,41217263000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,265241663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,2505485663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,1,1,16325743916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,2,2,16325824832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,4,4,16325986664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,8,8,16326310328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,16,16,16326957656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,32,32,16328252312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,64,64,16330841624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,128,128,16336020248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,256,256,16346377496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,16408520984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,17134823000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,24417263000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,97241663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,825485663000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,1,1,16325407916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,2,2,16325152832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,4,4,16324642664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,8,8,16323622328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,16,16,16321581656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,32,32,16317500312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,64,64,16309337624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,128,128,16293012248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,256,256,16260361496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,16064456984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,13774823000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,-9182737000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,-238758337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,-2534514337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,1,1,16324735916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,2,2,16323808832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,4,4,16321954664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,8,8,16318246328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,16,16,16310829656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,32,32,16295996312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,64,64,16266329624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,128,128,16206996248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,256,256,16088329496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,15376328984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,7054823000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,-76382737000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,-910758337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,-9254514337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,1,1,16323391916000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,2,2,16321120832000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,4,4,16316578664000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,8,8,16307494328000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,16,16,16289325656000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,32,32,16252988312000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,64,64,16180313624000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,128,128,16034964248000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,256,256,15744265496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,1024,1024,14000072984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,10000,10000,-6385177000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,100000,100000,-210782737000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,1000000,1000000,-2254758337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,full-stack-from-blank,1000,,,,,,,,,,,10000000,10000000,-22694514337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,1,6,16322851496000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,2,12,16320039992000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,4,24,16314416984000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,8,48,16303170968000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,16,96,16280678936000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,32,192,16235694872000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,64,384,16145726744000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,128,768,15965790488000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,256,1536,15605917976000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,1024,6144,13446682904000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,10000,60000,-11789377000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,100000,600000,-264824737000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,1000000,6000000,-2795178337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,3,,full-stack-from-blank,1000,,,,,,,,,,,10000000,60000000,-28098714337000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,4211000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,4516000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,5126000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,6346000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,8786000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,13666000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,23426000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,42946000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,256,256,81986000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,1024,1024,316226000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,10000,10000,3053906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,100000,100000,30503906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,1000000,1000000,305003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,5,compiled-plus-motif-incremental,0,,,,,,,,,,,10000000,10000000,3050003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,4148000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,4390000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,4874000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,5842000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,7778000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,11650000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,19394000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,34882000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,256,256,65858000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,1024,1024,251714000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,10000,10000,2423906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,100000,100000,24203906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,1000000,1000000,242003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,8,compiled-plus-motif-incremental,0,,,,,,,,,,,10000000,10000000,2420003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,3980000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,4054000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,4202000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,4498000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,5090000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,6274000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,8642000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,13378000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,256,256,22850000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,1024,1024,79682000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,10000,10000,743906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,100000,100000,7403906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,1000000,1000000,74003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,16,compiled-plus-motif-incremental,0,,,,,,,,,,,10000000,10000000,740003906000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,3644000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,3382000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,2858000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,1810000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,-286000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,-4478000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,-12862000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,-29630000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,256,256,-63166000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,1024,1024,-264382000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,10000,10000,-2616094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,100000,100000,-26196094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,1000000,1000000,-261996094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,32,compiled-plus-motif-incremental,0,,,,,,,,,,,10000000,10000000,-2619996094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,2972000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,2038000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,170000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,-3566000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,-11038000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,-25982000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,-55870000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,-115646000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,256,256,-235198000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,1024,1024,-952510000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,10000,10000,-9336094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,100000,100000,-93396094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,1000000,1000000,-933996094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,64,compiled-plus-motif-incremental,0,,,,,,,,,,,10000000,10000000,-9339996094000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,1,1,1628000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,2,2,-650000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,4,4,-5206000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,8,8,-14318000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,16,16,-32542000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,32,32,-68990000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,64,64,-141886000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,3,128,compiled-plus-motif-incremental,0,,,,,,,,,,,128,128,-287678000000,,
