row_type,protocol,mode,claim_eligible,passed,workload,seed,depth,view,price_micros,uses_per_cycle,acquisition_work,installation_work,retained_bytes,maintenance_per_cycle,concrete_per_cycle,motif_per_cycle,gain_micros,break_even_cycles,break_even_invocations,horizon_cycles,horizon_invocations,delta_cost_micros,gate,gate_status
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,1,,,,,,,,,,,1024,1024,10819628081984,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,1,,,,,,,,,,,10000,10000,11483914160000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,1,,,,,,,,,,,100000,100000,18144536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,1,,,,,,,,,,,1000000,1000000,84750761000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,1,,,,,,,,,,,10000000,10000000,750813005000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,1,1,10743583006916,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,2,2,10743321013832,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,4,4,10742797027664,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,8,8,10741749055328,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,16,16,10739653110656,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,32,32,10735461221312,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,64,64,10727077442624,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,128,128,10710309885248,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,256,256,10676774770496,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,1024,1024,10475564081984,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,10000,10000,8123914160000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,100000,100000,-15455463400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,1000000,1000000,-251249239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,1,,,,,,,,,,,10000000,10000000,-2609186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,1,1,10742911006916,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,2,2,10741977013832,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,4,4,10740109027664,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,8,8,10736373055328,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,16,16,10728901110656,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,32,32,10713957221312,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,64,64,10684069442624,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,128,128,10624293885248,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,256,256,10504742770496,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,1024,1024,9787436081984,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,10000,10000,1403914160000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,100000,100000,-82655463400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,1000000,1000000,-923249239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,1,,,,,,,,,,,10000000,10000000,-9329186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,1,1,10741567006916,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,2,2,10739289013832,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,4,4,10734733027664,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,8,8,10725621055328,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,16,16,10707397110656,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,32,32,10670949221312,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,64,64,10598053442624,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,128,128,10452261885248,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,256,256,10160678770496,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,1024,1024,8411180081984,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,10000,10000,-12036085840000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,100000,100000,-217055463400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,1000000,1000000,-2267249239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,1,,,,,,,,,,,10000000,10000000,-22769186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,1,6,10740992041496,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,2,12,10738139082992,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,4,24,10732433165984,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,8,48,10721021331968,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,16,96,10698197663936,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,32,192,10652550327872,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,64,384,10561255655744,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,128,768,10378666311488,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,256,1536,10013487622976,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,1024,6144,7822415491904,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,10000,60000,-17785740040000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,100000,600000,-274552005400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,1000000,6000000,-2842214659000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,1,,,,,,,,,,,10000000,60000000,-28518841195000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,1,1,10744150069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,2,2,10744455138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,4,4,10745065276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,8,8,10746285553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,16,16,10748726106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,32,32,10753607213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,64,64,10763369426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,128,128,10782893852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,256,256,10821942704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,1024,1024,11056235819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,10000,10000,13794536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,100000,100000,41250761000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,315813005000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,3061435445000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,1,1,10744087069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,2,2,10744329138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,4,4,10744813276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,8,8,10745781553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,16,16,10747718106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,32,32,10751591213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,64,64,10759337426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,128,128,10774829852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,256,256,10805814704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,1024,1024,10991723819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,10000,10000,13164536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,100000,100000,34950761000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,252813005000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,2431435445000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,1,1,10743919069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,2,2,10743993138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,4,4,10744141276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,8,8,10744437553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,16,16,10745030106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,32,32,10746215213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,64,64,10748585426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,128,128,10753325852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,256,256,10762806704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,1024,1024,10819691819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,10000,10000,11484536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,100000,100000,18150761000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,84813005000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,16,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,751435445000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,1,1,10743583069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,2,2,10743321138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,4,4,10742797276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,8,8,10741749553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,16,16,10739654106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,32,32,10735463213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,64,64,10727081426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,128,128,10710317852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,256,256,10676790704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,1024,1024,10475627819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,10000,10000,8124536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,100000,100000,-15449239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,-251186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,32,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,-2608564555000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,1,1,10742911069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,2,2,10741977138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,4,4,10740109276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,8,8,10736373553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,16,16,10728902106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,32,32,10713959213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,64,64,10684073426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,128,128,10624301852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,256,256,10504758704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,1024,1024,9787499819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,10000,10000,1404536600000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,100000,100000,-82649239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,-923186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,64,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,-9328564555000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,1,1,10741567069160,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,2,2,10739289138320,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,4,4,10734733276640,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,8,8,10725621553280,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,16,16,10707398106560,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,32,32,10670951213120,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,64,64,10598057426240,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,128,128,10452269852480,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,256,256,10160694704960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,1024,1024,8411243819840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,10000,10000,-12035463400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,100000,100000,-217049239000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,1000000,1000000,-2267186995000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,128,full-stack-from-blank,10,,,,,,,,,,,10000000,10000000,-22768564555000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,1,6,10740992414960,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,2,12,10738139829920,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,4,24,10732434659840,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,8,48,10721024319680,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,16,96,10698203639360,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,32,192,10652562278720,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,64,384,10561279557440,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,128,768,10378714114880,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,256,1536,10013583229760,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,1024,6144,7822797919040,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,10000,60000,-17782005400000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,100000,600000,-274514659000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,1000000,6000000,-2841841195000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,balanced-six-depth-cycle,0,,full-stack-from-blank,10,,,,,,,,,,,10000000,60000000,-28515106555000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,1,1,10744150691600,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,2,2,10744456383200,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,4,4,10745067766400,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,8,8,10746290532800,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,16,16,10748736065600,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,32,32,10753627131200,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,64,64,10763409262400,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,128,128,10782973524800,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,256,256,10822102049600,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,1024,1024,11056873198400,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,10000,10000,13800761000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,100000,100000,41313005000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,1000000,1000000,316435445000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,5,full-stack-from-blank,100,,,,,,,,,,,10000000,10000000,3067659845000000,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,1,1,10744087691600,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,2,2,10744330383200,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,4,4,10744815766400,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,8,8,10745786532800,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,16,16,10747728065600,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,32,32,10751611131200,,
horizon,reflected-compaction-economics-re0-v1,definitive,true,true,exclusive-depth,0,8,full-stack-from-blank,100,,,,,,,,,,,64,64,10759377262400,,
