case,model,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_updates,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
127,cc0_model,one_incoming_not_participating,7800001,5,production,true,true,true,,1,1,0,0,7,10,8,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
128,cc0_model,nearby_unrelated_topology,7800001,5,reference,true,true,true,,1,1,0,0,9,13,8,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
128,cc0_model,nearby_unrelated_topology,7800001,5,production,true,true,true,,1,1,0,0,9,13,8,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
129,cc0_model,useful_two_link_relation,7800001,6,reference,true,true,true,,1,1,0,1,9,13,16,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
129,cc0_model,useful_two_link_relation,7800001,6,production,true,true,true,,1,1,0,1,9,13,16,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
130,cc0_model,unsupported_relation,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
130,cc0_model,unsupported_relation,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
131,cc0_model,one_incident_arrow_survives,7800001,6,reference,true,true,true,,0,0,1,1,2,2,16,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
131,cc0_model,one_incident_arrow_survives,7800001,6,production,true,true,true,,0,0,1,1,2,2,16,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
132,cc0_model,all_incident_arrows_gone,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
132,cc0_model,all_incident_arrows_gone,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
133,cc0_model,generation_safe_reuse,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
133,cc0_model,generation_safe_reuse,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
134,cc0_model,two_participating_incoming,7800001,6,reference,true,true,true,,1,1,0,0,9,13,9,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
134,cc0_model,two_participating_incoming,7800001,6,production,true,true,true,,1,1,0,0,9,13,9,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
135,cc0_model,one_incoming_not_participating,7800001,6,reference,true,true,true,,1,1,0,0,7,10,9,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
135,cc0_model,one_incoming_not_participating,7800001,6,production,true,true,true,,1,1,0,0,7,10,9,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
136,cc0_model,nearby_unrelated_topology,7800001,6,reference,true,true,true,,1,1,0,0,9,13,9,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
136,cc0_model,nearby_unrelated_topology,7800001,6,production,true,true,true,,1,1,0,0,9,13,9,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
137,cc0_model,useful_two_link_relation,7800001,7,reference,true,true,true,,1,1,0,1,9,13,17,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
137,cc0_model,useful_two_link_relation,7800001,7,production,true,true,true,,1,1,0,1,9,13,17,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
138,cc0_model,unsupported_relation,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
138,cc0_model,unsupported_relation,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
139,cc0_model,one_incident_arrow_survives,7800001,7,reference,true,true,true,,0,0,1,1,2,2,17,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
139,cc0_model,one_incident_arrow_survives,7800001,7,production,true,true,true,,0,0,1,1,2,2,17,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
140,cc0_model,all_incident_arrows_gone,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
140,cc0_model,all_incident_arrows_gone,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
141,cc0_model,generation_safe_reuse,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
141,cc0_model,generation_safe_reuse,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
142,cc0_model,two_participating_incoming,7800001,7,reference,true,true,true,,1,1,0,0,9,13,10,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
142,cc0_model,two_participating_incoming,7800001,7,production,true,true,true,,1,1,0,0,9,13,10,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
143,cc0_model,one_incoming_not_participating,7800001,7,reference,true,true,true,,1,1,0,0,7,10,10,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
143,cc0_model,one_incoming_not_participating,7800001,7,production,true,true,true,,1,1,0,0,7,10,10,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
144,cc0_model,nearby_unrelated_topology,7800001,7,reference,true,true,true,,1,1,0,0,9,13,10,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
144,cc0_model,nearby_unrelated_topology,7800001,7,production,true,true,true,,1,1,0,0,9,13,10,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
145,cc0_model,useful_two_link_relation,7800001,8,reference,true,true,true,,1,1,0,1,9,13,18,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
145,cc0_model,useful_two_link_relation,7800001,8,production,true,true,true,,1,1,0,1,9,13,18,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
146,cc0_model,unsupported_relation,7800001,8,reference,true,true,true,,0,0,1,2,3,3,18,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
146,cc0_model,unsupported_relation,7800001,8,production,true,true,true,,0,0,1,2,3,3,18,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
147,cc0_model,one_incident_arrow_survives,7800001,8,reference,true,true,true,,0,0,1,1,2,2,18,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
147,cc0_model,one_incident_arrow_survives,7800001,8,production,true,true,true,,0,0,1,1,2,2,18,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
148,cc0_model,all_incident_arrows_gone,7800001,8,reference,true,true,true,,0,0,1,2,3,3,18,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
148,cc0_model,all_incident_arrows_gone,7800001,8,production,true,true,true,,0,0,1,2,3,3,18,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
149,cc0_model,generation_safe_reuse,7800001,8,reference,true,true,true,,0,0,1,2,3,3,18,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
149,cc0_model,generation_safe_reuse,7800001,8,production,true,true,true,,0,0,1,2,3,3,18,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
150,cc0_model,two_participating_incoming,7800001,8,reference,true,true,true,,1,1,0,0,9,13,11,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
150,cc0_model,two_participating_incoming,7800001,8,production,true,true,true,,1,1,0,0,9,13,11,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
151,cc0_model,one_incoming_not_participating,7800001,8,reference,true,true,true,,1,1,0,0,7,10,11,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
151,cc0_model,one_incoming_not_participating,7800001,8,production,true,true,true,,1,1,0,0,7,10,11,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
152,cc0_model,nearby_unrelated_topology,7800001,8,reference,true,true,true,,1,1,0,0,9,13,11,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
152,cc0_model,nearby_unrelated_topology,7800001,8,production,true,true,true,,1,1,0,0,9,13,11,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
153,cc0_model,useful_two_link_relation,7800001,9,reference,true,true,true,,1,1,0,1,9,13,19,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
153,cc0_model,useful_two_link_relation,7800001,9,production,true,true,true,,1,1,0,1,9,13,19,true,834b2f42ccf7fd65bcb89229fb3fbe11a165336182ccdb34d587d9dfd282e1f8,model=independent_cell_persistence;cell=Some(4);incoming=Some(1);outgoing=Some(4);live10=(Some(true); false; true);fires=1->1
154,cc0_model,unsupported_relation,7800001,9,reference,true,true,true,,0,0,1,2,3,3,19,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
154,cc0_model,unsupported_relation,7800001,9,production,true,true,true,,0,0,1,2,3,3,19,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,state=(Some(false); false; false; Some(10))
155,cc0_model,one_incident_arrow_survives,7800001,9,reference,true,true,true,,0,0,1,1,2,2,19,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
155,cc0_model,one_incident_arrow_survives,7800001,9,production,true,true,true,,0,0,1,1,2,2,19,true,9466c2309c6c70ed1ecde3555e99f726b14371ede6cad596ab78b09b616ee747,state=(Some(false); true; false)
156,cc0_model,all_incident_arrows_gone,7800001,9,reference,true,true,true,,0,0,1,2,3,3,19,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
156,cc0_model,all_incident_arrows_gone,7800001,9,production,true,true,true,,0,0,1,2,3,3,19,true,a6992932fd4bdc6e4c0013d164506560aff26507f12b1912292b17ebd97fe1a6,death=Some(10)
157,cc0_model,generation_safe_reuse,7800001,9,reference,true,true,true,,0,0,1,2,3,3,19,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
157,cc0_model,generation_safe_reuse,7800001,9,production,true,true,true,,0,0,1,2,3,3,19,true,6b13d6ec4e6fea1a0883365ea5272c5f55341691044639615e7eb609db11eea1,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
158,cc0_model,two_participating_incoming,7800001,9,reference,true,true,true,,1,1,0,0,9,13,12,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
158,cc0_model,two_participating_incoming,7800001,9,production,true,true,true,,1,1,0,0,9,13,12,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
159,cc0_model,one_incoming_not_participating,7800001,9,reference,true,true,true,,1,1,0,0,7,10,12,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
159,cc0_model,one_incoming_not_participating,7800001,9,production,true,true,true,,1,1,0,0,7,10,12,true,cf8e27fbaf896d0f95f599a8df4189bdb94a968ca24dff83bbec02b23eacc695,state=(Some(1); Some(1); Some(4); Some(4))
160,cc0_model,nearby_unrelated_topology,7800001,9,reference,true,true,true,,1,1,0,0,9,13,12,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
160,cc0_model,nearby_unrelated_topology,7800001,9,production,true,true,true,,1,1,0,0,9,13,12,true,1dd1a460b96a640a7e1ed01b6437ad5354f49b24cfa25caba7df77083963d635,state=(Some(1); Some(4); Some(1); Some(4))
