stage,seed,depth,history,states,physical_sides,handles,complete,structurally_valid,naturally_quiescent,duplicate_exact,one_propagation,permanent_fingerprint,start_fingerprint,trace_fingerprint,end_fingerprint,work,cell_distinct,cell_trace_distinct,cell_passed
GATE,2220000002,32,0,01320132013201320132013201320132,00000000000000000000000000000000,11111111111111111111111111111111,true,true,true,true,true,7332784749993422849,4400580971225910810,4299650354268645672,11388310149216087907,1106842,64,64,true
GATE,2220000002,32,1,02013202013202013202013202013202,10000010000010000010000010000010,01111101111101111101111101111101,true,true,true,true,true,7332784749993422849,6042432467920509394,14484110782270870141,14236445240325916155,1106854,64,64,true
GATE,2220000002,32,2,01013201013201013201013201013201,01000001000001000001000001000001,10111110111110111110111110111110,true,true,true,true,true,7332784749993422849,15904253313592451810,2409028013374455006,9378201654108182511,1106866,64,64,true
GATE,2220000002,32,3,02320131013202320131013202320131,11000011000011000011000011000011,00111100111100111100111100111100,true,true,true,true,true,7332784749993422849,5613906378585228954,4570721966104794594,9760338889817578023,1106842,64,64,true
GATE,2220000002,32,4,01313201313201313201313201313201,00100000100000100000100000100000,11011111011111011111011111011111,true,true,true,true,true,7332784749993422849,16280872593885708930,17661093226096107412,14691352108422813035,1106836,64,64,true
GATE,2220000002,32,5,02020131313202020131313202020131,10100010100010100010100010100010,01011101011101011101011101011101,true,true,true,true,true,7332784749993422849,13959405414383757754,5025815681772374107,9717383314215934595,1106848,64,64,true
GATE,2220000002,32,6,01020132313201020132313201020132,01100001100001100001100001100001,10011110011110011110011110011110,true,true,true,true,true,7332784749993422849,11895084482704119242,3818639481522223061,17196479468993938791,1106848,64,64,true
GATE,2220000002,32,7,02313202313202313202313202313202,11100011100011100011100011100011,00011100011100011100011100011100,true,true,true,true,true,7332784749993422849,5266138675707630562,14663965630028899335,1469820161711266575,1106824,64,64,true
GATE,2220000002,32,8,01323201323201323201323201323201,00010000010000010000010000010000,11101111101111101111101111101111,true,true,true,true,true,7332784749993422849,5255749274096830362,12348470343128522934,14968506053537810539,1106826,64,64,true
GATE,2220000002,32,9,02010131323202010131323202010131,10010010010010010010010010010010,01101101101101101101101101101101,true,true,true,true,true,7332784749993422849,7966836223973916834,10761726361507584315,12588944970169243623,1106850,64,64,true
GATE,2220000002,32,10,01010132323201010132323201010132,01010001010001010001010001010001,10101110101110101110101110101110,true,true,true,true,true,7332784749993422849,12693711563231572658,4004333110147148069,983713410338779051,1106850,64,64,true
GATE,2220000002,32,11,02323202323202323202323202323202,11010011010011010011010011010011,00101100101100101100101100101100,true,true,true,true,true,7332784749993422849,7267461532682317018,5376105057958674909,11035203714621208271,1106814,64,64,true
GATE,2220000002,32,12,01310132023201310132023201310132,00110000110000110000110000110000,11001111001111001111001111001111,true,true,true,true,true,7332784749993422849,7704982976466082450,3990423308732348092,18234962728188159831,1106844,64,64,true
GATE,2220000002,32,13,02023202023202023202023202023202,10110010110010110010110010110010,01001101001101001101001101001101,true,true,true,true,true,7332784749993422849,5544685660183897466,17902186220287942455,11935943572405110059,1106844,64,64,true
GATE,2220000002,32,14,01023201023201023201023201023201,01110001110001110001110001110001,10001110001110001110001110001110,true,true,true,true,true,7332784749993422849,15615116369791355114,861084478643178796,14407072359439394143,1106856,64,64,true
GATE,2220000002,32,15,02310131023202310131023202310131,11110011110011110011110011110011,00001100001100001100001100001100,true,true,true,true,true,7332784749993422849,10011352047646531858,1697723735042138742,9121190333214482347,1106844,64,64,true
GATE,2220000002,32,16,01320201320201320201320201320201,00001000001000001000001000001000,11110111110111110111110111110111,true,true,true,true,true,7332784749993422849,2838573054802207610,4001258091331620118,9797588086991117599,1106856,64,64,true
GATE,2220000002,32,17,02013131320202013131320202013131,10001010001010001010001010001010,01110101110101110101110101110101,true,true,true,true,true,7332784749993422849,8137187980483963602,17877296368815732302,13582957900612582043,1106844,64,64,true
GATE,2220000002,32,18,01013132320201013132320201013132,01001001001001001001001001001001,10110110110110110110110110110110,true,true,true,true,true,7332784749993422849,2309944825386654322,2225188971791197376,5423345877700039567,1106844,64,64,true
GATE,2220000002,32,19,02320202320202320202320202320202,11001011001011001011001011001011,00110100110100110100110100110100,true,true,true,true,true,7332784749993422849,10354812977716046986,10879162686136759897,3518860115203590323,1106844,64,64,true
GATE,2220000002,32,20,01313132020201313132020201313132,00101000101000101000101000101000,11010111010111010111010111010111,true,true,true,true,true,7332784749993422849,15367997909481217730,13596247341849759701,13722772994068293307,1106838,64,64,true
GATE,2220000002,32,21,02020202020202020202020202020202,10101010101010101010101010101010,01010101010101010101010101010101,true,true,true,true,true,7332784749993422849,15264968753928363546,6395576302636349811,866463670453424527,1106874,64,64,true
GATE,2220000002,32,22,01020201020201020201020201020201,01101001101001101001101001101001,10010110010110010110010110010110,true,true,true,true,true,7332784749993422849,1333958584557552442,5958336807109712588,16858679418607626179,1106886,64,64,true
GATE,2220000002,32,23,02313131020202313131020202313131,11101011101011101011101011101011,00010100010100010100010100010100,true,true,true,true,true,7332784749993422849,4733209906633991026,12269406259017283927,17224613589207771263,1106838,64,64,true
GATE,2220000002,32,24,01323132010201323132010201323132,00011000011000011000011000011000,11100111100111100111100111100111,true,true,true,true,true,7332784749993422849,9228898542985583946,1893064752570431601,15424182026931790203,1106836,64,64,true
GATE,2220000002,32,25,02010202010202010202010202010202,10011010011010011010011010011010,01100101100101100101100101100101,true,true,true,true,true,7332784749993422849,7765009196160676722,17997368047467232281,11443652328802457619,1106884,64,64,true
GATE,2220000002,32,26,01010201010201010201010201010201,01011001011001011001011001011001,10100110100110100110100110100110,true,true,true,true,true,7332784749993422849,8774432638948251602,17686723468797549250,10665494915418516231,1106896,64,64,true
GATE,2220000002,32,27,02323131010202323131010202323131,11011011011011011011011011011011,00100100100100100100100100100100,true,true,true,true,true,7332784749993422849,10624786757901809434,13152930307199818703,17872408921616041039,1106836,64,64,true
GATE,2220000002,32,28,01310201310201310201310201310201,00111000111000111000111000111000,11000111000111000111000111000111,true,true,true,true,true,7332784749993422849,734198666474577954,305765911513530432,3044573536748915731,1106866,64,64,true
GATE,2220000002,32,29,02023131310202023131310202023131,10111010111010111010111010111010,01000101000101000101000101000101,true,true,true,true,true,7332784749993422849,15220986493215859690,16307267533084239738,2840812599745127899,1106842,64,64,true
GATE,2220000002,32,30,01023132310201023132310201023132,01111001111001111001111001111001,10000110000110000110000110000110,true,true,true,true,true,7332784749993422849,15307112690275646442,4834082331056092408,7083428314688551551,1106842,64,64,true
GATE,2220000002,32,31,02310202310202310202310202310202,11111011111011111011111011111011,00000100000100000100000100000100,true,true,true,true,true,7332784749993422849,7767308351798249394,4286020714499227163,2876058659813090103,1106854,64,64,true
GATE,2220000002,32,32,01320101320101320101320101320101,00000100000100000100000100000100,11111011111011111011111011111011,true,true,true,true,true,7332784749993422849,13193354408270776770,144833424770209470,15535204338384258139,1106866,64,64,true
GATE,2220000002,32,33,02013231320102013231320102013231,10000110000110000110000110000110,01111001111001111001111001111001,true,true,true,true,true,7332784749993422849,7721958109075950906,16990796661691455429,814839323592107619,1106842,64,64,true
GATE,2220000002,32,34,01013232320101013232320101013232,01000101000101000101000101000101,10111010111010111010111010111010,true,true,true,true,true,7332784749993422849,992352905422188378,14862314727243857059,9831677307689543575,1106842,64,64,true
GATE,2220000002,32,35,02320102320102320102320102320102,11000111000111000111000111000111,00111000111000111000111000111000,true,true,true,true,true,7332784749993422849,15501499792073029778,5151065258745495401,6304363541428214927,1106854,64,64,true
GATE,2220000002,32,36,01313232020101313232020101313232,00100100100100100100100100100100,11011011011011011011011011011011,true,true,true,true,true,7332784749993422849,17506738601501754890,12930488292269735558,17214157828727377155,1106836,64,64,true
GATE,2220000002,32,37,02020102020102020102020102020102,10100110100110100110100110100110,01011001011001011001011001011001,true,true,true,true,true,7332784749993422849,9977602781710487650,15259295093890978395,16608407227559117131,1106884,64,64,true
GATE,2220000002,32,38,01020101020101020101020101020101,01100101100101100101100101100101,10011010011010011010011010011010,true,true,true,true,true,7332784749993422849,10075240032156697922,10692949082984642180,3625638112132326783,1106896,64,64,true
GATE,2220000002,32,39,02313231020102313231020102313231,11100111100111100111100111100111,00011000011000011000011000011000,true,true,true,true,true,7332784749993422849,4079506471029571578,7621146945621658988,17560489613234531207,1106836,64,64,true
GATE,2220000002,32,40,01323232010101323232010101323232,00010100010100010100010100010100,11101011101011101011101011101011,true,true,true,true,true,7332784749993422849,4093971652112464498,2229186539170805690,5020366860974980787,1106834,64,64,true
GATE,2220000002,32,41,02010102010102010102010102010102,10010110010110010110010110010110,01101001101001101001101001101001,true,true,true,true,true,7332784749993422849,10780361106934134234,14196402296812600113,12028649761129487791,1106894,64,64,true
GATE,2220000002,32,42,01010101010101010101010101010101,01010101010101010101010101010101,10101010101010101010101010101010,true,true,true,true,true,7332784749993422849,16186702238541390874,16531900819482367650,324947971840268035,1106906,64,64,true
GATE,2220000002,32,43,02323231010102323231010102323231,11010111010111010111010111010111,00101000101000101000101000101000,true,true,true,true,true,7332784749993422849,3016741702981507938,281621873423949020,13516696463612977735,1106834,64,64,true
GATE,2220000002,32,44,01310101310101310101310101310101,00110100110100110100110100110100,11001011001011001011001011001011,true,true,true,true,true,7332784749993422849,14461666981153867018,12616501835202962548,1656646980816192063,1106876,64,64,true
GATE,2220000002,32,45,02023231310102023231310102023231,10110110110110110110110110110110,01001001001001001001001001001001,true,true,true,true,true,7332784749993422849,9782789062806473202,15169370252293698085,4873774457757931123,1106840,64,64,true
GATE,2220000002,32,46,01023232310101023232310101023232,01110101110101110101110101110101,10001010001010001010001010001010,true,true,true,true,true,7332784749993422849,15532591948925496338,5617806060611074351,12649884377681767159,1106840,64,64,true
GATE,2220000002,32,47,02310102310102310102310102310102,11110111110111110111110111110111,00001000001000001000001000001000,true,true,true,true,true,7332784749993422849,10770885421142055610,14597965676228246951,7756618203285241539,1106864,64,64,true
GATE,2220000002,32,48,01320232013101320232013101320232,00001100001100001100001100001100,11110011110011110011110011110011,true,true,true,true,true,7332784749993422849,4504029636578091458,12213579306327169315,9855506492228063791,1106840,64,64,true
GATE,2220000002,32,49,02013102013102013102013102013102,10001110001110001110001110001110,01110001110001110001110001110001,true,true,true,true,true,7332784749993422849,7753966666648445786,4393952943457159989,17872313544376745659,1106864,64,64,true
GATE,2220000002,32,50,01013101013101013101013101013101,01001101001101001101001101001101,10110010110010110010110010110010,true,true,true,true,true,7332784749993422849,11979250974390518538,17065627493839599894,1264656163268784383,1106876,64,64,true
GATE,2220000002,32,51,02320231013102320231013102320231,11001111001111001111001111001111,00110000110000110000110000110000,true,true,true,true,true,7332784749993422849,16617039470817699938,5483250509525803201,6170075966959225539,1106840,64,64,true
GATE,2220000002,32,52,01313101313101313101313101313101,00101100101100101100101100101100,11010011010011010011010011010011,true,true,true,true,true,7332784749993422849,15190181607760286122,14894400155779698696,3092018858310568043,1106846,64,64,true
GATE,2220000002,32,53,02020231313102020231313102020231,10101110101110101110101110101110,01010001010001010001010001010001,true,true,true,true,true,7332784749993422849,17478149092092854050,13750510238473615044,14747428376084163839,1106846,64,64,true
GATE,2220000002,32,54,01020232313101020232313101020232,01101101101101101101101101101101,10010010010010010010010010010010,true,true,true,true,true,7332784749993422849,888429296542322066,3737913625386475658,3312980595731743155,1106846,64,64,true
GATE,2220000002,32,55,02313102313102313102313102313102,11101111101111101111101111101111,00010000010000010000010000010000,true,true,true,true,true,7332784749993422849,10338268451707922410,11822931362117945963,11574596114549369855,1106834,64,64,true
GATE,2220000002,32,56,01323101323101323101323101323101,00011100011100011100011100011100,11100011100011100011100011100011,true,true,true,true,true,7332784749993422849,8810907500144298370,3769127123586120634,12622192148213958523,1106836,64,64,true
GATE,2220000002,32,57,02010231323102010231323102010231,10011110011110011110011110011110,01100001100001100001100001100001,true,true,true,true,true,7332784749993422849,8043050792110642826,11216482742701279204,5545737666475452323,1106848,64,64,true
GATE,2220000002,32,58,01010232323101010232323101010232,01011101011101011101011101011101,10100010100010100010100010100010,true,true,true,true,true,7332784749993422849,10121510146278485210,1807966599859360002,13763221877492761911,1106848,64,64,true
GATE,2220000002,32,59,02323102323102323102323102323102,11011111011111011111011111011111,00100000100000100000100000100000,true,true,true,true,true,7332784749993422849,2289301536934057794,16157824229501414873,4839911614941300047,1106824,64,64,true
GATE,2220000002,32,60,01310232023101310232023101310232,00111100111100111100111100111100,11000011000011000011000011000011,true,true,true,true,true,7332784749993422849,2327770318683583610,13192282181043740595,2643095344588681219,1106842,64,64,true
GATE,2220000002,32,61,02023102023102023102023102023102,10111110111110111110111110111110,01000001000001000001000001000001,true,true,true,true,true,7332784749993422849,12003381281103361538,6360712007338154323,15041458015584189771,1106854,64,64,true
GATE,2220000002,32,62,01023101023101023101023101023101,01111101111101111101111101111101,10000010000010000010000010000010,true,true,true,true,true,7332784749993422849,8273644746674542258,13620377175002478200,14707529290713467119,1106866,64,64,true
GATE,2220000002,32,63,02310231023102310231023102310231,11111111111111111111111111111111,00000000000000000000000000000000,true,true,true,true,true,7332784749993422849,17918273459654170874,148178006462767689,14543614011162742151,1106842,64,64,true
GATE,2220000003,32,0,01320132013201320132013201320132,00000000000000000000000000000000,00000000000000000000000000000000,true,true,true,true,true,3778066859460637726,18083921853557786731,13797111875777296580,11380901935058159516,1106842,64,64,true
GATE,2220000003,32,1,02013202013202013202013202013202,10000010000010000010000010000010,10000010000010000010000010000010,true,true,true,true,true,3778066859460637726,4798659135100910703,1262101397051534140,7975855018965401288,1106854,64,64,true
GATE,2220000003,32,2,01013201013201013201013201013201,01000001000001000001000001000001,01000001000001000001000001000001,true,true,true,true,true,3778066859460637726,16096277434629036319,7198281640198246701,12807747420227037364,1106866,64,64,true
GATE,2220000003,32,3,02320131013202320131013202320131,11000011000011000011000011000011,11000011000011000011000011000011,true,true,true,true,true,3778066859460637726,5168638194413975731,13616025435293307333,9441243397012626448,1106842,64,64,true
GATE,2220000003,32,4,01313201313201313201313201313201,00100000100000100000100000100000,00100000100000100000100000100000,true,true,true,true,true,3778066859460637726,1374005340326846803,12943546356196223084,5950471467547979784,1106836,64,64,true
GATE,2220000003,32,5,02020131313202020131313202020131,10100010100010100010100010100010,10100010100010100010100010100010,true,true,true,true,true,3778066859460637726,9383252279161666775,2572481308353696509,474663017907999504,1106848,64,64,true
GATE,2220000003,32,6,01020132313201020132313201020132,01100001100001100001100001100001,01100001100001100001100001100001,true,true,true,true,true,3778066859460637726,6578511376261806471,17962099631228003803,2905127203567707700,1106848,64,64,true
GATE,2220000003,32,7,02313202313202313202313202313202,11100011100011100011100011100011,11100011100011100011100011100011,true,true,true,true,true,3778066859460637726,6251528163822441115,3293340892419277226,16603550954241487252,1106824,64,64,true
GATE,2220000003,32,8,01323201323201323201323201323201,00010000010000010000010000010000,00010000010000010000010000010000,true,true,true,true,true,3778066859460637726,18227792057723720947,13038042180857626883,10017093487315259348,1106826,64,64,true
GATE,2220000003,32,9,02010131323202010131323202010131,10010010010010010010010010010010,10010010010010010010010010010010,true,true,true,true,true,3778066859460637726,11685744692409450823,17439534662278196363,11430146903663132520,1106850,64,64,true
GATE,2220000003,32,10,01010132323201010132323201010132,01010001010001010001010001010001,01010001010001010001010001010001,true,true,true,true,true,3778066859460637726,18117627185148803175,10936836501496752113,2702740947117116764,1106850,64,64,true
GATE,2220000003,32,11,02323202323202323202323202323202,11010011010011010011010011010011,11010011010011010011010011010011,true,true,true,true,true,3778066859460637726,18427962580084487275,7107608762119585649,17022352457314849360,1106814,64,64,true
GATE,2220000003,32,12,01310132023201310132023201310132,00110000110000110000110000110000,00110000110000110000110000110000,true,true,true,true,true,3778066859460637726,16153445829672508251,12149396458804260183,10787723152006419816,1106844,64,64,true
GATE,2220000003,32,13,02023202023202023202023202023202,10110010110010110010110010110010,10110010110010110010110010110010,true,true,true,true,true,3778066859460637726,3499028451953724015,7101265000945385046,13424519655526097784,1106844,64,64,true
GATE,2220000003,32,14,01023201023201023201023201023201,01110001110001110001110001110001,01110001110001110001110001110001,true,true,true,true,true,3778066859460637726,16827199152184450863,6550486583601151859,3836347745857998740,1106856,64,64,true
GATE,2220000003,32,15,02310131023202310131023202310131,11110011110011110011110011110011,11110011110011110011110011110011,true,true,true,true,true,3778066859460637726,18401094976097024115,1740556353789821234,17694925414404958204,1106844,64,64,true
GATE,2220000003,32,16,01320201320201320201320201320201,00001000001000001000001000001000,00001000001000001000001000001000,true,true,true,true,true,3778066859460637726,15836850917680086355,10277539552946201231,2807209463596314996,1106856,64,64,true
GATE,2220000003,32,17,02013131320202013131320202013131,10001010001010001010001010001010,10001010001010001010001010001010,true,true,true,true,true,3778066859460637726,10463228885681916263,10642548603685153091,1256116426869593048,1106844,64,64,true
GATE,2220000003,32,18,01013132320201013132320201013132,01001001001001001001001001001001,01001001001001001001001001001001,true,true,true,true,true,3778066859460637726,14088597611616312551,924022700738737553,11200582594250077772,1106844,64,64,true
GATE,2220000003,32,19,02320202320202320202320202320202,11001011001011001011001011001011,11001011001011001011001011001011,true,true,true,true,true,3778066859460637726,17004731488671905835,9111781089019619933,915147836054048336,1106844,64,64,true
GATE,2220000003,32,20,01313132020201313132020201313132,00101000101000101000101000101000,00101000101000101000101000101000,true,true,true,true,true,3778066859460637726,3295634816573037627,4525237658337204579,257745357590694728,1106838,64,64,true
GATE,2220000003,32,21,02020202020202020202020202020202,10101010101010101010101010101010,10101010101010101010101010101010,true,true,true,true,true,3778066859460637726,16482885456165482799,12967999446939013810,12834902670285922408,1106874,64,64,true
GATE,2220000003,32,22,01020201020201020201020201020201,01101001101001101001101001101001,01101001101001101001101001101001,true,true,true,true,true,3778066859460637726,12946827736377151407,5114906700455580867,6734456131194568964,1106886,64,64,true
GATE,2220000003,32,23,02313131020202313131020202313131,11101011101011101011101011101011,11101011101011101011101011101011,true,true,true,true,true,3778066859460637726,13950436289975797267,7758339140854466418,7289486999991430332,1106838,64,64,true
GATE,2220000003,32,24,01323132010201323132010201323132,00011000011000011000011000011000,00011000011000011000011000011000,true,true,true,true,true,3778066859460637726,6419538230687576699,6589625186415834488,3876332441855966404,1106836,64,64,true
GATE,2220000003,32,25,02010202010202010202010202010202,10011010011010011010011010011010,10011010011010011010011010011010,true,true,true,true,true,3778066859460637726,15512559878619900863,6557741405328584988,6401583232331103984,1106884,64,64,true
GATE,2220000003,32,26,01010201010201010201010201010201,01011001011001011001011001011001,01011001011001011001011001011001,true,true,true,true,true,3778066859460637726,1099248888897973039,12668978093495227945,14578757219888692668,1106896,64,64,true
GATE,2220000003,32,27,02323131010202323131010202323131,11011011011011011011011011011011,11011011011011011011011011011011,true,true,true,true,true,3778066859460637726,17952861130988542275,3973369372878268189,12732464143950896120,1106836,64,64,true
GATE,2220000003,32,28,01310201310201310201310201310201,00111000111000111000111000111000,00111000111000111000111000111000,true,true,true,true,true,3778066859460637726,8260555902927641923,1279859385709552472,16680672119212608224,1106866,64,64,true
GATE,2220000003,32,29,02023131310202023131310202023131,10111010111010111010111010111010,10111010111010111010111010111010,true,true,true,true,true,3778066859460637726,18038181723014339559,17781628999423361401,11590946153517019224,1106842,64,64,true
GATE,2220000003,32,30,01023132310201023132310201023132,01111001111001111001111001111001,01111001111001111001111001111001,true,true,true,true,true,3778066859460637726,10005694822245697591,9530813351272532823,232552904732960220,1106842,64,64,true
GATE,2220000003,32,31,02310202310202310202310202310202,11111011111011111011111011111011,11111011111011111011111011111011,true,true,true,true,true,3778066859460637726,3556136156366317867,16755526265493299694,9726345616714623756,1106854,64,64,true
GATE,2220000003,32,32,01320101320101320101320101320101,00000100000100000100000100000100,00000100000100000100000100000100,true,true,true,true,true,3778066859460637726,17144176469957414871,17811770666165774158,17361570395846845476,1106866,64,64,true
GATE,2220000003,32,33,02013231320102013231320102013231,10000110000110000110000110000110,10000110000110000110000110000110,true,true,true,true,true,3778066859460637726,17688082761464233755,8037205683677745750,17918176570895802040,1106842,64,64,true
GATE,2220000003,32,34,01013232320101013232320101013232,01000101000101000101000101000101,01000101000101000101000101000101,true,true,true,true,true,3778066859460637726,13731696464612140587,8977073083888006756,2171746551111042076,1106842,64,64,true
GATE,2220000003,32,35,02320102320102320102320102320102,11000111000111000111000111000111,11000111000111000111000111000111,true,true,true,true,true,3778066859460637726,8774505752501321567,7025435749523755508,6049779870709221488,1106854,64,64,true
GATE,2220000003,32,36,01313232020101313232020101313232,00100100100100100100100100100100,00100100100100100100100100100100,true,true,true,true,true,3778066859460637726,4753300336636914719,17022503499863409574,2832397269089215352,1106836,64,64,true
GATE,2220000003,32,37,02020102020102020102020102020102,10100110100110100110100110100110,10100110100110100110100110100110,true,true,true,true,true,3778066859460637726,13032216593016415971,5086425413672048383,5529827582714611816,1106884,64,64,true
GATE,2220000003,32,38,01020101020101020101020101020101,01100101100101100101100101100101,01100101100101100101100101100101,true,true,true,true,true,3778066859460637726,4547202381781862963,17291100878885860282,8516282275664764532,1106896,64,64,true
GATE,2220000003,32,39,02313231020102313231020102313231,11100111100111100111100111100111,11100111100111100111100111100111,true,true,true,true,true,3778066859460637726,16120516462497912711,8942030904013634563,1425075960103921756,1106836,64,64,true
GATE,2220000003,32,40,01323232010101323232010101323232,00010100010100010100010100010100,00010100010100010100010100010100,true,true,true,true,true,3778066859460637726,772979274387584959,14372030477152360161,6844901886122604052,1106834,64,64,true
GATE,2220000003,32,41,02010102010102010102010102010102,10010110010110010110010110010110,10010110010110010110010110010110,true,true,true,true,true,3778066859460637726,8672507498330309523,10741068151568470969,5029033426250675760,1106894,64,64,true
GATE,2220000003,32,42,01010101010101010101010101010101,01010101010101010101010101010101,01010101010101010101010101010101,true,true,true,true,true,3778066859460637726,13069818078641711731,16074679506047369432,33958891458763884,1106906,64,64,true
GATE,2220000003,32,43,02323231010102323231010102323231,11010111010111010111010111010111,11010111010111010111010111010111,true,true,true,true,true,3778066859460637726,13994356310034672119,135749130627908752,12657704959573758808,1106834,64,64,true
GATE,2220000003,32,44,01310101310101310101310101310101,00110100110100110100110100110100,00110100110100110100110100110100,true,true,true,true,true,3778066859460637726,5968204499227654535,3394647291794839629,17630517511985208992,1106876,64,64,true
GATE,2220000003,32,45,02023231310102023231310102023231,10110110110110110110110110110110,10110110110110110110110110110110,true,true,true,true,true,3778066859460637726,14951758359164137563,2457883529713820028,4536989101452376120,1106840,64,64,true
GATE,2220000003,32,46,01023232310101023232310101023232,01110101110101110101110101110101,01110101110101110101110101110101,true,true,true,true,true,3778066859460637726,13953130450788050907,9791003007948390506,469450545835693804,1106840,64,64,true
GATE,2220000003,32,47,02310102310102310102310102310102,11110111110111110111110111110111,11110111110111110111110111110111,true,true,true,true,true,3778066859460637726,7639687225288667647,6882250019936557699,13728694423478807004,1106864,64,64,true
GATE,2220000003,32,48,01320232013101320232013101320232,00001100001100001100001100001100,00001100001100001100001100001100,true,true,true,true,true,3778066859460637726,18215372421766306735,3594401942991616274,7668146718322572028,1106840,64,64,true
GATE,2220000003,32,49,02013102013102013102013102013102,10001110001110001110001110001110,10001110001110001110001110001110,true,true,true,true,true,3778066859460637726,14393458358361694691,14460782842057282958,16421605077313740664,1106864,64,64,true
GATE,2220000003,32,50,01013101013101013101013101013101,01001101001101001101001101001101,01001101001101001101001101001101,true,true,true,true,true,3778066859460637726,9328343710390157731,6462022656697194763,6947682446027776628,1106876,64,64,true
GATE,2220000003,32,51,02320231013102320231013102320231,11001111001111001111001111001111,11001111001111001111001111001111,true,true,true,true,true,3778066859460637726,593618634466190631,4913495752759455575,5118510869898349088,1106840,64,64,true
GATE,2220000003,32,52,01313101313101313101313101313101,00101100101100101100101100101100,00101100101100101100101100101100,true,true,true,true,true,3778066859460637726,3690053437271768727,15725277782129503098,6543915807159869160,1106846,64,64,true
GATE,2220000003,32,53,02020231313102020231313102020231,10101110101110101110101110101110,10101110101110101110101110101110,true,true,true,true,true,3778066859460637726,9516114829040944235,14261940044886149283,12819386765493757408,1106846,64,64,true
GATE,2220000003,32,54,01020232313101020232313101020232,01101101101101101101101101101101,01101101101101101101101101101101,true,true,true,true,true,3778066859460637726,12894706797310850923,11762209511127615005,5288403928664262900,1106846,64,64,true
GATE,2220000003,32,55,02313102313102313102313102313102,11101111101111101111101111101111,11101111101111101111101111101111,true,true,true,true,true,3778066859460637726,6509943891100192367,12070585712086364004,16605226583352216516,1106834,64,64,true
GATE,2220000003,32,56,01323101323101323101323101323101,00011100011100011100011100011100,00011100011100011100011100011100,true,true,true,true,true,3778066859460637726,8797613691900843447,17820132852282547457,2248930972400655700,1106836,64,64,true
GATE,2220000003,32,57,02010231323102010231323102010231,10011110011110011110011110011110,10011110011110011110011110011110,true,true,true,true,true,3778066859460637726,3005546002661262171,5364299991989980525,9577760347226749176,1106848,64,64,true
GATE,2220000003,32,58,01010232323101010232323101010232,01011101011101011101011101011101,01011101011101011101011101011101,true,true,true,true,true,3778066859460637726,13806390212217629611,11351862983315718647,18228841172010569756,1106848,64,64,true
GATE,2220000003,32,59,02323102323102323102323102323102,11011111011111011111011111011111,11011111011111011111011111011111,true,true,true,true,true,3778066859460637726,9839561938501329183,7902194294737285659,57938572092675488,1106824,64,64,true
GATE,2220000003,32,60,01310232023101310232023101310232,00111100111100111100111100111100,00111100111100111100111100111100,true,true,true,true,true,3778066859460637726,60499589412602815,17926828570919216493,4798235394262834136,1106842,64,64,true
GATE,2220000003,32,61,02023102023102023102023102023102,10111110111110111110111110111110,10111110111110111110111110111110,true,true,true,true,true,3778066859460637726,15295050745152874115,9380158560999185236,18225956024273992584,1106854,64,64,true
GATE,2220000003,32,62,01023101023101023101023101023101,01111101111101111101111101111101,01111101111101111101111101111101,true,true,true,true,true,3778066859460637726,4774681332479474867,17048389560998859221,14515258113273533268,1106866,64,64,true
GATE,2220000003,32,63,02310231023102310231023102310231,11111111111111111111111111111111,11111111111111111111111111111111,true,true,true,true,true,3778066859460637726,1283218493004101927,10205070637904861580,5632167184981958620,1106842,64,64,true
GATE,2220000004,32,0,01320132013201320132013201320132,00000000000000000000000000000000,00000000000000000000000000000000,true,true,true,true,true,7527820650913574795,6138010647846945138,9926420057645715355,7855589744218947083,1106842,64,64,true
GATE,2220000004,32,1,02013202013202013202013202013202,10000010000010000010000010000010,10000010000010000010000010000010,true,true,true,true,true,7527820650913574795,2389196100485844330,7062653747235418136,4775336543900667779,1106854,64,64,true
GATE,2220000004,32,2,01013201013201013201013201013201,01000001000001000001000001000001,01000001000001000001000001000001,true,true,true,true,true,7527820650913574795,5216503150977248046,14904222519946066196,16399497816470361299,1106866,64,64,true
GATE,2220000004,32,3,02320131013202320131013202320131,11000011000011000011000011000011,11000011000011000011000011000011,true,true,true,true,true,7527820650913574795,5074408203620200294,13252422964810264910,17457299185787211791,1106842,64,64,true
GATE,2220000004,32,4,01313201313201313201313201313201,00100000100000100000100000100000,00100000100000100000100000100000,true,true,true,true,true,7527820650913574795,13887911542101503226,7657221363891234333,11447845463490946319,1106836,64,64,true
GATE,2220000004,32,5,02020131313202020131313202020131,10100010100010100010100010100010,10100010100010100010100010100010,true,true,true,true,true,7527820650913574795,15729170077812739874,2579373044288433929,17126553627102429535,1106848,64,64,true
GATE,2220000004,32,6,01020132313201020132313201020132,01100001100001100001100001100001,01100001100001100001100001100001,true,true,true,true,true,7527820650913574795,17956582666849415190,17485728834083227693,6628119418137359947,1106848,64,64,true
GATE,2220000004,32,7,02313202313202313202313202313202,11100011100011100011100011100011,11100011100011100011100011100011,true,true,true,true,true,7527820650913574795,8854764961473153470,442784725012008460,12724122242961926671,1106824,64,64,true
GATE,2220000004,32,8,01323201323201323201323201323201,00010000010000010000010000010000,00010000010000010000010000010000,true,true,true,true,true,7527820650913574795,2880650107251241186,8398296529214789912,16995636828520719567,1106826,64,64,true
