stage,case,namespace,matched,trained_out,crossed_out,singleton_out,source_firings,traversals,local_events,local_firings,returned_arrivals,outward,local_return_updates,structural_proposals,deallocations,work,resistance,coupling,live,local_state,arrow_count,persistent_bytes,permanent_fingerprint,complete_fingerprint,schedule_floors,quiescent,duplicate_exact,pass,note
micro,before-reversal,0xcdc000000,true,1|1,0|0,0|0|0|0,6|6|6|6|6|6|6|6|6|6|6|6,12|12|12|12|12|12,1|0|0|0|0|1,5|0|0|0|0|5,6|6|0|0|0|0|0|0|0|0|6|6,5|0|0|0|0|5,24,40,44,7395,14|14|1|0|1|0|1|0|1|0|14|14,2|2|1|0|1|0|1|0|1|0|2|2,true|true|true|false|true|false|true|false|true|false|true|true,0|1|1|1|1|0,70,5680,0x60c353800471505e,0x72dd18ae4d3d7c61,0,true,true,true,old organization acquired
micro,self-evidence-old-A-alone,0xcdc000000,true,0|0,0|0,0|0|0|0,1|0|1|0|1|0|0|0|0|0|0|0,1|1|1|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,0,2,4,314,13|13|1|0|1|0|0|0|0|0|13|13,2|2|1|0|1|0|0|0|0|0|2|2,true|true|true|false|true|false|false|false|false|false|true|true,1|1|1|0|0|0,72,5808,0x922f199d8a82780f,0xf8e87cc5aa39feec,0,true,true,true,old support is not contemporary two-source evidence
micro,after-contemporary-reversal,0xcdc000000,true,1|1,0|0,0|0|0|0,18|18|18|18|18|18|18|18|18|18|18|18,24|18|36|34|18|24,0|0|1|1|0|0,0|0|17|16|0|0,0|0|0|0|18|18|17|17|0|0|0|0,0|0|17|16|0|0,70,126,130,45226,0|0|0|0|37|37|35|35|0|0|0|0,0|0|0|0|2|2|2|2|0|0|0|0,false|false|false|false|true|true|true|true|false|false|false|false,0|0|0|0|0|0,196,13744,0x3e0a0010942dd3a2,0x56e555c7adfbe1cc,0,true,true,true,old_support_zero=true; new_support_live=true; original_generations_dead=true
micro,before-reversal,0xcdd000000,true,1|1,0|0,0|0|0|0,6|6|6|6|6|6|6|6|6|6|6|6,12|12|12|12|12|12,1|0|0|0|0|1,5|0|0|0|0|5,6|6|0|0|0|0|0|0|0|0|6|6,5|0|0|0|0|5,24,40,44,7395,14|14|1|0|1|0|1|0|1|0|14|14,2|2|1|0|1|0|1|0|1|0|2|2,true|true|true|false|true|false|true|false|true|false|true|true,0|1|1|1|1|0,70,5680,0xc2ad1a85159840d8,0x84ec362a2cee33ab,0,true,true,true,old organization acquired
micro,self-evidence-old-A-alone,0xcdd000000,true,0|0,0|0,0|0|0|0,1|0|1|0|1|0|0|0|0|0|0|0,1|1|1|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,0,2,4,314,13|13|1|0|1|0|0|0|0|0|13|13,2|2|1|0|1|0|0|0|0|0|2|2,true|true|true|false|true|false|false|false|false|false|true|true,1|1|1|0|0|0,72,5808,0x01f591c300cd2311,0x1e8edebf444e00ba,0,true,true,true,old support is not contemporary two-source evidence
micro,after-contemporary-reversal,0xcdd000000,true,1|1,0|0,0|0|0|0,18|18|18|18|18|18|18|18|18|18|18|18,24|18|36|34|18|24,0|0|1|1|0|0,0|0|17|16|0|0,0|0|0|0|18|18|17|17|0|0|0|0,0|0|17|16|0|0,70,126,130,45226,0|0|0|0|37|37|35|35|0|0|0|0,0|0|0|0|2|2|2|2|0|0|0|0,false|false|false|false|true|true|true|true|false|false|false|false,0|0|0|0|0|0,196,13744,0x5c789197e60a1b72,0x3bbd22e8dec20918,0,true,true,true,old_support_zero=true; new_support_live=true; original_generations_dead=true
micro,bootstrap-after-full-input-deallocation,0xcde000000,true,1|1,0|0,0|0|0|0,3|3|3|3|3|3|3|3|3|3|3|3,6|6|6|6|6|6,0|0|1|1|0|0,0|0|2|2|0|0,0|0|0|0|3|3|3|3|0|0|0|0,0|0|2|2|0|0,12,28,32,3591,0|1|0|1|8|8|8|8|1|0|1|0,0|1|0|1|2|2|2|2|1|0|1|0,false|true|false|true|true|true|true|true|true|false|true|false,0|0|0|0|0|0,58,4912,0x1fae77677ec5fe46,0xdb2f214199381bb0,0,true,true,true,all_initial_dead=true; subthreshold_events_before_firing=true
