stage,seed,productive_route,maturation,schedule,budget,realized_0,realized_1,returned_0,returned_1,live_0,live_1,m6_obs_0,m6_obs_1,m6_support_0,m6_support_1,m6_margin_0,m6_margin_1,m6_eligible_0,m6_eligible_1,m5_support_0,m5_support_1,m5_rejection_0,m5_rejection_1,m5_score_0,m5_score_1,abstentions,applications,independent_0,independent_1,edge,reversed
MICRO,1710000000,0,192,E1-paired,10000,5238,14762,5238,14762,1,4,5430,14762,2619,14762,0,14762,false,true,192,14381,4858,3,-4666,14378,758,19434,0,8,none,true
MICRO,1710000000,0,192,E1-paired,30000,5238,54762,5238,54762,1,4,5430,54762,2619,54762,0,54762,false,true,192,54381,4858,3,-4666,54378,758,59434,0,8,none,true
MICRO,1720000001,1,0,E0-B-only,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,0,execution edge,false
MICRO,1720000001,1,0,E0-B-only,4,4,0,4,0,4,4,4,0,4,0,4,0,true,false,1,0,0,0,1,0,3,1,4,4,none,false
MICRO,1720000001,1,0,E0-B-only,16,16,0,16,0,4,4,16,0,16,0,16,0,true,false,13,0,0,0,13,0,3,13,4,4,none,false
MICRO,1720000001,1,0,E0-B-only,64,64,0,64,0,4,1,64,0,64,0,64,0,true,false,61,0,0,0,61,0,3,61,8,0,none,true
MICRO,1720000001,1,0,E0-B-only,1024,1024,0,1024,0,4,1,1024,0,1024,0,1024,0,true,false,1021,0,0,0,1021,0,3,1021,8,0,none,true
MICRO,1720000001,1,0,E0-B-only,10000,10000,0,10000,0,4,1,10000,0,10000,0,10000,0,true,false,9997,0,0,0,9997,0,3,9997,8,0,none,true
MICRO,1720000001,1,0,E1-paired,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,0,execution edge,false
MICRO,1720000001,1,0,E1-paired,4,4,4,4,4,4,4,4,4,4,2,4,0,true,false,1,0,0,1,1,-1,6,2,4,4,none,false
MICRO,1720000001,1,0,E1-paired,16,16,16,16,16,4,4,16,16,16,8,16,0,true,false,13,0,0,13,13,-13,6,26,4,4,none,false
MICRO,1720000001,1,0,E1-paired,64,94,34,94,34,4,1,94,34,94,17,94,0,true,false,91,0,0,31,91,-31,6,122,8,0,none,true
MICRO,1720000001,1,0,E1-paired,1024,2014,34,2014,34,4,1,2014,34,2014,17,2014,0,true,false,2011,0,0,31,2011,-31,6,2042,8,0,none,true
MICRO,1720000001,1,0,E1-paired,10000,19966,34,19966,34,4,1,19966,34,19966,17,19966,0,true,false,19963,0,0,31,19963,-31,6,19994,8,0,none,true
MICRO,1720000001,1,2,E0-B-only,0,0,0,0,0,4,4,0,2,0,2,0,2,false,false,0,0,0,0,0,0,2,0,4,4,execution edge,false
MICRO,1720000001,1,2,E0-B-only,4,4,0,4,0,4,4,4,2,4,2,4,2,true,false,1,0,0,0,1,0,5,1,4,4,none,false
MICRO,1720000001,1,2,E0-B-only,16,16,0,16,0,4,4,16,2,16,2,16,2,true,false,13,0,0,0,13,0,5,13,4,4,none,false
MICRO,1720000001,1,2,E0-B-only,64,64,0,64,0,4,1,64,2,64,2,64,2,true,false,61,0,0,0,61,0,5,61,8,0,none,true
MICRO,1720000001,1,2,E0-B-only,1024,1024,0,1024,0,4,1,1024,2,1024,2,1024,2,true,false,1021,0,0,0,1021,0,5,1021,8,0,none,true
MICRO,1720000001,1,2,E0-B-only,10000,10000,0,10000,0,4,1,10000,2,10000,2,10000,2,true,false,9997,0,0,0,9997,0,5,9997,8,0,none,true
MICRO,1720000001,1,2,E1-paired,0,0,0,0,0,4,4,0,2,0,2,0,2,false,false,0,0,0,0,0,0,2,0,4,4,execution edge,false
MICRO,1720000001,1,2,E1-paired,4,4,4,4,4,4,4,4,6,4,2,4,0,true,false,1,0,0,1,1,-1,8,2,4,4,none,false
MICRO,1720000001,1,2,E1-paired,16,16,16,16,16,4,4,16,18,16,8,16,0,true,false,13,0,0,13,13,-13,8,26,4,4,none,false
MICRO,1720000001,1,2,E1-paired,64,87,41,87,41,4,1,87,43,87,21,87,1,true,false,84,0,0,38,84,-38,8,122,8,0,none,true
MICRO,1720000001,1,2,E1-paired,1024,2007,41,2007,41,4,1,2007,43,2007,21,2007,1,true,false,2004,0,0,38,2004,-38,8,2042,8,0,none,true
MICRO,1720000001,1,2,E1-paired,10000,19959,41,19959,41,4,1,19959,43,19959,21,19959,1,true,false,19956,0,0,38,19956,-38,8,19994,8,0,none,true
MICRO,1720000001,1,4,E0-B-only,0,0,0,0,0,4,4,0,4,0,4,0,4,false,true,0,1,0,0,0,1,3,1,4,4,execution edge,false
MICRO,1720000001,1,4,E0-B-only,4,4,0,4,0,4,4,4,4,4,4,4,4,true,true,0,1,3,0,-3,1,4,4,4,4,credit edge,false
MICRO,1720000001,1,4,E0-B-only,16,16,0,16,0,4,4,16,4,16,4,16,4,true,true,0,0,3,0,-3,0,16,4,4,4,credit edge,false
MICRO,1720000001,1,4,E0-B-only,64,64,0,64,0,4,4,64,4,64,4,64,4,true,true,0,0,0,0,0,0,64,4,4,4,credit edge,false
MICRO,1720000001,1,4,E0-B-only,1024,1024,0,1024,0,4,4,1024,4,1024,4,1024,4,true,true,0,0,0,0,0,0,1024,4,4,4,credit edge,false
MICRO,1720000001,1,4,E0-B-only,10000,10000,0,10000,0,4,4,10000,4,10000,4,10000,4,true,true,0,0,0,0,0,0,10000,4,4,4,credit edge,false
MICRO,1720000001,1,4,E1-paired,0,0,0,0,0,4,4,0,4,0,4,0,4,false,true,0,1,0,0,0,1,3,1,4,4,execution edge,false
MICRO,1720000001,1,4,E1-paired,4,4,4,4,4,4,4,4,8,4,4,4,2,true,true,0,4,3,0,-3,4,5,7,4,4,credit edge,false
MICRO,1720000001,1,4,E1-paired,16,16,16,16,16,4,4,16,20,16,8,16,0,true,false,11,4,3,12,8,-8,6,30,4,4,none,false
MICRO,1720000001,1,4,E1-paired,64,64,64,64,64,4,4,64,68,64,32,64,0,true,false,59,4,3,60,56,-56,6,126,4,4,none,false
MICRO,1720000001,1,4,E1-paired,1024,1960,88,1960,88,4,1,1960,92,1960,44,1960,0,true,false,1955,4,3,84,1952,-80,6,2046,8,0,none,true
MICRO,1720000001,1,4,E1-paired,10000,19912,88,19912,88,4,1,19912,92,19912,44,19912,0,true,false,19907,4,3,84,19904,-80,6,19998,8,0,none,true
MICRO,1720000001,1,6,E0-B-only,0,0,0,0,0,4,4,0,6,0,6,0,6,false,true,0,3,0,0,0,3,3,3,4,4,execution edge,false
MICRO,1720000001,1,6,E0-B-only,4,4,0,4,0,4,4,4,6,4,6,4,6,true,true,0,3,3,0,-3,3,4,6,4,4,credit edge,false
MICRO,1720000001,1,6,E0-B-only,16,16,0,16,0,4,4,16,6,16,6,16,6,true,true,0,3,3,0,-3,3,16,6,4,4,credit edge,false
MICRO,1720000001,1,6,E0-B-only,64,64,0,64,0,1,4,64,6,64,6,64,6,true,true,0,3,3,0,-3,3,64,6,0,8,credit edge,false
MICRO,1720000001,1,6,E0-B-only,1024,1024,0,1024,0,1,4,1024,6,1024,6,1024,6,true,true,0,3,3,0,-3,3,1024,6,0,8,credit edge,false
MICRO,1720000001,1,6,E0-B-only,10000,10000,0,10000,0,1,4,10000,6,10000,6,10000,6,true,true,0,3,3,0,-3,3,10000,6,0,8,credit edge,false
MICRO,1720000001,1,6,E1-paired,0,0,0,0,0,4,4,0,6,0,6,0,6,false,true,0,3,0,0,0,3,3,3,4,4,execution edge,false
MICRO,1720000001,1,6,E1-paired,4,4,4,4,4,4,4,4,10,4,6,4,4,true,true,0,6,3,0,-3,6,5,9,4,4,credit edge,false
MICRO,1720000001,1,6,E1-paired,16,16,16,16,16,4,4,16,22,16,8,16,0,true,false,7,6,3,8,4,-2,14,24,4,4,none,false
MICRO,1720000001,1,6,E1-paired,64,64,64,64,64,4,4,64,70,64,32,64,0,true,false,55,6,3,56,52,-50,14,120,4,4,none,false
MICRO,1720000001,1,6,E1-paired,1024,1921,127,1921,127,4,1,1921,133,1921,64,1921,1,true,false,1912,6,3,119,1909,-113,14,2040,8,0,none,true
MICRO,1720000001,1,6,E1-paired,10000,19873,127,19873,127,4,1,19873,133,19873,64,19873,1,true,false,19864,6,3,119,19861,-113,14,19992,8,0,none,true
MICRO,1720000001,1,8,E0-B-only,0,0,0,0,0,4,4,0,8,0,8,0,8,false,true,0,5,0,0,0,5,3,5,4,4,execution edge,false
MICRO,1720000001,1,8,E0-B-only,4,4,0,4,0,4,4,4,8,4,8,4,8,true,true,0,5,3,0,-3,5,4,8,4,4,credit edge,false
MICRO,1720000001,1,8,E0-B-only,16,16,0,16,0,4,4,16,8,16,8,16,8,true,true,0,5,3,0,-3,5,16,8,4,4,credit edge,false
MICRO,1720000001,1,8,E0-B-only,64,64,0,64,0,1,4,64,8,64,8,64,8,true,true,0,5,3,0,-3,5,64,8,0,8,credit edge,false
MICRO,1720000001,1,8,E0-B-only,1024,1024,0,1024,0,1,4,1024,8,1024,8,1024,8,true,true,0,5,3,0,-3,5,1024,8,0,8,credit edge,false
MICRO,1720000001,1,8,E0-B-only,10000,10000,0,10000,0,1,4,10000,8,10000,8,10000,8,true,true,0,5,3,0,-3,5,10000,8,0,8,credit edge,false
MICRO,1720000001,1,8,E1-paired,0,0,0,0,0,4,4,0,8,0,8,0,8,false,true,0,5,0,0,0,5,3,5,4,4,execution edge,false
MICRO,1720000001,1,8,E1-paired,4,4,4,4,4,4,4,4,12,4,8,4,6,true,true,0,8,3,0,-3,8,5,11,4,4,credit edge,false
MICRO,1720000001,1,8,E1-paired,16,16,16,16,16,1,4,16,24,16,8,16,0,true,false,3,8,3,4,0,4,22,18,0,8,formation edge,false
MICRO,1720000001,1,8,E1-paired,64,64,64,64,64,4,4,64,72,64,32,64,0,true,false,51,8,3,52,48,-44,22,114,4,4,none,false
MICRO,1720000001,1,8,E1-paired,1024,1870,178,1870,178,4,1,1870,186,1870,89,1870,0,true,false,1857,8,3,166,1854,-158,22,2034,8,0,none,true
MICRO,1720000001,1,8,E1-paired,10000,19822,178,19822,178,4,1,19822,186,19822,89,19822,0,true,false,19809,8,3,166,19806,-158,22,19986,8,0,none,true
MICRO,1720000001,1,10,E0-B-only,0,0,0,0,0,4,4,0,10,0,10,0,10,false,true,0,7,0,0,0,7,3,7,4,4,execution edge,false
MICRO,1720000001,1,10,E0-B-only,4,4,0,4,0,4,4,4,10,4,10,4,10,true,true,0,7,3,0,-3,7,4,10,4,4,credit edge,false
MICRO,1720000001,1,10,E0-B-only,16,16,0,16,0,4,4,16,10,16,10,16,10,true,true,0,7,3,0,-3,7,16,10,4,4,credit edge,false
MICRO,1720000001,1,10,E0-B-only,64,64,0,64,0,1,4,64,10,64,10,64,10,true,true,0,7,3,0,-3,7,64,10,0,8,credit edge,false
MICRO,1720000001,1,10,E0-B-only,1024,1024,0,1024,0,1,4,1024,10,1024,10,1024,10,true,true,0,7,3,0,-3,7,1024,10,0,8,credit edge,false
MICRO,1720000001,1,10,E0-B-only,10000,10000,0,10000,0,1,4,10000,10,10000,10,10000,10,true,true,0,7,3,0,-3,7,10000,10,0,8,credit edge,false
MICRO,1720000001,1,10,E1-paired,0,0,0,0,0,4,4,0,10,0,10,0,10,false,true,0,7,0,0,0,7,3,7,4,4,execution edge,false
MICRO,1720000001,1,10,E1-paired,4,4,4,4,4,4,4,4,14,4,10,4,8,true,true,0,10,3,0,-3,10,5,13,4,4,credit edge,false
MICRO,1720000001,1,10,E1-paired,16,16,16,16,16,1,4,16,26,16,10,16,2,true,true,0,10,3,0,-3,10,29,13,0,8,credit edge,false
MICRO,1720000001,1,10,E1-paired,64,64,64,64,64,4,4,64,74,64,32,64,0,true,false,47,10,3,48,44,-38,30,108,4,4,none,false
MICRO,1720000001,1,10,E1-paired,1024,1815,233,1815,233,4,1,1815,243,1815,117,1815,1,true,false,1798,10,3,217,1795,-207,30,2028,8,0,none,true
MICRO,1720000001,1,10,E1-paired,10000,19767,233,19767,233,4,1,19767,243,19767,117,19767,1,true,false,19750,10,3,217,19747,-207,30,19980,8,0,none,true
MICRO,1720000001,1,12,E0-B-only,0,0,0,0,0,4,4,0,12,0,12,0,12,false,true,0,9,0,0,0,9,3,9,4,4,execution edge,false
MICRO,1720000001,1,12,E0-B-only,4,4,0,4,0,4,4,4,12,4,12,4,12,true,true,0,9,3,0,-3,9,4,12,4,4,credit edge,false
MICRO,1720000001,1,12,E0-B-only,16,16,0,16,0,4,4,16,12,16,12,16,12,true,true,0,9,3,0,-3,9,16,12,4,4,credit edge,false
MICRO,1720000001,1,12,E0-B-only,64,64,0,64,0,1,4,64,12,64,12,64,12,true,true,0,9,3,0,-3,9,64,12,0,8,credit edge,false
MICRO,1720000001,1,12,E0-B-only,1024,1024,0,1024,0,1,4,1024,12,1024,12,1024,12,true,true,0,9,3,0,-3,9,1024,12,0,8,credit edge,false
MICRO,1720000001,1,12,E0-B-only,10000,10000,0,10000,0,1,4,10000,12,10000,12,10000,12,true,true,0,9,3,0,-3,9,10000,12,0,8,credit edge,false
MICRO,1720000001,1,12,E1-paired,0,0,0,0,0,4,4,0,12,0,12,0,12,false,true,0,9,0,0,0,9,3,9,4,4,execution edge,false
MICRO,1720000001,1,12,E1-paired,4,4,4,4,4,4,4,4,16,4,12,4,10,true,true,0,12,3,0,-3,12,5,15,4,4,credit edge,false
MICRO,1720000001,1,12,E1-paired,16,16,16,16,16,1,4,16,28,16,12,16,4,true,true,0,12,3,0,-3,12,29,15,0,8,credit edge,false
MICRO,1720000001,1,12,E1-paired,64,64,64,64,64,4,4,64,76,64,32,64,0,true,false,43,12,3,44,40,-32,38,102,4,4,none,false
MICRO,1720000001,1,12,E1-paired,1024,1760,288,1760,288,4,1,1760,300,1760,144,1760,0,true,false,1739,12,3,268,1736,-256,38,2022,8,0,none,true
MICRO,1720000001,1,12,E1-paired,10000,19712,288,19712,288,4,1,19712,300,19712,144,19712,0,true,false,19691,12,3,268,19688,-256,38,19974,8,0,none,true
MICRO,1720000001,1,14,E0-B-only,0,0,0,0,0,4,4,0,14,0,14,0,14,false,true,0,11,0,0,0,11,3,11,4,4,execution edge,false
MICRO,1720000001,1,14,E0-B-only,4,4,0,4,0,4,4,4,14,4,14,4,14,true,true,0,11,3,0,-3,11,4,14,4,4,credit edge,false
MICRO,1720000001,1,14,E0-B-only,16,16,0,16,0,4,4,16,14,16,14,16,14,true,true,0,11,3,0,-3,11,16,14,4,4,credit edge,false
MICRO,1720000001,1,14,E0-B-only,64,64,0,64,0,1,4,64,14,64,14,64,14,true,true,0,11,3,0,-3,11,64,14,0,8,credit edge,false
MICRO,1720000001,1,14,E0-B-only,1024,1024,0,1024,0,1,4,1024,14,1024,14,1024,14,true,true,0,11,3,0,-3,11,1024,14,0,8,credit edge,false
MICRO,1720000001,1,14,E0-B-only,10000,10000,0,10000,0,1,4,10000,14,10000,14,10000,14,true,true,0,11,3,0,-3,11,10000,14,0,8,credit edge,false
MICRO,1720000001,1,14,E1-paired,0,0,0,0,0,4,4,0,14,0,14,0,14,false,true,0,11,0,0,0,11,3,11,4,4,execution edge,false
MICRO,1720000001,1,14,E1-paired,4,4,4,4,4,4,4,4,18,4,14,4,12,true,true,0,14,3,0,-3,14,5,17,4,4,credit edge,false
MICRO,1720000001,1,14,E1-paired,16,16,16,16,16,1,4,16,30,16,14,16,6,true,true,0,14,3,0,-3,14,29,17,0,8,credit edge,false
MICRO,1720000001,1,14,E1-paired,64,64,64,64,64,4,4,64,78,64,32,64,0,true,false,39,14,3,40,36,-26,46,96,4,4,none,false
MICRO,1720000001,1,14,E1-paired,1024,1705,343,1705,343,4,1,1705,357,1705,172,1705,1,true,false,1680,14,3,319,1677,-305,46,2016,8,0,none,true
MICRO,1720000001,1,14,E1-paired,10000,19657,343,19657,343,4,1,19657,357,19657,172,19657,1,true,false,19632,14,3,319,19629,-305,46,19968,8,0,none,true
MICRO,1720000001,1,16,E0-B-only,0,0,0,0,0,4,4,0,16,0,16,0,16,false,true,0,13,0,0,0,13,3,13,4,4,execution edge,false
MICRO,1720000001,1,16,E0-B-only,4,4,0,4,0,4,4,4,16,4,16,4,16,true,true,0,13,3,0,-3,13,4,16,4,4,credit edge,false
MICRO,1720000001,1,16,E0-B-only,16,16,0,16,0,4,4,16,16,16,16,16,16,true,true,0,13,3,0,-3,13,16,16,4,4,credit edge,false
MICRO,1720000001,1,16,E0-B-only,64,64,0,64,0,1,4,64,16,64,16,64,16,true,true,0,13,3,0,-3,13,64,16,0,8,credit edge,false
MICRO,1720000001,1,16,E0-B-only,1024,1024,0,1024,0,1,4,1024,16,1024,16,1024,16,true,true,0,13,3,0,-3,13,1024,16,0,8,credit edge,false
MICRO,1720000001,1,16,E0-B-only,10000,10000,0,10000,0,1,4,10000,16,10000,16,10000,16,true,true,0,13,3,0,-3,13,10000,16,0,8,credit edge,false
MICRO,1720000001,1,16,E0-B-only,60000,60000,0,60000,0,1,4,60000,16,60000,16,60000,16,true,true,0,13,3,0,-3,13,60000,16,0,8,credit edge,false
MICRO,1720000001,1,16,E1-paired,0,0,0,0,0,4,4,0,16,0,16,0,16,false,true,0,13,0,0,0,13,3,13,4,4,execution edge,false
MICRO,1720000001,1,16,E1-paired,4,4,4,4,4,4,4,4,20,4,16,4,14,true,true,0,16,3,0,-3,16,5,19,4,4,credit edge,false
MICRO,1720000001,1,16,E1-paired,16,16,16,16,16,1,4,16,32,16,16,16,8,true,true,0,16,3,0,-3,16,29,19,0,8,credit edge,false
MICRO,1720000001,1,16,E1-paired,64,64,64,64,64,4,4,64,80,64,32,64,0,true,false,35,16,3,36,32,-20,54,90,4,4,none,false
MICRO,1720000001,1,16,E1-paired,1024,1650,398,1650,398,4,1,1650,414,1650,199,1650,0,true,false,1621,16,3,370,1618,-354,54,2010,8,0,none,true
MICRO,1720000001,1,16,E1-paired,10000,19602,398,19602,398,4,1,19602,414,19602,199,19602,0,true,false,19573,16,3,370,19570,-354,54,19962,8,0,none,true
MICRO,1720000001,1,16,E1-paired,30000,59602,398,59602,398,4,1,59602,414,59602,199,59602,0,true,false,59573,16,3,370,59570,-354,54,59962,8,0,none,true
MICRO,1720000001,1,24,E0-B-only,0,0,0,0,0,4,4,0,24,0,24,0,24,false,true,0,21,0,0,0,21,3,21,4,4,execution edge,false
MICRO,1720000001,1,24,E0-B-only,4,4,0,4,0,4,4,4,24,4,24,4,24,true,true,0,21,3,0,-3,21,4,24,4,4,credit edge,false
MICRO,1720000001,1,24,E0-B-only,16,16,0,16,0,1,4,16,24,16,24,16,24,true,true,0,21,3,0,-3,21,16,24,0,8,credit edge,false
MICRO,1720000001,1,24,E0-B-only,64,64,0,64,0,1,4,64,24,64,24,64,24,true,true,0,21,3,0,-3,21,64,24,0,8,credit edge,false
MICRO,1720000001,1,24,E0-B-only,1024,1024,0,1024,0,1,4,1024,24,1024,24,1024,24,true,true,0,21,3,0,-3,21,1024,24,0,8,credit edge,false
MICRO,1720000001,1,24,E0-B-only,10000,10000,0,10000,0,1,4,10000,24,10000,24,10000,24,true,true,0,21,3,0,-3,21,10000,24,0,8,credit edge,false
MICRO,1720000001,1,24,E1-paired,0,0,0,0,0,4,4,0,24,0,24,0,24,false,true,0,21,0,0,0,21,3,21,4,4,execution edge,false
MICRO,1720000001,1,24,E1-paired,4,4,4,4,4,4,4,4,28,4,24,4,22,true,true,0,24,3,0,-3,24,5,27,4,4,credit edge,false
MICRO,1720000001,1,24,E1-paired,16,16,16,16,16,1,4,16,40,16,24,16,16,true,true,0,24,3,0,-3,24,29,27,0,8,credit edge,false
MICRO,1720000001,1,24,E1-paired,64,64,64,64,64,4,4,64,88,64,32,64,0,true,false,19,24,3,20,16,4,86,66,4,4,none,false
MICRO,1720000001,1,24,E1-paired,1024,1430,618,1430,618,4,1,1430,642,1430,309,1430,0,true,false,1385,24,3,574,1382,-550,86,1986,8,0,none,true
MICRO,1720000001,1,24,E1-paired,10000,19382,618,19382,618,4,1,19382,642,19382,309,19382,0,true,false,19337,24,3,574,19334,-550,86,19938,8,0,none,true
MICRO,1720000001,1,32,E0-B-only,0,0,0,0,0,4,4,0,32,0,32,0,32,false,true,0,29,0,0,0,29,3,29,4,4,execution edge,false
MICRO,1720000001,1,32,E0-B-only,4,4,0,4,0,4,4,4,32,4,32,4,32,true,true,0,29,3,0,-3,29,4,32,4,4,credit edge,false
MICRO,1720000001,1,32,E0-B-only,16,16,0,16,0,1,4,16,32,16,32,16,32,true,true,0,29,3,0,-3,29,16,32,0,8,credit edge,false
MICRO,1720000001,1,32,E0-B-only,64,64,0,64,0,1,4,64,32,64,32,64,32,true,true,0,29,3,0,-3,29,64,32,0,8,credit edge,false
MICRO,1720000001,1,32,E0-B-only,1024,1024,0,1024,0,1,4,1024,32,1024,32,1024,32,true,true,0,29,3,0,-3,29,1024,32,0,8,credit edge,false
MICRO,1720000001,1,32,E0-B-only,10000,10000,0,10000,0,1,4,10000,32,10000,32,10000,32,true,true,0,29,3,0,-3,29,10000,32,0,8,credit edge,false
MICRO,1720000001,1,32,E0-B-only,60000,60000,0,60000,0,1,4,60000,32,60000,32,60000,32,true,true,0,29,3,0,-3,29,60000,32,0,8,credit edge,false
MICRO,1720000001,1,32,E1-paired,0,0,0,0,0,4,4,0,32,0,32,0,32,false,true,0,29,0,0,0,29,3,29,4,4,execution edge,false
MICRO,1720000001,1,32,E1-paired,4,4,4,4,4,1,4,4,36,4,32,4,30,true,true,0,32,3,0,-3,32,5,35,0,8,credit edge,false
MICRO,1720000001,1,32,E1-paired,16,16,16,16,16,1,4,16,48,16,32,16,24,true,true,0,32,3,0,-3,32,29,35,0,8,credit edge,false
MICRO,1720000001,1,32,E1-paired,64,64,64,64,64,1,4,64,96,64,32,64,0,true,false,3,32,3,4,0,28,118,42,0,8,formation edge,false
MICRO,1720000001,1,32,E1-paired,1024,1210,838,1210,838,4,1,1210,870,1210,419,1210,0,true,false,1149,32,3,778,1146,-746,118,1962,8,0,none,true
MICRO,1720000001,1,32,E1-paired,10000,19162,838,19162,838,4,1,19162,870,19162,419,19162,0,true,false,19101,32,3,778,19098,-746,118,19914,8,0,none,true
MICRO,1720000001,1,32,E1-paired,30000,59162,838,59162,838,4,1,59162,870,59162,419,59162,0,true,false,59101,32,3,778,59098,-746,118,59914,8,0,none,true
MICRO,1720000001,1,64,E0-B-only,0,0,0,0,0,1,4,0,64,0,64,0,64,false,true,0,61,0,0,0,61,3,61,0,8,execution edge,false
MICRO,1720000001,1,64,E0-B-only,4,4,0,4,0,1,4,4,64,4,64,4,64,true,true,0,61,3,0,-3,61,4,64,0,8,credit edge,false
MICRO,1720000001,1,64,E0-B-only,16,16,0,16,0,1,4,16,64,16,64,16,64,true,true,0,61,3,0,-3,61,16,64,0,8,credit edge,false
MICRO,1720000001,1,64,E0-B-only,64,64,0,64,0,1,4,64,64,64,64,64,64,true,true,0,61,3,0,-3,61,64,64,0,8,credit edge,false
MICRO,1720000001,1,64,E0-B-only,1024,1024,0,1024,0,1,4,1024,64,1024,64,1024,64,true,true,0,61,3,0,-3,61,1024,64,0,8,credit edge,false
MICRO,1720000001,1,64,E0-B-only,10000,10000,0,10000,0,1,4,10000,64,10000,64,10000,64,true,true,0,61,3,0,-3,61,10000,64,0,8,credit edge,false
MICRO,1720000001,1,64,E1-paired,0,0,0,0,0,1,4,0,64,0,64,0,64,false,true,0,61,0,0,0,61,3,61,0,8,execution edge,false
MICRO,1720000001,1,64,E1-paired,4,4,4,4,4,1,4,4,68,4,64,4,62,true,true,0,64,3,0,-3,64,5,67,0,8,credit edge,false
MICRO,1720000001,1,64,E1-paired,16,16,16,16,16,1,4,16,80,16,64,16,56,true,true,0,64,3,0,-3,64,29,67,0,8,credit edge,false
MICRO,1720000001,1,64,E1-paired,64,64,64,64,64,1,4,64,128,64,64,64,32,true,true,0,64,3,0,-3,64,125,67,0,8,credit edge,false
MICRO,1720000001,1,64,E1-paired,1024,1024,1024,1024,1024,4,4,1024,1088,1024,512,1024,0,true,false,899,64,3,900,896,-836,246,1866,4,4,none,false
MICRO,1720000001,1,64,E1-paired,10000,18282,1718,18282,1718,4,1,18282,1782,18282,859,18282,0,true,false,18157,64,3,1594,18154,-1530,246,19818,8,0,none,true
MICRO,1720000001,1,192,E0-B-only,0,0,0,0,0,1,4,0,192,0,192,0,192,false,true,0,189,0,0,0,189,3,189,0,8,execution edge,false
MICRO,1720000001,1,192,E0-B-only,4,4,0,4,0,1,4,4,192,4,192,4,192,true,true,0,189,3,0,-3,189,4,192,0,8,credit edge,false
MICRO,1720000001,1,192,E0-B-only,16,16,0,16,0,1,4,16,192,16,192,16,192,true,true,0,189,3,0,-3,189,16,192,0,8,credit edge,false
MICRO,1720000001,1,192,E0-B-only,64,64,0,64,0,1,4,64,192,64,192,64,192,true,true,0,189,3,0,-3,189,64,192,0,8,credit edge,false
MICRO,1720000001,1,192,E0-B-only,1024,1024,0,1024,0,1,4,1024,192,1024,192,1024,192,true,true,0,189,3,0,-3,189,1024,192,0,8,credit edge,false
MICRO,1720000001,1,192,E0-B-only,10000,10000,0,10000,0,1,4,10000,192,10000,192,10000,192,true,true,0,189,3,0,-3,189,10000,192,0,8,credit edge,false
MICRO,1720000001,1,192,E0-B-only,60000,60000,0,60000,0,1,4,60000,192,60000,192,60000,192,true,true,0,189,3,0,-3,189,60000,192,0,8,credit edge,false
MICRO,1720000001,1,192,E1-paired,0,0,0,0,0,1,4,0,192,0,192,0,192,false,true,0,189,0,0,0,189,3,189,0,8,execution edge,false
MICRO,1720000001,1,192,E1-paired,4,4,4,4,4,1,4,4,196,4,192,4,190,true,true,0,192,3,0,-3,192,5,195,0,8,credit edge,false
MICRO,1720000001,1,192,E1-paired,16,16,16,16,16,1,4,16,208,16,192,16,184,true,true,0,192,3,0,-3,192,29,195,0,8,credit edge,false
MICRO,1720000001,1,192,E1-paired,64,64,64,64,64,1,4,64,256,64,192,64,160,true,true,0,192,3,0,-3,192,125,195,0,8,credit edge,false
MICRO,1720000001,1,192,E1-paired,1024,1024,1024,1024,1024,4,4,1024,1216,1024,512,1024,0,true,false,643,192,3,644,640,-452,758,1482,4,4,none,false
MICRO,1720000001,1,192,E1-paired,10000,14762,5238,14762,5238,4,1,14762,5430,14762,2619,14762,0,true,false,14381,192,3,4858,14378,-4666,758,19434,8,0,none,true
MICRO,1720000001,1,192,E1-paired,30000,54762,5238,54762,5238,4,1,54762,5430,54762,2619,54762,0,true,false,54381,192,3,4858,54378,-4666,758,59434,8,0,none,true
