stage,layout,case,namespace,passed,source_exact,duplicate_exact,trained_resistance,final_resistance,trained_live,final_live,trained_generation,final_generation,before_effects,after_effects,stale_effects,disuse_resistance,disuse_monotone,old_correspondence_live,fresh_correspondence,fresh_direction_ids,stale_refused,quiescent,work_total,pressure_updates,deallocations,arrow_slots,known_live_arrows,persistent_bytes,fingerprint
PROBE,P0,matched-high-use-survival,0x684000000,true,true,true,23|0,12|0,true|false,true|false,1|2,1|2,1|0,1|0,1|0,0|0|0|0,false,0|0,0|0,false,false,true,12413,881,1,30,29,2976,5214473168436206571
PROBE,P0,matched-low-use-forgetting,0x684100000,true,true,true,9|0,0|0,true|false,false|false,1|2,2|2,1|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,4515,378,4,30,26,2976,15705917006100087859
PROBE,P0,disuse-to-zero,0x684200000,true,true,true,17|0,0|0,true|false,false|false,1|2,2|2,1|0,0|0,0|0,17|13|5|0,true,0|0,0|0,false,true,true,8956,709,4,30,26,2976,1018317483458466008
PROBE,P0,forward-to-reverse-competition,0x684300000,true,true,true,17|0,0|35,true|false,false|true,1|2,2|1,1|0,0|1,0|1,0|0|0|0,false,0|0,0|0,false,true,true,26570,1805,2,31,29,3040,17152999511602093512
PROBE,P0,correlation-without-traversal,0x684400000,true,true,true,0|0,0|0,false|false,false|false,0|0,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,11533,846,2,30,28,2976,16428093386557365454
PROBE,P0,traversal-without-return,0x684500000,true,true,true,0|0,0|0,false|false,false|false,0|0,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,9036,748,2,28,26,2848,6690259912425965664
