row_id,candidate,stage,family,spec_fingerprint,seed,mirror,reverse_insertion,threshold,coupling,load,spacing,train_spacing,allocation,genuine,expected_effect,learning_work,execution_work,queue_work,delivered,generation_checks,temporary_peak_count,temporary_peak_bytes_lower_bound,temporary_accounting,persistent_bytes,arrow_records,live_structures,proposals,deallocations,return_updates,eligibility_writes,pressure_updates,locus_firings,effect_firings,transmissions,crossings,false_conjunction,resistance_start,resistance_end,coupling_start,coupling_end,reversal_cost,deallocation_cost,reacquisition_cost,timing_tolerance,dense_attribution_ok,recursion_depth,heldout_reuse,replay_equal,naturally_quiescent,runaway,complete_fingerprint,permanent_fingerprint,row_pass
coverage-correction-v2-blocked-late-return-s1101-m0-r0-t2-c2-l0-d0-tr0-a6,CJ-B,probe,dense_return_topology,16794060740477515230,1101,false,false,2,2,0,0,0,6,true,true,50,46,1,7,7,2,80,LOWER_BOUND,832,7,2,0,0,0,4,2,1,1,4,2,false,3,2,2,2,0,0,0,0,true,0,false,false,true,false,13369885922348524001,17166737860327826049,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d-1-tr0-a2,CJ-B,probe,timing_transfer,6799306447602796397,1101,false,false,2,2,0,-1,0,2,true,false,70,37,4,11,11,2,80,LOWER_BOUND,272,2,0,0,0,3,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,2590953800146700118,18400369793442303073,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d0-tr0-a2,CJ-B,probe,timing_transfer,5684592707393038939,1101,false,false,2,2,0,0,0,2,true,false,70,35,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5478830383284845954,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d1-tr0-a2,CJ-B,probe,timing_transfer,18378164961679833321,1101,false,false,2,2,0,1,0,2,true,false,70,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12396185153186255511,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d2-tr0-a2,CJ-B,probe,timing_transfer,7608515642986291199,1101,false,false,2,2,0,2,0,2,true,false,70,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12850383750315619372,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d3-tr0-a2,CJ-B,probe,timing_transfer,2903613194221028089,1101,false,false,2,2,0,3,0,2,true,false,70,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,11234322169639634361,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d4-tr0-a2,CJ-B,probe,timing_transfer,617186880944237411,1101,false,false,2,2,0,4,0,2,true,false,70,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5152683674121559822,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d5-tr0-a2,CJ-B,probe,timing_transfer,12818784111021539177,1101,false,false,2,2,0,5,0,2,true,false,70,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12332026633554430507,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d-1-tr2-a2,CJ-B,probe,timing_transfer,2975077523709006325,1101,false,false,2,2,0,-1,2,2,true,false,69,37,4,11,11,2,80,LOWER_BOUND,272,2,0,0,0,3,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,2590953800146700118,18400369793442303073,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d0-tr2-a2,CJ-B,probe,timing_transfer,3672394543309543371,1101,false,false,2,2,0,0,2,2,true,false,69,35,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5478830383284845954,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d1-tr2-a2,CJ-B,probe,timing_transfer,9144814994933029717,1101,false,false,2,2,0,1,2,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12396185153186255511,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d2-tr2-a2,CJ-B,probe,timing_transfer,1617315917757621007,1101,false,false,2,2,0,2,2,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12850383750315619372,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d3-tr2-a2,CJ-B,probe,timing_transfer,1813926458598636125,1101,false,false,2,2,0,3,2,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,11234322169639634361,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d4-tr2-a2,CJ-B,probe,timing_transfer,6167791170843678723,1101,false,false,2,2,0,4,2,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5152683674121559822,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d5-tr2-a2,CJ-B,probe,timing_transfer,16532917789972483773,1101,false,false,2,2,0,5,2,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12332026633554430507,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d-1-tr4-a2,CJ-B,probe,timing_transfer,12740925885292097341,1101,false,false,2,2,0,-1,4,2,true,false,69,37,4,11,11,2,80,LOWER_BOUND,272,2,0,0,0,3,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,2590953800146700118,18400369793442303073,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d0-tr4-a2,CJ-B,probe,timing_transfer,15410872179853812627,1101,false,false,2,2,0,0,4,2,true,false,69,35,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5478830383284845954,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d1-tr4-a2,CJ-B,probe,timing_transfer,9247409423828485289,1101,false,false,2,2,0,1,4,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12396185153186255511,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d2-tr4-a2,CJ-B,probe,timing_transfer,13075373482232854967,1101,false,false,2,2,0,2,4,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12850383750315619372,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d3-tr4-a2,CJ-B,probe,timing_transfer,9180072852153475569,1101,false,false,2,2,0,3,4,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,11234322169639634361,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d4-tr4-a2,CJ-B,probe,timing_transfer,4233877851963564587,1101,false,false,2,2,0,4,4,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,5152683674121559822,8684060894140995394,true
coverage-correction-v2-timing-transfer-s1101-m0-r0-t2-c2-l0-d5-tr4-a2,CJ-B,probe,timing_transfer,9176451457943140585,1101,false,false,2,2,0,5,4,2,true,false,69,34,2,11,11,2,80,LOWER_BOUND,272,2,0,0,0,2,6,4,1,1,6,3,false,0,0,0,0,0,0,0,1,false,0,true,false,true,false,12332026633554430507,8684060894140995394,true
coverage-correction-v2-contemporary-reversal-s1101-m0-r0-t2-c2-l0-d0-tr0-a2,CJ-B,probe,shared_control,16559480476478805227,1101,false,false,2,2,0,0,0,2,true,true,454,130,43,35,35,4,160,LOWER_BOUND,912,9,2,3,3,9,18,13,3,2,18,9,false,1,5,2,2,582,7,41,0,false,0,true,false,true,false,17190243472969055161,13337049946420138990,false
