stage,seed,control,maturity,ratio,phase_offset,budget,incumbent_side,incumbent_route,alternative_route,scheduled_incumbent,scheduled_alternative,executed_incumbent,executed_alternative,returned_incumbent,returned_alternative,unresolved,m6_obs_incumbent,m6_obs_alternative,m6_support_incumbent,m6_support_alternative,m6_margin_incumbent,m6_margin_alternative,m6_eligible_incumbent,m6_eligible_alternative,m5_support_incumbent,m5_support_alternative,m5_rejection_incumbent,m5_rejection_alternative,m5_score_incumbent,m5_score_alternative,live_incumbent,live_alternative,abstentions,applications,independent_side0,independent_side1,class,schedule_exact,exposure_transferred,duplicate_exact
MICRO,1910000000,phase,2,8:1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,false,false,0,0,0,0,0,0,4,4,2,0,4,4,MIXED,true,true,true
MICRO,1910000000,phase,2,8:1,1,90,0,0,1,10,80,10,80,10,80,0,12,80,6,80,2,80,true,true,0,45,5,0,-5,45,1,4,42,50,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,2,8:1,1,900,0,0,1,100,800,100,800,100,800,0,102,800,34,800,7,800,true,true,0,261,32,0,-32,261,1,4,609,293,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,2,8:1,1,4500,0,0,1,500,4000,500,4000,500,4000,0,502,4000,137,4000,8,4000,true,true,0,405,50,0,-50,405,1,4,4047,455,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,2,8:1,1,9000,0,0,1,1000,8000,1000,8000,1000,8000,0,1002,8000,256,8000,3,8000,true,true,0,1125,140,0,-140,1125,1,4,7737,1265,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,2,8:1,1,18000,0,0,1,2000,16000,2000,16000,2000,16000,0,2002,16000,530,16000,18,16000,true,true,0,2061,257,0,-257,2061,1,4,15684,2318,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,1:8,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:8,1,90,0,0,1,80,10,80,10,80,10,0,88,10,30,10,9,10,true,true,36,0,0,3,36,-3,4,1,59,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:8,1,900,0,0,1,800,100,800,100,800,100,0,808,100,210,100,6,100,true,true,36,0,0,3,36,-3,4,1,869,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:8,1,4500,0,0,1,4000,500,4000,500,4000,500,0,4008,500,1021,500,17,500,true,true,36,63,482,3,-446,60,4,4,3924,584,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:8,1,9000,0,0,1,8000,1000,8000,1000,8000,1000,0,8008,1000,2010,1000,1,1000,false,true,36,88,675,3,-639,85,4,4,8206,802,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:8,1,18000,0,0,1,16000,2000,16000,2000,16000,2000,0,16008,2000,4024,2000,1,2000,false,true,36,191,1463,3,-1427,188,1,4,16315,1693,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,1:4,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:4,1,90,0,0,1,72,18,72,18,72,18,0,80,18,31,18,10,18,true,true,20,0,0,3,20,-3,4,1,75,23,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:4,1,900,0,0,1,720,180,720,180,720,180,0,728,180,190,180,2,180,true,true,20,8,34,3,-14,5,4,4,843,65,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:4,1,4500,0,0,1,3600,900,3600,900,3600,900,0,3608,900,909,900,8,900,true,true,20,16,68,3,-48,13,4,4,4401,107,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:4,1,9000,0,0,1,7200,1800,7200,1800,7200,1800,0,7208,1800,1810,1800,9,1800,true,true,20,32,136,3,-116,29,1,4,8817,191,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,1:4,1,18000,0,0,1,14400,3600,14400,3600,14400,3600,0,14408,3600,3608,3600,6,3600,true,true,20,64,272,3,-252,61,1,4,17649,359,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,1:2,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:2,1,90,0,0,1,60,30,60,30,60,30,0,68,30,23,30,7,30,true,true,12,0,0,3,12,-3,4,1,83,15,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:2,1,900,0,0,1,600,300,600,300,600,300,0,608,300,160,300,9,300,true,true,12,0,0,3,12,-3,4,1,893,15,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:2,1,4500,0,0,1,3000,1500,3000,1500,3000,1500,0,3008,1500,755,1500,1,1500,false,true,12,120,233,3,-221,117,4,4,4140,368,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:2,1,9000,0,0,1,6000,3000,6000,3000,6000,3000,0,6008,3000,1512,3000,10,3000,true,true,12,186,360,3,-348,183,4,4,8447,561,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:2,1,18000,0,0,1,12000,6000,12000,6000,12000,6000,0,12008,6000,3007,6000,3,6000,true,true,12,434,840,3,-828,431,1,4,16719,1289,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,1:1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,1:1,1,90,0,0,1,45,45,45,45,45,45,0,53,45,19,45,7,45,true,true,8,0,0,3,8,-3,4,1,87,11,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:1,1,900,0,0,1,450,450,450,450,450,450,0,458,450,120,450,7,450,true,true,8,0,0,3,8,-3,4,1,897,11,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:1,1,4500,0,0,1,2250,2250,2250,2250,2250,2250,0,2258,2250,572,2250,7,2250,true,true,8,0,0,3,8,-3,4,1,4497,11,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:1,1,9000,0,0,1,4500,4500,4500,4500,4500,4500,0,4508,4500,1138,4500,8,4500,true,true,8,0,0,3,8,-3,4,1,8997,11,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,1:1,1,18000,0,0,1,9000,9000,9000,9000,9000,9000,0,9008,9000,2269,9000,7,9000,true,true,8,0,0,3,8,-3,4,1,17997,11,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,2:1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,2:1,1,90,0,0,1,30,60,30,60,30,60,0,38,60,16,60,8,60,true,true,6,0,0,3,6,-3,4,1,89,9,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,2:1,1,900,0,0,1,300,600,300,600,300,600,0,308,600,81,600,3,600,true,true,6,118,59,3,-53,115,4,4,722,186,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,2:1,1,4500,0,0,1,1500,3000,1500,3000,1500,3000,0,1508,3000,378,3000,0,3000,false,true,6,1190,596,3,-590,1187,1,4,2713,1795,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,2:1,1,9000,0,0,1,3000,6000,3000,6000,3000,6000,0,3008,6000,756,6000,3,6000,true,true,6,2240,1120,3,-1114,2237,1,4,5639,3369,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,2:1,1,18000,0,0,1,6000,12000,6000,12000,6000,12000,0,6008,12000,1504,12000,1,12000,false,true,6,4660,2331,3,-2325,4657,1,4,11008,7000,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,4:1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,4:1,1,90,0,0,1,18,72,18,72,18,72,0,26,72,16,72,9,72,true,true,5,0,0,3,5,-3,4,1,90,8,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,4:1,1,900,0,0,1,180,720,180,720,180,720,0,188,720,58,720,12,720,true,true,5,0,0,3,5,-3,4,1,900,8,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,4:1,1,4500,0,0,1,900,3600,900,3600,900,3600,0,908,3600,234,3600,9,3600,true,true,5,128,32,3,-27,125,4,4,4340,168,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,4:1,1,9000,0,0,1,1800,7200,1800,7200,1800,7200,0,1808,7200,460,7200,10,7200,true,true,5,256,64,3,-59,253,4,4,8680,328,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,4:1,1,18000,0,0,1,3600,14400,3600,14400,3600,14400,0,3608,14400,910,14400,9,14400,true,true,5,512,128,3,-123,509,4,4,17360,648,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,8:1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,8,0,true,false,5,0,0,0,5,0,4,4,3,5,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,8:1,1,90,0,0,1,10,80,10,80,10,80,0,18,80,12,80,8,80,true,true,5,0,0,3,5,-3,4,1,90,8,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,8,8:1,1,900,0,0,1,100,800,100,800,100,800,0,108,800,34,800,1,800,false,true,5,104,14,3,-9,101,4,4,782,126,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,8:1,1,4500,0,0,1,500,4000,500,4000,500,4000,0,508,4000,143,4000,14,4000,true,true,5,512,64,3,-59,509,4,4,3924,584,4,4,MIXED,true,true,true
MICRO,1910000000,phase,8,8:1,1,9000,0,0,1,1000,8000,1000,8000,1000,8000,0,1008,8000,256,8000,1,8000,false,true,5,1312,165,3,-160,1309,1,4,7523,1485,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,8,8:1,1,18000,0,0,1,2000,16000,2000,16000,2000,16000,0,2008,16000,530,16000,18,16000,true,true,5,2352,294,3,-289,2349,1,4,15354,2654,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,32,1:8,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:8,1,90,0,0,1,80,10,80,10,80,10,0,112,10,54,10,33,10,true,true,60,0,0,3,60,-3,4,1,59,63,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:8,1,900,0,0,1,800,100,800,100,800,100,0,832,100,234,100,30,100,true,true,60,0,0,3,60,-3,4,1,869,63,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:8,1,4500,0,0,1,4000,500,4000,500,4000,500,0,4032,500,1045,500,41,500,true,true,60,57,435,3,-375,54,4,4,3977,555,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:8,1,9000,0,0,1,8000,1000,8000,1000,8000,1000,0,8032,1000,2034,1000,25,1000,true,true,60,67,519,3,-459,64,4,4,8383,649,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:8,1,18000,0,0,1,16000,2000,16000,2000,16000,2000,0,16032,2000,4024,2000,1,2000,false,true,60,159,1225,3,-1165,156,1,4,16585,1447,0,4,ALTERNATIVE,true,true,true
MICRO,1910000000,phase,32,1:4,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:4,1,90,0,0,1,72,18,72,18,72,18,0,104,18,55,18,34,18,true,true,44,0,0,3,44,-3,4,1,75,47,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:4,1,900,0,0,1,720,180,720,180,720,180,0,752,180,214,180,26,180,true,true,44,0,0,3,44,-3,4,1,885,47,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:4,1,4500,0,0,1,3600,900,3600,900,3600,900,0,3632,900,933,900,32,900,true,true,44,0,0,3,44,-3,4,1,4485,47,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:4,1,9000,0,0,1,7200,1800,7200,1800,7200,1800,0,7232,1800,1834,1800,33,1800,true,true,44,0,0,3,44,-3,4,1,8985,47,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:4,1,18000,0,0,1,14400,3600,14400,3600,14400,3600,0,14432,3600,3632,3600,30,3600,true,true,44,0,0,3,44,-3,4,1,17985,47,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:2,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:2,1,90,0,0,1,60,30,60,30,60,30,0,92,30,47,30,31,30,true,true,36,0,0,3,36,-3,4,1,83,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:2,1,900,0,0,1,600,300,600,300,600,300,0,632,300,184,300,33,300,true,true,36,0,0,3,36,-3,4,1,893,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:2,1,4500,0,0,1,3000,1500,3000,1500,3000,1500,0,3032,1500,779,1500,25,1500,true,true,36,0,0,3,36,-3,4,1,4493,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:2,1,9000,0,0,1,6000,3000,6000,3000,6000,3000,0,6032,3000,1536,3000,34,3000,true,true,36,0,0,3,36,-3,4,1,8993,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:2,1,18000,0,0,1,12000,6000,12000,6000,12000,6000,0,12032,6000,3031,6000,27,6000,true,true,36,0,0,3,36,-3,4,1,17993,39,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:1,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,1:1,1,90,0,0,1,45,45,45,45,45,45,0,77,45,43,45,31,45,true,true,32,0,0,3,32,-3,4,1,87,35,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:1,1,900,0,0,1,450,450,450,450,450,450,0,482,450,144,450,31,450,true,true,32,0,0,3,32,-3,4,1,897,35,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:1,1,4500,0,0,1,2250,2250,2250,2250,2250,2250,0,2282,2250,596,2250,31,2250,true,true,32,0,0,3,32,-3,4,1,4497,35,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:1,1,9000,0,0,1,4500,4500,4500,4500,4500,4500,0,4532,4500,1162,4500,32,4500,true,true,32,0,0,3,32,-3,4,1,8997,35,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,1:1,1,18000,0,0,1,9000,9000,9000,9000,9000,9000,0,9032,9000,2293,9000,31,9000,true,true,32,0,0,3,32,-3,4,1,17997,35,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,2:1,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,2:1,1,90,0,0,1,30,60,30,60,30,60,0,62,60,40,60,32,60,true,true,30,0,0,3,30,-3,4,1,89,33,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,2:1,1,900,0,0,1,300,600,300,600,300,600,0,332,600,102,600,21,600,true,true,30,0,0,3,30,-3,4,1,899,33,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,2:1,1,4500,0,0,1,1500,3000,1500,3000,1500,3000,0,1532,3000,400,3000,22,3000,true,true,30,0,0,3,30,-3,4,1,4499,33,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,2:1,1,9000,0,0,1,3000,6000,3000,6000,3000,6000,0,3032,6000,780,6000,27,6000,true,true,30,0,0,3,30,-3,4,1,8999,33,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,2:1,1,18000,0,0,1,6000,12000,6000,12000,6000,12000,0,6032,12000,1528,12000,25,12000,true,true,30,0,0,3,30,-3,4,1,17999,33,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,4:1,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,4:1,1,90,0,0,1,18,72,18,72,18,72,0,50,72,40,72,33,72,true,true,29,0,0,3,29,-3,4,1,90,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,4:1,1,900,0,0,1,180,720,180,720,180,720,0,212,720,82,720,36,720,true,true,29,0,0,3,29,-3,4,1,900,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,4:1,1,4500,0,0,1,900,3600,900,3600,900,3600,0,932,3600,258,3600,33,3600,true,true,29,0,0,3,29,-3,4,1,4500,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,4:1,1,9000,0,0,1,1800,7200,1800,7200,1800,7200,0,1832,7200,484,7200,34,7200,true,true,29,0,0,3,29,-3,4,1,9000,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,4:1,1,18000,0,0,1,3600,14400,3600,14400,3600,14400,0,3632,14400,934,14400,33,14400,true,true,29,0,0,3,29,-3,4,1,18000,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,8:1,1,0,0,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,8:1,1,90,0,0,1,10,80,10,80,10,80,0,42,80,36,80,32,80,true,true,29,0,0,3,29,-3,4,1,90,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,8:1,1,900,0,0,1,100,800,100,800,100,800,0,132,800,57,800,23,800,true,true,29,0,0,3,29,-3,4,1,900,32,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,32,8:1,1,4500,0,0,1,500,4000,500,4000,500,4000,0,532,4000,167,4000,38,4000,true,true,29,96,12,3,17,93,4,4,4392,140,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,8:1,1,9000,0,0,1,1000,8000,1000,8000,1000,8000,0,1032,8000,279,8000,23,8000,true,true,29,360,45,3,-16,357,4,4,8595,437,4,4,MIXED,true,true,true
MICRO,1910000000,phase,32,8:1,1,18000,0,0,1,2000,16000,2000,16000,2000,16000,0,2032,16000,530,16000,18,16000,true,true,29,768,96,3,-67,765,4,4,17136,896,4,4,MIXED,true,true,true
MICRO,1910000000,phase,128,1:8,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:8,1,90,0,0,1,80,10,80,10,80,10,0,208,10,150,10,129,10,true,true,156,0,0,3,156,-3,4,1,59,159,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:8,1,900,0,0,1,800,100,800,100,800,100,0,928,100,330,100,126,100,true,true,156,0,0,3,156,-3,4,1,869,159,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:8,1,4500,0,0,1,4000,500,4000,500,4000,500,0,4128,500,1141,500,137,500,true,true,156,0,0,3,156,-3,4,1,4469,159,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:8,1,9000,0,0,1,8000,1000,8000,1000,8000,1000,0,8128,1000,2130,1000,121,1000,true,true,156,0,0,3,156,-3,4,1,8969,159,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:8,1,18000,0,0,1,16000,2000,16000,2000,16000,2000,0,16128,2000,4113,2000,89,2000,true,true,156,0,0,3,156,-3,4,1,17969,159,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,90,0,0,1,72,18,72,18,72,18,0,200,18,151,18,130,18,true,true,140,0,0,3,140,-3,4,1,75,143,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,900,0,0,1,720,180,720,180,720,180,0,848,180,310,180,122,180,true,true,140,0,0,3,140,-3,4,1,885,143,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,4500,0,0,1,3600,900,3600,900,3600,900,0,3728,900,1029,900,128,900,true,true,140,0,0,3,140,-3,4,1,4485,143,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,9000,0,0,1,7200,1800,7200,1800,7200,1800,0,7328,1800,1930,1800,129,1800,true,true,140,0,0,3,140,-3,4,1,8985,143,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:4,1,18000,0,0,1,14400,3600,14400,3600,14400,3600,0,14528,3600,3728,3600,126,3600,true,true,140,0,0,3,140,-3,4,1,17985,143,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,90,0,0,1,60,30,60,30,60,30,0,188,30,143,30,127,30,true,true,132,0,0,3,132,-3,4,1,83,135,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,900,0,0,1,600,300,600,300,600,300,0,728,300,280,300,129,300,true,true,132,0,0,3,132,-3,4,1,893,135,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,4500,0,0,1,3000,1500,3000,1500,3000,1500,0,3128,1500,875,1500,121,1500,true,true,132,0,0,3,132,-3,4,1,4493,135,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,9000,0,0,1,6000,3000,6000,3000,6000,3000,0,6128,3000,1632,3000,130,3000,true,true,132,0,0,3,132,-3,4,1,8993,135,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:2,1,18000,0,0,1,12000,6000,12000,6000,12000,6000,0,12128,6000,3127,6000,123,6000,true,true,132,0,0,3,132,-3,4,1,17993,135,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,90,0,0,1,45,45,45,45,45,45,0,173,45,139,45,127,45,true,true,128,0,0,3,128,-3,4,1,87,131,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,900,0,0,1,450,450,450,450,450,450,0,578,450,240,450,127,450,true,true,128,0,0,3,128,-3,4,1,897,131,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,4500,0,0,1,2250,2250,2250,2250,2250,2250,0,2378,2250,692,2250,127,2250,true,true,128,0,0,3,128,-3,4,1,4497,131,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,9000,0,0,1,4500,4500,4500,4500,4500,4500,0,4628,4500,1258,4500,128,4500,true,true,128,0,0,3,128,-3,4,1,8997,131,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,1:1,1,18000,0,0,1,9000,9000,9000,9000,9000,9000,0,9128,9000,2389,9000,127,9000,true,true,128,0,0,3,128,-3,4,1,17997,131,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,90,0,0,1,30,60,30,60,30,60,0,158,60,136,60,128,60,true,true,126,0,0,3,126,-3,4,1,89,129,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,900,0,0,1,300,600,300,600,300,600,0,428,600,198,600,117,600,true,true,126,0,0,3,126,-3,4,1,899,129,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,4500,0,0,1,1500,3000,1500,3000,1500,3000,0,1628,3000,496,3000,118,3000,true,true,126,0,0,3,126,-3,4,1,4499,129,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,9000,0,0,1,3000,6000,3000,6000,3000,6000,0,3128,6000,876,6000,123,6000,true,true,126,0,0,3,126,-3,4,1,8999,129,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,2:1,1,18000,0,0,1,6000,12000,6000,12000,6000,12000,0,6128,12000,1624,12000,121,12000,true,true,126,0,0,3,126,-3,4,1,17999,129,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,90,0,0,1,18,72,18,72,18,72,0,146,72,136,72,129,72,true,true,125,0,0,3,125,-3,4,1,90,128,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,900,0,0,1,180,720,180,720,180,720,0,308,720,178,720,132,720,true,true,125,0,0,3,125,-3,4,1,900,128,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,4500,0,0,1,900,3600,900,3600,900,3600,0,1028,3600,354,3600,129,3600,true,true,125,0,0,3,125,-3,4,1,4500,128,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,9000,0,0,1,1800,7200,1800,7200,1800,7200,0,1928,7200,580,7200,130,7200,true,true,125,0,0,3,125,-3,4,1,9000,128,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,4:1,1,18000,0,0,1,3600,14400,3600,14400,3600,14400,0,3728,14400,1030,14400,129,14400,true,true,125,0,0,3,125,-3,4,1,18000,128,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,8:1,1,0,0,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,4,0,INCUMBENT_LOCK,true,true,true
MICRO,1910000000,phase,128,8:1,1,90,0,0,1,10,80,10,80,10,80,0,138,80,132,80,128,80,true,true,125,0,0,3,125,-3,4,1,90,128,4,0,INCUMBENT_LOCK,true,true,true
