cell,context,form,stable_opportunity,stable_completed,stable_completed_cumulative,sparse_opportunity,sparse_completed,sparse_completed_cumulative,stable_resistance,sparse_resistance,stable_live_arrows,sparse_live_arrows,b_probe_effect,a_probe_effect,b_executable_contexts,deallocations,queue_comparisons,work
0,0,0,1,1,1,1,1,1,4,4,2,2,1,1,1,2,689,1961
0,1,1,1,1,2,0,0,1,5,2,2,2,1,1,2,26,175,1680
0,2,2,1,1,3,0,0,1,7,1,2,2,1,0,3,2,147,1611
0,3,3,1,1,4,0,0,1,9,1,2,2,1,0,4,4,703,2811
0,4,0,1,1,5,1,1,2,10,0,2,0,1,0,5,48,733,3345
0,5,1,1,1,6,0,0,2,12,1,2,2,1,0,6,2,150,2372
0,6,2,1,1,7,0,0,2,14,1,2,2,1,0,7,4,147,2424
0,7,3,1,1,8,0,0,2,15,0,2,0,1,0,8,28,703,3820
0,8,0,1,1,9,1,0,2,17,0,2,0,1,0,9,24,694,3693
0,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,150,3182
0,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,147,3236
0,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,30,700,4499
0,12,0,1,1,13,1,1,3,24,4,2,2,1,1,13,0,707,5054
0,13,1,1,1,14,0,0,3,26,3,2,2,1,1,14,24,175,4083
0,14,2,1,1,15,0,0,3,27,0,2,0,1,0,15,6,172,4104
0,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,0,703,5556
0,16,0,1,1,17,1,1,4,31,4,2,2,1,1,17,24,733,6018
0,17,1,1,1,18,0,0,4,32,2,2,2,1,1,18,24,198,5210
0,18,2,1,1,19,0,0,4,34,0,2,0,1,0,19,4,130,4088
0,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,0,703,6385
0,20,0,1,1,21,1,1,5,38,4,2,2,1,1,21,24,733,6850
0,21,1,1,1,22,0,0,5,39,2,2,2,1,1,22,24,178,5589
0,22,2,1,1,23,0,0,5,41,1,2,2,1,0,23,2,147,5502
0,23,3,1,1,24,0,0,5,43,1,2,2,1,0,24,4,703,7259
0,24,0,1,1,25,1,1,6,44,0,2,0,1,0,25,48,733,7793
0,25,1,1,1,26,0,0,6,46,1,2,2,1,0,26,2,150,6264
0,26,2,1,1,27,0,0,6,48,1,2,2,1,0,27,4,147,6316
0,27,3,1,1,28,0,0,6,49,0,2,0,1,0,28,28,703,8268
0,28,0,1,1,29,1,0,6,51,0,2,0,1,0,29,24,694,7585
0,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,150,7074
0,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,147,7128
0,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,30,700,8669
0,32,1,1,1,33,0,0,6,58,1,2,2,1,0,33,0,150,7545
0,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,4,147,7604
0,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,30,703,9740
1,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,689,1960
1,1,1,1,1,2,1,0,0,5,0,2,0,1,0,2,48,730,2706
1,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,2,145,1923
1,3,3,1,1,4,0,0,0,9,1,2,2,1,0,4,4,145,1977
1,4,0,1,1,5,0,0,0,10,0,2,0,1,0,5,30,705,3287
1,5,1,1,1,6,1,1,1,12,4,2,2,1,1,6,0,705,3614
1,6,2,1,1,7,0,0,1,14,3,2,2,1,1,7,24,168,2821
1,7,3,1,1,8,0,0,1,15,0,2,0,1,0,8,6,168,2845
1,8,0,1,1,9,0,0,1,17,0,2,0,1,0,9,26,640,3410
1,9,1,1,1,10,1,1,2,19,4,2,2,1,1,10,0,705,4507
1,10,2,1,1,11,0,0,2,21,3,2,2,1,1,11,24,168,3605
1,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,6,148,3593
1,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,0,705,4989
1,13,1,1,1,14,1,1,3,26,4,2,2,1,1,14,24,735,5473
1,14,2,1,1,15,0,0,3,27,2,2,2,1,1,15,24,195,4696
1,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,2,145,4300
1,16,0,1,1,17,0,0,3,31,1,2,2,1,0,17,4,705,5862
1,17,1,1,1,18,1,1,4,32,3,2,2,1,1,18,46,735,6416
1,18,2,1,1,19,0,0,4,34,2,2,2,1,1,19,2,155,4695
1,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,145,5055
1,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,705,6726
1,21,1,1,1,22,1,0,4,39,0,2,0,1,0,22,48,730,6877
1,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,2,145,5815
1,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,145,5869
1,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,30,705,7735
1,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,705,8062
1,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,24,168,6713
1,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,168,6737
1,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,26,640,7024
1,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,705,8955
1,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,24,168,7497
1,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,148,7485
1,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,705,9437
1,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,24,170,7917
1,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,170,7941
2,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,977
2,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,30,706,2315
2,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,706,2745
2,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,24,170,2066
2,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,173,2093
2,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,709,3230
2,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,24,734,3709
2,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,24,195,3047
2,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,136,2370
2,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,709,4059
2,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,24,734,4541
2,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,24,173,3568
2,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,152,3491
2,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,709,4933
2,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,48,734,5484
2,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,149,4249
2,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,152,4305
2,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,28,709,5942
2,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,24,697,5566
2,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,149,5059
2,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,152,5117
2,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,30,706,6487
2,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,706,7193
2,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,24,170,5958
2,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,173,5985
2,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,709,7678
2,26,2,1,1,27,1,1,6,48,4,2,2,1,1,27,24,734,8157
2,27,3,1,1,28,0,0,6,49,2,2,2,1,1,28,24,195,7217
2,28,0,1,1,29,0,0,6,51,0,2,0,1,0,29,4,136,5706
2,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,0,709,8507
2,30,2,1,1,31,1,1,7,55,4,2,2,1,1,31,24,734,8989
2,31,3,1,1,32,0,0,7,56,2,2,2,1,1,32,24,173,7460
2,32,0,1,1,33,0,0,7,58,1,2,2,1,0,33,2,152,7383
2,33,1,1,1,34,0,0,7,60,1,2,2,1,0,34,4,709,9381
2,34,3,1,1,35,0,0,7,61,0,2,0,1,0,35,26,172,7898
3,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,976
3,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,8,150,1314
3,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,0,703,2418
3,3,3,1,1,4,1,1,1,9,4,2,2,1,1,4,24,730,2878
3,4,0,1,1,5,0,0,1,10,2,2,2,1,1,5,24,198,2271
3,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,2,150,2035
3,6,2,1,1,7,0,0,1,14,1,2,2,1,0,7,4,703,3290
3,7,3,1,1,8,1,1,2,15,3,2,2,1,1,8,46,730,3821
3,8,0,1,1,9,0,0,2,17,2,2,2,1,1,9,2,165,2601
3,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,150,2790
3,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,703,4154
3,11,3,1,1,12,1,0,2,22,0,2,0,1,0,12,48,725,4444
3,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,2,150,3548
3,13,1,1,1,14,0,0,2,26,1,2,2,1,0,14,4,150,3604
3,14,2,1,1,15,0,0,2,27,0,2,0,1,0,15,30,703,5163
3,15,3,1,1,16,1,1,3,29,4,2,2,1,1,16,0,704,5467
3,16,0,1,1,17,0,0,3,31,3,2,2,1,1,17,24,175,4448
3,17,1,1,1,18,0,0,3,32,0,2,0,1,0,18,6,175,4472
3,18,2,1,1,19,0,0,3,34,0,2,0,1,0,19,26,637,4937
3,19,3,1,1,20,1,1,4,36,4,2,2,1,1,20,0,704,6360
3,20,0,1,1,21,0,0,4,38,3,2,2,1,1,21,24,175,5232
3,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,6,153,5218
3,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,0,703,6865
3,23,3,1,1,24,1,1,5,43,4,2,2,1,1,24,24,730,7326
3,24,0,1,1,25,0,0,5,44,2,2,2,1,1,25,24,198,6441
3,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,2,150,5927
3,26,2,1,1,27,0,0,5,48,1,2,2,1,0,27,4,703,7738
3,27,3,1,1,28,1,1,6,49,3,2,2,1,1,28,46,730,8269
3,28,0,1,1,29,0,0,6,51,2,2,2,1,1,29,2,165,6215
3,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,150,6682
3,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,703,8602
3,31,3,1,1,32,1,0,6,56,0,2,0,1,0,32,48,725,8614
3,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,2,150,7440
3,33,1,1,1,34,0,0,6,60,1,2,2,1,0,34,4,150,7496
3,34,2,1,1,35,0,0,6,61,0,2,0,1,0,35,30,703,9611
4,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,793,2134
4,1,1,1,1,2,1,0,0,5,0,2,0,1,0,2,54,838,2916
4,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,2,148,2007
4,3,3,1,1,4,0,0,0,9,1,2,2,1,0,4,4,145,2060
4,4,0,1,1,5,0,0,0,10,0,2,0,1,0,5,33,809,3569
4,5,1,1,1,6,1,1,1,12,4,2,2,1,1,6,0,813,3915
4,6,2,1,1,7,0,0,1,14,3,2,2,1,1,7,27,171,2997
4,7,3,1,1,8,0,0,1,15,0,2,0,1,0,8,6,168,3012
4,8,0,1,1,9,0,0,1,17,0,2,0,1,0,9,29,736,3729
4,9,1,1,1,10,1,1,2,19,4,2,2,1,1,10,0,813,4904
4,10,2,1,1,11,0,0,2,21,3,2,2,1,1,11,27,171,3865
4,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,6,148,3844
4,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,0,809,5457
4,13,1,1,1,14,1,1,3,26,4,2,2,1,1,14,27,843,5972
4,14,2,1,1,15,0,0,3,27,2,2,2,1,1,15,27,198,5066
4,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,2,145,4635
4,16,0,1,1,17,0,0,3,31,1,2,2,1,0,17,4,809,6426
4,17,1,1,1,18,1,1,4,32,3,2,2,1,1,18,52,843,7017
4,18,2,1,1,19,0,0,4,34,2,2,2,1,1,19,2,159,5090
4,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,145,5474
4,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,809,7386
4,21,1,1,1,22,1,0,4,39,0,2,0,1,0,22,54,838,7538
4,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,2,148,6319
4,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,145,6372
4,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,33,809,8497
4,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,813,8843
4,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,27,171,7309
4,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,168,7324
4,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,29,736,7733
4,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,813,9832
4,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,27,171,8177
4,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,148,8156
4,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,809,10385
4,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,27,173,8640
4,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,170,8654
5,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,977
5,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,33,810,2498
5,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,814,2950
5,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,27,173,2158
5,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,173,2176
5,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,813,3506
5,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,27,842,4016
5,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,27,198,3237
5,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,136,2513
5,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,813,4431
5,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,27,842,4944
5,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,27,176,3830
5,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,152,3742
5,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,813,5401
5,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,54,842,5989
5,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,152,4585
5,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,152,4640
5,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,31,813,6512
5,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,27,802,6092
5,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,152,5479
5,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,152,5536
5,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,33,810,7120
5,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,814,7878
5,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,27,173,6470
5,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,173,6488
5,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,813,8434
5,26,2,1,1,27,1,1,6,48,4,2,2,1,1,27,27,842,8944
5,27,3,1,1,28,0,0,6,49,2,2,2,1,1,28,27,198,7857
5,28,0,1,1,29,0,0,6,51,0,2,0,1,0,29,4,136,6209
5,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,0,813,9359
5,30,2,1,1,31,1,1,7,55,4,2,2,1,1,31,27,842,9872
5,31,3,1,1,32,0,0,7,56,2,2,2,1,1,32,27,176,8142
5,32,0,1,1,33,0,0,7,58,1,2,2,1,0,33,2,152,8054
5,33,1,1,1,34,0,0,7,60,1,2,2,1,0,34,4,813,10329
5,34,3,1,1,35,0,0,7,61,0,2,0,1,0,35,29,175,8621
6,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,132,979
6,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,8,150,1314
6,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,0,815,2553
6,3,3,1,1,4,1,1,1,9,4,2,2,1,1,4,27,838,3087
6,4,0,1,1,5,0,0,1,10,2,2,2,1,1,5,27,195,2363
6,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,2,150,2120
6,6,2,1,1,7,0,0,1,14,1,2,2,1,0,7,4,815,3521
6,7,3,1,1,8,1,1,2,15,3,2,2,1,1,8,52,838,4132
6,8,0,1,1,9,0,0,2,17,2,2,2,1,1,9,2,161,2752
6,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,150,2959
6,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,815,4481
6,11,3,1,1,12,1,0,2,22,0,2,0,1,0,12,54,833,4833
6,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,2,147,3800
6,13,1,1,1,14,0,0,2,26,1,2,2,1,0,14,4,150,3857
6,14,2,1,1,15,0,0,2,27,0,2,0,1,0,15,33,815,5592
6,15,3,1,1,16,1,1,3,29,4,2,2,1,1,16,0,812,5958
6,16,0,1,1,17,0,0,3,31,3,2,2,1,1,17,27,172,4788
6,17,1,1,1,18,0,0,3,32,0,2,0,1,0,18,6,175,4809
6,18,2,1,1,19,0,0,3,34,0,2,0,1,0,19,29,745,5371
6,19,3,1,1,20,1,1,4,36,4,2,2,1,1,20,0,812,6947
6,20,0,1,1,21,0,0,4,38,3,2,2,1,1,21,27,172,5656
6,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,6,153,5639
6,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,0,815,7480
6,23,3,1,1,24,1,1,5,43,4,2,2,1,1,24,27,838,8015
6,24,0,1,1,25,0,0,5,44,2,2,2,1,1,25,27,195,6983
6,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,2,150,6432
6,26,2,1,1,27,0,0,5,48,1,2,2,1,0,27,4,815,8449
6,27,3,1,1,28,1,1,6,49,3,2,2,1,1,28,52,838,9060
6,28,0,1,1,29,0,0,6,51,2,2,2,1,1,29,2,161,6756
6,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,150,7271
6,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,815,9409
6,31,3,1,1,32,1,0,6,56,0,2,0,1,0,32,54,833,9453
6,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,2,147,8112
6,33,1,1,1,34,0,0,6,60,1,2,2,1,0,34,4,150,8169
6,34,2,1,1,35,0,0,6,61,0,2,0,1,0,35,33,815,10520
7,0,0,1,1,1,1,1,1,4,4,2,2,1,1,1,2,797,2108
7,1,1,1,1,2,0,0,1,5,2,2,2,1,1,2,29,168,1726
7,2,2,1,1,3,0,0,1,7,1,2,2,1,0,3,2,145,1654
7,3,3,1,1,4,0,0,1,9,1,2,2,1,0,4,4,813,2994
7,4,0,1,1,5,1,1,2,10,0,2,0,1,0,5,54,843,3608
7,5,1,1,1,6,0,0,2,12,1,2,2,1,0,6,2,145,2498
7,6,2,1,1,7,0,0,2,14,1,2,2,1,0,7,4,145,2551
7,7,3,1,1,8,0,0,2,15,0,2,0,1,0,8,31,813,4105
7,8,0,1,1,9,1,0,2,17,0,2,0,1,0,9,27,802,4008
7,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,145,3392
7,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,145,3447
7,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,33,810,4862
7,12,0,1,1,13,1,1,3,24,4,2,2,1,1,13,0,813,5497
7,13,1,1,1,14,0,0,3,26,3,2,2,1,1,14,27,168,4381
7,14,2,1,1,15,0,0,3,27,0,2,0,1,0,15,6,168,4399
7,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,0,813,6027
7,16,0,1,1,17,1,1,4,31,4,2,2,1,1,17,27,843,6563
7,17,1,1,1,18,0,0,4,32,2,2,2,1,1,18,27,195,5617
7,18,2,1,1,19,0,0,4,34,0,2,0,1,0,19,4,127,4414
7,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,0,813,6952
7,20,0,1,1,21,1,1,5,38,4,2,2,1,1,21,27,843,7491
7,21,1,1,1,22,0,0,5,39,2,2,2,1,1,22,27,171,6049
7,22,2,1,1,23,0,0,5,41,1,2,2,1,0,23,2,145,5965
7,23,3,1,1,24,0,0,5,43,1,2,2,1,0,24,4,813,7922
7,24,0,1,1,25,1,1,6,44,0,2,0,1,0,25,54,843,8536
7,25,1,1,1,26,0,0,6,46,1,2,2,1,0,26,2,145,6810
7,26,2,1,1,27,0,0,6,48,1,2,2,1,0,27,4,145,6863
7,27,3,1,1,28,0,0,6,49,0,2,0,1,0,28,31,813,9033
7,28,0,1,1,29,1,0,6,51,0,2,0,1,0,29,27,802,8320
7,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,145,7704
7,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,145,7759
7,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,33,810,9482
7,32,1,1,1,33,0,0,6,58,1,2,2,1,0,33,0,145,8216
7,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,4,145,8277
7,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,33,813,10649
8,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,132,973
8,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,38,1010,2789
8,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,1017,3314
8,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,32,173,2307
8,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,170,2312
8,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,1013,3952
8,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,32,1045,4550
8,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,32,198,3546
8,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,133,2749
8,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,1013,5037
8,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,32,1045,5638
8,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,32,176,4259
8,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,149,4158
8,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,1013,6167
8,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,64,1045,6853
8,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,152,5144
8,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,149,5196
8,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,36,1013,7448
8,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,32,1000,6991
8,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,152,6178
8,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,149,6232
8,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,38,1010,8161
8,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,1017,9042
8,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,32,173,7319
8,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,170,7324
8,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,1013,9680
8,26,2,1,1,27,1,1,6,48,4,2,2,1,1,27,32,1045,10278
8,27,3,1,1,28,0,0,6,49,2,2,2,1,1,28,32,198,8916
8,28,0,1,1,29,0,0,6,51,0,2,0,1,0,29,4,133,7045
8,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,0,1013,10765
8,30,2,1,1,31,1,1,7,55,4,2,2,1,1,31,32,1045,11366
8,31,3,1,1,32,0,0,7,56,2,2,2,1,1,32,32,176,9271
8,32,0,1,1,33,0,0,7,58,1,2,2,1,0,33,2,149,9170
8,33,1,1,1,34,0,0,7,60,1,2,2,1,0,34,4,1013,11895
8,34,3,1,1,35,0,0,7,61,0,2,0,1,0,35,34,175,9821
9,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,132,979
9,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,8,147,1310
9,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,0,1015,2834
9,3,3,1,1,4,1,1,1,9,4,2,2,1,1,4,32,1041,3461
9,4,0,1,1,5,0,0,1,10,2,2,2,1,1,5,32,195,2522
9,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,2,147,2256
9,6,2,1,1,7,0,0,1,14,1,2,2,1,0,7,4,1015,3962
9,7,3,1,1,8,1,1,2,15,3,2,2,1,1,8,62,1041,4676
9,8,0,1,1,9,0,0,2,17,2,2,2,1,1,9,2,161,3011
9,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,147,3235
9,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,1015,5082
9,11,3,1,1,12,1,0,2,22,0,2,0,1,0,12,64,1036,5507
9,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,2,147,4219
9,13,1,1,1,14,0,0,2,26,1,2,2,1,0,14,4,147,4273
9,14,2,1,1,15,0,0,2,27,0,2,0,1,0,15,38,1015,6363
9,15,3,1,1,16,1,1,3,29,4,2,2,1,1,16,0,1015,6802
9,16,0,1,1,17,0,0,3,31,3,2,2,1,1,17,32,172,5357
9,17,1,1,1,18,0,0,3,32,0,2,0,1,0,18,6,172,5365
9,18,2,1,1,19,0,0,3,34,0,2,0,1,0,19,34,935,6147
9,19,3,1,1,20,1,1,4,36,4,2,2,1,1,20,0,1015,7951
9,20,0,1,1,21,0,0,4,38,3,2,2,1,1,21,32,172,6365
9,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,6,150,6335
9,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,0,1015,8561
9,23,3,1,1,24,1,1,5,43,4,2,2,1,1,24,32,1041,9189
9,24,0,1,1,25,0,0,5,44,2,2,2,1,1,25,32,195,7892
9,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,2,147,7268
9,26,2,1,1,27,0,0,5,48,1,2,2,1,0,27,4,1015,9690
9,27,3,1,1,28,1,1,6,49,3,2,2,1,1,28,62,1041,10404
9,28,0,1,1,29,0,0,6,51,2,2,2,1,1,29,2,161,7665
9,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,147,8247
9,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,1015,10810
9,31,3,1,1,32,1,0,6,56,0,2,0,1,0,32,64,1036,10877
9,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,2,147,9231
9,33,1,1,1,34,0,0,6,60,1,2,2,1,0,34,4,147,9285
9,34,2,1,1,35,0,0,6,61,0,2,0,1,0,35,38,1015,12091
10,0,0,1,1,1,1,1,1,4,4,2,2,1,1,1,2,994,2369
10,1,1,1,1,2,0,0,1,5,2,2,2,1,1,2,34,168,1807
10,2,2,1,1,3,0,0,1,7,1,2,2,1,0,3,2,148,1728
10,3,3,1,1,4,0,0,1,9,1,2,2,1,0,4,4,1013,3353
