cell,context,form,stable_opportunity,stable_completed,stable_completed_cumulative,sparse_opportunity,sparse_completed,sparse_completed_cumulative,stable_resistance,sparse_resistance,stable_live_arrows,sparse_live_arrows,b_probe_effect,a_probe_effect,b_executable_contexts,deallocations,queue_comparisons,work
51,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,150,5872
51,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,30,703,7755
51,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,704,8059
51,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,24,175,6716
51,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,175,6740
51,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,26,637,7043
51,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,704,8952
51,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,24,175,7500
51,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,153,7486
51,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,703,9457
51,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,24,171,7920
51,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,171,7944
52,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,976
52,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,8,145,1310
52,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,0,809,2578
52,3,3,1,1,4,1,1,1,9,4,2,2,1,1,4,27,843,3092
52,4,0,1,1,5,0,0,1,10,2,2,2,1,1,5,27,198,2366
52,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,2,145,2115
52,6,2,1,1,7,0,0,1,14,1,2,2,1,0,7,4,809,3546
52,7,3,1,1,8,1,1,2,15,3,2,2,1,1,8,52,843,4137
52,8,0,1,1,9,0,0,2,17,2,2,2,1,1,9,2,159,2750
52,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,145,2954
52,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,809,4506
52,11,3,1,1,12,1,0,2,22,0,2,0,1,0,12,54,838,4838
52,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,2,148,3799
52,13,1,1,1,14,0,0,2,26,1,2,2,1,0,14,4,145,3852
52,14,2,1,1,15,0,0,2,27,0,2,0,1,0,15,33,809,5617
52,15,3,1,1,16,1,1,3,29,4,2,2,1,1,16,0,813,5963
52,16,0,1,1,17,0,0,3,31,3,2,2,1,1,17,27,171,4789
52,17,1,1,1,18,0,0,3,32,0,2,0,1,0,18,6,168,4804
52,18,2,1,1,19,0,0,3,34,0,2,0,1,0,19,29,736,5393
52,19,3,1,1,20,1,1,4,36,4,2,2,1,1,20,0,813,6952
52,20,0,1,1,21,0,0,4,38,3,2,2,1,1,21,27,171,5657
52,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,6,148,5636
52,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,0,809,7505
52,23,3,1,1,24,1,1,5,43,4,2,2,1,1,24,27,843,8020
52,24,0,1,1,25,0,0,5,44,2,2,2,1,1,25,27,198,6986
52,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,2,145,6427
52,26,2,1,1,27,0,0,5,48,1,2,2,1,0,27,4,809,8474
52,27,3,1,1,28,1,1,6,49,3,2,2,1,1,28,52,843,9065
52,28,0,1,1,29,0,0,6,51,2,2,2,1,1,29,2,159,6754
52,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,145,7266
52,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,809,9434
52,31,3,1,1,32,1,0,6,56,0,2,0,1,0,32,54,838,9458
52,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,2,148,8111
52,33,1,1,1,34,0,0,6,60,1,2,2,1,0,34,4,145,8164
52,34,2,1,1,35,0,0,6,61,0,2,0,1,0,35,33,809,10545
53,0,0,1,1,1,1,1,1,4,4,2,2,1,1,1,2,794,2104
53,1,1,1,1,2,0,0,1,5,2,2,2,1,1,2,29,173,1729
53,2,2,1,1,3,0,0,1,7,1,2,2,1,0,3,2,152,1657
53,3,3,1,1,4,0,0,1,9,1,2,2,1,0,4,4,813,3017
53,4,0,1,1,5,1,1,2,10,0,2,0,1,0,5,54,842,3605
53,5,1,1,1,6,0,0,2,12,1,2,2,1,0,6,2,152,2499
53,6,2,1,1,7,0,0,2,14,1,2,2,1,0,7,4,152,2554
53,7,3,1,1,8,0,0,2,15,0,2,0,1,0,8,31,813,4128
53,8,0,1,1,9,1,0,2,17,0,2,0,1,0,9,27,802,4006
53,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,152,3393
53,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,152,3450
53,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,33,810,4885
53,12,0,1,1,13,1,1,3,24,4,2,2,1,1,13,0,814,5494
53,13,1,1,1,14,0,0,3,26,3,2,2,1,1,14,27,173,4384
53,14,2,1,1,15,0,0,3,27,0,2,0,1,0,15,6,173,4402
53,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,0,813,6050
53,16,0,1,1,17,1,1,4,31,4,2,2,1,1,17,27,842,6560
53,17,1,1,1,18,0,0,4,32,2,2,2,1,1,18,27,198,5622
53,18,2,1,1,19,0,0,4,34,0,2,0,1,0,19,4,136,4421
53,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,0,813,6975
53,20,0,1,1,21,1,1,5,38,4,2,2,1,1,21,27,842,7488
53,21,1,1,1,22,0,0,5,39,2,2,2,1,1,22,27,176,6056
53,22,2,1,1,23,0,0,5,41,1,2,2,1,0,23,2,152,5968
53,23,3,1,1,24,0,0,5,43,1,2,2,1,0,24,4,813,7945
53,24,0,1,1,25,1,1,6,44,0,2,0,1,0,25,54,842,8533
53,25,1,1,1,26,0,0,6,46,1,2,2,1,0,26,2,152,6811
53,26,2,1,1,27,0,0,6,48,1,2,2,1,0,27,4,152,6866
53,27,3,1,1,28,0,0,6,49,0,2,0,1,0,28,31,813,9056
53,28,0,1,1,29,1,0,6,51,0,2,0,1,0,29,27,802,8318
53,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,152,7705
53,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,152,7762
53,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,33,810,9505
53,32,1,1,1,33,0,0,6,58,1,2,2,1,0,33,0,152,8217
53,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,4,152,8280
53,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,33,813,10672
54,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,797,2107
54,1,1,1,1,2,1,0,0,5,0,2,0,1,0,2,54,833,2912
54,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,2,147,2008
54,3,3,1,1,4,0,0,0,9,1,2,2,1,0,4,4,150,2065
54,4,0,1,1,5,0,0,0,10,0,2,0,1,0,5,33,815,3544
54,5,1,1,1,6,1,1,1,12,4,2,2,1,1,6,0,812,3910
54,6,2,1,1,7,0,0,1,14,3,2,2,1,1,7,27,172,2996
54,7,3,1,1,8,0,0,1,15,0,2,0,1,0,8,6,175,3017
54,8,0,1,1,9,0,0,1,17,0,2,0,1,0,9,29,745,3707
54,9,1,1,1,10,1,1,2,19,4,2,2,1,1,10,0,812,4899
54,10,2,1,1,11,0,0,2,21,3,2,2,1,1,11,27,172,3864
54,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,6,153,3847
54,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,0,815,5432
54,13,1,1,1,14,1,1,3,26,4,2,2,1,1,14,27,838,5967
54,14,2,1,1,15,0,0,3,27,2,2,2,1,1,15,27,195,5063
54,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,2,150,4640
54,16,0,1,1,17,0,0,3,31,1,2,2,1,0,17,4,815,6401
54,17,1,1,1,18,1,1,4,32,3,2,2,1,1,18,52,838,7012
54,18,2,1,1,19,0,0,4,34,2,2,2,1,1,19,2,161,5092
54,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,150,5479
54,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,815,7361
54,21,1,1,1,22,1,0,4,39,0,2,0,1,0,22,54,833,7533
54,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,2,147,6320
54,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,150,6377
54,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,33,815,8472
54,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,812,8838
54,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,27,172,7308
54,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,175,7329
54,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,29,745,7711
54,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,812,9827
54,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,27,172,8176
54,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,153,8159
54,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,815,10360
54,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,27,168,8637
54,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,171,8659
55,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,132,973
55,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,33,810,2475
55,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,813,2953
55,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,27,168,2155
55,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,168,2173
55,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,813,3483
55,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,27,843,4019
55,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,27,195,3232
55,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,127,2506
55,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,813,4408
55,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,27,843,4947
55,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,27,171,3823
55,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,145,3739
55,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,813,5378
55,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,54,843,5992
55,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,145,4584
55,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,145,4637
55,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,31,813,6489
55,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,27,802,6094
55,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,145,5478
55,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,145,5533
55,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,33,810,7097
55,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,813,7881
55,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,27,168,6467
55,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,168,6485
55,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,813,8411
55,26,2,1,1,27,1,1,6,48,4,2,2,1,1,27,27,843,8947
55,27,3,1,1,28,0,0,6,49,2,2,2,1,1,28,27,195,7852
55,28,0,1,1,29,0,0,6,51,0,2,0,1,0,29,4,127,6202
55,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,0,813,9336
55,30,2,1,1,31,1,1,7,55,4,2,2,1,1,31,27,843,9875
55,31,3,1,1,32,0,0,7,56,2,2,2,1,1,32,27,171,8135
55,32,0,1,1,33,0,0,7,58,1,2,2,1,0,33,2,145,8051
55,33,1,1,1,34,0,0,7,60,1,2,2,1,0,34,4,813,10306
55,34,3,1,1,35,0,0,7,61,0,2,0,1,0,35,29,170,8618
56,0,0,1,1,1,1,1,1,4,4,2,2,1,1,1,2,997,2373
56,1,1,1,1,2,0,0,1,5,2,2,2,1,1,2,34,173,1808
56,2,2,1,1,3,0,0,1,7,1,2,2,1,0,3,2,149,1723
56,3,3,1,1,4,0,0,1,9,1,2,2,1,0,4,4,1013,3383
56,4,0,1,1,5,1,1,2,10,0,2,0,1,0,5,64,1045,4069
56,5,1,1,1,6,0,0,2,12,1,2,2,1,0,6,2,152,2708
56,6,2,1,1,7,0,0,2,14,1,2,2,1,0,7,4,149,2760
56,7,3,1,1,8,0,0,2,15,0,2,0,1,0,8,36,1013,4664
56,8,0,1,1,9,1,0,2,17,0,2,0,1,0,9,32,1000,4555
56,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,152,3742
56,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,149,3796
56,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,38,1010,5551
56,12,0,1,1,13,1,1,3,24,4,2,2,1,1,13,0,1017,6258
56,13,1,1,1,14,0,0,3,26,3,2,2,1,1,14,32,173,4883
56,14,2,1,1,15,0,0,3,27,0,2,0,1,0,15,6,170,4888
56,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,0,1013,6896
56,16,0,1,1,17,1,1,4,31,4,2,2,1,1,17,32,1045,7494
56,17,1,1,1,18,0,0,4,32,2,2,2,1,1,18,32,198,6306
56,18,2,1,1,19,0,0,4,34,0,2,0,1,0,19,4,133,4957
56,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,0,1013,7981
56,20,0,1,1,21,1,1,5,38,4,2,2,1,1,21,32,1045,8582
56,21,1,1,1,22,0,0,5,39,2,2,2,1,1,22,32,176,6835
56,22,2,1,1,23,0,0,5,41,1,2,2,1,0,23,2,149,6734
56,23,3,1,1,24,0,0,5,43,1,2,2,1,0,24,4,1013,9111
56,24,0,1,1,25,1,1,6,44,0,2,0,1,0,25,64,1045,9797
56,25,1,1,1,26,0,0,6,46,1,2,2,1,0,26,2,152,7720
56,26,2,1,1,27,0,0,6,48,1,2,2,1,0,27,4,149,7772
56,27,3,1,1,28,0,0,6,49,0,2,0,1,0,28,36,1013,10392
56,28,0,1,1,29,1,0,6,51,0,2,0,1,0,29,32,1000,9567
56,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,152,8754
56,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,149,8808
56,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,38,1010,10921
56,32,1,1,1,33,0,0,6,58,1,2,2,1,0,33,0,152,9337
56,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,4,149,9396
56,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,38,1013,12248
57,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,997,2372
57,1,1,1,1,2,1,0,0,5,0,2,0,1,0,2,64,1036,3286
57,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,2,147,2147
57,3,3,1,1,4,0,0,0,9,1,2,2,1,0,4,4,147,2201
57,4,0,1,1,5,0,0,0,10,0,2,0,1,0,5,38,1015,3995
57,5,1,1,1,6,1,1,1,12,4,2,2,1,1,6,0,1015,4434
57,6,2,1,1,7,0,0,1,14,3,2,2,1,1,7,32,172,3285
57,7,3,1,1,8,0,0,1,15,0,2,0,1,0,8,6,172,3293
57,8,0,1,1,9,0,0,1,17,0,2,0,1,0,9,34,935,4223
57,9,1,1,1,10,1,1,2,19,4,2,2,1,1,10,0,1015,5583
57,10,2,1,1,11,0,0,2,21,3,2,2,1,1,11,32,172,4293
57,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,6,150,4263
57,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,0,1015,6193
57,13,1,1,1,14,1,1,3,26,4,2,2,1,1,14,32,1041,6821
57,14,2,1,1,15,0,0,3,27,2,2,2,1,1,15,32,195,5672
57,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,2,147,5196
57,16,0,1,1,17,0,0,3,31,1,2,2,1,0,17,4,1015,7322
57,17,1,1,1,18,1,1,4,32,3,2,2,1,1,18,62,1041,8036
57,18,2,1,1,19,0,0,4,34,2,2,2,1,1,19,2,161,5741
57,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,147,6175
57,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,1015,8442
57,21,1,1,1,22,1,0,4,39,0,2,0,1,0,22,64,1036,8657
57,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,2,147,7159
57,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,147,7213
57,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,38,1015,9723
57,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,1015,10162
57,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,32,172,8297
57,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,172,8305
57,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,34,935,8877
57,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,1015,11311
57,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,32,172,9305
57,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,150,9275
57,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,1015,11921
57,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,32,168,9837
57,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,168,9845
58,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,977
58,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,38,1010,2759
58,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,1010,3309
58,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,32,168,2306
58,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,171,2317
58,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,1013,3922
58,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,32,1040,4545
58,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,32,195,3543
58,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,130,2750
58,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,1013,5007
58,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,32,1040,5633
58,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,32,171,4254
58,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,148,4163
58,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,1013,6137
58,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,64,1040,6848
58,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,145,5145
58,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,148,5201
58,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,36,1013,7418
58,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,32,994,6985
58,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,145,6179
58,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,148,6237
58,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,38,1010,8131
58,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,1010,9037
58,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,32,168,7318
58,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,171,7329
58,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,1013,9650
58,26,2,1,1,27,1,1,6,48,4,2,2,1,1,27,32,1040,10273
58,27,3,1,1,28,0,0,6,49,2,2,2,1,1,28,32,195,8913
58,28,0,1,1,29,0,0,6,51,0,2,0,1,0,29,4,130,7046
58,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,0,1013,10735
58,30,2,1,1,31,1,1,7,55,4,2,2,1,1,31,32,1040,11361
58,31,3,1,1,32,0,0,7,56,2,2,2,1,1,32,32,171,9266
58,32,0,1,1,33,0,0,7,58,1,2,2,1,0,33,2,148,9175
58,33,1,1,1,34,0,0,7,60,1,2,2,1,0,34,4,1013,11865
58,34,3,1,1,35,0,0,7,61,0,2,0,1,0,35,34,170,9818
59,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,976
59,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,8,152,1314
59,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,0,1013,2862
59,3,3,1,1,4,1,1,1,9,4,2,2,1,1,4,32,1042,3458
59,4,0,1,1,5,0,0,1,10,2,2,2,1,1,5,32,198,2527
59,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,2,152,2259
59,6,2,1,1,7,0,0,1,14,1,2,2,1,0,7,4,1013,3990
59,7,3,1,1,8,1,1,2,15,3,2,2,1,1,8,62,1042,4673
59,8,0,1,1,9,0,0,2,17,2,2,2,1,1,9,2,162,3014
59,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,2,152,3238
59,10,2,1,1,11,0,0,2,21,1,2,2,1,0,11,4,1013,5110
59,11,3,1,1,12,1,0,2,22,0,2,0,1,0,12,64,1037,5504
59,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,2,152,4220
59,13,1,1,1,14,0,0,2,26,1,2,2,1,0,14,4,152,4276
59,14,2,1,1,15,0,0,2,27,0,2,0,1,0,15,38,1013,6391
59,15,3,1,1,16,1,1,3,29,4,2,2,1,1,16,0,1014,6799
59,16,0,1,1,17,0,0,3,31,3,2,2,1,1,17,32,173,5360
59,17,1,1,1,18,0,0,3,32,0,2,0,1,0,18,6,173,5368
59,18,2,1,1,19,0,0,3,34,0,2,0,1,0,19,34,932,6174
59,19,3,1,1,20,1,1,4,36,4,2,2,1,1,20,0,1014,7948
59,20,0,1,1,21,0,0,4,38,3,2,2,1,1,21,32,173,6368
59,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,6,155,6342
59,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,0,1013,8589
59,23,3,1,1,24,1,1,5,43,4,2,2,1,1,24,32,1042,9186
59,24,0,1,1,25,0,0,5,44,2,2,2,1,1,25,32,198,7897
59,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,2,152,7271
59,26,2,1,1,27,0,0,5,48,1,2,2,1,0,27,4,1013,9718
59,27,3,1,1,28,1,1,6,49,3,2,2,1,1,28,62,1042,10401
59,28,0,1,1,29,0,0,6,51,2,2,2,1,1,29,2,162,7668
59,29,1,1,1,30,0,0,6,53,1,2,2,1,0,30,2,152,8250
59,30,2,1,1,31,0,0,6,55,1,2,2,1,0,31,4,1013,10838
59,31,3,1,1,32,1,0,6,56,0,2,0,1,0,32,64,1037,10874
59,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,2,152,9232
59,33,1,1,1,34,0,0,6,60,1,2,2,1,0,34,4,152,9288
59,34,2,1,1,35,0,0,6,61,0,2,0,1,0,35,38,1013,12119
60,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,1125,2578
60,1,1,1,1,2,1,0,0,5,0,2,0,1,0,2,70,1168,3520
60,2,2,1,1,3,0,0,0,7,1,2,2,1,0,3,2,150,2231
60,3,3,1,1,4,0,0,0,9,1,2,2,1,0,4,4,147,2284
60,4,0,1,1,5,0,0,0,10,0,2,0,1,0,5,41,1143,4309
60,5,1,1,1,6,1,1,1,12,4,2,2,1,1,6,0,1147,4759
60,6,2,1,1,7,0,0,1,14,3,2,2,1,1,7,35,175,3461
60,7,3,1,1,8,0,0,1,15,0,2,0,1,0,8,6,172,3460
60,8,0,1,1,9,0,0,1,17,0,2,0,1,0,9,37,1055,4574
60,9,1,1,1,10,1,1,2,19,4,2,2,1,1,10,0,1147,6004
60,10,2,1,1,11,0,0,2,21,3,2,2,1,1,11,35,175,4553
60,11,3,1,1,12,0,0,2,22,0,2,0,1,0,12,6,150,4514
60,12,0,1,1,13,0,0,2,24,1,2,2,1,0,13,0,1143,6693
60,13,1,1,1,14,1,1,3,26,4,2,2,1,1,14,35,1173,7344
60,14,2,1,1,15,0,0,3,27,2,2,2,1,1,15,35,198,6042
60,15,3,1,1,16,0,0,3,29,1,2,2,1,0,16,2,147,5531
60,16,0,1,1,17,0,0,3,31,1,2,2,1,0,17,4,1143,7918
60,17,1,1,1,18,1,1,4,32,3,2,2,1,1,18,68,1173,8661
60,18,2,1,1,19,0,0,4,34,2,2,2,1,1,19,2,165,6136
60,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,147,6594
60,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,1143,9134
60,21,1,1,1,22,1,0,4,39,0,2,0,1,0,22,70,1168,9342
60,22,2,1,1,23,0,0,4,41,1,2,2,1,0,23,2,150,7663
60,23,3,1,1,24,0,0,4,43,1,2,2,1,0,24,4,147,7716
60,24,0,1,1,25,0,0,4,44,0,2,0,1,0,25,41,1143,10517
60,25,1,1,1,26,1,1,5,46,4,2,2,1,1,26,0,1147,10967
60,26,2,1,1,27,0,0,5,48,3,2,2,1,1,27,35,175,8893
60,27,3,1,1,28,0,0,5,49,0,2,0,1,0,28,6,172,8892
60,28,0,1,1,29,0,0,5,51,0,2,0,1,0,29,37,1055,9618
60,29,1,1,1,30,1,1,6,53,4,2,2,1,1,30,0,1147,12212
60,30,2,1,1,31,0,0,6,55,3,2,2,1,1,31,35,175,9985
60,31,3,1,1,32,0,0,6,56,0,2,0,1,0,32,6,150,9946
60,32,0,1,1,33,0,0,6,58,1,2,2,1,0,33,0,1143,12901
60,33,2,1,1,34,0,0,6,60,1,2,2,1,0,34,35,171,10560
60,34,3,1,1,35,0,0,6,61,0,2,0,1,0,35,6,168,10558
61,0,0,1,1,1,0,0,0,4,1,2,2,1,0,1,2,135,977
61,1,1,1,1,2,0,0,0,5,0,2,0,1,0,2,41,1138,2974
61,2,2,1,1,3,1,1,1,7,4,2,2,1,1,3,0,1142,3538
61,3,3,1,1,4,0,0,1,9,3,2,2,1,1,4,35,171,2398
61,4,0,1,1,5,0,0,1,10,0,2,0,1,0,5,6,171,2400
61,5,1,1,1,6,0,0,1,12,1,2,2,1,0,6,0,1141,4230
61,6,2,1,1,7,1,1,2,14,4,2,2,1,1,7,35,1172,4876
61,7,3,1,1,8,0,0,2,15,2,2,2,1,1,8,35,198,3733
61,8,0,1,1,9,0,0,2,17,0,2,0,1,0,9,4,130,2893
61,9,1,1,1,10,0,0,2,19,1,2,2,1,0,10,0,1141,5411
61,10,2,1,1,11,1,1,3,21,4,2,2,1,1,11,35,1172,6060
61,11,3,1,1,12,0,0,3,22,2,2,2,1,1,12,35,174,4516
61,12,0,1,1,13,0,0,3,24,1,2,2,1,0,13,2,148,4414
61,13,1,1,1,14,0,0,3,26,1,2,2,1,0,14,4,1141,6637
61,14,2,1,1,15,1,1,4,27,0,2,0,1,0,15,70,1172,7377
61,15,3,1,1,16,0,0,4,29,1,2,2,1,0,16,2,148,5481
61,16,0,1,1,17,0,0,4,31,1,2,2,1,0,17,4,148,5536
61,17,1,1,1,18,0,0,4,32,0,2,0,1,0,18,39,1141,8020
61,18,2,1,1,19,1,0,4,34,0,2,0,1,0,19,35,1123,7535
61,19,3,1,1,20,0,0,4,36,1,2,2,1,0,20,2,148,6599
61,20,0,1,1,21,0,0,4,38,1,2,2,1,0,21,4,148,6656
61,21,1,1,1,22,0,0,4,39,0,2,0,1,0,22,41,1138,8796
61,22,2,1,1,23,1,1,5,41,4,2,2,1,1,23,0,1142,9746
61,23,3,1,1,24,0,0,5,43,3,2,2,1,1,24,35,171,7830
61,24,0,1,1,25,0,0,5,44,0,2,0,1,0,25,6,171,7832
61,25,1,1,1,26,0,0,5,46,1,2,2,1,0,26,0,1141,10438
