row_type,protocol,mode,claim_eligible,passed,seed,arm,correct,total,average_work,average_correspondence_work,parent_acquisition_work,compilation_work,proposed,compiled_routes,persistent_bytes,persistent_fingerprint,subthreshold_routes,shuffled_routes,anonymous_observations,temporal_relations,causal_relations,generic_lookups,generic_comparisons,compiled_activations,support_validations,dependency_comparisons,binding_writes,binding_reads,temp_installations,effect_deliveries,invalidations,generic_reopenings,status,name,diagnostic
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-only-after-threshold,2
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-evidence-does-not-compile,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-work-strictly-lower,12
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-occurrences-transfer,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,allocation-order-invariant,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,memory-order-invariant,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-context-reopens-generic,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-parent-invalidates-and-reopens,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,missing-correspondence-delivers-no-effect,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,ambiguous-correspondence-delivers-no-effect,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-occurrence-or-filler,80
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-stable-during-use,953028041235218132
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-only-after-threshold,2
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-evidence-does-not-compile,0
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-work-strictly-lower,12
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-occurrences-transfer,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,allocation-order-invariant,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,memory-order-invariant,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,16
control,identity-desupply-ladder-v1/cs0a,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-context-reopens-generic,16
