protocol,category,cell,scenario,passed,routes,loci,outputs,support_before,support_after,coupling_after,generation_after,live_after,learned_traversals,learned_output_firings,learned_support_increases,aggregate_returns,distractor_firings,complete_fingerprint,permanent_fingerprint,arrows,persistent_bytes,work,quiescent,duplicate_exact,note
cj0-e-transient-coincidence-development-gate-v1,control,full-deallocation-bootstrap,full-deallocation-bootstrap,true,2|2|0|0,2|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,4|0|0|0|0|0,2|0|0|0|0|0,15|0|0|0|0|0,true|false|false|false|false|false,0,0,0,1,0,33d1c1125c6384f2,681ece36617b7051,14,1664,625,true,false,new generation forms before mature output
cj0-e-transient-coincidence-development-gate-v1,control,self-evidence,self-evidence,true,12|12|12|12,12|0|0|0|12|0,11|0|0|0|11|0,0|0|0|0|0|0,15|0|0|0|15|0,2|0|0|0|2|0,14|0|0|0|15|0,true|false|false|false|true|false,0,0,0,35,0,8b732b477877356e,60f224fcd686db2c,26,2432,10482,true,false,learned=15->10 aggregate=33
cj0-e-transient-coincidence-development-gate-v1,control,useful-recurrence,useful-recurrence,true,20|20|12|12,20|0|0|0|12|0,19|0|0|0|11|0,0|0|0|0|0|0,24|0|0|0|0|0,2|0|0|0|0|0,14|0|0|0|0|0,true|false|false|false|false|false,0,0,0,43,0,1cd8e38f945f69cb,3550d3d82be2053e,29,2624,14286,true,false,eight scheduled outputs and no autonomous source
cj0-e-transient-coincidence-development-gate-v1,recursion,three-deep,A+B->X;X+C->Y;Y+D->Z,true,8|8|8|8,8|7|6|0|0|0,7|6|5|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,false|false|false|false|false|false,0,1,0,21,0,5a7d02edaea77a0c,6f7eab44132bac01,30,2400,4176,true,true,training=7|6|5;heldout_z=1
cj0-e-transient-coincidence-development-gate-v1,reachability,convergent-arrows,A->C;B->C;A+B->C,true,1|1|2|0,0|0|0|0|0|0,1|1|1|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,false|false|false|false|false|false,0,3,0,0,0,f518a4b80475596d,eff0a7f55f07e16d,2,272,87,true,true,A=1;B=1;both=1
cj0-e-transient-coincidence-development-gate-v1,timing,together,together,true,1|1|0|0,1|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1|0|0|0|0|0,1|0|0|0|0|0,14|0|0|0|0|0,true|false|false|false|false|false,1,0,0,0,0,71cc46607a92aef6,6a140c993d148bd1,13,1600,230,true,false,A=0;B=Some(0);locus=1;expected=1
cj0-e-transient-coincidence-development-gate-v1,timing,same-tick-order,A-then-B-within-tick,true,1|1|0|0,1|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1|0|0|0|0|0,1|0|0|0|0|0,14|0|0|0|0|0,true|false|false|false|false|false,1,0,0,0,0,989abd8c4ee0a1b2,58d85972532ebd51,13,1600,230,true,false,A=0;B=Some(0);locus=1;expected=1
cj0-e-transient-coincidence-development-gate-v1,timing,overlap,overlap-while-live,true,1|1|0|0,1|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1|0|0|0|0|0,1|0|0|0|0|0,14|0|0|0|0|0,true|false|false|false|false|false,1,0,0,0,0,133c416b116a78da,3bfd9368dffd931d,13,1600,230,true,false,A=0;B=Some(0);locus=1;expected=1
cj0-e-transient-coincidence-development-gate-v1,timing,one-tick-delay,A-then-B-after-decay,true,1|1|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,false|false|false|false|false|false,0,0,0,0,0,c576e2594c1bd6bc,011522c9ad3943c3,12,1536,204,true,false,A=0;B=Some(1);locus=0;expected=0
cj0-e-transient-coincidence-development-gate-v1,timing,B-absent,B-absent-before-closure,true,1|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,false|false|false|false|false|false,0,0,0,0,0,e576945801ac4fde,4d048792c7449e38,12,1536,127,true,false,A=0;B=None;locus=0;expected=0
cj0-e-transient-coincidence-development-gate-v1,timing,post-closure,B-later-than-closure,true,1|1|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,false|false|false|false|false|false,0,0,0,0,0,d8ac51b95806bd86,2febe0d18c6c9baa,12,1536,198,true,false,A=0;B=Some(6);locus=0;expected=0
