row_id,stage,family,spec_fingerprint,b_effect,e_effect,prediction_diff,b_false_conjunction,e_false_conjunction,b_row_pass,e_row_pass,b_work,e_work,b_persistent_bytes,e_persistent_bytes,b_quiescent,e_quiescent
ctl-initial-ab-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,2686639172641101254,2,2,false,false,false,true,true,103,79,272,272,true,true
ctl-initial-cd-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,17790391017273413826,2,2,false,false,false,true,true,103,79,272,272,true,true
ctl-crossed-ad-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,3350694548929134186,1,0,true,true,false,false,true,29,13,272,272,true,true
ctl-crossed-cb-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,16888063484474205458,1,0,true,true,false,false,true,29,13,272,272,true,true
ctl-singleton-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,14052693955852594152,1,0,true,true,false,false,true,29,13,272,272,true,true
ctl-old-self-evidence-s101-m0-r0-t2-c2-l0-d0-tr0-a6,probe,shared_control,15965549336661505691,1,1,false,false,false,true,true,52,47,832,832,true,true
ctl-blocked-return-s101-m0-r0-t2-c2-l0-d0-tr0-a6,probe,shared_control,3791912367810900250,1,1,false,false,false,true,true,52,47,832,832,true,true
ctl-stale-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,17492693363472224830,0,0,false,false,false,true,true,20,17,160,160,true,true
ctl-deallocation-bootstrap-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,7758246115556481107,0,0,false,false,false,true,true,12,16,224,224,true,true
ctl-ambiguity-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,12556437700658433038,2,2,false,false,false,true,true,90,80,544,544,true,true
ctl-recursion-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,415526354052287837,1,1,false,false,false,true,true,82,71,496,496,true,true
ctl-replay-s101-m0-r0-t2-c2-l0-d0-tr0-a2,probe,shared_control,1709265405105985950,1,1,false,false,false,true,true,35,30,272,272,true,true
