stage,layout,case,namespace,passed,source_exact,duplicate_exact,trained_resistance,final_resistance,trained_live,final_live,trained_generation,final_generation,before_effects,after_effects,stale_effects,disuse_resistance,disuse_monotone,old_correspondence_live,fresh_correspondence,fresh_direction_ids,stale_refused,quiescent,work_total,pressure_updates,deallocations,arrow_slots,known_live_arrows,persistent_bytes,fingerprint
PROBE,P0,matched-high-use-survival,0x644000000,false,false,true,0|0,0|0,false|false,false|false,2|2,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,false,true,10491,872,2,30,28,2976,7978329516164747204
PROBE,P0,matched-low-use-forgetting,0x644100000,false,false,true,0|0,0|0,false|false,false|false,2|2,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,4036,373,4,30,26,2976,4889641970894881014
PROBE,P0,disuse-to-zero,0x644200000,false,false,true,0|0,0|0,false|false,false|false,2|2,2|2,0|0,0|0,0|0,0|0|0|0,true,0|0,0|0,false,true,true,7673,700,4,30,26,2976,3165571441272968625
PROBE,P0,forward-to-reverse-competition,0x644300000,false,false,true,0|0,0|34,false|false,false|true,2|2,2|1,0|0,0|1,0|1,0|0|0|0,false,0|0,0|0,false,true,true,25274,1783,2,31,29,3040,17952090827779877156
PROBE,P0,correlation-without-traversal,0x644400000,false,false,true,0|0,0|0,false|false,false|false,0|0,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,11529,842,2,30,28,2976,14522617606713947342
PROBE,P0,traversal-without-return,0x644500000,false,false,true,0|0,0|0,false|false,false|false,0|0,2|2,0|0,0|0,0|0,0|0|0|0,false,0|0,0|0,false,true,true,8941,742,2,28,26,2848,10591756417257625761
