row_type,protocol,stage,claim_eligible,M6_authoritative,M7_exists,family,condition,variant,target,target_supporters,competitor_supporters,winner,expected_winner,commitment_tick,duplicate_exact,permanent_fingerprint,start_fingerprint,trace_fingerprint,end_fingerprint,work,status,classification
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,spread_late,fresh_alloc_layout,1,6,4,0,0,7,true,408bc3ef04a520d7,0fd8c7255d420bb2,23f90328f569c082,527ce845f5c456b8,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,near_late,fresh_alloc_layout,1,6,4,0,0,7,true,43f06e59025f5073,48d5c99c81271256,5316fe12d149b7ba,4f0c253f2ae6f351,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,coincident_late,fresh_alloc_layout,1,6,4,0,0,7,true,0b3e97faeb5fb27a,3f67f95eda31a433,4aafbd78f803d9ec,f79498c175069820,540,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,well_before,fresh_handle_layout,0,5,4,0,0,6,true,9089cb7cfaa7948c,b8aa950a6b0574d8,01b261b4d399ec24,3c9a7a9768c901fa,462,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,just_before,fresh_handle_layout,0,5,4,0,0,6,true,f31268c238f97bc9,214a451412fa11e9,20f15ec11b20d34a,66876b5a5ae04b53,463,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,threshold_before,fresh_handle_layout,0,5,4,0,0,7,true,3fc082e8c983e3ee,e6b4c478b035bcb2,9cef648888500246,9bb55f6d22effcc0,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,threshold_after,fresh_handle_layout,0,5,4,1,1,7,true,1cff1f252c9edb1d,3f9a5ba601087b75,ee22bd2dbf52a19c,20b0d54bf4ad146b,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,just_after,fresh_handle_layout,0,5,4,1,1,7,true,72d49ae60d3ba48a,3ae60edd2d8a4636,401570fde2516230,850d588ef2f922c4,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,well_after,fresh_handle_layout,0,5,4,1,1,7,true,57c758ccd6053561,b0e7de9808b64781,889ee0c667b321e8,d2d2c6f82e7c954c,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,zero,fresh_handle_layout,0,4,4,1,1,7,true,6e532c36b51e3cdc,7be07c3536c3b318,a35edea7ed029881,71c30da7d3bd5c73,387,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,one_early,fresh_handle_layout,0,5,4,0,0,6,true,2f213cb9b35ac6b8,c01294339717accc,af6ca8ae8232cf48,7d8dfa421386ed4e,464,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,two_early,fresh_handle_layout,0,6,4,0,0,6,true,323c99125766fcad,9ded7943a7d35869,1b59be53eca944bc,0fc38bd7a44249b0,545,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
