stage,cell,namespace,correspondence,direction,opportunity,impulse,trained_use,crossed_use,individual_use,trained_common,crossed_common,old_score_before,old_score_after,new_score_after,swap_new_use,swap_old_use,controls,opportunities_added,arrow_count,persistent_bytes,work,fingerprint,duplicate_exact,passed
MICRO,swap-and-controls,0x953000000,"[32, 32, 32, 32]","[27, 27, 27, 27]","[[20, 11, 0, 0], [20, 13, 0, 0], [13, 27, 0, 0], [11, 15, 0, 0]]","[[2, 2, 0, 0], [2, 2, 0, 0], [2, 2, 0, 0], [2, 2, 0, 0]]","[1, 1]","[0, 0]","[0, 0, 0, 0]","[1, 1]","[0, 0]",23,35,24,"[2, 2]","[2, 2]","stale=0|ambiguous_symmetric=true|ambiguous_sites=[0, 0, 0, 0]|multiple=false|correlation=0|without_return=[0, 0]|absent=[0, 0]",364,456,32304,446632,7950204310758621851,true,false
