stage,cell,namespace,correspondence,direction,opportunity,impulse,trained_use,crossed_use,individual_use,trained_common,crossed_common,old_score_before,old_score_after,new_score_after,swap_new_use,swap_old_use,controls,opportunities_added,arrow_count,persistent_bytes,work,fingerprint,duplicate_exact,passed
PROBE,matched-marginal,0x943000000,"[20, 20, 20, 20]","[15, 15, 15, 15]","[[8, 0, 0, 0], [8, 0, 0, 0], [0, 15, 0, 0], [0, 15, 0, 0]]","[[2, 0, 0, 0], [2, 0, 0, 0], [0, 2, 0, 0], [0, 2, 0, 0]]","[1, 1]","[0, 0]","[0, 0, 0, 0]","[1, 1]","[0, 0]",0,0,0,"[0, 0]","[0, 0]","correlation=0|without_return=[0, 0]|absent=[0, 0]",216,308,22832,165730,4937781504395015090,true,true
