stage,seed,control,maturity,ratio,phase_offset,budget,incumbent_side,incumbent_route,alternative_route,scheduled_incumbent,scheduled_alternative,executed_incumbent,executed_alternative,returned_incumbent,returned_alternative,unresolved,m6_obs_incumbent,m6_obs_alternative,m6_support_incumbent,m6_support_alternative,m6_margin_incumbent,m6_margin_alternative,m6_eligible_incumbent,m6_eligible_alternative,m5_support_incumbent,m5_support_alternative,m5_rejection_incumbent,m5_rejection_alternative,m5_score_incumbent,m5_score_alternative,live_incumbent,live_alternative,abstentions,applications,independent_side0,independent_side1,class,schedule_exact,exposure_transferred,duplicate_exact
PROBE,1900000001,baseline,32,4:1,0,90,1,0,1,18,72,18,72,18,72,0,50,72,40,72,35,72,true,true,30,0,0,3,30,-3,4,1,89,33,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,32,4:1,0,900,1,0,1,180,720,180,720,180,720,0,212,720,75,720,27,720,true,true,30,0,0,3,30,-3,4,1,899,33,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,32,4:1,0,4500,1,0,1,900,3600,900,3600,900,3600,0,932,3600,257,3600,32,3600,true,true,30,0,0,3,30,-3,4,1,4499,33,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,32,4:1,0,9000,1,0,1,1800,7200,1800,7200,1800,7200,0,1832,7200,481,7200,30,7200,true,true,30,0,0,3,30,-3,4,1,8999,33,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,32,4:1,0,18000,1,0,1,3600,14400,3600,14400,3600,14400,0,3632,14400,929,14400,27,14400,true,true,30,0,0,3,30,-3,4,1,17999,33,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,0,1,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,90,1,0,1,72,18,72,18,72,18,0,200,18,144,18,122,18,true,true,141,0,0,3,141,-3,4,1,74,144,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,900,1,0,1,720,180,720,180,720,180,0,848,180,303,180,119,180,true,true,141,0,0,3,141,-3,4,1,884,144,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,4500,1,0,1,3600,900,3600,900,3600,900,0,3728,900,1029,900,129,900,true,true,141,0,0,3,141,-3,4,1,4484,144,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,9000,1,0,1,7200,1800,7200,1800,7200,1800,0,7328,1800,1929,1800,127,1800,true,true,141,0,0,3,141,-3,4,1,8984,144,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:4,0,18000,1,0,1,14400,3600,14400,3600,14400,3600,0,14528,3600,3727,3600,124,3600,true,true,141,0,0,3,141,-3,4,1,17984,144,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,0,1,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,90,1,0,1,45,45,45,45,45,45,0,173,45,141,45,130,45,true,true,129,0,0,3,129,-3,4,1,86,132,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,900,1,0,1,450,450,450,450,450,450,0,578,450,241,450,128,450,true,true,129,0,0,3,129,-3,4,1,896,132,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,4500,1,0,1,2250,2250,2250,2250,2250,2250,0,2378,2250,691,2250,126,2250,true,true,129,0,0,3,129,-3,4,1,4496,132,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,9000,1,0,1,4500,4500,4500,4500,4500,4500,0,4628,4500,1251,4500,121,4500,true,true,129,0,0,3,129,-3,4,1,8996,132,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,1:1,0,18000,1,0,1,9000,9000,9000,9000,9000,9000,0,9128,9000,2368,9000,108,9000,true,true,129,0,0,3,129,-3,4,1,17996,132,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,0,1,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,90,1,0,1,18,72,18,72,18,72,0,146,72,136,72,131,72,true,true,126,0,0,3,126,-3,4,1,89,129,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,900,1,0,1,180,720,180,720,180,720,0,308,720,171,720,123,720,true,true,126,0,0,3,126,-3,4,1,899,129,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,4500,1,0,1,900,3600,900,3600,900,3600,0,1028,3600,353,3600,128,3600,true,true,126,0,0,3,126,-3,4,1,4499,129,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,9000,1,0,1,1800,7200,1800,7200,1800,7200,0,1928,7200,577,7200,126,7200,true,true,126,0,0,3,126,-3,4,1,8999,129,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,baseline,128,4:1,0,18000,1,0,1,3600,14400,3600,14400,3600,14400,0,3728,14400,1025,14400,123,14400,true,true,126,0,0,3,126,-3,4,1,17999,129,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,0,1:1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,0,0,0,SUBTHRESHOLD,true,true,true
PROBE,1900000001,phase,0,1:1,1,90,1,0,1,45,45,45,45,45,45,0,45,45,12,45,1,45,false,true,0,41,41,0,-41,41,1,4,8,82,4,0,ALTERNATIVE,true,true,true
PROBE,1900000001,phase,0,1:1,1,900,1,0,1,450,450,450,450,450,450,0,450,450,113,450,0,450,false,true,0,378,378,0,-378,378,1,4,144,756,4,0,ALTERNATIVE,true,true,true
PROBE,1900000001,phase,0,1:1,1,4500,1,0,1,2250,2250,2250,2250,2250,2250,0,2250,2250,565,2250,1,2250,false,true,0,1620,1620,0,-1620,1620,1,4,1260,3240,4,0,ALTERNATIVE,true,true,true
PROBE,1900000001,phase,0,1:1,1,9000,1,0,1,4500,4500,4500,4500,4500,4500,0,4500,4500,1130,4500,0,4500,false,true,0,3068,3068,0,-3068,3068,1,4,2864,6136,4,0,ALTERNATIVE,true,true,true
PROBE,1900000001,phase,0,1:1,1,18000,1,0,1,9000,9000,9000,9000,9000,9000,0,9000,9000,2262,9000,1,9000,false,true,0,5981,5981,0,-5981,5981,1,4,6038,11962,4,0,ALTERNATIVE,true,true,true
PROBE,1900000001,phase,32,1:1,1,0,1,0,1,0,0,0,0,0,0,0,32,0,32,0,32,0,true,false,29,0,0,0,29,0,4,4,3,29,4,4,MIXED,true,true,true
PROBE,1900000001,phase,32,1:1,1,90,1,0,1,45,45,45,45,45,45,0,77,45,43,45,31,45,true,true,32,0,0,3,32,-3,4,1,87,35,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,32,1:1,1,900,1,0,1,450,450,450,450,450,450,0,482,450,144,450,31,450,true,true,32,0,0,3,32,-3,4,1,897,35,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,32,1:1,1,4500,1,0,1,2250,2250,2250,2250,2250,2250,0,2282,2250,596,2250,31,2250,true,true,32,0,0,3,32,-3,4,1,4497,35,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,32,1:1,1,9000,1,0,1,4500,4500,4500,4500,4500,4500,0,4532,4500,1162,4500,32,4500,true,true,32,0,0,3,32,-3,4,1,8997,35,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,32,1:1,1,18000,1,0,1,9000,9000,9000,9000,9000,9000,0,9032,9000,2293,9000,31,9000,true,true,32,0,0,3,32,-3,4,1,17997,35,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,0,1,0,1,0,0,0,0,0,0,0,128,0,128,0,128,0,true,false,125,0,0,0,125,0,4,1,3,125,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,90,1,0,1,45,45,45,45,45,45,0,173,45,139,45,127,45,true,true,128,0,0,3,128,-3,4,1,87,131,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,900,1,0,1,450,450,450,450,450,450,0,578,450,240,450,127,450,true,true,128,0,0,3,128,-3,4,1,897,131,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,4500,1,0,1,2250,2250,2250,2250,2250,2250,0,2378,2250,692,2250,127,2250,true,true,128,0,0,3,128,-3,4,1,4497,131,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,9000,1,0,1,4500,4500,4500,4500,4500,4500,0,4628,4500,1258,4500,128,4500,true,true,128,0,0,3,128,-3,4,1,8997,131,0,4,INCUMBENT_LOCK,true,true,true
PROBE,1900000001,phase,128,1:1,1,18000,1,0,1,9000,9000,9000,9000,9000,9000,0,9128,9000,2389,9000,127,9000,true,true,128,0,0,3,128,-3,4,1,17997,131,0,4,INCUMBENT_LOCK,true,true,true
