index,namespace,initial,current,spacing,stride,distractor_load,incidental_form,reverse_allocation,mirrored_layout,device_order,stable_opportunities,stable_completed,sparse_opportunities,sparse_completed,stable_final_resistance,sparse_final_resistance,first_b_execution_context,b_executable_contexts,final_b_effects,final_a_effects,first_deallocation_context,stable_deallocation_delay,sparse_deallocation_delay,proposals,deallocations,queue_comparisons,work,diagnostic_probe_work,complete_fingerprint,permanent_fingerprint,prefix_ok,duplicate_exact,naturally_quiescent
142,0x144700000,1,2,17,24,48,3,true,false,0-3-2-1,35,34,8,6,46,0,1,34,1,0,0,450,10,711,709,22997,243129,156854,15831975014790403725,6846309271615448953,true,true,true
143,0x144780000,2,0,17,24,48,0,true,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,713,711,23085,251067,159309,13423163116945841742,1574443962803733851,true,true,true
144,0x144800000,0,1,17,25,32,0,false,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,526,524,15594,192899,123091,13869168155507895349,15435766110070896192,true,true,true
145,0x144880000,1,2,17,25,32,1,false,true,2-3-0-1,35,34,8,7,46,0,1,34,1,0,0,450,10,522,520,15562,197671,130736,12246142480340607143,2951484503587406879,true,true,true
146,0x144900000,2,0,17,25,32,2,true,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,520,516,15779,192067,123929,8533597283227673972,16018022557030161885,true,true,true
147,0x144980000,0,1,17,25,32,3,true,true,2-3-0-1,35,34,8,6,46,0,1,34,1,0,0,450,10,524,522,15624,187429,121571,9002019723045904144,4551952851307980246,true,true,true
148,0x144a00000,1,2,17,25,36,1,false,false,0-3-2-1,35,34,8,7,46,0,1,34,1,0,0,450,10,573,571,17371,214429,141525,4092737371908685637,13057152060831269164,true,true,true
149,0x144a80000,2,0,17,25,36,2,false,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,571,567,17600,208104,133995,11330232182568221857,10022685157280945136,true,true,true
150,0x144b00000,0,1,17,25,36,3,true,false,0-3-2-1,35,34,8,6,46,0,1,34,1,0,0,450,10,575,573,17457,202273,131190,1675539003399452892,1090273473331714048,true,true,true
151,0x144b80000,1,2,17,25,36,0,true,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,577,575,17366,208434,132965,6514893285314014607,11900701993473408840,true,true,true
152,0x144c00000,2,0,17,25,44,2,false,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,656,652,20987,234851,150780,7054001675659449226,2148056030218143390,true,true,true
153,0x144c80000,0,1,17,25,44,3,false,true,0-1-2-3,35,34,8,6,46,0,1,34,1,0,0,450,10,660,658,20834,227680,147232,6897493672894310720,16864165046109532171,true,true,true
154,0x144d00000,1,2,17,25,44,0,true,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,662,660,20749,235014,149426,1983390413347727471,8083542748624176489,true,true,true
155,0x144d80000,2,0,17,25,44,1,true,true,0-1-2-3,35,34,8,7,46,0,1,34,1,0,0,450,10,658,656,20851,242345,159505,10207346650037227583,16405896462499336625,true,true,true
156,0x144e00000,0,1,17,25,48,3,false,false,2-1-0-3,35,34,8,6,46,0,1,34,1,0,0,450,10,711,709,23057,243427,156861,1619437362701518620,13161656983870662393,true,true,true
157,0x144e80000,1,2,17,25,48,0,false,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,713,711,22972,251395,159310,3087426524520280079,10083042537025444145,true,true,true
158,0x144f00000,2,0,17,25,48,1,true,false,2-1-0-3,35,34,8,7,46,0,1,34,1,0,0,450,10,709,707,23092,258938,170298,299833968171036110,13912115041017828301,true,true,true
159,0x144f80000,0,1,17,25,48,2,true,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,707,703,23187,250768,160856,392214787756420437,12252077095175634439,true,true,true
160,0x145000000,1,2,17,27,32,2,false,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,520,516,15667,192307,123924,12658742735499200888,17870012816555888374,true,true,true
161,0x145080000,2,0,17,27,32,3,false,true,0-1-2-3,35,34,8,6,46,0,1,34,1,0,0,450,10,524,522,15663,187229,121568,4947125475338987730,13876066535485137819,true,true,true
162,0x145100000,0,1,17,27,32,0,true,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,526,524,15606,192795,123082,915614362802352830,17755663401356494850,true,true,true
163,0x145180000,1,2,17,27,32,1,true,true,0-1-2-3,35,34,8,7,46,0,1,34,1,0,0,450,10,522,520,15553,197945,130729,3639463386539160931,18048052652839070119,true,true,true
164,0x145200000,2,0,17,27,36,3,false,false,2-1-0-3,35,34,8,6,46,0,1,34,1,0,0,450,10,575,573,17478,202496,131197,9683159039165690699,4513355495060329884,true,true,true
165,0x145280000,0,1,17,27,36,0,false,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,577,575,17421,208696,132966,15822965189631050502,3931028154469236226,true,true,true
166,0x145300000,1,2,17,27,36,1,true,false,2-1-0-3,35,34,8,7,46,0,1,34,1,0,0,450,10,573,571,17386,214202,141522,5314164208010175931,14757329965799674698,true,true,true
167,0x145380000,2,0,17,27,36,2,true,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,571,567,17606,207897,134000,12506065735788410232,3235987372449775524,true,true,true
168,0x145400000,0,1,17,27,44,0,false,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,662,660,20798,235191,149435,2726299064993349678,8152332824556898675,true,true,true
169,0x145480000,1,2,17,27,44,1,false,true,2-3-0-1,35,34,8,7,46,0,1,34,1,0,0,450,10,658,656,20758,241995,159512,4695097958141234982,12998775974467062646,true,true,true
170,0x145500000,2,0,17,27,44,2,true,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,656,652,20999,234535,150785,13043563031651175945,17758173602087686772,true,true,true
171,0x145580000,0,1,17,27,44,3,true,true,2-3-0-1,35,34,8,6,46,0,1,34,1,0,0,450,10,660,658,20828,227953,147235,7511236967765097355,17063443878283366885,true,true,true
172,0x145600000,1,2,17,27,48,1,false,false,0-3-2-1,35,34,8,7,46,0,1,34,1,0,0,450,10,709,707,22975,259233,170301,1795973698583733162,7639475459444603755,true,true,true
173,0x145680000,2,0,17,27,48,2,false,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,707,703,23228,251052,160851,13060056390102261630,12411886423539870035,true,true,true
174,0x145700000,0,1,17,27,48,3,true,false,0-3-2-1,35,34,8,6,46,0,1,34,1,0,0,450,10,711,709,23069,243133,156854,7021086122626791813,4663835678388800577,true,true,true
175,0x145780000,1,2,17,27,48,0,true,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,713,711,22978,251062,159309,13885208508797815642,3543662303102131857,true,true,true
176,0x145800000,2,0,17,28,32,0,false,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,526,524,15640,192903,123091,9507034563537406740,14819742382339896529,true,true,true
177,0x145880000,0,1,17,28,32,1,false,true,2-3-0-1,35,34,8,7,46,0,1,34,1,0,0,450,10,522,520,15637,197676,130736,13672878677872402297,12441686515754869481,true,true,true
178,0x145900000,1,2,17,28,32,2,true,false,3-2-1-0,35,34,8,6,46,0,1,34,1,0,0,450,10,520,516,15679,192063,123929,14820966634728966211,6826068607224500496,true,true,true
179,0x145980000,2,0,17,28,32,3,true,true,2-3-0-1,35,34,8,6,46,0,1,34,1,0,0,450,10,524,522,15657,187430,121571,5980956525814194913,15967731593455985381,true,true,true
180,0x145a00000,0,1,17,28,36,1,false,false,0-3-2-1,35,34,8,7,46,0,1,34,1,0,0,450,10,573,571,17446,214434,141525,14557204771155997227,13824964136213273158,true,true,true
181,0x145a80000,1,2,17,28,36,2,false,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,571,567,17500,208100,133995,7745214237318953843,10551421545115242704,true,true,true
182,0x145b00000,2,0,17,28,36,3,true,false,0-3-2-1,35,34,8,6,46,0,1,34,1,0,0,450,10,575,573,17490,202274,131190,6647657870510089464,10627268773011889214,true,true,true
183,0x145b80000,0,1,17,28,36,0,true,true,3-0-1-2,35,34,8,6,46,0,1,34,1,0,0,450,10,577,575,17427,208435,132965,7835883685465960333,8407070827587890932,true,true,true
184,0x145c00000,1,2,17,28,44,2,false,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,656,652,20887,234847,150780,12806450538212595325,7032399130100382679,true,true,true
185,0x145c80000,2,0,17,28,44,3,false,true,0-1-2-3,35,34,8,6,46,0,1,34,1,0,0,450,10,660,658,20867,227681,147232,1476411015498010583,11042741926990605054,true,true,true
186,0x145d00000,0,1,17,28,44,0,true,false,1-0-3-2,35,34,8,6,46,0,1,34,1,0,0,450,10,662,660,20810,235015,149426,11567280378882633237,4488720360358954293,true,true,true
187,0x145d80000,1,2,17,28,44,1,true,true,0-1-2-3,35,34,8,7,46,0,1,34,1,0,0,450,10,658,656,20749,242341,159505,17036110849037897698,292371360606954234,true,true,true
188,0x145e00000,2,0,17,28,48,3,false,false,2-1-0-3,35,34,8,6,46,0,1,34,1,0,0,450,10,711,709,23090,243428,156861,12219074581253975462,8200290652526141269,true,true,true
189,0x145e80000,0,1,17,28,48,0,false,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,713,711,23033,251396,159310,10461376119113687305,7355881082302147485,true,true,true
190,0x145f00000,1,2,17,28,48,1,true,false,2-1-0-3,35,34,8,7,46,0,1,34,1,0,0,450,10,709,707,22990,258934,170298,15372858829100689242,389773355056830591,true,true,true
191,0x145f80000,2,0,17,28,48,2,true,true,1-2-3-0,35,34,8,6,46,0,1,34,1,0,0,450,10,707,703,23234,250773,160856,7237111600507125873,13618949249702974097,true,true,true
192,0x146000000,0,1,19,24,32,3,false,false,2-1-0-3,35,35,8,6,41,0,0,35,1,0,0,400,10,522,520,15632,188034,121898,14050911814064535648,16974723202479334376,true,true,true
193,0x146080000,1,2,19,24,32,0,false,true,1-2-3-0,35,35,8,7,41,0,0,35,1,0,0,400,10,522,520,15630,192639,122555,13023715275777028989,1076722773222047747,true,true,true
194,0x146100000,2,0,19,24,32,1,true,false,2-1-0-3,35,35,8,7,41,0,0,35,1,0,0,400,10,520,518,15699,195946,128289,11988249435166445540,6889824708893335792,true,true,true
195,0x146180000,0,1,19,24,32,2,true,true,1-2-3-0,35,35,8,6,41,0,0,35,1,0,0,400,10,520,518,15708,191371,122899,10420515123691181809,6074524110717377525,true,true,true
196,0x146200000,1,2,19,24,36,0,false,false,3-2-1-0,35,35,8,7,41,0,0,35,1,0,0,400,10,573,571,17460,208439,132469,15713887422622689277,4863903863404994128,true,true,true
197,0x146280000,2,0,19,24,36,1,false,true,2-3-0-1,35,35,8,7,41,0,0,35,1,0,0,400,10,571,569,17520,212385,138962,3372136471065076446,14112778527956132809,true,true,true
198,0x146300000,0,1,19,24,36,2,true,false,3-2-1-0,35,35,8,6,41,0,0,35,1,0,0,400,10,571,569,17541,207108,132917,10565820845822403977,8750363310615120078,true,true,true
199,0x146380000,1,2,19,24,36,3,true,true,2-3-0-1,35,35,8,6,41,0,0,35,1,0,0,400,10,573,571,17382,203145,131586,16961389994383326436,8770179510295041879,true,true,true
200,0x146400000,2,0,19,24,44,1,false,false,0-3-2-1,35,35,8,7,41,0,0,35,1,0,0,400,10,656,654,20889,240405,156740,7213708001840700197,7356891690520775415,true,true,true
201,0x146480000,0,1,19,24,44,2,false,true,3-0-1-2,35,35,8,6,41,0,0,35,1,0,0,400,10,656,654,20922,233958,149614,17150779840271737301,2832820848300190074,true,true,true
202,0x146500000,1,2,19,24,44,3,true,false,0-3-2-1,35,35,8,6,41,0,0,35,1,0,0,400,10,658,656,20773,228412,147731,15481227206728312532,7035475319283252983,true,true,true
203,0x146580000,2,0,19,24,44,0,true,true,3-0-1-2,35,35,8,7,41,0,0,35,1,0,0,400,10,658,656,20972,234850,148986,4688451814293176448,15128663214872069471,true,true,true
204,0x146600000,0,1,19,24,48,2,false,false,1-0-3-2,35,35,8,6,41,0,0,35,1,0,0,400,10,707,705,23157,250132,159636,6488819027057616659,301965521645698835,true,true,true
205,0x146680000,1,2,19,24,48,3,false,true,0-1-2-3,35,35,8,6,41,0,0,35,1,0,0,400,10,709,707,23002,243909,157423,7619804879954820554,3413298350147696170,true,true,true
206,0x146700000,2,0,19,24,48,0,true,false,1-0-3-2,35,35,8,7,41,0,0,35,1,0,0,400,10,709,707,23216,251045,158896,6957270776329036425,17091126745508525545,true,true,true
207,0x146780000,0,1,19,24,48,1,true,true,0-1-2-3,35,35,8,7,41,0,0,35,1,0,0,400,10,707,705,23096,257289,167403,14502235076512556731,10312007426894008804,true,true,true
208,0x146800000,1,2,19,25,32,1,false,false,0-3-2-1,35,35,8,7,41,0,0,35,1,0,0,400,10,520,518,15578,196140,128292,16984779387894644097,14876964222813191573,true,true,true
209,0x146880000,2,0,19,25,32,2,false,true,3-0-1-2,35,35,8,6,41,0,0,35,1,0,0,400,10,520,518,15748,191582,122894,9267721253443740549,8701751068765428154,true,true,true
210,0x146900000,0,1,19,25,32,3,true,false,0-3-2-1,35,35,8,6,41,0,0,35,1,0,0,400,10,522,520,15646,187839,121891,10831887247221389945,3542630216786063470,true,true,true
211,0x146980000,1,2,19,25,32,0,true,true,3-0-1-2,35,35,8,7,41,0,0,35,1,0,0,400,10,522,520,15635,192425,122554,6255903511998600020,4618440626931889293,true,true,true
212,0x146a00000,2,0,19,25,36,2,false,false,1-0-3-2,35,35,8,6,41,0,0,35,1,0,0,400,10,571,569,17575,207348,132916,11858397211035092716,9912192614607974276,true,true,true
213,0x146a80000,0,1,19,25,36,3,false,true,0-1-2-3,35,35,8,6,41,0,0,35,1,0,0,400,10,573,571,17467,202928,131583,18178379851585050955,7767910449831330543,true,true,true
214,0x146b00000,1,2,19,25,36,0,true,false,1-0-3-2,35,35,8,7,41,0,0,35,1,0,0,400,10,573,571,17471,208212,132464,3627664595278880652,16971134652408770986,true,true,true
215,0x146b80000,2,0,19,25,36,1,true,true,0-1-2-3,35,35,8,7,41,0,0,35,1,0,0,400,10,571,569,17512,212619,138955,3861556800650514432,797320630809853501,true,true,true
216,0x146c00000,0,1,19,25,44,3,false,false,2-1-0-3,35,35,8,6,41,0,0,35,1,0,0,400,10,658,656,20836,228686,147738,5319195012128512071,8370375139117932035,true,true,true
217,0x146c80000,1,2,19,25,44,0,false,true,1-2-3-0,35,35,8,7,41,0,0,35,1,0,0,400,10,658,656,20858,235131,148987,6801248246867149620,13969230254022843498,true,true,true
218,0x146d00000,2,0,19,25,44,1,true,false,2-1-0-3,35,35,8,7,41,0,0,35,1,0,0,400,10,656,654,20903,240134,156737,1263706456036719543,18064828972107513867,true,true,true
219,0x146d80000,0,1,19,25,44,2,true,true,1-2-3-0,35,35,8,6,41,0,0,35,1,0,0,400,10,656,654,20928,233679,149619,3146617522753506696,14788426274451449268,true,true,true
220,0x146e00000,1,2,19,25,48,0,false,false,3-2-1-0,35,35,8,7,41,0,0,35,1,0,0,400,10,709,707,23096,251339,158901,12315010967223851818,2981501645061073099,true,true,true
221,0x146e80000,2,0,19,25,48,1,false,true,2-3-0-1,35,35,8,7,41,0,0,35,1,0,0,400,10,707,705,23132,256981,167410,5687418681835823659,3251324724510541340,true,true,true
222,0x146f00000,0,1,19,25,48,2,true,false,3-2-1-0,35,35,8,6,41,0,0,35,1,0,0,400,10,707,705,23169,249824,159637,234812470395307322,8789438092949457925,true,true,true
223,0x146f80000,1,2,19,25,48,3,true,true,2-3-0-1,35,35,8,6,41,0,0,35,1,0,0,400,10,709,707,22994,244205,157426,15962731853751128855,10542980743539061632,true,true,true
224,0x147000000,2,0,19,27,32,3,false,false,2-1-0-3,35,35,8,6,41,0,0,35,1,0,0,400,10,522,520,15664,188032,121898,16453163363427320707,12992857943760861233,true,true,true
225,0x147080000,0,1,19,27,32,0,false,true,1-2-3-0,35,35,8,7,41,0,0,35,1,0,0,400,10,522,520,15695,192640,122555,16350621168976212853,14490370324682349225,true,true,true
226,0x147100000,1,2,19,27,32,1,true,false,2-1-0-3,35,35,8,7,41,0,0,35,1,0,0,400,10,520,518,15592,195941,128289,6064976014544286833,2662611796381268667,true,true,true
227,0x147180000,2,0,19,27,32,2,true,true,1-2-3-0,35,35,8,6,41,0,0,35,1,0,0,400,10,520,518,15754,191375,122899,12009011655953837934,2775306654339457886,true,true,true
228,0x147200000,0,1,19,27,36,0,false,false,3-2-1-0,35,35,8,7,41,0,0,35,1,0,0,400,10,573,571,17525,208440,132469,11801510152969159625,10821604826677733086,true,true,true
229,0x147280000,1,2,19,27,36,1,false,true,2-3-0-1,35,35,8,7,41,0,0,35,1,0,0,400,10,571,569,17413,212380,138962,9165993499984920186,12807619726169257395,true,true,true
230,0x147300000,2,0,19,27,36,2,true,false,3-2-1-0,35,35,8,6,41,0,0,35,1,0,0,400,10,571,569,17587,207112,132917,9268527307461867881,18382740363704895958,true,true,true
231,0x147380000,0,1,19,27,36,3,true,true,2-3-0-1,35,35,8,6,41,0,0,35,1,0,0,400,10,573,571,17459,203152,131586,9371261018789139082,12641902756920160677,true,true,true
232,0x147400000,1,2,19,27,44,1,false,false,0-3-2-1,35,35,8,7,41,0,0,35,1,0,0,400,10,656,654,20782,240400,156740,12791992505753369740,10834575467192146088,true,true,true
233,0x147480000,2,0,19,27,44,2,false,true,3-0-1-2,35,35,8,6,41,0,0,35,1,0,0,400,10,656,654,20968,233962,149614,18412191017447009006,257374072288470569,true,true,true
234,0x147500000,0,1,19,27,44,3,true,false,0-3-2-1,35,35,8,6,41,0,0,35,1,0,0,400,10,658,656,20850,228419,147731,1656552879513098372,11892480407571969275,true,true,true
235,0x147580000,1,2,19,27,44,0,true,true,3-0-1-2,35,35,8,7,41,0,0,35,1,0,0,400,10,658,656,20863,234845,148986,14516050686462486475,15549138719750969030,true,true,true
236,0x147600000,2,0,19,27,48,2,false,false,1-0-3-2,35,35,8,6,41,0,0,35,1,0,0,400,10,707,705,23203,250136,159636,8049740414538431247,9720278266118219359,true,true,true
237,0x147680000,0,1,19,27,48,3,false,true,0-1-2-3,35,35,8,6,41,0,0,35,1,0,0,400,10,709,707,23079,243916,157423,3704332995544962762,10990184039380893954,true,true,true
238,0x147700000,1,2,19,27,48,0,true,false,1-0-3-2,35,35,8,7,41,0,0,35,1,0,0,400,10,709,707,23107,251040,158896,1699735958798093491,18209816810262392753,true,true,true
239,0x147780000,2,0,19,27,48,1,true,true,0-1-2-3,35,35,8,7,41,0,0,35,1,0,0,400,10,707,705,23124,257287,167403,16626772726163679117,15785225508677209828,true,true,true
240,0x147800000,0,1,19,28,32,1,false,false,0-3-2-1,35,35,8,7,41,0,0,35,1,0,0,400,10,520,518,15657,196147,128292,6838442782354026325,1157952414809617881,true,true,true
241,0x147880000,1,2,19,28,32,2,false,true,3-0-1-2,35,35,8,6,41,0,0,35,1,0,0,400,10,520,518,15641,191577,122894,1986772494702095952,14986993646818073517,true,true,true
242,0x147900000,2,0,19,28,32,3,true,false,0-3-2-1,35,35,8,6,41,0,0,35,1,0,0,400,10,522,520,15678,187837,121891,3079053406028800820,9035707249686676993,true,true,true
243,0x147980000,0,1,19,28,32,0,true,true,3-0-1-2,35,35,8,7,41,0,0,35,1,0,0,400,10,522,520,15700,192426,122554,7745157676018252654,14114501787764930049,true,true,true
244,0x147a00000,1,2,19,28,36,2,false,false,1-0-3-2,35,35,8,6,41,0,0,35,1,0,0,400,10,571,569,17468,207343,132916,929003421171690432,16781106015931805958,true,true,true
245,0x147a80000,2,0,19,28,36,3,false,true,0-1-2-3,35,35,8,6,41,0,0,35,1,0,0,400,10,573,571,17499,202926,131583,519448014153241571,17361207806481184381,true,true,true
246,0x147b00000,0,1,19,28,36,0,true,false,1-0-3-2,35,35,8,7,41,0,0,35,1,0,0,400,10,573,571,17536,208213,132464,753253337489326090,3219583572339956810,true,true,true
247,0x147b80000,1,2,19,28,36,1,true,true,0-1-2-3,35,35,8,7,41,0,0,35,1,0,0,400,10,571,569,17405,212614,138955,716858960776691174,14940948047818034133,true,true,true
248,0x147c00000,2,0,19,28,44,3,false,false,2-1-0-3,35,35,8,6,41,0,0,35,1,0,0,400,10,658,656,20868,228684,147738,12591895383953993402,1050875113090552136,true,true,true
249,0x147c80000,0,1,19,28,44,0,false,true,1-2-3-0,35,35,8,7,41,0,0,35,1,0,0,400,10,658,656,20923,235132,148987,15327733666315822334,18356030527719257074,true,true,true
250,0x147d00000,1,2,19,28,44,1,true,false,2-1-0-3,35,35,8,7,41,0,0,35,1,0,0,400,10,656,654,20796,240129,156737,8965454212448653136,14619342821725834494,true,true,true
251,0x147d80000,2,0,19,28,44,2,true,true,1-2-3-0,35,35,8,6,41,0,0,35,1,0,0,400,10,656,654,20974,233683,149619,6579530486749430861,8804067647856472565,true,true,true
252,0x147e00000,0,1,19,28,48,0,false,false,3-2-1-0,35,35,8,7,41,0,0,35,1,0,0,400,10,709,707,23161,251340,158901,6434367313171204692,14739742653726329763,true,true,true
253,0x147e80000,1,2,19,28,48,1,false,true,2-3-0-1,35,35,8,7,41,0,0,35,1,0,0,400,10,707,705,23025,256976,167410,1757916980146370905,11304546887202169992,true,true,true
254,0x147f00000,2,0,19,28,48,2,true,false,3-2-1-0,35,35,8,6,41,0,0,35,1,0,0,400,10,707,705,23215,249828,159637,10353499891340456524,11683705470658772543,true,true,true
255,0x147f80000,0,1,19,28,48,3,true,true,2-3-0-1,35,35,8,6,41,0,0,35,1,0,0,400,10,709,707,23071,244212,157426,12961817527987896109,17374663621572172214,true,true,true
