stage,row,namespace,positions,cell_order,identity_rotation,reverse_arrows,reverse_spikes,delay,skew,phase_pattern,first_firings,second_firings,joint_firings,joint_expected,refractory_suppressed,blocked_outputs,stale_outputs,absent_outputs,threshold2_outputs,naturally_quiescent,replay_exact,external_spikes,source_firings,convergence_firings,downstream_firings,crossings,deallocations,proposals,cells,arrows,persistent_bytes,work,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,claims,passed
definitive,71,0xc40004700000,-8|8|0|24,2|3|0|1,2,false,false,5,4,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1369,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,72,0xc40004800000,16|-16|0|-48,3|1|2|0,3,true,true,0,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1278,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,73,0xc40004900000,-32|32|0|96,0|2|1|3,0,true,true,1,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1303,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,74,0xc40004a00000,64|-64|0|-192,1|0|3|2,1,false,true,2,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,75,0xc40004b00000,-8|8|0|24,2|0|1|3,2,false,false,3,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,76,0xc40004c00000,16|-16|0|-48,2|3|1|0,3,true,false,4,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1317,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,77,0xc40004d00000,-32|32|0|96,3|2|0|1,0,true,false,5,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1297,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,78,0xc40004e00000,64|-64|0|-192,0|2|3|1,1,false,true,0,1,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1338,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,79,0xc40004f00000,-8|8|0|24,1|2|0|3,2,false,true,1,1,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,80,0xc40005000000,16|-16|0|-48,2|0|3|1,3,true,true,2,1,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1329,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,81,0xc40005100000,-32|32|0|96,3|0|1|2,0,true,false,3,1,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1331,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,82,0xc40005200000,64|-64|0|-192,3|2|1|0,1,false,false,4,1,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1346,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,83,0xc40005300000,-8|8|0|24,0|3|1|2,2,false,false,5,1,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,84,0xc40005400000,16|-16|0|-48,1|2|3|0,3,true,true,0,2,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1336,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,85,0xc40005500000,-32|32|0|96,2|1|0|3,0,true,true,1,2,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1340,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,86,0xc40005600000,64|-64|0|-192,3|0|2|1,1,false,true,2,2,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,87,0xc40005700000,-8|8|0|24,0|1|2|3,2,false,false,3,2,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1330,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,88,0xc40005800000,16|-16|0|-48,0|3|2|1,3,true,false,4,2,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,89,0xc40005900000,-32|32|0|96,1|3|0|2,0,true,false,5,2,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,90,0xc40005a00000,64|-64|0|-192,2|1|3|0,1,false,true,0,3,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1336,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,91,0xc40005b00000,-8|8|0|24,3|1|0|2,2,false,true,1,3,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1343,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,92,0xc40005c00000,16|-16|0|-48,0|1|3|2,3,true,true,2,3,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1341,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,93,0xc40005d00000,-32|32|0|96,1|0|2|3,0,true,false,3,3,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,94,0xc40005e00000,64|-64|0|-192,1|3|2|0,1,false,false,4,3,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,95,0xc40005f00000,-8|8|0|24,2|3|0|1,2,false,false,5,3,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,96,0xc40006000000,16|-16|0|-48,3|1|2|0,3,true,true,0,4,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1343,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,97,0xc40006100000,-32|32|0|96,0|2|1|3,0,true,true,1,4,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1348,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,98,0xc40006200000,64|-64|0|-192,1|0|3|2,1,false,true,2,4,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,99,0xc40006300000,-8|8|0|24,2|0|1|3,2,false,false,3,4,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,100,0xc40006400000,16|-16|0|-48,2|3|1|0,3,true,false,4,4,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1363,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,101,0xc40006500000,-32|32|0|96,3|2|0|1,0,true,false,5,4,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1369,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,102,0xc40006600000,64|-64|0|-192,0|2|3|1,1,false,true,0,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1278,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,103,0xc40006700000,-8|8|0|24,1|2|0|3,2,false,true,1,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1303,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,104,0xc40006800000,16|-16|0|-48,2|0|3|1,3,true,true,2,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,105,0xc40006900000,-32|32|0|96,3|0|1|2,0,true,false,3,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,106,0xc40006a00000,64|-64|0|-192,3|2|1|0,1,false,false,4,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1317,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,107,0xc40006b00000,-8|8|0|24,0|3|1|2,2,false,false,5,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1297,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,108,0xc40006c00000,16|-16|0|-48,1|2|3|0,3,true,true,0,1,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1338,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,109,0xc40006d00000,-32|32|0|96,2|1|0|3,0,true,true,1,1,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1347,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,110,0xc40006e00000,64|-64|0|-192,3|0|2|1,1,false,true,2,1,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1329,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,111,0xc40006f00000,-8|8|0|24,0|1|2|3,2,false,false,3,1,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1329,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,112,0xc40007000000,16|-16|0|-48,0|3|2|1,3,true,false,4,1,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1346,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,113,0xc40007100000,-32|32|0|96,1|3|0|2,0,true,false,5,1,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1347,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,114,0xc40007200000,64|-64|0|-192,2|1|3|0,1,false,true,0,2,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1336,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,115,0xc40007300000,-8|8|0|24,3|1|0|2,2,false,true,1,2,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1340,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,116,0xc40007400000,16|-16|0|-48,0|1|3|2,3,true,true,2,2,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1344,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,117,0xc40007500000,-32|32|0|96,1|0|2|3,0,true,false,3,2,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1330,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,118,0xc40007600000,64|-64|0|-192,1|3|2|0,1,false,false,4,2,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1343,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
definitive,119,0xc40007700000,-8|8|0|24,2|3|0|1,2,false,false,5,2,2,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
