row_id,stage,family,spec_fingerprint,b_effect,e_effect,prediction_diff,b_false_conjunction,e_false_conjunction,b_row_pass,e_row_pass,b_work,e_work,b_persistent_bytes,e_persistent_bytes,b_quiescent,e_quiescent
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d-1-tr0-a2,micro,timing_transfer,7510769691660092403,1,1,false,false,false,true,true,107,79,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,timing_transfer,3415986926145495133,1,1,false,false,false,true,true,105,78,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d1-tr0-a2,micro,timing_transfer,17849640640803277763,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d2-tr0-a2,micro,timing_transfer,7909218858846926521,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d3-tr0-a2,micro,timing_transfer,6736904240161811379,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d4-tr0-a2,micro,timing_transfer,9160302120143912917,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d5-tr0-a2,micro,timing_transfer,5777402683068118443,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d-1-tr2-a2,micro,timing_transfer,14913894717633592371,1,1,false,false,false,true,true,106,79,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d0-tr2-a2,micro,timing_transfer,5153827445691831093,1,1,false,false,false,true,true,104,78,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d1-tr2-a2,micro,timing_transfer,17399970610762853631,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d2-tr2-a2,micro,timing_transfer,16158974544280370753,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d3-tr2-a2,micro,timing_transfer,11625168448879589079,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d4-tr2-a2,micro,timing_transfer,5126271006185847517,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d5-tr2-a2,micro,timing_transfer,14347038486763367951,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d-1-tr4-a2,micro,timing_transfer,1134646656543767155,1,1,false,false,false,true,true,106,79,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d0-tr4-a2,micro,timing_transfer,807785718344356805,1,1,false,false,false,true,true,104,78,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d1-tr4-a2,micro,timing_transfer,5670028400023187627,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d2-tr4-a2,micro,timing_transfer,16977363006484865921,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d3-tr4-a2,micro,timing_transfer,10990059080219971203,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d4-tr4-a2,micro,timing_transfer,1979925110522426605,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l0-d5-tr4-a2,micro,timing_transfer,1496120009564165635,1,0,true,false,false,true,true,103,66,272,272,true,true
coverage-correction-v2-contemporary-reversal-s1211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,shared_control,9040042833097724777,2,4,true,false,false,false,false,584,853,912,848,true,true
coverage-correction-v2-burst-4-s1211-m0-r0-t2-c2-l4-d1-tr0-a2,micro,same_source_bursts,15555712510258516388,4,2,true,true,true,false,false,140,94,272,272,true,true
coverage-correction-v2-blocked-late-return-s1211-m0-r0-t2-c2-l4-d0-tr0-a6,micro,dense_return_topology,13614103277741471204,1,1,false,false,false,true,true,166,135,1024,1024,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l4-d-1-tr0-a2,micro,timing_transfer,8121419809958157787,1,1,false,false,false,true,true,107,79,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l4-d0-tr0-a2,micro,timing_transfer,7789307483147419213,1,1,false,false,false,true,true,105,78,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l4-d1-tr0-a2,micro,timing_transfer,14962309648850195075,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l4-d2-tr0-a2,micro,timing_transfer,8415507853343719553,1,0,true,false,false,true,true,104,66,272,272,true,true
coverage-correction-v2-timing-transfer-s1211-m0-r0-t2-c2-l4-d3-tr0-a2,micro,timing_transfer,4132356755442724979,1,0,true,false,false,true,true,104,66,272,272,true,true
