stage,row,namespace,positions,cell_order,identity_rotation,reverse_arrows,reverse_spikes,delay,skew,phase_pattern,first_firings,second_firings,joint_firings,joint_expected,refractory_suppressed,blocked_outputs,stale_outputs,absent_outputs,threshold2_outputs,naturally_quiescent,replay_exact,external_spikes,source_firings,convergence_firings,downstream_firings,crossings,deallocations,proposals,cells,arrows,persistent_bytes,work,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,claims,passed
PROBE v1,0,0xc10000000000,-8|8|0|24,0|1|2|3,0,false,false,0,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1278,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,1,0xc10000100000,16|-16|0|-48,0|3|2|1,1,false,false,1,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1303,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,2,0xc10000200000,-32|32|0|96,1|3|0|2,2,true,false,2,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,3,0xc10000300000,64|-64|0|-192,2|1|3|0,3,true,true,3,0,0,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1277,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,4,0xc10000400000,-8|8|0|24,3|1|0|2,0,false,true,4,0,1,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1317,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,5,0xc10000500000,16|-16|0|-48,0|1|3|2,1,false,true,5,0,2,1|0|1|1,0|1|1|1,1|1|1|1,1,true,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,13,13,13,4,0,92,65,8576,1297,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,6,0xc10000600000,-32|32|0|96,1|0|2|3,2,true,false,0,1,0,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1338,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
PROBE v1,7,0xc10000700000,64|-64|0|-192,1|3|2|0,3,true,false,1,1,1,1|0|1|1,0|1|1|1,1|1|2|2,2,false,0|1|0|1,0|1|0|1,0|1|0|1,0|0|1,true,true,120,30,15,15,15,4,0,92,65,8576,1347,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14,true
