case_id,root,creation_phase,family,mechanics,points,trace_hash,physical_work,drive,modulation,updates,proposals,deallocations,qlp,final_tick,body_hash,quiescent,partition_equal,target_fires,predicate_pass
86,4200000,7,phase_free_weak_lifetime,production,0@7:1/1/0/0/1;1@8:1/1/1/0/1;9@16:1/1/9/0/1;10@17:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,17,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
87,4200000,7,resistance_scales_lifetime,reference,0@7:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@16:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@17:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@26:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@27:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@46:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@47:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,47,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
87,4200000,7,resistance_scales_lifetime,production,0@7:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@16:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@17:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@26:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@27:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@46:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@47:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,47,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
88,4200000,7,traversal_cannot_alter_forgetting,reference,0@7:1/4/0/0/1|1/4/0/0/1;9@16:1/4/9/12571524225/1|1/4/9/0/1;39@46:1/1/9/1813536193/1|1/1/9/0/1;40@47:0/0/0/0/0|0/0/0/0/0,48f061e35a06b32c2e0bcec4e1e297446c45fd36882fa97e1e44bce2084a7a1c,10,8,0,0,0,2,0,47,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
88,4200000,7,traversal_cannot_alter_forgetting,production,0@7:1/4/0/0/1|1/4/0/0/1;9@16:1/4/9/12571524225/1|1/4/9/0/1;39@46:1/1/9/1813536193/1|1/1/9/0/1;40@47:0/0/0/0/0|0/0/0/0/0,48f061e35a06b32c2e0bcec4e1e297446c45fd36882fa97e1e44bce2084a7a1c,10,8,0,0,0,2,0,47,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
89,4200000,7,host_time_partition_invariance,reference,0@7:1/4/0/0/1;37@44:1/1/7/0/1;40@47:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,47,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
89,4200000,7,host_time_partition_invariance,production,0@7:1/4/0/0/1;37@44:1/1/7/0/1;40@47:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,47,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
90,4200000,7,local_death_blocks_stale_delivery,reference,0@7:1/1/0/0/1;15@22:0/0/0/0/0,624d53040d26f550d5c45629c08a1b364dc10b5fd28069790941d21e5743d1dd,2,1,0,0,0,1,0,22,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
90,4200000,7,local_death_blocks_stale_delivery,production,0@7:1/1/0/0/1;15@22:0/0/0/0/0,624d53040d26f550d5c45629c08a1b364dc10b5fd28069790941d21e5743d1dd,2,1,0,0,0,1,0,22,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
91,4200000,8,phase_free_weak_lifetime,reference,0@8:1/1/0/0/1;1@9:1/1/1/0/1;9@17:1/1/9/0/1;10@18:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,18,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
91,4200000,8,phase_free_weak_lifetime,production,0@8:1/1/0/0/1;1@9:1/1/1/0/1;9@17:1/1/9/0/1;10@18:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,18,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
92,4200000,8,resistance_scales_lifetime,reference,0@8:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@17:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@18:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@27:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@28:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@47:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@48:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,48,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
92,4200000,8,resistance_scales_lifetime,production,0@8:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@17:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@18:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@27:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@28:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@47:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@48:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,48,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
93,4200000,8,traversal_cannot_alter_forgetting,reference,0@8:1/4/0/0/1|1/4/0/0/1;9@17:1/4/9/12571524225/1|1/4/9/0/1;39@47:1/1/9/1813536193/1|1/1/9/0/1;40@48:0/0/0/0/0|0/0/0/0/0,ab04cb64e915de5e3fed3ab4d127a3de1c7a37f9fad279f8b733e60aeb7dcfe6,10,8,0,0,0,2,0,48,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
93,4200000,8,traversal_cannot_alter_forgetting,production,0@8:1/4/0/0/1|1/4/0/0/1;9@17:1/4/9/12571524225/1|1/4/9/0/1;39@47:1/1/9/1813536193/1|1/1/9/0/1;40@48:0/0/0/0/0|0/0/0/0/0,ab04cb64e915de5e3fed3ab4d127a3de1c7a37f9fad279f8b733e60aeb7dcfe6,10,8,0,0,0,2,0,48,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
94,4200000,8,host_time_partition_invariance,reference,0@8:1/4/0/0/1;37@45:1/1/7/0/1;40@48:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,48,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
94,4200000,8,host_time_partition_invariance,production,0@8:1/4/0/0/1;37@45:1/1/7/0/1;40@48:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,48,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
95,4200000,8,local_death_blocks_stale_delivery,reference,0@8:1/1/0/0/1;15@23:0/0/0/0/0,4ba13d9e24f0609266b288d12374e9c6855f866cd46fc0ab5c8fa39bc786f50b,2,1,0,0,0,1,0,23,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
95,4200000,8,local_death_blocks_stale_delivery,production,0@8:1/1/0/0/1;15@23:0/0/0/0/0,4ba13d9e24f0609266b288d12374e9c6855f866cd46fc0ab5c8fa39bc786f50b,2,1,0,0,0,1,0,23,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
96,4200000,9,phase_free_weak_lifetime,reference,0@9:1/1/0/0/1;1@10:1/1/1/0/1;9@18:1/1/9/0/1;10@19:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,19,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
96,4200000,9,phase_free_weak_lifetime,production,0@9:1/1/0/0/1;1@10:1/1/1/0/1;9@18:1/1/9/0/1;10@19:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,19,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
97,4200000,9,resistance_scales_lifetime,reference,0@9:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@18:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@19:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@28:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@29:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@48:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@49:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,49,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
97,4200000,9,resistance_scales_lifetime,production,0@9:1/1/0/0/1|1/2/0/0/1|1/4/0/0/1;9@18:1/1/9/0/1|1/2/9/0/1|1/4/9/0/1;10@19:0/0/0/0/0|1/1/0/0/1|1/3/0/0/1;19@28:0/0/0/0/0|1/1/9/0/1|1/3/9/0/1;20@29:0/0/0/0/0|0/0/0/0/0|1/2/0/0/1;39@48:0/0/0/0/0|0/0/0/0/0|1/1/9/0/1;40@49:0/0/0/0/0|0/0/0/0/0|0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,0,0,0,0,3,0,49,49d5306fa1f70834e4c49872b7f3a4a4ad00af465127b2e92bbd01a1ed2f8b8b,1,1,0,1
98,4200000,9,traversal_cannot_alter_forgetting,reference,0@9:1/4/0/0/1|1/4/0/0/1;9@18:1/4/9/12571524225/1|1/4/9/0/1;39@48:1/1/9/1813536193/1|1/1/9/0/1;40@49:0/0/0/0/0|0/0/0/0/0,642c7d76b7c61e83901444d6318b3c5dd4ed3eb8383309890fc7c40125aae284,10,8,0,0,0,2,0,49,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
98,4200000,9,traversal_cannot_alter_forgetting,production,0@9:1/4/0/0/1|1/4/0/0/1;9@18:1/4/9/12571524225/1|1/4/9/0/1;39@48:1/1/9/1813536193/1|1/1/9/0/1;40@49:0/0/0/0/0|0/0/0/0/0,642c7d76b7c61e83901444d6318b3c5dd4ed3eb8383309890fc7c40125aae284,10,8,0,0,0,2,0,49,fff7325ba23a1ebf2d619c7529846eb13b8b3dc8e37cc37e44dfa71091639494,1,1,0,1
99,4200000,9,host_time_partition_invariance,reference,0@9:1/4/0/0/1;37@46:1/1/7/0/1;40@49:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,49,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
99,4200000,9,host_time_partition_invariance,production,0@9:1/4/0/0/1;37@46:1/1/7/0/1;40@49:0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,49,937012a09d3fa498193d1df46566801df896706a2f12d00f91d9449133efa6be,1,1,0,1
100,4200000,9,local_death_blocks_stale_delivery,reference,0@9:1/1/0/0/1;15@24:0/0/0/0/0,300548861ae42ce5fc89528373da3cf94b45b8a970836b304f22f31c84e0745f,2,1,0,0,0,1,0,24,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
100,4200000,9,local_death_blocks_stale_delivery,production,0@9:1/1/0/0/1;15@24:0/0/0/0/0,300548861ae42ce5fc89528373da3cf94b45b8a970836b304f22f31c84e0745f,2,1,0,0,0,1,0,24,6ceaf000bfb5740793d3ae6daefab19adffdd5a49245dfc0ba5b51c3f67e44e3,1,1,0,1
