case_id,root,start_tick,position_origin,family,mechanics,initial_states,after_consequence_states,final_states,initial_crossings,death_ages,selected_crossing_present,selection,proposals,updates,deallocations,physical_work,peak_live_candidates,final_tick,naturally_quiescent,replay_equal,mechanics_equal,predicate_pass,permutation_pass,case_pass,pre_body_hash,body_hash
21,6100000,3,10000,negative_useful,reference,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/4/3538944000/3538944000/0;1:1/4/3538944000/3538944000/0,-1:1/3/1740033984/3538944000/1;1:1/3/1740033984/3538944000/1,[1, -1],[],true,both,2,2,0,9,2,17,true,true,true,false,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,34ecb37014cd4fd52e1dea9cefdcd4313cd1e138a0540b2a1fce1056c6a6f594
21,6100000,3,10000,negative_useful,production,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/4/3538944000/3538944000/0;1:1/4/3538944000/3538944000/0,-1:1/3/1740033984/3538944000/1;1:1/3/1740033984/3538944000/1,[1, -1],[],true,both,2,2,0,9,2,17,true,true,true,false,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,34ecb37014cd4fd52e1dea9cefdcd4313cd1e138a0540b2a1fce1056c6a6f594
22,6100000,3,10000,neither_useful_repeated,reference,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[],true,neither,2,0,2,16,2,13,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,39f90ebab5ebe977cdd4a1ee92f276470d88f76b05f4b2f78a0c976928be9a94
22,6100000,3,10000,neither_useful_repeated,production,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[],true,neither,2,0,2,16,2,13,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,39f90ebab5ebe977cdd4a1ee92f276470d88f76b05f4b2f78a0c976928be9a94
23,6100000,3,10000,both_useful,reference,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/7/3538944000/7077888000/0;1:1/7/3538944000/7077888000/0,-1:1/6/1740033984/7077888000/1;1:1/6/1740033984/7077888000/1,[1, -1],[],true,both,2,4,0,13,2,17,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,41716eeb1a189d751743fe17ddcb4767a91377efb697d8d445167659c5352986
23,6100000,3,10000,both_useful,production,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/7/3538944000/7077888000/0;1:1/7/3538944000/7077888000/0,-1:1/6/1740033984/7077888000/1;1:1/6/1740033984/7077888000/1,[1, -1],[],true,both,2,4,0,13,2,17,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,41716eeb1a189d751743fe17ddcb4767a91377efb697d8d445167659c5352986
24,6100000,3,10000,bounded_reproposal,reference,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[],true,neither,4,0,4,17,2,24,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,4d78b522390d58e4e86d7bc5312a9a54051646e737507c9d6fa8e60085201e71
24,6100000,3,10000,bounded_reproposal,production,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[],true,neither,4,0,4,17,2,24,true,true,true,true,false,false,8410b0f4159451d37859e1c3441b9a8e8c3d5b839d5a5664e7517ba47a579183,4d78b522390d58e4e86d7bc5312a9a54051646e737507c9d6fa8e60085201e71
25,6100000,7,0,symmetry_no_consequence,reference,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[(-1, 10), (1, 10)],true,neither,2,0,2,7,2,17,true,true,true,true,false,false,ad4a1bfd773fbf7a22bd0db825847eb04482d80877b11f2cc9c5bb6271a35663,62bc6add9b0f8105bf6ee86c2323f25c192336fc0c095b66091484914917942a
25,6100000,7,0,symmetry_no_consequence,production,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:1/1/4026531840/0/1;1:1/1/4026531840/0/1,-1:0/0/0/0/0;1:0/0/0/0/0,[1, -1],[(-1, 10), (1, 10)],true,neither,2,0,2,7,2,17,true,true,true,true,false,false,ad4a1bfd773fbf7a22bd0db825847eb04482d80877b11f2cc9c5bb6271a35663,62bc6add9b0f8105bf6ee86c2323f25c192336fc0c095b66091484914917942a
