case,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_deallocations,arrow_deallocations,physical_work,trace_len,crossings,final_tick,naturally_quiescent,body_hash,markers
1,cell_lifetime_phase_invariance,7100000,0,reference,true,true,true,,3,0,3,3,0,40,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
1,cell_lifetime_phase_invariance,7100000,0,production,true,true,true,,3,0,3,3,0,40,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
2,cell_slot_generation_reuse,7100000,0,reference,true,true,true,,1,0,1,1,0,10,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
2,cell_slot_generation_reuse,7100000,0,production,true,true,true,,1,0,1,1,0,10,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
3,incoming_stale_arrow,7100000,0,reference,true,true,true,,1,1,3,4,0,40,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
3,incoming_stale_arrow,7100000,0,production,true,true,true,,1,1,3,4,0,40,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
4,outgoing_stale_arrow,7100000,0,reference,true,true,true,,1,1,3,4,0,40,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
4,outgoing_stale_arrow,7100000,0,production,true,true,true,,1,1,3,4,0,40,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
5,orphan_topology_reclamation,7100000,0,reference,true,true,true,,1,2,3,3,0,20,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
5,orphan_topology_reclamation,7100000,0,production,true,true,true,,1,2,3,3,0,20,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
6,cell_lifetime_phase_invariance,7100000,1,reference,true,true,true,,3,0,3,3,0,41,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
6,cell_lifetime_phase_invariance,7100000,1,production,true,true,true,,3,0,3,3,0,41,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
7,cell_slot_generation_reuse,7100000,1,reference,true,true,true,,1,0,1,1,0,11,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
7,cell_slot_generation_reuse,7100000,1,production,true,true,true,,1,0,1,1,0,11,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
8,incoming_stale_arrow,7100000,1,reference,true,true,true,,1,1,3,4,0,41,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
8,incoming_stale_arrow,7100000,1,production,true,true,true,,1,1,3,4,0,41,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
9,outgoing_stale_arrow,7100000,1,reference,true,true,true,,1,1,3,4,0,41,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
9,outgoing_stale_arrow,7100000,1,production,true,true,true,,1,1,3,4,0,41,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
10,orphan_topology_reclamation,7100000,1,reference,true,true,true,,1,2,3,3,0,21,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
10,orphan_topology_reclamation,7100000,1,production,true,true,true,,1,2,3,3,0,21,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
11,cell_lifetime_phase_invariance,7100000,2,reference,true,true,true,,3,0,3,3,0,42,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
11,cell_lifetime_phase_invariance,7100000,2,production,true,true,true,,3,0,3,3,0,42,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
12,cell_slot_generation_reuse,7100000,2,reference,true,true,true,,1,0,1,1,0,12,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
12,cell_slot_generation_reuse,7100000,2,production,true,true,true,,1,0,1,1,0,12,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
13,incoming_stale_arrow,7100000,2,reference,true,true,true,,1,1,3,4,0,42,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
13,incoming_stale_arrow,7100000,2,production,true,true,true,,1,1,3,4,0,42,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
14,outgoing_stale_arrow,7100000,2,reference,true,true,true,,1,1,3,4,0,42,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
14,outgoing_stale_arrow,7100000,2,production,true,true,true,,1,1,3,4,0,42,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
15,orphan_topology_reclamation,7100000,2,reference,true,true,true,,1,2,3,3,0,22,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
15,orphan_topology_reclamation,7100000,2,production,true,true,true,,1,2,3,3,0,22,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
16,cell_lifetime_phase_invariance,7100000,3,reference,true,true,true,,3,0,3,3,0,43,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
16,cell_lifetime_phase_invariance,7100000,3,production,true,true,true,,3,0,3,3,0,43,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
17,cell_slot_generation_reuse,7100000,3,reference,true,true,true,,1,0,1,1,0,13,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
17,cell_slot_generation_reuse,7100000,3,production,true,true,true,,1,0,1,1,0,13,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
18,incoming_stale_arrow,7100000,3,reference,true,true,true,,1,1,3,4,0,43,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
18,incoming_stale_arrow,7100000,3,production,true,true,true,,1,1,3,4,0,43,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
19,outgoing_stale_arrow,7100000,3,reference,true,true,true,,1,1,3,4,0,43,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
19,outgoing_stale_arrow,7100000,3,production,true,true,true,,1,1,3,4,0,43,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
20,orphan_topology_reclamation,7100000,3,reference,true,true,true,,1,2,3,3,0,23,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
20,orphan_topology_reclamation,7100000,3,production,true,true,true,,1,2,3,3,0,23,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
21,cell_lifetime_phase_invariance,7100000,4,reference,true,true,true,,3,0,3,3,0,44,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
21,cell_lifetime_phase_invariance,7100000,4,production,true,true,true,,3,0,3,3,0,44,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
22,cell_slot_generation_reuse,7100000,4,reference,true,true,true,,1,0,1,1,0,14,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
22,cell_slot_generation_reuse,7100000,4,production,true,true,true,,1,0,1,1,0,14,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
23,incoming_stale_arrow,7100000,4,reference,true,true,true,,1,1,3,4,0,44,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
23,incoming_stale_arrow,7100000,4,production,true,true,true,,1,1,3,4,0,44,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
24,outgoing_stale_arrow,7100000,4,reference,true,true,true,,1,1,3,4,0,44,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
24,outgoing_stale_arrow,7100000,4,production,true,true,true,,1,1,3,4,0,44,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
25,orphan_topology_reclamation,7100000,4,reference,true,true,true,,1,2,3,3,0,24,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
25,orphan_topology_reclamation,7100000,4,production,true,true,true,,1,2,3,3,0,24,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
26,cell_lifetime_phase_invariance,7100000,5,reference,true,true,true,,3,0,3,3,0,45,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
26,cell_lifetime_phase_invariance,7100000,5,production,true,true,true,,3,0,3,3,0,45,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
27,cell_slot_generation_reuse,7100000,5,reference,true,true,true,,1,0,1,1,0,15,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
27,cell_slot_generation_reuse,7100000,5,production,true,true,true,,1,0,1,1,0,15,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
28,incoming_stale_arrow,7100000,5,reference,true,true,true,,1,1,3,4,0,45,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
28,incoming_stale_arrow,7100000,5,production,true,true,true,,1,1,3,4,0,45,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
29,outgoing_stale_arrow,7100000,5,reference,true,true,true,,1,1,3,4,0,45,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
29,outgoing_stale_arrow,7100000,5,production,true,true,true,,1,1,3,4,0,45,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
30,orphan_topology_reclamation,7100000,5,reference,true,true,true,,1,2,3,3,0,25,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
30,orphan_topology_reclamation,7100000,5,production,true,true,true,,1,2,3,3,0,25,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
31,cell_lifetime_phase_invariance,7100000,6,reference,true,true,true,,3,0,3,3,0,46,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
31,cell_lifetime_phase_invariance,7100000,6,production,true,true,true,,3,0,3,3,0,46,true,2f60c5cd791946f607c912bc5af58141643fa99130ab370648f05d5a857a465d,before=[(Some(true); Some(1); Some(9)); (Some(true); Some(2); Some(9)); (Some(true); Some(4); Some(9))]|deaths=[Some(10); Some(20); Some(40)]
32,cell_slot_generation_reuse,7100000,6,reference,true,true,true,,1,0,1,1,0,16,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
32,cell_slot_generation_reuse,7100000,6,production,true,true,true,,1,0,1,1,0,16,true,3221747585d60ada2b32b3e988d7f7a60702585435a6036d6b5c4d84d9a521a0,old=CellId(0)/CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));dead=Some(false)/Some(Generation(2));new=CellId(1)/CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(2) }/Some(CellSlot(0))
33,incoming_stale_arrow,7100000,6,reference,true,true,true,,1,1,3,4,0,46,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
33,incoming_stale_arrow,7100000,6,production,true,true,true,,1,1,3,4,0,46,true,9eb862871d7c2adfedae4ea9b63a9789f94c92b406f29dfbd311767b44f567d2,old=CellRef { arena: ArenaId(7100000); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(1));incoming_live_at_reuse=true;replacement_fires=0
34,outgoing_stale_arrow,7100000,6,reference,true,true,true,,1,1,3,4,0,46,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
34,outgoing_stale_arrow,7100000,6,production,true,true,true,,1,1,3,4,0,46,true,9c16c4e3d8e59a4856abc6d8075169d6aa419de634ef389794368962b865c068,old=CellRef { arena: ArenaId(7100000); id: CellId(0); generation: Generation(1) }/Some(CellSlot(0));replacement=CellRef { arena: ArenaId(7100000); id: CellId(2); generation: Generation(2) }/Some(CellSlot(0));outgoing_live_at_reuse=true;sink_fires=0
35,orphan_topology_reclamation,7100000,6,reference,true,true,true,,1,2,3,3,0,26,true,bdf3b18bf541509d356d56e55df477bdba4aaa963c21ead4cf170b15c7130ad8,contact_slot=Some(CellSlot(1));replacement_slot=Some(CellSlot(1));old_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))];new_arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1))]
