case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
88,1300000,7,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
89,1300000,8,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
89,1300000,8,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
90,1300000,8,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
90,1300000,8,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
91,1300000,8,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
91,1300000,8,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
92,1300000,8,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
92,1300000,8,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
93,1300000,8,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
93,1300000,8,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
94,1300000,8,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
94,1300000,8,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
95,1300000,8,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4610227d476d9015faca08eb36ff4a5ff8aa6fd85dad831d19a9800fe3698940,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
95,1300000,8,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4610227d476d9015faca08eb36ff4a5ff8aa6fd85dad831d19a9800fe3698940,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
96,1300000,8,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,7c40f89af171b76c7e6fea9165bf72c7a66884a8e3afecda23a77e6dcaf0e5a4,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
96,1300000,8,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,7c40f89af171b76c7e6fea9165bf72c7a66884a8e3afecda23a77e6dcaf0e5a4,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
97,1300000,8,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
97,1300000,8,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
98,1300000,8,c6_timing_offset,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1
98,1300000,8,c6_timing_offset,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1
99,1300000,8,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
99,1300000,8,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
100,1300000,9,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
100,1300000,9,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
101,1300000,9,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
101,1300000,9,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
102,1300000,9,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
102,1300000,9,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
103,1300000,9,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,9,9,1967fc920234e9c5540359207dabf69720f8e683c4d5f47607379c2caab58a1a,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
103,1300000,9,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,9,9,1967fc920234e9c5540359207dabf69720f8e683c4d5f47607379c2caab58a1a,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
104,1300000,9,c3_drive_at_ca,reference,0,0,4,3,1,1,1,4,3,1,1,1,7,0,4,0,0,0,0,2,7,10,0,3eef89951bff6c9e8b2ba45b627dbede016b43139309059c5031bfad719c69ec,0d0c71779c1c8aa56bb3b57c3a37a3f49eefeee0f1e47e1616fb15a71ab0d1e6,1
104,1300000,9,c3_drive_at_ca,production,0,0,4,3,1,1,1,4,3,1,1,1,7,0,4,0,0,0,0,2,7,10,0,3eef89951bff6c9e8b2ba45b627dbede016b43139309059c5031bfad719c69ec,0d0c71779c1c8aa56bb3b57c3a37a3f49eefeee0f1e47e1616fb15a71ab0d1e6,1
105,1300000,9,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,14,4,ea7b88a1886cfe71617315ae1a2bc31d30fcc8674a840ee03525cdca25e03ed4,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
105,1300000,9,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,14,4,ea7b88a1886cfe71617315ae1a2bc31d30fcc8674a840ee03525cdca25e03ed4,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
106,1300000,9,c5_dense_distractors,reference,1,0,4,6,1,1,1,4,3,1,1,1,71,1,37,1,0,0,0,2,73,10,0,32c77dfac0f414de48c4760d89016f0c19d67cb18efc133cce9be83ee225248c,6e708d24cf97f8511a4ef23b99f336e04983c1136883e89ce248bc21d3bb3e47,1
106,1300000,9,c5_dense_distractors,production,1,0,4,6,1,1,1,4,3,1,1,1,71,1,37,1,0,0,0,2,73,10,0,32c77dfac0f414de48c4760d89016f0c19d67cb18efc133cce9be83ee225248c,6e708d24cf97f8511a4ef23b99f336e04983c1136883e89ce248bc21d3bb3e47,1
107,1300000,9,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,2e8d1bedb571bc9f8140fe5a7d5afebdd53098caa9c92ab4c6eb27bb04c280da,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
107,1300000,9,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,2e8d1bedb571bc9f8140fe5a7d5afebdd53098caa9c92ab4c6eb27bb04c280da,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
108,1300000,9,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,e47d7a0ddd5927041d2e2a5dc06c22e5c77da634605fe245b4305ffa33aedaba,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
108,1300000,9,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,e47d7a0ddd5927041d2e2a5dc06c22e5c77da634605fe245b4305ffa33aedaba,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
109,1300000,9,c6_timing_offset,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,a73f44f14ad82dae0be01ba322eb3faf36f7bf316a1e074ad7eff947c7d7bb8d,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1
109,1300000,9,c6_timing_offset,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,a73f44f14ad82dae0be01ba322eb3faf36f7bf316a1e074ad7eff947c7d7bb8d,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1
110,1300000,9,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,9,9,0bff7585103acf85a8a2c58a423a21a392080075cc7ae0db09db2475c34dd337,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
110,1300000,9,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,9,9,0bff7585103acf85a8a2c58a423a21a392080075cc7ae0db09db2475c34dd337,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
111,1400000,0,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,0,0,e08e2a24e2010eee763b8b0e217f4b78814b2415ba8fb77d8bbc55e5717f81e2,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
111,1400000,0,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,0,0,e08e2a24e2010eee763b8b0e217f4b78814b2415ba8fb77d8bbc55e5717f81e2,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
112,1400000,0,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,4a0424bcc81f5324c7b1543f04c1f70e05b7ddc1394e6214827fa23d266be355,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
112,1400000,0,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,4a0424bcc81f5324c7b1543f04c1f70e05b7ddc1394e6214827fa23d266be355,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
113,1400000,0,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,0,0,e6126b32ae899a4560b3b426abe9c0c8e981dfffd024493f4f073a539caa62e5,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
113,1400000,0,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,0,0,e6126b32ae899a4560b3b426abe9c0c8e981dfffd024493f4f073a539caa62e5,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
114,1400000,0,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,0,0,5027e45c5022db32f18d7f1bb8a03274af1b826f61f2ac3fb36816c6d241aa76,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
114,1400000,0,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,0,0,5027e45c5022db32f18d7f1bb8a03274af1b826f61f2ac3fb36816c6d241aa76,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
115,1400000,0,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,1,1,59b25a5b57523a558025f97a58eadb37e21c26606295917e1de436adca5b84ba,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
115,1400000,0,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,1,1,59b25a5b57523a558025f97a58eadb37e21c26606295917e1de436adca5b84ba,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
116,1400000,0,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,c237b7b04d3a1b16b66707fd7d475f021db863198e4020a45382411599bbb8aa,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
116,1400000,0,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,c237b7b04d3a1b16b66707fd7d475f021db863198e4020a45382411599bbb8aa,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
117,1400000,0,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,1,1,44a17d3ef9a9bcae7f19ce3fd94641d5e7e9ba908599e68de76f0d350948ce4c,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
117,1400000,0,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,1,1,44a17d3ef9a9bcae7f19ce3fd94641d5e7e9ba908599e68de76f0d350948ce4c,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
118,1400000,0,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,6a27d28db5085fe05ac066823f566a631fd61f32031e751da406991167dfbb59,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
118,1400000,0,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,6a27d28db5085fe05ac066823f566a631fd61f32031e751da406991167dfbb59,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
119,1400000,0,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,da5c22a5e59bf05fc9a0e6a26c0ab06f8fec0d54e285b3523869be95ecaf9a70,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
119,1400000,0,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,0,0,da5c22a5e59bf05fc9a0e6a26c0ab06f8fec0d54e285b3523869be95ecaf9a70,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
120,1400000,0,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,cdcf047ccb94a5b3cc9e91460071696d5612cb2352993134bc6d7d3f518e6320,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
120,1400000,0,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,cdcf047ccb94a5b3cc9e91460071696d5612cb2352993134bc6d7d3f518e6320,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
121,1400000,0,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,0,0,edda0f81a90f690c928319939797f2dbc17c3cb09fc6027b7c714d62dc3c722c,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
121,1400000,0,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,0,0,edda0f81a90f690c928319939797f2dbc17c3cb09fc6027b7c714d62dc3c722c,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
122,1400000,1,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,1,1,f3cee1ff12fb6dbd0d27d7d2a6fd5f4fbc5246de270dd9c4dfded34f511521ba,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
122,1400000,1,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,1,1,f3cee1ff12fb6dbd0d27d7d2a6fd5f4fbc5246de270dd9c4dfded34f511521ba,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
123,1400000,1,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,35048e4ac78c9ce6e1bd7c64917fa272c002de28ebf0724a39a2f834dfbf4921,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
123,1400000,1,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,35048e4ac78c9ce6e1bd7c64917fa272c002de28ebf0724a39a2f834dfbf4921,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
124,1400000,1,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,1,1,d21a50a4e565286d1c27a731963fdf3fbad645b258ac0275bc342299ad396217,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
124,1400000,1,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,1,1,d21a50a4e565286d1c27a731963fdf3fbad645b258ac0275bc342299ad396217,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
125,1400000,1,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,1,1,694327f6c93892752fb867974cc77c9d36bdcd80742cea0089e51da042b9ec10,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
125,1400000,1,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,1,1,694327f6c93892752fb867974cc77c9d36bdcd80742cea0089e51da042b9ec10,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
126,1400000,1,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,2,2,2d9698915b94f09e5779721a062086bec504e9d8c2c4712e16a5d847a746c118,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
126,1400000,1,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,2,2,2d9698915b94f09e5779721a062086bec504e9d8c2c4712e16a5d847a746c118,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
127,1400000,1,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,2968e9ca221341b9e22c1176c7aa1da950240f8c57f05df7af76ea87d16350b5,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
127,1400000,1,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,2968e9ca221341b9e22c1176c7aa1da950240f8c57f05df7af76ea87d16350b5,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
128,1400000,1,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,2,2,03c08e116da2be933e1030e16afee4da132d14d93f4321b420b6e2eeaf99f4ac,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
128,1400000,1,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,2,2,03c08e116da2be933e1030e16afee4da132d14d93f4321b420b6e2eeaf99f4ac,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
129,1400000,1,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,e8a9a1bc3271a11e3603ee2ddefebef4053d7aa23df77d7013fa9e3a13b4b2b1,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
129,1400000,1,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,e8a9a1bc3271a11e3603ee2ddefebef4053d7aa23df77d7013fa9e3a13b4b2b1,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
130,1400000,1,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,86054e5a051896fa24426c6ddcce9dea17c5dfe02da345fe91bfc6dec2cb7691,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
130,1400000,1,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,1,1,86054e5a051896fa24426c6ddcce9dea17c5dfe02da345fe91bfc6dec2cb7691,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
131,1400000,1,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,25376fe6751c8f6409f78212e0255c57bd25e2ce4e1df543a26f8e4c216d0c4c,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
131,1400000,1,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,25376fe6751c8f6409f78212e0255c57bd25e2ce4e1df543a26f8e4c216d0c4c,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
132,1400000,1,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,1,1,3a1dc66bd4c01016a06e21795d247750785c7d497cd8ea2b8e51e1ce63758387,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
132,1400000,1,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,1,1,3a1dc66bd4c01016a06e21795d247750785c7d497cd8ea2b8e51e1ce63758387,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
133,1400000,2,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,2,2,5f8d36265847d8f9879cda922f6b55731e2f644f104f1f9af96760b6287dd956,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
