case,model,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_updates,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
90,junction_model,unsupported_relation,7800001,1,production,true,true,true,,0,0,1,2,3,3,11,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
91,junction_model,one_incident_arrow_survives,7800001,1,reference,true,true,true,,0,0,0,1,1,1,11,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
91,junction_model,one_incident_arrow_survives,7800001,1,production,true,true,true,,0,0,0,1,1,1,11,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
92,junction_model,all_incident_arrows_gone,7800001,1,reference,true,true,true,,0,0,1,2,3,3,11,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
92,junction_model,all_incident_arrows_gone,7800001,1,production,true,true,true,,0,0,1,2,3,3,11,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
93,junction_model,generation_safe_reuse,7800001,1,reference,true,true,true,,0,0,1,2,3,3,11,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
93,junction_model,generation_safe_reuse,7800001,1,production,true,true,true,,0,0,1,2,3,3,11,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
94,junction_model,two_participating_incoming,7800001,1,reference,true,true,true,,0,3,0,0,10,14,4,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
94,junction_model,two_participating_incoming,7800001,1,production,true,true,true,,0,3,0,0,10,14,4,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
95,junction_model,one_incoming_not_participating,7800001,1,reference,true,true,true,,0,2,0,0,7,10,4,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
95,junction_model,one_incoming_not_participating,7800001,1,production,true,true,true,,0,2,0,0,7,10,4,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
96,junction_model,nearby_unrelated_topology,7800001,1,reference,true,true,true,,0,2,0,0,9,13,4,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
96,junction_model,nearby_unrelated_topology,7800001,1,production,true,true,true,,0,2,0,0,9,13,4,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
97,junction_model,useful_two_link_relation,7800001,2,reference,true,true,true,,0,2,0,0,10,15,14,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
97,junction_model,useful_two_link_relation,7800001,2,production,true,true,true,,0,2,0,0,10,15,14,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
98,junction_model,unsupported_relation,7800001,2,reference,true,true,true,,0,0,1,2,3,3,12,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
98,junction_model,unsupported_relation,7800001,2,production,true,true,true,,0,0,1,2,3,3,12,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
99,junction_model,one_incident_arrow_survives,7800001,2,reference,true,true,true,,0,0,0,1,1,1,12,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
99,junction_model,one_incident_arrow_survives,7800001,2,production,true,true,true,,0,0,0,1,1,1,12,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
100,junction_model,all_incident_arrows_gone,7800001,2,reference,true,true,true,,0,0,1,2,3,3,12,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
100,junction_model,all_incident_arrows_gone,7800001,2,production,true,true,true,,0,0,1,2,3,3,12,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
101,junction_model,generation_safe_reuse,7800001,2,reference,true,true,true,,0,0,1,2,3,3,12,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
101,junction_model,generation_safe_reuse,7800001,2,production,true,true,true,,0,0,1,2,3,3,12,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
102,junction_model,two_participating_incoming,7800001,2,reference,true,true,true,,0,3,0,0,10,14,5,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
102,junction_model,two_participating_incoming,7800001,2,production,true,true,true,,0,3,0,0,10,14,5,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
103,junction_model,one_incoming_not_participating,7800001,2,reference,true,true,true,,0,2,0,0,7,10,5,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
103,junction_model,one_incoming_not_participating,7800001,2,production,true,true,true,,0,2,0,0,7,10,5,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
104,junction_model,nearby_unrelated_topology,7800001,2,reference,true,true,true,,0,2,0,0,9,13,5,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
104,junction_model,nearby_unrelated_topology,7800001,2,production,true,true,true,,0,2,0,0,9,13,5,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
105,junction_model,useful_two_link_relation,7800001,3,reference,true,true,true,,0,2,0,0,10,15,15,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
105,junction_model,useful_two_link_relation,7800001,3,production,true,true,true,,0,2,0,0,10,15,15,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
106,junction_model,unsupported_relation,7800001,3,reference,true,true,true,,0,0,1,2,3,3,13,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
106,junction_model,unsupported_relation,7800001,3,production,true,true,true,,0,0,1,2,3,3,13,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
107,junction_model,one_incident_arrow_survives,7800001,3,reference,true,true,true,,0,0,0,1,1,1,13,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
107,junction_model,one_incident_arrow_survives,7800001,3,production,true,true,true,,0,0,0,1,1,1,13,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
108,junction_model,all_incident_arrows_gone,7800001,3,reference,true,true,true,,0,0,1,2,3,3,13,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
108,junction_model,all_incident_arrows_gone,7800001,3,production,true,true,true,,0,0,1,2,3,3,13,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
109,junction_model,generation_safe_reuse,7800001,3,reference,true,true,true,,0,0,1,2,3,3,13,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
109,junction_model,generation_safe_reuse,7800001,3,production,true,true,true,,0,0,1,2,3,3,13,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
110,junction_model,two_participating_incoming,7800001,3,reference,true,true,true,,0,3,0,0,10,14,6,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
110,junction_model,two_participating_incoming,7800001,3,production,true,true,true,,0,3,0,0,10,14,6,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
111,junction_model,one_incoming_not_participating,7800001,3,reference,true,true,true,,0,2,0,0,7,10,6,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
111,junction_model,one_incoming_not_participating,7800001,3,production,true,true,true,,0,2,0,0,7,10,6,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
112,junction_model,nearby_unrelated_topology,7800001,3,reference,true,true,true,,0,2,0,0,9,13,6,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
112,junction_model,nearby_unrelated_topology,7800001,3,production,true,true,true,,0,2,0,0,9,13,6,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
113,junction_model,useful_two_link_relation,7800001,4,reference,true,true,true,,0,2,0,0,10,15,16,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
113,junction_model,useful_two_link_relation,7800001,4,production,true,true,true,,0,2,0,0,10,15,16,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
114,junction_model,unsupported_relation,7800001,4,reference,true,true,true,,0,0,1,2,3,3,14,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
114,junction_model,unsupported_relation,7800001,4,production,true,true,true,,0,0,1,2,3,3,14,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
115,junction_model,one_incident_arrow_survives,7800001,4,reference,true,true,true,,0,0,0,1,1,1,14,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
115,junction_model,one_incident_arrow_survives,7800001,4,production,true,true,true,,0,0,0,1,1,1,14,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
116,junction_model,all_incident_arrows_gone,7800001,4,reference,true,true,true,,0,0,1,2,3,3,14,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
116,junction_model,all_incident_arrows_gone,7800001,4,production,true,true,true,,0,0,1,2,3,3,14,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
117,junction_model,generation_safe_reuse,7800001,4,reference,true,true,true,,0,0,1,2,3,3,14,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
117,junction_model,generation_safe_reuse,7800001,4,production,true,true,true,,0,0,1,2,3,3,14,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
118,junction_model,two_participating_incoming,7800001,4,reference,true,true,true,,0,3,0,0,10,14,7,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
118,junction_model,two_participating_incoming,7800001,4,production,true,true,true,,0,3,0,0,10,14,7,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
119,junction_model,one_incoming_not_participating,7800001,4,reference,true,true,true,,0,2,0,0,7,10,7,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
119,junction_model,one_incoming_not_participating,7800001,4,production,true,true,true,,0,2,0,0,7,10,7,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
120,junction_model,nearby_unrelated_topology,7800001,4,reference,true,true,true,,0,2,0,0,9,13,7,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
120,junction_model,nearby_unrelated_topology,7800001,4,production,true,true,true,,0,2,0,0,9,13,7,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
121,junction_model,useful_two_link_relation,7800001,5,reference,true,true,true,,0,2,0,0,10,15,17,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
121,junction_model,useful_two_link_relation,7800001,5,production,true,true,true,,0,2,0,0,10,15,17,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
122,junction_model,unsupported_relation,7800001,5,reference,true,true,true,,0,0,1,2,3,3,15,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
122,junction_model,unsupported_relation,7800001,5,production,true,true,true,,0,0,1,2,3,3,15,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
123,junction_model,one_incident_arrow_survives,7800001,5,reference,true,true,true,,0,0,0,1,1,1,15,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
123,junction_model,one_incident_arrow_survives,7800001,5,production,true,true,true,,0,0,0,1,1,1,15,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
124,junction_model,all_incident_arrows_gone,7800001,5,reference,true,true,true,,0,0,1,2,3,3,15,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
124,junction_model,all_incident_arrows_gone,7800001,5,production,true,true,true,,0,0,1,2,3,3,15,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
125,junction_model,generation_safe_reuse,7800001,5,reference,true,true,true,,0,0,1,2,3,3,15,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
125,junction_model,generation_safe_reuse,7800001,5,production,true,true,true,,0,0,1,2,3,3,15,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
126,junction_model,two_participating_incoming,7800001,5,reference,true,true,true,,0,3,0,0,10,14,8,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
126,junction_model,two_participating_incoming,7800001,5,production,true,true,true,,0,3,0,0,10,14,8,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
127,junction_model,one_incoming_not_participating,7800001,5,reference,true,true,true,,0,2,0,0,7,10,8,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
127,junction_model,one_incoming_not_participating,7800001,5,production,true,true,true,,0,2,0,0,7,10,8,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
128,junction_model,nearby_unrelated_topology,7800001,5,reference,true,true,true,,0,2,0,0,9,13,8,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
128,junction_model,nearby_unrelated_topology,7800001,5,production,true,true,true,,0,2,0,0,9,13,8,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
129,junction_model,useful_two_link_relation,7800001,6,reference,true,true,true,,0,2,0,0,10,15,18,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
129,junction_model,useful_two_link_relation,7800001,6,production,true,true,true,,0,2,0,0,10,15,18,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
130,junction_model,unsupported_relation,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
130,junction_model,unsupported_relation,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
131,junction_model,one_incident_arrow_survives,7800001,6,reference,true,true,true,,0,0,0,1,1,1,16,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
131,junction_model,one_incident_arrow_survives,7800001,6,production,true,true,true,,0,0,0,1,1,1,16,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
132,junction_model,all_incident_arrows_gone,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
132,junction_model,all_incident_arrows_gone,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
133,junction_model,generation_safe_reuse,7800001,6,reference,true,true,true,,0,0,1,2,3,3,16,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
133,junction_model,generation_safe_reuse,7800001,6,production,true,true,true,,0,0,1,2,3,3,16,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
134,junction_model,two_participating_incoming,7800001,6,reference,true,true,true,,0,3,0,0,10,14,9,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
134,junction_model,two_participating_incoming,7800001,6,production,true,true,true,,0,3,0,0,10,14,9,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
135,junction_model,one_incoming_not_participating,7800001,6,reference,true,true,true,,0,2,0,0,7,10,9,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
135,junction_model,one_incoming_not_participating,7800001,6,production,true,true,true,,0,2,0,0,7,10,9,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
136,junction_model,nearby_unrelated_topology,7800001,6,reference,true,true,true,,0,2,0,0,9,13,9,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
136,junction_model,nearby_unrelated_topology,7800001,6,production,true,true,true,,0,2,0,0,9,13,9,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
137,junction_model,useful_two_link_relation,7800001,7,reference,true,true,true,,0,2,0,0,10,15,19,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
137,junction_model,useful_two_link_relation,7800001,7,production,true,true,true,,0,2,0,0,10,15,19,true,acde3b512f5c031e78b23f021bccde5512886bac86eeaf319d2697b9a75d9991,model=topology_derived_persistence;cell=Some(1);incoming=Some(4);outgoing=Some(4);live10=(Some(true); true; true);fires=1->2
138,junction_model,unsupported_relation,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
138,junction_model,unsupported_relation,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,state=(Some(false); false; false; Some(10))
139,junction_model,one_incident_arrow_survives,7800001,7,reference,true,true,true,,0,0,0,1,1,1,17,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
139,junction_model,one_incident_arrow_survives,7800001,7,production,true,true,true,,0,0,0,1,1,1,17,true,c8304512066ca8e263e56afcca3b7ce3b9d0a683e32599e11290dcb067f239d5,state=(Some(true); true; false)
140,junction_model,all_incident_arrows_gone,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
140,junction_model,all_incident_arrows_gone,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,58f6598b093b75b04b29b7319806a7528f3c609674d4314cd8ad3ca1aa0f08b5,death=Some(10)
141,junction_model,generation_safe_reuse,7800001,7,reference,true,true,true,,0,0,1,2,3,3,17,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
141,junction_model,generation_safe_reuse,7800001,7,production,true,true,true,,0,0,1,2,3,3,17,true,88d2d9264417c8bbb9008c45f750b60c83d917e3f2b74b5b1f53674a5a71259c,old=CellRef { arena: ArenaId(7800001); id: CellId(1); generation: Generation(1) }/Some(CellSlot(1));new=CellRef { arena: ArenaId(7800001); id: CellId(4); generation: Generation(2) }/Some(CellSlot(1))
142,junction_model,two_participating_incoming,7800001,7,reference,true,true,true,,0,3,0,0,10,14,10,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
142,junction_model,two_participating_incoming,7800001,7,production,true,true,true,,0,3,0,0,10,14,10,true,09708a02caba52c4a9dc83ac5589447daa48dfac7ae77a869c64c2710f652ae0,state=(Some(4); Some(4); Some(4); Some(1))
143,junction_model,one_incoming_not_participating,7800001,7,reference,true,true,true,,0,2,0,0,7,10,10,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
143,junction_model,one_incoming_not_participating,7800001,7,production,true,true,true,,0,2,0,0,7,10,10,true,03d21f71a97ca3cc2d18ac726c9975c06da7e87956c1fda4be04f6302f36f5f3,state=(Some(4); Some(1); Some(4); Some(1))
144,junction_model,nearby_unrelated_topology,7800001,7,reference,true,true,true,,0,2,0,0,9,13,10,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
144,junction_model,nearby_unrelated_topology,7800001,7,production,true,true,true,,0,2,0,0,9,13,10,true,76dcc69bbf93a71ea53c7c412f1c8e059ccd782e6c000c4a70000406c3f8a8ac,state=(Some(4); Some(4); Some(1); Some(1))
