case,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_proposals,arrow_proposals,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
173,gate_d_orphan_cleanup_reuse,7600001,4,production,true,true,true,,2,4,0,2,4,17,20,14,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
174,gate_e_positive_consequence,7600001,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
174,gate_e_positive_consequence,7600001,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
175,gate_f_negative_consequence,7600001,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
175,gate_f_negative_consequence,7600001,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
176,gate_g_permutation,7600001,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
176,gate_g_permutation,7600001,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
177,gate_h_neither_useful,7600001,4,reference,true,true,true,,2,4,0,2,4,17,20,14,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
177,gate_h_neither_useful,7600001,4,production,true,true,true,,2,4,0,2,4,17,20,14,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
178,gate_h_both_useful,7600001,4,reference,true,true,true,,2,4,4,0,0,24,32,16,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
178,gate_h_both_useful,7600001,4,production,true,true,true,,2,4,4,0,0,24,32,16,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
179,gate_i_shared_contact_alias,7600001,4,reference,true,true,true,,0,0,3,0,0,9,12,14,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
179,gate_i_shared_contact_alias,7600001,4,production,true,true,true,,0,0,3,0,0,9,12,14,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
180,v2_anchor_identity_slot_permutation,7600001,4,reference,true,true,true,,2,4,2,1,2,21,27,16,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
180,v2_anchor_identity_slot_permutation,7600001,4,production,true,true,true,,2,4,2,1,2,21,27,16,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
181,v2_anchor_only_control,7600001,5,reference,true,true,true,,0,0,0,0,0,0,0,15,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
181,v2_anchor_only_control,7600001,5,production,true,true,true,,0,0,0,0,0,0,0,15,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
182,gate_a_sign_symmetry,7600001,5,reference,true,true,true,,2,4,0,0,0,11,14,7,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
182,gate_a_sign_symmetry,7600001,5,production,true,true,true,,2,4,0,0,0,11,14,7,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
183,gate_b_no_consequence,7600001,5,reference,true,true,true,,2,4,0,2,4,17,20,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
183,gate_b_no_consequence,7600001,5,production,true,true,true,,2,4,0,2,4,17,20,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
184,gate_c_bounded_creation,7600001,5,reference,true,true,true,,2,4,0,2,4,35,50,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
184,gate_c_bounded_creation,7600001,5,production,true,true,true,,2,4,0,2,4,35,50,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
185,gate_d_orphan_cleanup_reuse,7600001,5,reference,true,true,true,,2,4,0,2,4,17,20,15,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
185,gate_d_orphan_cleanup_reuse,7600001,5,production,true,true,true,,2,4,0,2,4,17,20,15,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
186,gate_e_positive_consequence,7600001,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
186,gate_e_positive_consequence,7600001,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
187,gate_f_negative_consequence,7600001,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
187,gate_f_negative_consequence,7600001,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
188,gate_g_permutation,7600001,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
188,gate_g_permutation,7600001,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
189,gate_h_neither_useful,7600001,5,reference,true,true,true,,2,4,0,2,4,17,20,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
189,gate_h_neither_useful,7600001,5,production,true,true,true,,2,4,0,2,4,17,20,15,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
190,gate_h_both_useful,7600001,5,reference,true,true,true,,2,4,4,0,0,24,32,17,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
190,gate_h_both_useful,7600001,5,production,true,true,true,,2,4,4,0,0,24,32,17,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
191,gate_i_shared_contact_alias,7600001,5,reference,true,true,true,,0,0,3,0,0,9,12,15,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
191,gate_i_shared_contact_alias,7600001,5,production,true,true,true,,0,0,3,0,0,9,12,15,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
192,v2_anchor_identity_slot_permutation,7600001,5,reference,true,true,true,,2,4,2,1,2,21,27,17,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
192,v2_anchor_identity_slot_permutation,7600001,5,production,true,true,true,,2,4,2,1,2,21,27,17,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
193,v2_anchor_only_control,7600001,6,reference,true,true,true,,0,0,0,0,0,0,0,16,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
193,v2_anchor_only_control,7600001,6,production,true,true,true,,0,0,0,0,0,0,0,16,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
194,gate_a_sign_symmetry,7600001,6,reference,true,true,true,,2,4,0,0,0,11,14,8,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
194,gate_a_sign_symmetry,7600001,6,production,true,true,true,,2,4,0,0,0,11,14,8,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
195,gate_b_no_consequence,7600001,6,reference,true,true,true,,2,4,0,2,4,17,20,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
195,gate_b_no_consequence,7600001,6,production,true,true,true,,2,4,0,2,4,17,20,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
196,gate_c_bounded_creation,7600001,6,reference,true,true,true,,2,4,0,2,4,35,50,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
196,gate_c_bounded_creation,7600001,6,production,true,true,true,,2,4,0,2,4,35,50,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
197,gate_d_orphan_cleanup_reuse,7600001,6,reference,true,true,true,,2,4,0,2,4,17,20,16,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
197,gate_d_orphan_cleanup_reuse,7600001,6,production,true,true,true,,2,4,0,2,4,17,20,16,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
198,gate_e_positive_consequence,7600001,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
198,gate_e_positive_consequence,7600001,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
199,gate_f_negative_consequence,7600001,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
199,gate_f_negative_consequence,7600001,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,0e91583bf9cfe78f9828e5ee51fab9d6d2a80d71c59741bb4bb730ab6640da01,selected_sign=-1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
200,gate_g_permutation,7600001,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
200,gate_g_permutation,7600001,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,d5864e525bc912a62d8e1d259b41e839481ace615c737bbbe17c54acdf323db0,selected_sign=1;selected_id=CellId(3)/slotCellSlot(3);unsupported_id=CellId(4)/slotCellSlot(4);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
201,gate_h_neither_useful,7600001,6,reference,true,true,true,,2,4,0,2,4,17,20,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
201,gate_h_neither_useful,7600001,6,production,true,true,true,,2,4,0,2,4,17,20,16,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)|neither_useful=true
202,gate_h_both_useful,7600001,6,reference,true,true,true,,2,4,4,0,0,24,32,18,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
202,gate_h_both_useful,7600001,6,production,true,true,true,,2,4,4,0,0,24,32,18,true,195436ebd9ed37fec0795be4123625af2bf3d37b7ebca01535557cfe267aec8b,resistances=[Some(4); Some(4); Some(4); Some(4)];cells=[Some(1); Some(1)];live10=(true; true; true)/(true; true; true);fires=1->2/1->2
203,gate_i_shared_contact_alias,7600001,6,reference,true,true,true,,0,0,3,0,0,9,12,16,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
203,gate_i_shared_contact_alias,7600001,6,production,true,true,true,,0,0,3,0,0,9,12,16,true,c04c2c3672db83a60703fa4a973249ad3dc77f9c3de8adb48d1405a6aed8515b,shared_resistances=[Some(4); Some(4); Some(4)];contact=Some(1);live10=(true; true; true; true)
204,v2_anchor_identity_slot_permutation,7600001,6,reference,true,true,true,,2,4,2,1,2,21,27,18,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
204,v2_anchor_identity_slot_permutation,7600001,6,production,true,true,true,,2,4,2,1,2,21,27,18,true,c0e4d80909f28277f94f61b1adf6bc5fba2498a78764c44e36acd106aa50a44c,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(0)/slotSome(CellSlot(0));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
205,v2_anchor_only_control,7600001,7,reference,true,true,true,,0,0,0,0,0,0,0,17,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
205,v2_anchor_only_control,7600001,7,production,true,true,true,,0,0,0,0,0,0,0,17,true,728f46b97104f51a0734af94a0de4f162dddd103ad34047b0e103a3183b94858,anchor=CellId(2);boundary=CellId(0)/CellId(1);links=[Some(499); Some(499)]
206,gate_a_sign_symmetry,7600001,7,reference,true,true,true,,2,4,0,0,0,11,14,9,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
206,gate_a_sign_symmetry,7600001,7,production,true,true,true,,2,4,0,0,0,11,14,9,true,421f97454c89b07637029215f354d353db4c0e8bcfb00494037812b3d2152717,negative=CellId(3)/CellSlot(3);positive=CellId(4)/CellSlot(4)
207,gate_b_no_consequence,7600001,7,reference,true,true,true,,2,4,0,2,4,17,20,17,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
207,gate_b_no_consequence,7600001,7,production,true,true,true,,2,4,0,2,4,17,20,17,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,negative_live=(false; false; false);positive_live=(false; false; false)
208,gate_c_bounded_creation,7600001,7,reference,true,true,true,,2,4,0,2,4,35,50,17,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
208,gate_c_bounded_creation,7600001,7,production,true,true,true,,2,4,0,2,4,35,50,17,true,2723d34fb0f1ad613437734aaa996f018f53d759b0400ac0cd960e66a72e9997,proposals=(2; 4)
209,gate_d_orphan_cleanup_reuse,7600001,7,reference,true,true,true,,2,4,0,2,4,17,20,17,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
209,gate_d_orphan_cleanup_reuse,7600001,7,production,true,true,true,,2,4,0,2,4,17,20,17,true,c79f2dbbeb681e18ed05869b830e10f0f01a8ef5ed6f238e83f4e59e9e9eccd8,cell_slots=[CellSlot(3); CellSlot(4)]->[CellSlot(3); CellSlot(4)];arrow_slots=[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]->[Some(ArrowSlot(2)); Some(ArrowSlot(3)); Some(ArrowSlot(4)); Some(ArrowSlot(5))]
210,gate_e_positive_consequence,7600001,7,reference,true,true,true,,2,4,2,1,2,21,27,19,true,2e4309d27dd59e6425e6fd6b3b7663e890ea906d73c4cf996d562ebd3bc46564,selected_sign=1;selected_id=CellId(4)/slotCellSlot(4);unsupported_id=CellId(3)/slotCellSlot(3);anchor=CellId(2)/slotSome(CellSlot(2));selected_r=stemSome(4)/outSome(4);unsupported_r=stemSome(1)/outSome(1);anchor_r=[Some(500); Some(500)];live10=selected(true; true; true)/unsupported(false; false; false);fires=1->2/1->1
