case_id,root,phase,family,mechanics,states,measures,drive,modulation,fires,resistance_events,coupling_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass,case_pass
63,5500000,6,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,6,15cf7cfaf6bc20aa8bfa90e7be2ef85a71a90740443311c5c61c4c57a61a0b3a,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,ad0b1478d34a090b00219da658d4396c02ac1ceec89d4bbde5d63013e3518fd4,true,true,true,true,true
63,5500000,6,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,6,15cf7cfaf6bc20aa8bfa90e7be2ef85a71a90740443311c5c61c4c57a61a0b3a,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,ad0b1478d34a090b00219da658d4396c02ac1ceec89d4bbde5d63013e3518fd4,true,true,true,true,true
64,5500000,6,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1032,a204aaa3239406ba2fea1a76071ed1b7c5bc10ecdff5ad89221495762843bd53,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,6ee80382082085182755d6221c99991f76c9cfbc4bc46201b8065f197565c32f,true,true,true,true,true
64,5500000,6,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1032,a204aaa3239406ba2fea1a76071ed1b7c5bc10ecdff5ad89221495762843bd53,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,7232b3359a2ace9a58468b5fdae3a1b6f5eca73c1148bf0eaa5ccae97515f004,true,true,true,true,true
65,5500000,6,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,28,6c3dbf7fe8e250c9fc6d668eada6664b4bd2fa8eb8dca7973eb16a88fd247bc8,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,7341f558d936937d119cd08618032b41de30783b833f78d7845227060e59c5c2,true,true,true,true,true
65,5500000,6,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,28,6c3dbf7fe8e250c9fc6d668eada6664b4bd2fa8eb8dca7973eb16a88fd247bc8,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,cec742634c4ce0f0467e7b2511c81b274195706a0e6d1671d99613fcd3585e19,true,true,true,true,true
66,5500000,6,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2054,771d3a384f83c7dddceb2fd64bfa2188e3539f282a009d4e3af53424cbebce46,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,5bcc4520fc70d251e5d7176905ca04713bf889bd323c1474e4604884a742d8f7,true,true,true,true,true
66,5500000,6,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2054,771d3a384f83c7dddceb2fd64bfa2188e3539f282a009d4e3af53424cbebce46,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,5bcc4520fc70d251e5d7176905ca04713bf889bd323c1474e4604884a742d8f7,true,true,true,true,true
67,5500000,6,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10006,e801f78b6c2fe32b7848d4b6bd098be5fd4799226e37412533d99e5f54143368,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,9332a7603d9130ad59df17ea6edb6ada68185f617bf784b67346f67489812aa4,true,true,true,true,true
67,5500000,6,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10006,e801f78b6c2fe32b7848d4b6bd098be5fd4799226e37412533d99e5f54143368,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,0c067c2e217b1292ef906da030f55c1227658a29110dcf6d226a09215a994f54,true,true,true,true,true
68,5500000,6,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,46,5140eceef94f0b2da0d539ec49b8ccfe60908ac21ac72b35e3e7088700f89553,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,26ac8f1441a516886734966cb0e15583844ee482e528dc0ce0c5a312a7b41e5e,true,true,true,true,true
68,5500000,6,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,46,5140eceef94f0b2da0d539ec49b8ccfe60908ac21ac72b35e3e7088700f89553,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,52fcff01d69910702add05c7fa74049569fa428294a34939639d99a6906563f6,true,true,true,true,true
69,5500000,6,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,6,a2115a20e8d20d65f04fbb23b2f306010e5429622b70620e5751c018f15b73e9,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,b477e305ce19e1b6798720d24553936cb7b568a385e4447c069288facadea0fe,true,true,true,true,true
69,5500000,6,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,6,a2115a20e8d20d65f04fbb23b2f306010e5429622b70620e5751c018f15b73e9,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,b477e305ce19e1b6798720d24553936cb7b568a385e4447c069288facadea0fe,true,true,true,true,true
70,5500000,6,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,79,8cd5397ef5e9d8f5f9b86739f721258a1b82ebd57acff06f3ec46957a6a3b57f,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,7b89cc33f49f21dbf7cf0bccc370ae753bb08be644d921ef169c9a5b68f3c0bf,true,true,true,false,false
70,5500000,6,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,79,8cd5397ef5e9d8f5f9b86739f721258a1b82ebd57acff06f3ec46957a6a3b57f,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,9035fa2a89b1d7916e8b1e5972b02018e770c6a54fb7710483d6b309b96fd810,true,true,true,false,false
71,5500000,7,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,7,4241c4dd76f32f9a3ddb1f5b3a048f0b13a5b401a4b451545e0d0020b540e7f1,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,3045216e80df9d5212406226ef850b509e2869ab5e3f0c8e765ce44fdfaf8cde,true,true,true,true,true
71,5500000,7,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,7,4241c4dd76f32f9a3ddb1f5b3a048f0b13a5b401a4b451545e0d0020b540e7f1,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,3045216e80df9d5212406226ef850b509e2869ab5e3f0c8e765ce44fdfaf8cde,true,true,true,true,true
72,5500000,7,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,14,d80552961a2dc0bcac3040262c53b1ba1e8a3149d39049a703cfa71e786b2b1c,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,46ccefbfd736f830ca5b6d2ec8855e2a06e603f01c32ba28610b11d0978bb4e5,true,true,true,true,true
72,5500000,7,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,14,d80552961a2dc0bcac3040262c53b1ba1e8a3149d39049a703cfa71e786b2b1c,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,c1e1d67c47000aced6b5220667912f9fbb16c21a145d88099dbd69dc10864ca8,true,true,true,true,true
73,5500000,7,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,7,ec2ad10bc059fa59b0782757b544e8b19a72370df4712434c1ef5940976c8c5f,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,76c1c3dec8f05dfe7cc9c2204222080f7455387fc6b719abb27d30031ea1364b,true,true,true,true,true
73,5500000,7,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,7,ec2ad10bc059fa59b0782757b544e8b19a72370df4712434c1ef5940976c8c5f,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,76c1c3dec8f05dfe7cc9c2204222080f7455387fc6b719abb27d30031ea1364b,true,true,true,true,true
74,5500000,7,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1033,04c264d6a476c0117d1a0c544dc9b31cb24359178d4cdbf954d1b3a059344a67,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,23e05ec2013ab83fed1ffac61439014202938715598c4f0fc5f917def6c97dca,true,true,true,true,true
74,5500000,7,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1033,04c264d6a476c0117d1a0c544dc9b31cb24359178d4cdbf954d1b3a059344a67,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,91f4bc88b0ce0f4075b3c5dbaa97fcf309458b159315225fb245037dad10f573,true,true,true,true,true
75,5500000,7,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,29,fc8f5cdb54231194a0c685954c189d3b6c23a1ee42e9802142b1b509ec25ef45,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,7fc9e290d6966dce5ffda07c7fba07cdc120e23b3135a7f2b428841a73d72146,true,true,true,true,true
75,5500000,7,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,29,fc8f5cdb54231194a0c685954c189d3b6c23a1ee42e9802142b1b509ec25ef45,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,ac90356263bde4d8ce7c10f894b1deed6eb6ae225dea34f05ffd14dd62178b90,true,true,true,true,true
76,5500000,7,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2055,2504ec949f346fb4b028e5e21c81ffcdd6d35870c4eb1ca89dcb8d67627715c5,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,3b442d5b9d6d33bb5ca46f6b2e5be5d8693f67445b7eb52bbaf73f0e5a9c78f3,true,true,true,true,true
76,5500000,7,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2055,2504ec949f346fb4b028e5e21c81ffcdd6d35870c4eb1ca89dcb8d67627715c5,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,3b442d5b9d6d33bb5ca46f6b2e5be5d8693f67445b7eb52bbaf73f0e5a9c78f3,true,true,true,true,true
77,5500000,7,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10007,5a9964ec814afa6162700809d475444129a3f6232ac00759e0a71da841b99af2,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,9a79b7df2b594a7df13d0f29568d3df14495ff4b20709ec2ed30f9d93b30bc79,true,true,true,true,true
77,5500000,7,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10007,5a9964ec814afa6162700809d475444129a3f6232ac00759e0a71da841b99af2,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,8e53b78a3605e8b6d99be886c8f8c120e74242b7eaa80639b39f75b44ad22752,true,true,true,true,true
78,5500000,7,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,47,185b0ef1537bee91a56dfd14b2f0f74ad3f8cc2da5da386de94aa2364938b931,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,6bb1b097d921d717f81112d619782b169bdb36438961a4999911e9e7f823643f,true,true,true,true,true
78,5500000,7,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,47,185b0ef1537bee91a56dfd14b2f0f74ad3f8cc2da5da386de94aa2364938b931,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,c61359174aef7117f0926f3f644f2f42ecfcc8d940378d32013d311ef42b5a21,true,true,true,true,true
79,5500000,7,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,7,1c0cd1b14290deb2bda3dc2a906c16e95a5d1bade40f4fa85b75cfcb78c11500,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,cf3d7c8b92346c40982ec7404ccee4718334636701afa6c085eacb68317075f5,true,true,true,true,true
79,5500000,7,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,7,1c0cd1b14290deb2bda3dc2a906c16e95a5d1bade40f4fa85b75cfcb78c11500,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,cf3d7c8b92346c40982ec7404ccee4718334636701afa6c085eacb68317075f5,true,true,true,true,true
80,5500000,7,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,80,b97834ee50a6e467929b5757ba5131c0e5ad43d8844ef305514d7c2d9c83f8c2,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,d4b3f1883ed10a17dd5464dfd071bd478cd4e8e0e861e80058a23d424b82de55,true,true,true,false,false
80,5500000,7,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,80,b97834ee50a6e467929b5757ba5131c0e5ad43d8844ef305514d7c2d9c83f8c2,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,47f46e50f11be7f196026b7adfef240ef70285faaca14d5db502b95665f9d634,true,true,true,false,false
81,5500000,8,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,8,a3fb08245bfed6a3a5f7cd88ec7dbca7630ae06422cd15519f6fcbce7fa70820,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,044ef191ddfb56d21bdac2deb8cb86786fdbf1f265d75a3caec58145c1fb0c5e,true,true,true,true,true
81,5500000,8,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,8,a3fb08245bfed6a3a5f7cd88ec7dbca7630ae06422cd15519f6fcbce7fa70820,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,044ef191ddfb56d21bdac2deb8cb86786fdbf1f265d75a3caec58145c1fb0c5e,true,true,true,true,true
82,5500000,8,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,15,d1b9d8fb56847b93cfbca51776cc6b75ddd34691a8f94f0e5ad9326cc28e8126,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,a0f6bbd39a6743a1b2a39c8bff15915d9870ee813c6160cdac5efbac779cebd7,true,true,true,true,true
82,5500000,8,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,15,d1b9d8fb56847b93cfbca51776cc6b75ddd34691a8f94f0e5ad9326cc28e8126,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,aae5f4b320e9dabc01e29c89f43f1960e332d491e3a73b217b2468aaa872efbf,true,true,true,true,true
83,5500000,8,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,8,2dacdf56d72d2fc0d8380800ae967e22b59d17916c396bc9efd06a08a6965154,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,debd2219d8a3204a6e049e63fa9764be3a5986567bc359b6f097201eaf66d39b,true,true,true,true,true
83,5500000,8,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,8,2dacdf56d72d2fc0d8380800ae967e22b59d17916c396bc9efd06a08a6965154,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,debd2219d8a3204a6e049e63fa9764be3a5986567bc359b6f097201eaf66d39b,true,true,true,true,true
84,5500000,8,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1034,f86884cf1fd0db7fd9def4355ec5af77e0fddec44e271f3b88a44b9051e58edf,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,013a8f2c3d8a92a4b8dbd466281fa15478e6840559044efd057bb9516dd0f338,true,true,true,true,true
84,5500000,8,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1034,f86884cf1fd0db7fd9def4355ec5af77e0fddec44e271f3b88a44b9051e58edf,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,e06a7eb1161076d0ded61699ed3d941a3839e81b927da6189ce08926465778dd,true,true,true,true,true
85,5500000,8,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,30,1c8579eb1701cbfdc6e287d289bfc67180bd0ba95702c8da02fe20063ed63d30,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,1ff762f2aa0f36e5523a89ec0115ab8600500209c554b6ef67fa843e3b8b5d3c,true,true,true,true,true
85,5500000,8,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,30,1c8579eb1701cbfdc6e287d289bfc67180bd0ba95702c8da02fe20063ed63d30,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,834930ff9d74dcb625b0f5a61ea511c5448e6fa3e9bc8842d3e253073b07f2f2,true,true,true,true,true
86,5500000,8,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2056,ecbbe122003e0dadcd8a52ca1c559f3205c4dc479f63e238e0294bdd954c9eeb,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,7b31147ecadc8a87dce3500c7cea3d2503c447a42a3cfb382da697a091958fa0,true,true,true,true,true
86,5500000,8,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2056,ecbbe122003e0dadcd8a52ca1c559f3205c4dc479f63e238e0294bdd954c9eeb,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,7b31147ecadc8a87dce3500c7cea3d2503c447a42a3cfb382da697a091958fa0,true,true,true,true,true
87,5500000,8,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10008,c03ccd4767e21b2a87690bd72aa4b35cba87145ccb22f94bbcfdaac8c460faf8,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,31ac4b3462ba0427c103a0abe31691a84a1f1168ee37f849f25ea9cca4a2489b,true,true,true,true,true
87,5500000,8,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10008,c03ccd4767e21b2a87690bd72aa4b35cba87145ccb22f94bbcfdaac8c460faf8,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,4a9b4fd7e6cdec73b4ba78f1f41f501c024d8ea23f3fab248c080d3d680f6910,true,true,true,true,true
88,5500000,8,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,48,703537c061382722f8e415d42e77a85f7ed554d620d11c9236fe73195f323a6d,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,3f124f3de40cdf31b934cd719079b495ad34881967fb6290ca1f8fc201114122,true,true,true,true,true
88,5500000,8,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,48,703537c061382722f8e415d42e77a85f7ed554d620d11c9236fe73195f323a6d,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,36ba055d746e50f7ff6a478c7f858466f25aadba3c7d66727d1777c2e110232c,true,true,true,true,true
89,5500000,8,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,8,9f70736d51a03d6c7c9e2ac7904c0b01027c43dee145c53aaeb51e9f35a21f69,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,1a4773b7a5d76b1ffd6020f1945f402d4b31708de10816b551f431ebcdbd3c38,true,true,true,true,true
89,5500000,8,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,8,9f70736d51a03d6c7c9e2ac7904c0b01027c43dee145c53aaeb51e9f35a21f69,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,1a4773b7a5d76b1ffd6020f1945f402d4b31708de10816b551f431ebcdbd3c38,true,true,true,true,true
90,5500000,8,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,81,9aa6a21dd13a4c05dea62687d19e3fc7da055272d923b2b8fb2cfc442e092bc0,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,867375e3ab82f68bb86b29d8a41442223836e8efa8313124c987acdacf3a2a27,true,true,true,false,false
90,5500000,8,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,81,9aa6a21dd13a4c05dea62687d19e3fc7da055272d923b2b8fb2cfc442e092bc0,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,ef4df2a2dc4182b2ec82e241c4aeed29b5e714beb61ddbaa6b3e588b7eb6a22e,true,true,true,false,false
91,5500000,9,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,9,f3db3ca8a7cda6b4a658669b835bbc5a1b32151116252550c8485868bc38b3ab,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,6e1bf4477c9fdbb395bc44e3e77f26bf55edab8cf269125d607e1c3f720c03eb,true,true,true,true,true
91,5500000,9,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,9,f3db3ca8a7cda6b4a658669b835bbc5a1b32151116252550c8485868bc38b3ab,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,6e1bf4477c9fdbb395bc44e3e77f26bf55edab8cf269125d607e1c3f720c03eb,true,true,true,true,true
92,5500000,9,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,16,33b3984a4bba514f19fd6a79d8f8e1849c9aec8eed1230b247a6571ccc38ad72,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,d95763d2ef5a52dffe487b2c7ab90a18e6bd03d51db39c14fdcab55b7caae812,true,true,true,true,true
92,5500000,9,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,16,33b3984a4bba514f19fd6a79d8f8e1849c9aec8eed1230b247a6571ccc38ad72,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,1fae16962dfaae4609e439d0d4c93b4429cf13d45cfd32bc0eb3aa7e7987b4c6,true,true,true,true,true
93,5500000,9,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,9,d8e8557d19e1f2979b1d57726ae109fde4a78d42d0a3689eafc580fdba3ddb70,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,898a788ad0e3c65ae3fcb671f25e90fb5add6fa43b48332137ccd1a051fb10a1,true,true,true,true,true
93,5500000,9,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,9,d8e8557d19e1f2979b1d57726ae109fde4a78d42d0a3689eafc580fdba3ddb70,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,898a788ad0e3c65ae3fcb671f25e90fb5add6fa43b48332137ccd1a051fb10a1,true,true,true,true,true
94,5500000,9,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1035,787ea8d33ab2c32fdc16457c16a59ccf90ad6ac3f7f5a2b11a40ad3e2a37ba0a,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,7adf9691f07b4ed700adc1ee06d93323b3078214f070fee771e604c6d7fe28ce,true,true,true,true,true
