case_id,root,phase,family,mechanics,states,measures,drive,modulation,fires,resistance_events,coupling_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass,case_pass
31,5500000,3,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,3,d752b00d554f981178cbdff4a0dc9ce75e34bf31913cd44cba258c3a23ad053c,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,bc35b710dc7db76555be1e8868c6c2dd76c62805688cba98fc1e223a012a193b,true,true,true,true,true
31,5500000,3,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,3,d752b00d554f981178cbdff4a0dc9ce75e34bf31913cd44cba258c3a23ad053c,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,bc35b710dc7db76555be1e8868c6c2dd76c62805688cba98fc1e223a012a193b,true,true,true,true,true
32,5500000,3,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,10,da6ef197e00d590b70f5efd51f3651b8566e6c0adb3345fc319396efa4618584,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,91f293f1e8ecf6e79ded4acff1b7eca0c073a0d9e2d6d005eac9cd9017eed789,true,true,true,true,true
32,5500000,3,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,10,da6ef197e00d590b70f5efd51f3651b8566e6c0adb3345fc319396efa4618584,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,f4d2c58faa8adcc19be154f5a0f623da5171046f3ba11a8f861939c6e2075fc3,true,true,true,true,true
33,5500000,3,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,3,e7fdece4fffc8cc3d5f329a2021ca2ffbb278ab229080a3ce1e30ad5e502120b,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,54b633f577e020d27d663709d7dc0ed82e838cb6c6d79b8d43fcdadfb34fdbbe,true,true,true,true,true
33,5500000,3,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,3,e7fdece4fffc8cc3d5f329a2021ca2ffbb278ab229080a3ce1e30ad5e502120b,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,54b633f577e020d27d663709d7dc0ed82e838cb6c6d79b8d43fcdadfb34fdbbe,true,true,true,true,true
34,5500000,3,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1029,52e759d24b855dc7ab0b017154beaedbcceef22c0100668fb40fa17e9a32e1a3,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,09d1711f6a40779d0c391e3c955f57bd431e5fb8b848e634297b6b29ec03c149,true,true,true,true,true
34,5500000,3,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1029,52e759d24b855dc7ab0b017154beaedbcceef22c0100668fb40fa17e9a32e1a3,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,737ed3afc967c0d5e969aa77e00cb17dd79763480ebb3c8f3571c235fcba2772,true,true,true,true,true
35,5500000,3,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,25,19553e0b0641236c5c0487f92a82e3e9f1a92f723a575b6d1e74ce74224da0fa,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,038cea835be2cdcad0c989a0db66419dc0c72a8bf9d921f7b47d5d969572da57,true,true,true,true,true
35,5500000,3,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,25,19553e0b0641236c5c0487f92a82e3e9f1a92f723a575b6d1e74ce74224da0fa,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,f9a34827337140d6cd39abdeb1049ffc36eb262fed286ec8aadc36eb5d562acc,true,true,true,true,true
36,5500000,3,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2051,12cb0cf6563fadec28a78b1626f3afcb7ebcb4fff134eb0dcc55337aa42920bd,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,897acd6034d9258b0371e77b52a642a56e9dcf40e2795be115f9941e27fe5f61,true,true,true,true,true
36,5500000,3,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2051,12cb0cf6563fadec28a78b1626f3afcb7ebcb4fff134eb0dcc55337aa42920bd,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,897acd6034d9258b0371e77b52a642a56e9dcf40e2795be115f9941e27fe5f61,true,true,true,true,true
37,5500000,3,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10003,2cb719c4e7ae8745f5d49cef80157fd85de23f513e063edafa94a61925284381,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,16938c9c1760112dc7dbc0ce2dcc9790889b04bc80038314609a54edb3193eb7,true,true,true,true,true
37,5500000,3,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10003,2cb719c4e7ae8745f5d49cef80157fd85de23f513e063edafa94a61925284381,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,d228066d201e93f59a5275d955d7f0e96d038664f2e77d9f25b100e8fe7d35b9,true,true,true,true,true
38,5500000,3,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,43,d0f564a0ce93a4f63abcc0d74ba06b7567e02a43ca501a3932d7b56aac3a9b88,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,b7bf142620c2912fb11582b09bf5b5c9e6edbd5ccaf91f582b0730d2af01d9b1,true,true,true,true,true
38,5500000,3,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,43,d0f564a0ce93a4f63abcc0d74ba06b7567e02a43ca501a3932d7b56aac3a9b88,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,175d2bd05058b4d1f0da31d8095265d043c5ea6e347946bbf33697217282fb2d,true,true,true,true,true
39,5500000,3,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,3,0f1eae870c0b8321685694767018dbbd01788eec379dbeeae9e0ad460d24ca36,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,da7166f25dcbf330714019748a71ddbd4c071cdba60367f36215588ac493de12,true,true,true,true,true
39,5500000,3,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,3,0f1eae870c0b8321685694767018dbbd01788eec379dbeeae9e0ad460d24ca36,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,da7166f25dcbf330714019748a71ddbd4c071cdba60367f36215588ac493de12,true,true,true,true,true
40,5500000,3,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,76,3864bd596ac67907c1bb193eb4dfe77d7f0a06250e8c8914fd1ebf847a691d6e,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,877b9477faf98c94be2aa535a588d3d5cd29b2c857502eaad30d64d9749f2d7d,true,true,true,false,false
40,5500000,3,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,76,3864bd596ac67907c1bb193eb4dfe77d7f0a06250e8c8914fd1ebf847a691d6e,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,cc7278a4ce10d84ccfdadce5be35aee751dd564b1b3ed47bc456f473333c8a2f,true,true,true,false,false
41,5500000,4,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,4,4e97ecb7535760be33c119c3b19b38a3c71bb2956845bdb1fae80524cf7df75a,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,42f642ae5947086eef1e7ea67e9047482e29c9da89230823f4e47981e7aa8a8d,true,true,true,true,true
41,5500000,4,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,4,4e97ecb7535760be33c119c3b19b38a3c71bb2956845bdb1fae80524cf7df75a,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,42f642ae5947086eef1e7ea67e9047482e29c9da89230823f4e47981e7aa8a8d,true,true,true,true,true
42,5500000,4,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,11,0173a81184ea72a7071fd6559c63946406709f07ac4d3ac85814445a9b427c24,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,9f792dafc2c8140ecdcaf5fd60023a71d390cec9eefee9989fde457a4e094ead,true,true,true,true,true
42,5500000,4,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,11,0173a81184ea72a7071fd6559c63946406709f07ac4d3ac85814445a9b427c24,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,e880a6a67c7f5909168e01cb7f5e2500383f3f22061624d48bfac2330e2e3df7,true,true,true,true,true
43,5500000,4,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,4,8b83e9d6c359aa5df11af8a824a2e4ef4e286765b210f93f053c26d3acf8dbbe,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,01d6683e93fe177c7cf4bf5ff6a6089e2b431724ca2c9e01d3b043777f57a8b0,true,true,true,true,true
43,5500000,4,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,4,8b83e9d6c359aa5df11af8a824a2e4ef4e286765b210f93f053c26d3acf8dbbe,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,01d6683e93fe177c7cf4bf5ff6a6089e2b431724ca2c9e01d3b043777f57a8b0,true,true,true,true,true
44,5500000,4,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1030,986e2d39816abf95fe7d21b16bc62d26c88604b71d25e96291b229d8cdf9c6e9,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,5037699f682effd8b11b863ef5989096477d6d9abf4cdd4ce1dbfe6bf1f46450,true,true,true,true,true
44,5500000,4,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1030,986e2d39816abf95fe7d21b16bc62d26c88604b71d25e96291b229d8cdf9c6e9,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,aa75352d18f8ab62b96700ae41d8876bb1661c7ae8f93f6916bc7d34d62b63f4,true,true,true,true,true
45,5500000,4,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,26,1a5895b3b1732c66d5ef1c28fcecef426a1dc6fa1aac8553ab0e065ea77cca12,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,0ad79065070213ff203c24de9939217712541c660e17cdad8e9700236c3b6940,true,true,true,true,true
45,5500000,4,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,26,1a5895b3b1732c66d5ef1c28fcecef426a1dc6fa1aac8553ab0e065ea77cca12,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,28ba10e0d7954e2f0f4e116cee48ff5446c325051537e8ce5fa1934c17c8f004,true,true,true,true,true
46,5500000,4,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2052,296353030bf7eb0fb1c7adf3a0c403f4838e4d3e48bd56426ba077d3c157f48d,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,2bff766a6fd58b181ff55ac0f586e1cf9112c6ed77d85efef28702a564fa8f42,true,true,true,true,true
46,5500000,4,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2052,296353030bf7eb0fb1c7adf3a0c403f4838e4d3e48bd56426ba077d3c157f48d,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,2bff766a6fd58b181ff55ac0f586e1cf9112c6ed77d85efef28702a564fa8f42,true,true,true,true,true
47,5500000,4,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10004,f67b4d505ecca59dbb04719848967f69ff49d576ffe67a84d25983ec8beecbbb,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,1661366a756c5299f89b09f912bc702dc15c94e2196d1afe1cb9fae21ba3d096,true,true,true,true,true
47,5500000,4,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10004,f67b4d505ecca59dbb04719848967f69ff49d576ffe67a84d25983ec8beecbbb,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,979bf1a40799648700f0a22defa649ff12dcaa1df49eba5def368e973ce66b6b,true,true,true,true,true
48,5500000,4,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,44,7d8cdf209bf71e7f6f93b8367e8b1779d20ae8446711af5d3833fee44e94e22f,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,383700a5753b0de365c7c42222ada38453e6504454cbab8ef9653ff2803e0bf9,true,true,true,true,true
48,5500000,4,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,44,7d8cdf209bf71e7f6f93b8367e8b1779d20ae8446711af5d3833fee44e94e22f,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,3928b8ef539bd466b760cac629ed9ba305cac399e8a5d280a5a593eaa67d5626,true,true,true,true,true
49,5500000,4,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,4,22e6aee225f627a5888eac01c11c6d9424262860cb5b761c7f758b0c7e4c3343,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,cbdf4cb450f69b0809c67c4d7a6f16391adaffb5e073cf75ffd31de6e21c2b58,true,true,true,true,true
49,5500000,4,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,4,22e6aee225f627a5888eac01c11c6d9424262860cb5b761c7f758b0c7e4c3343,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,cbdf4cb450f69b0809c67c4d7a6f16391adaffb5e073cf75ffd31de6e21c2b58,true,true,true,true,true
50,5500000,4,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,77,392ac8e88e8e79830194683d53b38bc33f6013397c9f563a25a68f8689330e20,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,4a522654167c53d6b32d32f0f2a8aaa2e1e4b5c107d470b89ead7f510f2335bf,true,true,true,false,false
50,5500000,4,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,77,392ac8e88e8e79830194683d53b38bc33f6013397c9f563a25a68f8689330e20,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,aac3f7412a56ad063dc78aec52356507910c1dfb96f423d6f7b995a63913e91e,true,true,true,false,false
51,5500000,5,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,5,b2ab1a750af73cfec924f3d60f526f6589e3c4d87140625b1475261297029704,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,adec890fd9e7bbc9cc3263b192865a6587b8a0da40ed4a0ea116fee15eb14c90,true,true,true,true,true
51,5500000,5,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,5,b2ab1a750af73cfec924f3d60f526f6589e3c4d87140625b1475261297029704,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,adec890fd9e7bbc9cc3263b192865a6587b8a0da40ed4a0ea116fee15eb14c90,true,true,true,true,true
52,5500000,5,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,12,a9ce1f5fc9d550bf03ebbc696110e6652815a0da9b84f903dc872777377409c6,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,e06def5cd6abfad2ce372124207beb48f118e9407f4b51b6fd00adf3e3d3e3cb,true,true,true,true,true
52,5500000,5,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,12,a9ce1f5fc9d550bf03ebbc696110e6652815a0da9b84f903dc872777377409c6,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,261bc0634533bd31ed5352a0c12918ad10c1c980c3a7979e8aa1797934dce25a,true,true,true,true,true
53,5500000,5,prompt_consequence,reference,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,5,b604c7f4434d548ce130d3ba4ee8f349c7642263474b4120b079a63cccd48bea,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,40434234428c88f70aaec7300b9b3b3f8e3ad35f997946db43ef03f8c07c945b,true,true,true,true,true
53,5500000,5,prompt_consequence,production,1/100003/2/4294967296/4294967296,4294967296,3,1,2,1,1,0,0,0,0,5,5,b604c7f4434d548ce130d3ba4ee8f349c7642263474b4120b079a63cccd48bea,0e35cd260bb3a0e50547bc50f1e16ff26cfc5de6079cdb429971444a238bfc56,40434234428c88f70aaec7300b9b3b3f8e3ad35f997946db43ef03f8c07c945b,true,true,true,true,true
54,5500000,5,wrong_and_late,reference,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1031,ca9a9f470502beb49596b46fff365f0d7e541b3bea6689b4427d34165bab7c7a,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,782fcae37588af487d3fe4982dfd433e1e402ae133f87a059c168f62535f5d60,true,true,true,true,true
54,5500000,5,wrong_and_late,production,1/99898/1/0/0;1/99898/1/0/0,0|0,6,2,4,0,0,0,0,0,0,8,1031,ca9a9f470502beb49596b46fff365f0d7e541b3bea6689b4427d34165bab7c7a,bc99d5da47f8386745bd1318b30c357f05d9d8ff1cfcfc9997faa50e7e768dca,311ab4d11c4afd67fa889ba9385e7352221f9a2f1fc0c40799834d3e0693c825,true,true,true,true,true
55,5500000,5,graded_magnitude,reference,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,27,d73b86a0d6caf91e14eeffd541d4f419b65ef5c627631c14c8d6beb8e55f15f1,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,3f587c4a87089107adfe326c6adc77025071b38b7125040d5257ca72eb84767a,true,true,true,true,true
55,5500000,5,graded_magnitude,production,1/100000/1/1038312161/1979772000;1/100001/2/1038312161/4294967296;1/100001/3/12096372736/12096372736,1979772000|4294967296|12096372736,13,3,8,3,2,0,0,0,0,19,27,d73b86a0d6caf91e14eeffd541d4f419b65ef5c627631c14c8d6beb8e55f15f1,87619ad7609ee9f21e081d9f4bbe02afbfea6a1ff78298a1d3e798b453f9e444,c17323253bee26964f678dab6d2f4ddd05f0fe0153f65411a72c6aec6c34fd4d,true,true,true,true,true
56,5500000,5,repeated_supported,reference,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2053,301e1c9c66a41f0d512943cea87551df34f95fe7fb7a958816bbcf5b21be6d19,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,f5dadbe328976a551c2cb30d1a2f0986821ac33e01f80ac28c94d1cc798e4b87,true,true,true,true,true
56,5500000,5,repeated_supported,production,1/99805/4/4294967296/12884901888,2|3|4,9,3,6,3,3,0,0,0,0,15,2053,301e1c9c66a41f0d512943cea87551df34f95fe7fb7a958816bbcf5b21be6d19,a82634eb554ea82e60330c929f489befa8b8188d5abb48fd483e748bac7b131b,f5dadbe328976a551c2cb30d1a2f0986821ac33e01f80ac28c94d1cc798e4b87,true,true,true,true,true
57,5500000,5,threshold_family,reference,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10005,cc55d9c7c1f1d7d46dcf887730a5638ecfb3cec3a915437fb847278907b0431a,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,6d0eda3a39758b8258ed6623be5f295fb476c850a2f34465bf66b9d84d18ccd0,true,true,true,true,true
57,5500000,5,threshold_family,production,1/99000/1/0/0;1/99106/2/0/4294967296;1/99410/3/0/8589934592;1/99805/1/4294967296/0;1/99805/1/4294967296/0,1|1|1|1,22,3,15,3,3,0,3,0,0,28,10005,cc55d9c7c1f1d7d46dcf887730a5638ecfb3cec3a915437fb847278907b0431a,235c98574f3fb0b6d7cbc6f4c439f4d5894f11a62d8af74b205cffb752078522,f2ef055dc3c704a32c0fdf2bead03df43da7d4492eaa91564da8a65fefbcfd4a,true,true,true,true,true
58,5500000,5,equal_persistence_efficacy,reference,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,45,7b585b3e4cc2603674062bbd9f78681a0143a5f05555c0bf7e2accbb45785ed7,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,d978d8cc6585123e89a36e0da74e17a2b80864c20757b5642cd91b3e056636d4,true,true,true,true,true
58,5500000,5,equal_persistence_efficacy,production,1/1/1/346608838/0;1/1/2/346608838/0;0/0/1/0/0;0/0/2/0/0,0|1,4,0,3,0,0,0,0,0,0,6,45,7b585b3e4cc2603674062bbd9f78681a0143a5f05555c0bf7e2accbb45785ed7,c2eb9cbdc1686a5d92d304168fc0d365280a73779570354a7153956164daa5df,7ae2c3129b771ac163b27cb6c6100673f7f99ed6833cdf8e0c99ab228e693dff,true,true,true,true,true
59,5500000,5,fanout_locality,reference,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,5,f4c76d82fde6f14144edafa21eda5124c3a08744f03812eec90ce00ba1a65068,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,225148f2d9b6a2b82c94cbd00d47e2751397a2760dbb89779d93db640a1be064,true,true,true,true,true
59,5500000,5,fanout_locality,production,1/100003/2/4294967296/4294967296;1/100003/2/4294967296/4294967296;1/100000/1/0/0,4294967296|4294967296|0,4,1,2,2,2,0,0,0,0,7,5,f4c76d82fde6f14144edafa21eda5124c3a08744f03812eec90ce00ba1a65068,9e9e3f7b9e79e3208cdf5552ffe9d794bce014922b2a31f01bc0791a0a79b41a,225148f2d9b6a2b82c94cbd00d47e2751397a2760dbb89779d93db640a1be064,true,true,true,true,true
60,5500000,5,recurrent_stability,reference,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,78,67cbfd83a0271c6ff34eabeb44357ec7075d87e989b93eee9ba50c122dab26ff,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,5c8dc2ecfff47322128761c848032f33034aa4115e09190da3600a65e79559cc,true,true,true,false,false
60,5500000,5,recurrent_stability,production,0/0/2/0/0;1/1/2/32773720845/4294967296,1|33|32,73,2,70,2,2,0,0,0,0,78,78,67cbfd83a0271c6ff34eabeb44357ec7075d87e989b93eee9ba50c122dab26ff,8abae5119efdb4d0a58302428d060ee4ddb6cb2fe7dac451460aa9c92b27320b,5ba70f2a3c72edb3bd23b0f357bd090ae631c9fdb210be9215d5f75f8dcf2c9f,true,true,true,false,false
61,5500000,6,no_consequence,reference,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,6,663d8aa96c850157d38b600e2604cd0fe6fff593f324a73ee03edc39d998a9ed,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,04a996041d1fb1c5c8a1bc13b79b81933f7a391559f20605495fd06140482fd2,true,true,true,true,true
61,5500000,6,no_consequence,production,1/100000/1/4294967296/0,0,2,0,1,0,0,0,0,0,0,2,6,663d8aa96c850157d38b600e2604cd0fe6fff593f324a73ee03edc39d998a9ed,983a86ff6942e9c7d1d547f42d1b622b737b493631b390da4966cfbec9f42d0c,04a996041d1fb1c5c8a1bc13b79b81933f7a391559f20605495fd06140482fd2,true,true,true,true,true
62,5500000,6,repeated_use_only,reference,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,13,2e623e7fb98629925652fa6393bf42d1e923d484b97b655fa12ffb6167059992,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,1fbf49f92532e39f43ab1b2834111e23ddc5f5f8fb2179ba35e9ff812ba9bc7d,true,true,true,true,true
62,5500000,6,repeated_use_only,production,1/100000/1/27713226736/0,0,16,0,8,0,0,0,0,0,0,16,13,2e623e7fb98629925652fa6393bf42d1e923d484b97b655fa12ffb6167059992,720c6a575cde576cd6ea763a78f31512328692b6523fa9e196dfd1a8f0e81ec6,4c1b5ad38b7ed7c456cee21e06b32924e2ea88ede05aabef66d390e888712f0c,true,true,true,true,true
